Species_TTOL	PAL	rest_of_brain	rest_of_brain2	BOD	BOD2
Taphozous_melanopogon	1.307	2.70480831622297	7.31598802750896	1.86328760196422	3.47184068763358
Tonatia_bidens	1.623	2.87212442061372	8.24909868748569	1.86328760196422	3.47184068763358
Lophostoma_schulzi	1.155	2.67681030271887	7.1653133967419	1.86328760196422	3.47184068763358
Trachops_cirrhosus	1.556	2.97719852358353	8.86371104882793	1.86328760196422	3.47184068763358
Triaenops_persicus	0.863	2.41026109600416	5.80935855091118	1.86328760196422	3.47184068763358
Tylonycteris_pachypus	0.524	1.87843900376487	3.52853309086516	1.86328760196422	3.47184068763358
Tylonycteris_robustula	0.663	2.03440793493338	4.1388156457199	1.86328760196422	3.47184068763358
Uroderma_bilobatum	1.505	2.76341624316696	7.636469332999	1.86328760196422	3.47184068763358
Vampyressa_pusilla	1.294	2.55572901399533	6.53175079297756	1.86328760196422	3.47184068763358
Vampyrum_spectrum	2.084	3.38883839645361	11.4842256772783	1.86328760196422	3.47184068763358
Alouatta_seniculus	2.605	4.69064476860801	22.0021483452696	1.86328760196422	3.47184068763358
Aotus_trivirgatus	2.301	4.20956514451613	17.7204387059251	1.86328760196422	3.47184068763358
Ateles_geoffroyi	2.879	5.00423671459412	25.0423850956918	1.86328760196422	3.47184068763358
Avahi_laniger	2.222	3.99079117597203	15.9264142102162	1.86328760196422	3.47184068763358
Plecturocebus_moloch	2.301	4.24999973790912	18.0624977722276	1.86328760196422	3.47184068763358
Callimico_goeldii	2.025	4.02141427425862	16.171772765211	1.86328760196422	3.47184068763358
Callithrix_jacchus	1.928	3.86010428447601	14.9004050870301	1.86328760196422	3.47184068763358
Cebuella_pygmaea	1.761	3.63358773263483	13.2029598107543	1.86328760196422	3.47184068763358
Cebus_albifrons	2.675	4.8258408678735	23.2887400820381	1.86328760196422	3.47184068763358
Cercopithecus_ascanius	2.68	4.80297404128273	23.0685596412358	1.86328760196422	3.47184068763358
Cercopithecus_mitis_mitis	2.748	4.84835244065239	23.5065213887799	1.86328760196422	3.47184068763358
Cheirogaleus_major	2.361	3.80396492768725	14.4701491710746	1.86328760196422	3.47184068763358
Cheirogaleus_medius	2.125	3.4708780230274	12.0469942507346	1.86328760196422	3.47184068763358
Daubentonia_madagascariensis	3.024	4.6294722319675	21.4320131465581	1.86328760196422	3.47184068763358
Erythrocebus_patas	2.814	5.01330305301563	25.1332075013758	1.86328760196422	3.47184068763358
Eulemur_fulvus_fulvus	2.58	4.34468914865517	18.876323798442	1.86328760196422	3.47184068763358
Galago_senegalensis	1.953	3.65384583826705	13.3505894098214	1.86328760196422	3.47184068763358
Galagoides_demidoff	2.091	3.50526524207999	12.2868844173341	1.86328760196422	3.47184068763358
Gorilla_gorilla	3.327	5.67214160105073	32.1731903423703	1.86328760196422	3.47184068763358
Homo_sapiens	3.779	6.09769523952942	37.1818872341798	1.86328760196422	3.47184068763358
Hylobates_lar	2.777	4.98887970833346	24.8889207442213	1.86328760196422	3.47184068763358
Indri_indri	2.643	4.55944787748954	20.7885649475439	1.86328760196422	3.47184068763358
Lagothrix_lagotricha	2.808	4.980177796679	24.8021708865345	1.86328760196422	3.47184068763358
Lepilemur_mustelinus	2.225	3.85550540645094	14.8649219391724	1.86328760196422	3.47184068763358
Lophocebus_albigena	2.934	4.9893093148895	24.8932074396431	1.86328760196422	3.47184068763358
Loris_tardigradus_tardigradus	2.181	3.79701647977618	14.4173341476919	1.86328760196422	3.47184068763358
Macaca_mulatta	2.733	4.94427327976376	24.4458382649859	1.86328760196422	3.47184068763358
Microcebus_murinus	1.823	3.22499777943092	10.4006106773343	1.86328760196422	3.47184068763358
Miopithecus_talapoin	2.467	4.57720824492106	20.9508353173733	1.86328760196422	3.47184068763358
Nasalis_larvatus	2.739	4.97211427746941	24.7219203882152	1.86328760196422	3.47184068763358
Nycticebus_coucang	2.507	4.07016900764897	16.5662757508262	1.86328760196422	3.47184068763358
Otolemur_crassicaudatus	2.376	3.98509131950917	15.8809528248273	1.86328760196422	3.47184068763358
Pan_troglodytes	3.122	5.58232825551133	31.1623887522802	1.86328760196422	3.47184068763358
Papio_cynocephalus	3.063	5.28121407692444	27.8912221263048	1.86328760196422	3.47184068763358
Perodicticus_potto	2.661	4.12079897970986	16.9809842311778	1.86328760196422	3.47184068763358
Pithecia_monachus	2.49	4.51688705271499	20.4022686469843	1.86328760196422	3.47184068763358
Piliocolobus_badius	2.64	4.86832778778568	23.7006154493262	1.86328760196422	3.47184068763358
Propithecus_verreauxi	2.558	4.40135338583513	19.3719116270023	1.86328760196422	3.47184068763358
Pygathrix_nemaeus	2.656	4.86047259819674	23.6241938778213	1.86328760196422	3.47184068763358
Saguinus_midas	1.993	3.98108200720884	15.8490139481219	1.86328760196422	3.47184068763358
Saguinus_oedipus	2.057	3.97903342592802	15.8327070046525	1.86328760196422	3.47184068763358
Saimiri_sciureus_sciureus	2.231	4.35321967494396	18.9505215383192	1.86328760196422	3.47184068763358
Tarsius_tarsier	1.594	3.53020840861181	12.4623714082335	1.86328760196422	3.47184068763358
Varecia_variegata	2.789	4.47260429620756	20.0041891904543	1.86328760196422	3.47184068763358
