Species_TTOL	PAL	rest_of_brain	rest_of_brain2	BOD	BOD2
Pteropus_poliocephalus	2.491	3.83016987335255	14.6702012587375	1.86328760196422	3.47184068763358
Pteropus_samoensis	2.441	3.73626675041077	13.959689230225	1.86328760196422	3.47184068763358
Pteropus_scapulatus	2.362	3.70549571470575	13.7306984917027	1.86328760196422	3.47184068763358
Pteropus_temminckii	2.371	3.66354900940771	13.4215913443322	1.86328760196422	3.47184068763358
Pteropus_tonganus	2.483	3.75825829746648	14.1245054304756	1.86328760196422	3.47184068763358
Pteropus_vampyrus	2.617	3.92972371176801	15.4427284508318	1.86328760196422	3.47184068763358
Rousettus_aegyptiacus	2.106	3.32486399626551	11.0547205936626	1.86328760196422	3.47184068763358
Rousettus_amplexicaudatus	2.02	3.1617898919156	9.99691532061967	1.86328760196422	3.47184068763358
Scotonycteris_zenkeri	1.601	2.8251361190744	7.98139409129878	1.86328760196422	3.47184068763358
Sphaerias_blanfordi	1.63	2.89058047078486	8.35545545808283	1.86328760196422	3.47184068763358
Syconycteris_australis	1.551	2.75449107699007	7.5872210932179	1.86328760196422	3.47184068763358
Anoura_caudifer	1.199	2.5806238378183	6.65961939231605	1.86328760196422	3.47184068763358
Anoura_geoffroyi	1.407	2.74657171798292	7.54365620202365	1.86328760196422	3.47184068763358
Ardops_nichollsi	1.483	2.72119019257957	7.40487606419122	1.86328760196422	3.47184068763358
Artibeus_cinereus	1.403	2.64696591916355	7.00642857721331	1.86328760196422	3.47184068763358
Artibeus_concolor	1.531	2.77277474031503	7.68827976052911	1.86328760196422	3.47184068763358
Artibeus_jamaicensis	1.736	2.98333261088124	8.9002734671475	1.86328760196422	3.47184068763358
Artibeus_lituratus	1.851	3.06496819373968	9.39403002863586	1.86328760196422	3.47184068763358
Aselliscus_stoliczkanus	0.642	2.14627742243429	4.60650677405116	1.86328760196422	3.47184068763358
Aselliscus_tricuspidatus	0.681	2.0993562087761	4.40729649132678	1.86328760196422	3.47184068763358
Brachyphylla_cavernarum	1.833	3.05292228999784	9.32033450876568	1.86328760196422	3.47184068763358
Cardioderma_cor	1.215	2.79992584642206	7.83958474546228	1.86328760196422	3.47184068763358
Carollia_perspicillata	1.515	2.71324648190518	7.36170647157086	1.86328760196422	3.47184068763358
Chalinolobus_gouldii	0.917	2.35195774032069	5.53170521225439	1.86328760196422	3.47184068763358
Chalinolobus_morio	0.752	2.24071974568802	5.02082497871619	1.86328760196422	3.47184068763358
Chiroderma_salvini	1.577	2.88624082329356	8.33038609004629	1.86328760196422	3.47184068763358
Chiroderma_trinitatum	1.393	2.70539048497075	7.31913767617029	1.86328760196422	3.47184068763358
Chiroderma_villosum	1.508	2.82351695180044	7.97224797710447	1.86328760196422	3.47184068763358
Choeroniscus_minor	1.117	2.5659450134905	6.58407381225677	1.86328760196422	3.47184068763358
Coleura_afra	0.949	2.38684133903795	5.69701157774045	1.86328760196422	3.47184068763358
Cormura_brevirostris	0.867	2.31547900333038	5.36144301486384	1.86328760196422	3.47184068763358
Craseonycteris_thonglongyai	0.356	1.91186407137902	3.65522422742997	1.86328760196422	3.47184068763358
Desmodus_rotundus	1.631	2.97496949473285	8.85044349459105	1.86328760196422	3.47184068763358
Diphylla_ecaudata	1.59	2.87975236516861	8.29297368469423	1.86328760196422	3.47184068763358
Emballonura_monticola	0.651	2.19689550326823	4.82634985228017	1.86328760196422	3.47184068763358
Emballonura_raffrayana	0.781	2.21750313113026	4.91732013657249	1.86328760196422	3.47184068763358
Eptesicus_brasiliensis	0.988	2.27704088235613	5.18491517992119	1.86328760196422	3.47184068763358
Eptesicus_fuscus_bahamensis	1.029	2.3513653086034	5.52891881450355	1.86328760196422	3.47184068763358
Eumops_auripendulus	1.352	2.75999624802448	7.6175792891092	1.86328760196422	3.47184068763358
Eumops_glaucinus	1.34	2.79101278730558	7.78975237890325	1.86328760196422	3.47184068763358
Furipterus_horrens	0.572	2.07959239815975	4.32470454248383	1.86328760196422	3.47184068763358
Glischropus_tylopus	0.612	1.97312302120491	3.89321445680878	1.86328760196422	3.47184068763358
Glossophaga_longirostris	1.292	2.6169266719764	6.84830520650148	1.86328760196422	3.47184068763358
Glossophaga_soricina	1.267	2.57354501835856	6.62313396151816	1.86328760196422	3.47184068763358
Harpiocephalus_harpia	1.553	2.62086344715862	6.86892520865216	1.86328760196422	3.47184068763358
Hesperoptenus_blanfordi	0.794	2.16984821507198	4.70824127645104	1.86328760196422	3.47184068763358
Hipposideros_armiger	1.394	2.87560056473481	8.26907860790317	1.86328760196422	3.47184068763358
Hipposideros_ater	0.865	2.30545128539469	5.31510562932804	1.86328760196422	3.47184068763358
Hipposideros_caffer	0.98	2.4627759440208	6.06526535044753	1.86328760196422	3.47184068763358
Macronycteris_commersoni	1.487	2.84697711567035	8.10527869715067	1.86328760196422	3.47184068763358
Hipposideros_diadema	1.365	2.82568898250015	7.98451822582275	1.86328760196422	3.47184068763358
Hipposideros_fulvus	0.914	2.34735841257385	5.51009151708124	1.86328760196422	3.47184068763358
Hipposideros_lankadiva	1.45	2.83381440820857	8.0305041001705	1.86328760196422	3.47184068763358
Hipposideros_larvatus	1.173	2.59070379701993	6.7117461638935	1.86328760196422	3.47184068763358
Hipposideros_ridleyi	0.979	2.40319100137588	5.775326989094	1.86328760196422	3.47184068763358
Hipposideros_speoris	0.97	2.42782469906196	5.89433276937531	1.86328760196422	3.47184068763358
Hipposideros_turpis	1.32	2.74970813235674	7.5608948131488	1.86328760196422	3.47184068763358
Ia_io	1.5	2.85693377655639	8.16207060362878	1.86328760196422	3.47184068763358
Kerivoula_papillosa	0.898	2.47004291344843	6.10111199427681	1.86328760196422	3.47184068763358
Lasiurus_borealis	0.757	2.20786055220101	4.87464821796536	1.86328760196422	3.47184068763358
Leptonycteris_curasoae	1.468	2.76007259430502	7.61800072583367	1.86328760196422	3.47184068763358
Leptonycteris_nivalis	1.43	2.74009904764629	7.50814279091213	1.86328760196422	3.47184068763358
Lonchophylla_mordax	1.255	2.61273847911539	6.82640236025021	1.86328760196422	3.47184068763358
Hsunycteris_thomasi	1.179	2.50023862095974	6.25119316173868	1.86328760196422	3.47184068763358
Lophostoma_silvicolum	1.328	2.85331808051172	8.14142406857511	1.86328760196422	3.47184068763358
Macroderma_gigas	1.605	3.20498065502424	10.2719009990796	1.86328760196422	3.47184068763358
Macrophyllum_macrophyllum	0.987	2.4790378028068	6.14562842774516	1.86328760196422	3.47184068763358
Megaderma_lyra	1.41	2.93241161841455	8.59903789981263	1.86328760196422	3.47184068763358
Megaderma_spasma	1.265	2.78365497627165	7.74873502692193	1.86328760196422	3.47184068763358
Mesophylla_macconnelli	1.176	2.5144416036305	6.32241657806794	1.86328760196422	3.47184068763358
Micronycteris_brachyotis	1.407	2.58328686142129	6.67337100839185	1.86328760196422	3.47184068763358
Micronycteris_megalotis	1.188	2.41295245824855	5.8223395657677	1.86328760196422	3.47184068763358
Micronycteris_minuta	1.201	2.43110917339505	5.91029181296557	1.86328760196422	3.47184068763358
Micronycteris_schmidtorum	1.225	2.46261324325241	6.06446398584217	1.86328760196422	3.47184068763358
Gardnerycteris_crenulatum	1.013	2.48743694137244	6.18734253730427	1.86328760196422	3.47184068763358
Miniopterus_australis	0.865	2.28796870242141	5.2348007832599	1.86328760196422	3.47184068763358
Miniopterus_inflatus	1.061	2.48807198431177	6.19050219911712	1.86328760196422	3.47184068763358
Miniopterus_magnater	1.053	2.4849865990346	6.17515839738155	1.86328760196422	3.47184068763358
Miniopterus_pusillus	0.915	2.31097785415854	5.34061864241123	1.86328760196422	3.47184068763358
Miniopterus_tristis	1.097	2.49587912679333	6.22941261556266	1.86328760196422	3.47184068763358
Molossus_molossus	1.111	2.47483774200244	6.12482184923971	1.86328760196422	3.47184068763358
Molossus_rufus	1.324	2.69716719929339	7.27471090094414	1.86328760196422	3.47184068763358
Monophyllus_plethodon	1.32	2.62023584937206	6.86563590633451	1.86328760196422	3.47184068763358
Mormoops_megalophylla	1.072	2.56247160047249	6.56626070322802	1.86328760196422	3.47184068763358
Murina_cyclotis	1.303	2.37139315447136	5.62350549307361	1.86328760196422	3.47184068763358
Murina_huttoni	1.318	2.38592275334146	5.69262738491251	1.86328760196422	3.47184068763358
Myotis_adversus	1.033	2.3772871201093	5.65149405143757	1.86328760196422	3.47184068763358
Myotis_albescens	0.711	2.07780309246655	4.31726569106356	1.86328760196422	3.47184068763358
Myotis_annectans	0.966	2.31710569964846	5.3689788233434	1.86328760196422	3.47184068763358
Myotis_bechsteinii	1.149	2.39586985328546	5.74019235388207	1.86328760196422	3.47184068763358
Myotis_bocagii	0.868	2.25339686523018	5.07779743222921	1.86328760196422	3.47184068763358
Myotis_dasycneme	1.072	2.46431986810657	6.07287241234477	1.86328760196422	3.47184068763358
Myotis_myotis	1.262	2.65907694339085	7.07069019087282	1.86328760196422	3.47184068763358
Myotis_nigricans	0.847	2.11100026230064	4.45632210743337	1.86328760196422	3.47184068763358
Myotis_siligorensis	0.573	1.98557890358024	3.9425235823429	1.86328760196422	3.47184068763358
Natalus_tumidirostris	0.909	2.36796538095518	5.60726004540222	1.86328760196422	3.47184068763358
Noctilio_albiventris	1.217	2.74963685311494	7.56050282400782	1.86328760196422	3.47184068763358
Noctilio_leporinus	1.497	3.04342425236468	9.26243117988151	1.86328760196422	3.47184068763358
Nyctalus_noctula	1.086	2.52928534798622	6.39728437153778	1.86328760196422	3.47184068763358
Nycteris_arge	1.004	2.51972165509131	6.34899721913611	1.86328760196422	3.47184068763358
Nycteris_grandis	1.204	2.82882341601125	8.00224191897357	1.86328760196422	3.47184068763358
Nycteris_hispida	0.88	2.43216548536531	5.91542894820225	1.86328760196422	3.47184068763358
Nycteris_javanica	0.945	2.65047090615567	7.02499602437764	1.86328760196422	3.47184068763358
Nycteris_macrotis	0.974	2.56570573628551	6.5828459252084	1.86328760196422	3.47184068763358
Nycteris_thebaica	0.925	2.4880134922472	6.19021113760409	1.86328760196422	3.47184068763358
Nyctophilus_geoffroyi	0.817	2.1954325071819	4.819923893591	1.86328760196422	3.47184068763358
Otomops_martiensseni	1.418	2.85387267955123	8.1445892710889	1.86328760196422	3.47184068763358
Peropteryx_macrotis	0.667	2.18774408447669	4.78622417916275	1.86328760196422	3.47184068763358
Phylloderma_stenops	2.019	3.10305487853701	9.62894957921231	1.86328760196422	3.47184068763358
Phyllostomus_discolor	1.727	3.01289560068157	9.07753990060635	1.86328760196422	3.47184068763358
Phyllostomus_elongatus	1.53	2.91962973558399	8.52423779290623	1.86328760196422	3.47184068763358
Phyllostomus_hastatus	1.814	3.15775224544109	9.97139924358827	1.86328760196422	3.47184068763358
Pipistrellus_javanicus	0.685	2.04743835568333	4.19200382032326	1.86328760196422	3.47184068763358
Pipistrellus_tenuis	0.585	1.94445839594312	3.78091845355368	1.86328760196422	3.47184068763358
Afronycteris_nana	0.64	1.97624949883145	3.90556208163155	1.86328760196422	3.47184068763358
Hypsugo_pulveratus	0.768	2.12583275320563	4.51916489460183	1.86328760196422	3.47184068763358
Perimyotis_subflavus	0.757	2.0689992385851	4.28075784926571	1.86328760196422	3.47184068763358
Pteronotus_gymnonotus	1.049	2.50919392843789	6.29605417050955	1.86328760196422	3.47184068763358
Pteronotus_parnellii_mesoamericanus	1.348	2.71076396835588	7.34824129213654	1.86328760196422	3.47184068763358
Pteronotus_personatus	0.94	2.33437416842607	5.44930275821491	1.86328760196422	3.47184068763358
Rhinolophus_cornutus	0.768	2.26307067478927	5.12148887909114	1.86328760196422	3.47184068763358
Rhinolophus_eloquens	1.199	2.58228368121921	6.66818901029102	1.86328760196422	3.47184068763358
Rhinolophus_hipposideros	0.737	2.14741999328989	4.61141262758114	1.86328760196422	3.47184068763358
Rhinolophus_landeri	1	2.41927248180996	5.85287934124292	1.86328760196422	3.47184068763358
Rhinolophus_lepidus	0.895	2.24246038366786	5.0286285723198	1.86328760196422	3.47184068763358
Rhinolophus_luctus	1.223	2.76563752486781	7.64875091895694	1.86328760196422	3.47184068763358
Rhinolophus_macrotis	0.862	2.29216841823355	5.2540360575473	1.86328760196422	3.47184068763358
Rhinolophus_malayanus	0.862	2.28065583157794	5.20139102211046	1.86328760196422	3.47184068763358
Rhinolophus_megaphyllus	0.938	2.39284327871508	5.72569895649193	1.86328760196422	3.47184068763358
Rhinolophus_pearsonii	1.004	2.49680535567541	6.23403698412942	1.86328760196422	3.47184068763358
Rhinolophus_pusillus	0.801	2.19036275728536	4.79768900850274	1.86328760196422	3.47184068763358
Rhinolophus_trifoliatus	0.981	2.51948592306197	6.34780931650745	1.86328760196422	3.47184068763358
Rhinolophus_yunnanensis	1.161	2.61598611233896	6.84338333995029	1.86328760196422	3.47184068763358
Rhinonicteris_aurantia	0.886	2.36980993185743	5.61599911313013	1.86328760196422	3.47184068763358
Rhinophylla_pumilio	1.34	2.52389337701925	6.37003777856165	1.86328760196422	3.47184068763358
Rhinopoma_hardwickii	1.033	2.41517493551946	5.83306996916144	1.86328760196422	3.47184068763358
Rhinopoma_microphyllum	1.228	2.56167523073907	6.56217998778205	1.86328760196422	3.47184068763358
Rhogeessa_parvula	0.69	2.02540404611476	4.10226155001805	1.86328760196422	3.47184068763358
Rhynchonycteris_naso	0.559	2.04732050651951	4.19152125641528	1.86328760196422	3.47184068763358
Saccopteryx_bilineata	0.877	2.33483311530367	5.45144567631863	1.86328760196422	3.47184068763358
Saccopteryx_canescens	0.569	2.08934484317686	4.36536187370975	1.86328760196422	3.47184068763358
Saccopteryx_leptura	0.704	2.18322541361085	4.76647320663625	1.86328760196422	3.47184068763358
Scotomanes_ornatus	1.201	2.55494722650546	6.52775533022796	1.86328760196422	3.47184068763358
Scotophilus_dinganii	1.185	2.6152095371468	6.83932092318357	1.86328760196422	3.47184068763358
Scotophilus_kuhlii	1.057	2.50605597481635	6.28031654891271	1.86328760196422	3.47184068763358
Sphaeronycteris_toxophyllum	1.382	2.69540272673135	7.26519585927081	1.86328760196422	3.47184068763358
Sturnira_lilium	1.579	2.7664442150746	7.6532135951197	1.86328760196422	3.47184068763358
Sturnira_ludovici	1.571	2.79971581818209	7.83840866257902	1.86328760196422	3.47184068763358
Sturnira_tildae	1.614	2.82056767486967	7.95560200851967	1.86328760196422	3.47184068763358
Tadarida_aegyptiaca	1.207	2.56759514736225	6.59254484075817	1.86328760196422	3.47184068763358
Taphozous_australis	1.21	2.68911434548403	7.23133596308799	1.86328760196422	3.47184068763358
Taphozous_hildegardeae	1.303	2.71134274302204	7.3513794701383	1.86328760196422	3.47184068763358
Taphozous_mauritianus	1.25	2.71797961523504	7.3874131888332	1.86328760196422	3.47184068763358
