Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  HIP_d1_m6-glob-004.txt
Log File Name:                   HIP_d1_m6-glob-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2813097733
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   HIP_d1_m6-glob-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.233350
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.70 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	455.432545	1	-0.935690484116	1.005897722871	-0.092741909225	0.000145015426	0.961822470271	N\A	0.034139139256	0.023569086349	42	5	-0.000258857898	Global Trend	
1050000	455.743571	1	-0.762483196977	0.920619478925	-0.029326715614	0.000065613916	0.961078103751	N\A	0.031790770626	0.022370224898	46	2	-0.001472762786	Global Trend	
1100000	459.117347	1	-0.817387784061	0.930238931644	-0.016689399855	0.000118676979	0.960367372656	N\A	0.035051659755	0.024046244340	40	7	-0.002608918403	Global Trend	
1150000	450.225846	1	-0.852115592982	0.932271915092	-0.028678626611	0.000118528376	0.954561316783	N\A	0.036550968520	0.025099890475	42	4	0.000242933503	Global Trend	
1200000	454.820491	1	-0.721094515471	0.870838087952	-0.000566139550	0.000118957981	0.959747933295	N\A	0.036851720789	0.025227130269	47	5	0.001198332283	Global Trend	
1250000	449.801403	1	-0.771563126480	0.898835970725	-0.013879692842	0.000142331496	0.950765594812	N\A	0.038563675862	0.026985644527	39	7	0.000015510188	Global Trend	
1300000	448.748827	1	-0.781437567870	0.924823235887	-0.020340845530	0.000146740523	0.953333079724	N\A	0.035470064090	0.024546740103	39	4	-0.003441079387	Global Trend	
1350000	455.509683	1	-0.734082938021	0.886254247121	0.006650362432	0.000142662574	0.955881066182	N\A	0.034246298248	0.023513600048	35	10	-0.001625719396	Global Trend	
1400000	481.658533	1	-0.788146050270	0.940346387358	-0.043496044729	0.000134428889	0.965853982565	N\A	0.032756520941	0.021796444006	38	9	-0.003455932441	Global Trend	
1450000	474.136379	1	-0.918726065737	0.934132744808	-0.030746846152	0.000124494127	0.956737022780	N\A	0.034526200852	0.023604941532	35	9	0.003597110787	Global Trend	
