Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  NEO_d1_m7-glob-005.txt
Log File Name:                   NEO_d1_m7-glob-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1496117208
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   NEO_d1_m7-glob-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.036913
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.86 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	645.539397	1	-0.889916274434	1.102757379367	0.007644395640	-0.004615667129	0.000099671395	0.993361950635	N\A	0.015173526554	0.014299208830	0.001546772689	33	2	0.006322841245	Global Trend	
1050000	649.442101	1	-0.953259603760	1.116227503103	0.002913066136	-0.005259215679	0.000041620428	0.991720514957	N\A	0.015508023020	0.014162191711	0.001826454569	53	1	0.001477996862	Global Trend	
1100000	672.692184	1	-1.013536564116	1.138246554783	-0.013649995232	-0.005145545053	0.000094952096	0.992595643439	N\A	0.015938753816	0.014071186246	0.001745896503	45	4	0.006540425759	Global Trend	
1150000	660.488801	1	-0.728344134500	1.086547220910	0.006605267522	-0.003291700687	0.000075799759	0.993800495654	N\A	0.013759075698	0.013429470343	0.001560954188	29	3	0.015159319625	Global Trend	
1200000	662.122425	1	-1.010818794403	1.105109070510	0.003519572907	-0.004997693062	0.000069275430	0.993568933819	N\A	0.014727186560	0.014420104816	0.001774694797	46	3	0.000547244720	Global Trend	
1250000	654.422404	1	-1.048665697017	1.143683241190	-0.038358784186	-0.002848243616	0.000076870582	0.992066188955	N\A	0.016114759125	0.015807445755	0.001871608850	39	3	0.002581555044	Global Trend	
1300000	653.846833	1	-0.977239008398	1.093314099745	0.033036640981	-0.006841513914	0.000067759619	0.992839353592	N\A	0.015868120679	0.014725573629	0.001521686388	41	3	0.004785953727	Global Trend	
1350000	673.090881	1	-1.004396108407	1.112211155556	-0.005245764652	-0.004099265740	0.000074436903	0.993769804519	N\A	0.012332377033	0.012641871418	0.001687145500	46	6	0.003163439304	Global Trend	
1400000	655.228034	1	-1.103720258854	1.128125016085	0.003819898429	-0.005459127241	0.000057597977	0.991709662542	N\A	0.016121200342	0.014595224072	0.001976850780	44	3	0.000796159878	Global Trend	
1450000	649.848272	1	-1.071178934037	1.129587453628	-0.017479633389	-0.003716885162	0.000057750714	0.991877414282	N\A	0.018343653476	0.016392820487	0.001787931769	42	3	0.002147266115	Global Trend	
