Species_TTOL	SEP	rest_of_brain	BOD	BOD2
Suncus_megalura	0.467	2.24721153694055	0.74	0.5476
Talpa_europaea	1.178	2.9763963558453	1.908	3.640464
Tenrec_ecaudatus	1.57	3.35823796436117	2.935	8.614225
Aepyprymnus_rufescens	2.074816	4.0785367274352	3.392697	11.510392933809
Antechinus_flavipes	0.949878	2.78774994860876	1.568202	2.459257512804
Antechinus_minimus	1.041393	2.86153430048589	1.724276	2.973127724176
Bettongia_gaimardi	2.088136	4.04663551459762	3.176091	10.087554040281
Bettongia_penicillata	2.038223	3.98021273823091	3.079181	9.481355630761
Burramys_parvus	1.152288	2.92464113314859	1.770852	3.135916805904
Cercartetus_nanus	0.900913	2.67775290596171	1.278754	1.635211792516
Dactylopsila_trivirgata	1.778151	3.76646475332113	2.643453	6.987843763209
Dasycercus_cristicauda	1.305351	3.16814378922862	2	4
Dasyuroides_byrnei	1.338456	3.1709361619783	2.146128	4.605865392384
Dasyurus_geoffroii	1.775246	3.70221513935253	2.69897	7.2844390609
Dasyurus_hallucatus	1.583199	3.45874340368618	3.021189	9.127582973721
Dendrolagus_lumholtzi	2.280123	4.32056441398414	3.78533	14.3287232089
Distoechurus_pennatus	1.170262	2.99668674974598	1.633468	2.668217707024
Dorcopsis	2.163161	4.18833195300086	3.462398	11.988199910404
Echymipera_kalubu	1.701568	3.52847956017657	2.819544	7.949828367936
Gymnobelideus_leadbeateri	1.488551	3.34769853893654	2.041393	4.167285380449
Hypsiprymnodon_moschatus	1.800717	3.74212014161771	2.748188	7.552537283344
Isoodon_macrourus	1.769377	3.58290385753117	3.033424	9.201661163776
Isoodon_obesulus_obesulus	1.816241	3.62554911049539	3.004321	9.025944671041
Osphranter_antilopinus	2.608205	4.71459609027679	4.537819	20.591801276761
Macropus_giganteus	2.591176	4.77506983526938	4.563481	20.825358837361
Notamacropus_irma	2.356599	4.36841530467472	3.819544	14.588916367936
Notamacropus_parma	2.13226	4.20117855029655	3.536558	12.507242487364
Notamacropus_parryi	2.504199	4.51970786965636	4.170262	17.391085148644
Osphranter_robustus	2.533899	4.66347772236744	4.409933	19.447509064489
Osphranter_rufus	2.644832	4.6959083965357	4.494155	20.197429164025
Thylamys_pallidior	0.910624	2.76345797589405	1.477121	2.181886448641
Marmosops_impavidus	1.227887	3.05568408388292	1.845098	3.404386629604
Monodelphis_brevicaudata	1.117271	2.94537022663038	1.924279	3.702849669841
Notoryctes_typhlops	1.190332	2.91376083971985	1.531479	2.345427927441
Petauroides_volans	1.633468	3.62032345471659	3.09691	9.5908515481
Petaurus_australis	1.767156	3.77024778429207	2.748188	7.552537283344
Petaurus_breviceps	1.437751	3.32467344517594	2.113943	4.468755007249
Petaurus_norfolcensis	1.561101	3.45766979672993	2.374748	5.639428063504
Petrogale_inornata	2.200577	4.23497248958282	3.628389	13.165206735321
Petrogale_lateralis	2.130012	4.16786355239828	3.556303	12.647291027809
Petrogale_penicillata	2.299071	4.31879823891567	3.690196	13.617546518416
Petrogale_purpureicollis	2.215109	4.24652097310723	3.740363	13.990315371769
Petropseudes_dahli	1.752816	3.69722055952986	3.127105	9.778785681025
Phascolarctos_cinereus	2.223496	4.22355030391757	3.968483	15.748857321289
Planigale_ingrami	0.158362	1.97840863192174	0.826075	0.682399905625
Planigale_maculata	0.535294	2.30272041723985	1.041393	1.084499380449
Potorous_tridactylus_tridactylus	2.071145	3.99808497676137	3.089905	9.547512909025
Pseudochirulus_canescens	1.469822	3.33597913853393	2.447158	5.988582276964
Pseudochirulus_forbesi	1.603144	3.47922966682932	2.70757	7.3309353049
Sarcophilus_harrisii	2.240549	4.14834965764349	3.732394	13.930764971236
Sminthopsis_crassicaudata	0.774517	2.53750425778387	1.146128	1.313609392384
Sminthopsis_leucopus	0.840106	2.66164229549523	1.361728	1.854303145984
Phalanger_gymnotis	2.186108	4.06032757480693	3.451786	11.914826589796
Thylacinus_cynocephalus	2.554489	4.70915133299125	4.342423	18.856637510929
Thylogale_billardierii	2.319314	4.34805949126278	3.845098	14.784778629604
Thylogale_stigmatica	2.231215	4.25065668458073	3.653213	13.345965223369
Trichosurus_vulpecula	2.114611	4.00237325530746	3.30103	10.8967990609
Vombatus_ursinus	2.571243	4.68410274637518	4.357935	18.991597464225
Wallabia_bicolor	2.491362	4.55349934894676	4.198657	17.628720603649
Balionycteris_maculata	0.926	2.68604357258994	1.158	1.340964
Casinycteris_argynnis	1.086	2.89835140151989	1.428	2.039184
Chironax_melanocephalus	0.979	2.75718362381577	1.248	1.557504
Cynopterus_brachyotis	1.164	2.966833649282	1.53	2.3409
Cynopterus_horsfieldii	1.267	3.11468350641045	1.773	3.143529
Cynopterus_sphinx	1.238	3.05354966776212	1.713	2.934369
Dobsonia_inermis	1.593	3.40766797562694	2.173	4.721929
Dobsonia_moluccensis	1.786	3.63531672034154	2.543	6.466849
Dobsonia_praedatrix	1.621	3.45265177566025	2.25	5.0625
Eidolon_helvum	1.79	3.60406636908379	2.418	5.846724
Eonycteris_spelaea	1.299	3.09326062869164	1.769	3.129361
Epomophorus_labiatus	1.33	3.17341455082117	1.806	3.261636
Epomops_franqueti	1.461	3.3178958890353	2.072	4.293184
Hypsignathus_monstrosus	1.659	3.51177917774895	2.491	6.205081
Macroglossus_minimus	0.911	2.72492739657078	1.164	1.354896
Megaerops_ecaudatus	1.061	2.87855040696948	1.38	1.9044
Megaloglossus_woermanni	1.009	2.80962194180342	1.253	1.570009
Melonycteris_melanops	1.248	3.08827988670424	1.675	2.805625
Melonycteris_woodfordi	1.155	2.98478330621441	1.549	2.399401
Epomophorus_pusillus	1.053	2.8916991691473	1.4	1.96
Myonycteris_torquata	1.243	3.04038415947288	1.561	2.436721
Notopteris_macdonaldi	1.373	3.14143861060649	1.841	3.389281
Nyctimene_albiventer	1.072	2.89166094946112	1.473	2.169729
Nyctimene_robinsoni	1.236	3.06521908417013	1.673	2.798929
Nyctimene_vizcaccia	1.146	2.97019608506253	1.549	2.399401
Paranyctimene_raptor	0.975	2.83904237199348	1.417	2.007889
Pteropus_alecto	1.956	3.82069860124938	2.775	7.700625
Pteropus_conspicillatus	1.987	3.89493121910952	2.875	8.265625
Pteropus_hypomelanus	1.844	3.69716131393364	2.591	6.713281
Pteropus_lylei	1.845	3.75598421253182	2.497	6.235009
Pteropus_neohibernicus	1.986	3.92848620624869	2.924	8.549776
Pteropus_poliocephalus	1.955	3.83016987335255	2.842	8.076964
Pteropus_samoensis	1.827	3.73626675041077	2.491	6.205081
Pteropus_scapulatus	1.829	3.70549571470575	2.574	6.625476
Pteropus_temminckii	1.808	3.66354900940771	2.398	5.750404
Pteropus_tonganus	1.87	3.75825829746648	2.652	7.033104
Pteropus_vampyrus	2.055	3.92972371176801	3.027	9.162729
Rousettus_aegyptiacus	1.505	3.32486399626551	2.111	4.456321
Rousettus_amplexicaudatus	1.36	3.1617898919156	1.856	3.444736
Scotonycteris_zenkeri	0.965	2.8251361190744	1.328	1.763584
Sphaerias_blanfordi	1.161	2.89058047078486	1.47	2.1609
Syconycteris_australis	0.991	2.75449107699007	1.207	1.456849
Anoura_caudifer	0.76	2.5806238378183	1.025	1.050625
Anoura_geoffroyi	0.93	2.74657171798292	1.204	1.449616
Ardops_nichollsi	0.87	2.72119019257957	1.352	1.827904
Artibeus_cinereus	0.79	2.64696591916355	1.1	1.21
Artibeus_concolor	0.88	2.77277474031503	1.288	1.658944
Artibeus_jamaicensis	1.08	2.98333261088124	1.613	2.601769
Artibeus_lituratus	1.18	3.06496819373968	1.748	3.055504
Aselliscus_stoliczkanus	0.22	2.14627742243429	0.69	0.4761
Aselliscus_tricuspidatus	0.24	2.0993562087761	0.643	0.413449
Brachyphylla_cavernarum	1.24	3.05292228999784	1.648	2.715904
Cardioderma_cor	0.84	2.79992584642206	1.415	2.002225
Carollia_perspicillata	0.85	2.71324648190518	1.25	1.5625
Chalinolobus_gouldii	0.53	2.35195774032069	1.068	1.140624
Chalinolobus_morio	0.43	2.24071974568802	0.919	0.844561
Chiroderma_salvini	0.96	2.88624082329356	1.417	2.007889
Chiroderma_trinitatum	0.78	2.70539048497075	1.137	1.292769
Chiroderma_villosum	0.88	2.82351695180044	1.394	1.943236
Choeroniscus_minor	0.68	2.5659450134905	0.982	0.964324
Coleura_afra	0.44	2.38684133903795	1.061	1.125721
Cormura_brevirostris	0.38	2.31547900333038	0.914	0.835396
Craseonycteris_thonglongyai	0.07	1.91186407137902	0.408	0.166464
Desmodus_rotundus	1.04	2.97496949473285	1.56	2.4336
Diphylla_ecaudata	0.94	2.87975236516861	1.49	2.2201
Emballonura_monticola	0.25	2.19689550326823	0.724	0.524176
Emballonura_raffrayana	0.34	2.21750313113026	0.771	0.594441
Eptesicus_brasiliensis	0.48	2.27704088235613	0.964	0.929296
Eptesicus_fuscus_bahamensis	0.53	2.3513653086034	1.134	1.285956
Eumops_auripendulus	0.79	2.75999624802448	1.529	2.337841
Eumops_glaucinus	0.9	2.79101278730558	1.562	2.439844
Furipterus_horrens	0.12	2.07959239815975	0.535	0.286225
Glischropus_tylopus	0.1	1.97312302120491	0.69	0.4761
Glossophaga_longirostris	0.78	2.6169266719764	1.053	1.108809
Glossophaga_soricina	0.76	2.57354501835856	0.996	0.992016
Harpiocephalus_harpia	0.85	2.62086344715862	1.13	1.2769
Hesperoptenus_blanfordi	0.32	2.16984821507198	0.863	0.744769
Hipposideros_armiger	0.93	2.87560056473481	1.748	3.055504
Hipposideros_ater	0.43	2.30545128539469	0.839	0.703921
Hipposideros_caffer	0.55	2.4627759440208	1.041	1.083681
Macronycteris_commersoni	0.94	2.84697711567035	1.997	3.988009
Hipposideros_diadema	0.93	2.82568898250015	1.622	2.630884
Hipposideros_fulvus	0.44	2.34735841257385	0.845	0.714025
Hipposideros_lankadiva	0.94	2.83381440820857	1.686	2.842596
Hipposideros_larvatus	0.72	2.59070379701993	1.312	1.721344
Hipposideros_ridleyi	0.52	2.40319100137588	0.982	0.964324
Hipposideros_speoris	0.53	2.42782469906196	1.061	1.125721
Hipposideros_turpis	0.84	2.74970813235674	1.542	2.377764
Ia_io	0.99	2.85693377655639	1.727	2.982529
Kerivoula_papillosa	0.45	2.47004291344843	1.004	1.008016
Lasiurus_borealis	0.32	2.20786055220101	0.892	0.795664
Leptonycteris_curasoae	0.92	2.76007259430502	1.389	1.929321
Leptonycteris_nivalis	0.95	2.74009904764629	1.358	1.844164
Lonchophylla_mordax	0.82	2.61273847911539	1.029	1.058841
Hsunycteris_thomasi	0.67	2.50023862095974	0.839	0.703921
Lophostoma_silvicolum	0.75	2.85331808051172	1.509	2.277081
Macroderma_gigas	1.18	3.20498065502424	2.078	4.318084
Macrophyllum_macrophyllum	0.48	2.4790378028068	0.934	0.872356
Megaderma_lyra	0.9	2.93241161841455	1.587	2.518569
Megaderma_spasma	0.79	2.78365497627165	1.354	1.833316
Mesophylla_macconnelli	0.63	2.5144416036305	0.875	0.765625
Micronycteris_brachyotis	0.64	2.58328686142129	1.167	1.361889
Micronycteris_megalotis	0.39	2.41295245824855	0.813	0.660969
Micronycteris_minuta	0.47	2.43110917339505	0.839	0.703921
Micronycteris_schmidtorum	0.45	2.46261324325241	0.892	0.795664
Gardnerycteris_crenulatum	0.47	2.48743694137244	1.072	1.149184
Miniopterus_australis	0.43	2.28796870242141	0.851	0.724201
Miniopterus_inflatus	0.59	2.48807198431177	1.173	1.375929
Miniopterus_magnater	0.57	2.4849865990346	1.176	1.382976
Miniopterus_pusillus	0.42	2.31097785415854	0.934	0.872356
Miniopterus_tristis	0.57	2.49587912679333	1.193	1.423249
Molossus_molossus	0.61	2.47483774200244	1.137	1.292769
Molossus_rufus	0.79	2.69716719929339	1.526	2.328676
Monophyllus_plethodon	0.77	2.62023584937206	1.176	1.382976
Mormoops_megalophylla	0.68	2.56247160047249	1.196	1.430416
Murina_cyclotis	0.52	2.37139315447136	0.851	0.724201
Murina_huttoni	0.55	2.38592275334146	0.944	0.891136
Myotis_adversus	0.54	2.3772871201093	1.049	1.100401
Myotis_albescens	0.22	2.07780309246655	0.602	0.362404
Myotis_annectans	0.51	2.31710569964846	0.991	0.982081
Myotis_bechsteinii	0.67	2.39586985328546	0.978	0.956484
Myotis_bocagii	0.4	2.25339686523018	0.845	0.714025
Myotis_dasycneme	0.67	2.46431986810657	1.176	1.382976
Myotis_myotis	0.83	2.65907694339085	1.408	1.982464
Myotis_nigricans	0.31	2.11100026230064	0.663	0.439569
Myotis_siligorensis	0.15	1.98557890358024	0.539	0.290521
Natalus_tumidirostris	0.49	2.36796538095518	0.839	0.703921
Noctilio_albiventris	0.72	2.74963685311494	1.515	2.295225
Noctilio_leporinus	1.03	3.04342425236468	1.763	3.108169
Nyctalus_noctula	0.66	2.52928534798622	1.431	2.047761
Nycteris_arge	0.55	2.51972165509131	1.025	1.050625
Nycteris_grandis	0.8	2.82882341601125	1.474	2.172676
Nycteris_hispida	0.47	2.43216548536531	0.892	0.795664
Nycteris_javanica	0.55	2.65047090615567	1.265	1.600225
Nycteris_macrotis	0.54	2.56570573628551	1.161	1.347921
Nycteris_thebaica	0.46	2.4880134922472	0.949	0.900601
Nyctophilus_geoffroyi	0.33	2.1954325071819	0.857	0.734449
Otomops_martiensseni	0.85	2.85387267955123	1.618	2.617924
Peropteryx_macrotis	0.3	2.18774408447669	0.748	0.559504
Phylloderma_stenops	1.2	3.10305487853701	1.664	2.768896
Phyllostomus_discolor	1.12	3.01289560068157	1.563	2.442969
Phyllostomus_elongatus	0.94	2.91962973558399	1.652	2.729104
Phyllostomus_hastatus	1.17	3.15775224544109	1.963	3.853369
Pipistrellus_javanicus	0.21	2.04743835568333	0.653	0.426409
Pipistrellus_tenuis	0.12	1.94445839594312	0.591	0.349281
Afronycteris_nana	0.16	1.97624949883145	0.591	0.349281
Hypsugo_pulveratus	0.32	2.12583275320563	0.724	0.524176
Perimyotis_subflavus	0.36	2.0689992385851	0.724	0.524176
Pteronotus_gymnonotus	0.54	2.50919392843789	1.134	1.285956
Pteronotus_parnellii_mesoamericanus	0.77	2.71076396835588	1.305	1.703025
Pteronotus_personatus	0.42	2.33437416842607	0.908	0.824464
Rhinolophus_cornutus	0.37	2.26307067478927	0.82	0.6724
Rhinolophus_eloquens	0.71	2.58228368121921	1.281	1.640961
Rhinolophus_hipposideros	0.31	2.14741999328989	0.663	0.439569
Rhinolophus_landeri	0.56	2.41927248180996	0.987	0.974169
Rhinolophus_lepidus	0.36	2.24246038366786	0.778	0.605284
Rhinolophus_luctus	0.76	2.76563752486781	1.516	2.298256
Rhinolophus_macrotis	0.43	2.29216841823355	0.799	0.638401
Rhinolophus_malayanus	0.44	2.28065583157794	0.806	0.649636
Rhinolophus_megaphyllus	0.49	2.39284327871508	0.991	0.982081
Rhinolophus_pearsonii	0.58	2.49680535567541	1.143	1.306449
Rhinolophus_pusillus	0.27	2.19036275728536	0.672	0.451584
Rhinolophus_trifoliatus	0.52	2.51948592306197	1.164	1.354896
Rhinolophus_yunnanensis	0.68	2.61598611233896	1.371	1.879641
Rhinonicteris_aurantia	0.5	2.36980993185743	0.934	0.872356
Rhinophylla_pumilio	0.65	2.52389337701925	0.949	0.900601
Rhinopoma_hardwickii	0.59	2.41517493551946	1.111	1.234321
Rhinopoma_microphyllum	0.7	2.56167523073907	1.468	2.155024
Rhogeessa_parvula	0.21	2.02540404611476	0.653	0.426409
Rhynchonycteris_naso	0.15	2.04732050651951	0.58	0.3364
Saccopteryx_bilineata	0.43	2.33483311530367	0.924	0.853776
Saccopteryx_canescens	0.21	2.08934484317686	0.531	0.281961
Saccopteryx_leptura	0.23	2.18322541361085	0.708	0.501264
Scotomanes_ornatus	0.78	2.55494722650546	1.338	1.790244
Scotophilus_dinganii	0.65	2.6152095371468	1.386	1.920996
Scotophilus_kuhlii	0.61	2.50605597481635	1.31	1.7161
Sphaeronycteris_toxophyllum	0.82	2.69540272673135	1.265	1.600225
Sturnira_lilium	0.95	2.7664442150746	1.305	1.703025
Sturnira_ludovici	0.94	2.79971581818209	1.413	1.996569
Sturnira_tildae	0.95	2.82056767486967	1.387	1.923769
Tadarida_aegyptiaca	0.75	2.56759514736225	1.248	1.557504
Taphozous_australis	0.83	2.68911434548403	1.38	1.9044
Taphozous_hildegardeae	0.8	2.71134274302204	1.438	2.067844
Taphozous_mauritianus	0.8	2.71797961523504	1.462	2.137444
Taphozous_melanopogon	0.75	2.70480831622297	1.356	1.838736
Tonatia_bidens	0.91	2.87212442061372	1.468	2.155024
Lophostoma_schulzi	0.56	2.67681030271887	1.328	1.763584
Trachops_cirrhosus	0.94	2.97719852358353	1.567	2.455489
Triaenops_persicus	0.42	2.41026109600416	1.137	1.292769
Tylonycteris_pachypus	0.06	1.87843900376487	0.681	0.463761
Tylonycteris_robustula	0.16	2.03440793493338	0.857	0.734449
Uroderma_bilobatum	0.93	2.76341624316696	1.21	1.4641
Vampyressa_pusilla	0.72	2.55572901399533	0.934	0.872356
Vampyrum_spectrum	1.3	3.38883839645361	2.238	5.008644
Alouatta_seniculus	2.301	4.69064476860801	3.806	14.485636
Aotus_trivirgatus	1.923	4.20956514451613	2.919	8.520561
Ateles_geoffroyi	2.511	5.00423671459412	3.903	15.233409
Avahi_laniger	1.843	3.99079117597203	3.109	9.665881
Plecturocebus_moloch	1.937	4.24999973790912	2.954	8.726116
Callimico_goeldii	1.803	4.02141427425862	2.681	7.187761
Callithrix_jacchus	1.697	3.86010428447601	2.447	5.987809
Cebuella_pygmaea	1.465	3.63358773263483	2.146	4.605316
Cebus_albifrons	2.241	4.8258408678735	3.491	12.187081
Cercopithecus_ascanius	2.4	4.80297404128273	3.531	12.467961
Cercopithecus_mitis_mitis	2.391	4.84835244065239	3.799	14.432401
Cheirogaleus_major	1.77	3.80396492768725	2.653	7.038409
Cheirogaleus_medius	1.512	3.4708780230274	2.248	5.053504
Daubentonia_madagascariensis	2.405	4.6294722319675	3.447	11.881809
Erythrocebus_patas	2.519	5.01330305301563	3.892	15.147664
Eulemur_fulvus_fulvus	2.076	4.34468914865517	3.146	9.897316
Galago_senegalensis	1.553	3.65384583826705	2.27	5.1529
Galagoides_demidoff	1.41	3.50526524207999	1.908	3.640464
Gorilla_gorilla	3.069	5.67214160105073	5.021	25.210441
Homo_sapiens	3.417	6.09769523952942	4.813	23.164969
Hylobates_lar	2.48	4.98887970833346	3.756	14.107536
Indri_indri	2.312	4.55944787748954	3.796	14.409616
Lagothrix_lagotricha	2.425	4.980177796679	3.716	13.808656
Lepilemur_mustelinus	1.754	3.85550540645094	2.961	8.767521
Lophocebus_albigena	2.468	4.9893093148895	3.898	15.194404
Loris_tardigradus_tardigradus	1.614	3.79701647977618	2.508	6.290064
Macaca_mulatta	2.433	4.94427327976376	3.892	15.147664
Microcebus_murinus	1.185	3.22499777943092	1.732	2.999824
Miopithecus_talapoin	2.124	4.57720824492106	3.079	9.480241
Nasalis_larvatus	2.522	4.97211427746941	4.146	17.189316
Nycticebus_coucang	1.964	4.07016900764897	2.903	8.427409
Otolemur_crassicaudatus	1.845	3.98509131950917	2.929	8.579041
Pan_troglodytes	2.93	5.58232825551133	4.663	21.743569
Papio_cynocephalus	2.747	5.28121407692444	4.398	19.342404
Perodicticus_potto	2.057	4.12079897970986	3.061	9.369721
Pithecia_monachus	2.146	4.51688705271499	3.176	10.086976
Piliocolobus_badius	2.459	4.86832778778568	3.845	14.784025
Propithecus_verreauxi	2.201	4.40135338583513	3.542	12.545764
Pygathrix_nemaeus	2.462	4.86047259819674	3.875	15.015625
Saguinus_midas	1.612	3.98108200720884	2.531	6.405961
Saguinus_oedipus	1.782	3.97903342592802	2.58	6.6564
Saimiri_sciureus_sciureus	1.957	4.35321967494396	2.82	7.9524
Tarsius_tarsier	1.367	3.53020840861181	2.097	4.397409
Varecia_variegata	2.314	4.47260429620756	3.477	12.089529
