Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  DIE_d1_m6-glob-004.txt
Log File Name:                   DIE_d1_m6-glob-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2798999670
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   DIE_d1_m6-glob-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.175894
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	729.422795	1	-0.943281068523	0.926122951196	0.038294210568	0.000023894362	0.991713680019	N\A	0.016992923613	0.011778748370	43	0	0.001122642590	Global Trend	
1050000	735.768999	1	-0.959310629707	0.936257682020	0.042303099942	0.000024487071	0.993477472934	N\A	0.015566136767	0.011128158344	31	0	-0.005123767711	Global Trend	
1100000	729.641671	1	-1.009950821705	0.978374850979	0.011398638764	0.000025587997	0.996147442195	N\A	0.012221772786	0.009877883253	36	1	-0.022223238364	Global Trend	
1150000	725.987864	1	-0.969624123335	0.957558724225	0.029790132269	0.000030716861	0.996391052743	N\A	0.011412955387	0.009211748784	39	1	-0.025881063134	Global Trend	
1200000	722.432359	1	-1.071577105985	0.995372005129	0.002726809848	0.000035877998	0.996575147227	N\A	0.011576654427	0.009442653080	34	0	-0.032038864115	Global Trend	
1250000	732.299415	1	-1.013177880337	0.966804408630	0.028570098325	0.000027519257	0.998898429607	N\A	0.010167563358	0.009391243463	36	0	-0.044542455410	Global Trend	
1300000	732.437198	1	-0.934833428139	0.922639349068	0.047910139737	0.000032062787	0.992358596995	N\A	0.016538231624	0.011599705654	41	0	-0.002916517384	Global Trend	
1350000	720.287864	1	-0.940632897626	0.928289095447	0.050680824255	0.000025128343	0.993941856614	N\A	0.014207988722	0.010644787405	36	2	-0.008638136650	Global Trend	
1400000	735.386343	1	-1.055835804824	0.971872030641	0.024013959899	0.000023904087	0.993225879736	N\A	0.016530423279	0.011576748909	39	0	0.003144989547	Global Trend	
1450000	733.919147	1	-0.975278302185	0.952080535900	0.030743067225	0.000024987289	0.994205306202	N\A	0.013926771028	0.010291489222	43	0	-0.010460561425	Global Trend	
1500000	732.126657	1	-1.006480549955	0.956554646249	0.031067567371	0.000025762739	0.993138753960	N\A	0.015616113834	0.011174100999	34	0	-0.006662856150	Global Trend	
1550000	739.765485	1	-0.955600786397	0.931672353096	0.043621427909	0.000022771021	0.994195402526	N\A	0.015953325164	0.011227064147	41	0	-0.003315826032	Global Trend	
1600000	730.993862	1	-0.999783880221	0.962477635012	0.022933364495	0.000022149448	0.995001445257	N\A	0.014423934323	0.010950263228	36	0	-0.008431208650	Global Trend	
1650000	720.768883	1	-0.975579380163	0.954775523295	0.032198926561	0.000025944406	0.996772144721	N\A	0.011776529498	0.009904307387	33	0	-0.016916963727	Global Trend	
1700000	733.807655	1	-1.005836909488	0.944248002205	0.032931702949	0.000029048508	0.991922069311	N\A	0.016734638753	0.011575469051	30	0	0.005192490416	Global Trend	
1750000	734.939148	1	-1.038435684408	0.979115015495	0.009085495765	0.000022244770	0.993065966266	N\A	0.016172347901	0.011403033996	38	1	-0.003054964761	Global Trend	
1800000	725.790040	1	-1.091893795084	0.995536820964	0.004732234195	0.000027039346	0.993253778008	N\A	0.014854455542	0.010716537083	45	1	0.007460303037	Global Trend	
1850000	714.848721	1	-0.958774636282	0.926072526043	0.048102489843	0.000024560626	0.991979102885	N\A	0.016293466446	0.011053251106	37	0	-0.000282539526	Global Trend	
1900000	731.099617	1	-0.942671311885	0.924223810870	0.048975934505	0.000032911018	0.993221970227	N\A	0.013283766566	0.009358912503	35	0	-0.002630048878	Global Trend	
1950000	725.111087	1	-1.039012776206	0.972258477761	0.024380260566	0.000028948007	0.997396567634	N\A	0.011872613557	0.010041890395	18	0	-0.035377325954	Global Trend	
2000000	724.226490	1	-1.075469976262	0.987376670305	0.011842109387	0.000021442271	0.999410317001	N\A	0.009661430927	0.009264890720	36	0	-0.054460021596	Global Trend	
2050000	737.746135	1	-0.964736377912	0.955346841160	0.024254366204	0.000037388598	0.994022769190	N\A	0.013957400219	0.010557113268	39	0	-0.013303431818	Global Trend	
2100000	731.079074	1	-0.985326915600	0.945144954785	0.035479783436	0.000026225645	0.997400508495	N\A	0.014918955084	0.011032987635	37	0	-0.003132941669	Global Trend	
2150000	721.801919	1	-0.958459437925	0.933797146578	0.045135386023	0.000024369205	0.994609857494	N\A	0.013394478040	0.009905424787	36	0	-0.005522322372	Global Trend	
2200000	727.884663	1	-0.938908541394	0.917262654185	0.058475717069	0.000027739367	0.993102386891	N\A	0.016355660874	0.011705719568	47	0	-0.003641151108	Global Trend	
2250000	733.822006	1	-0.976010137399	0.938713046052	0.044167571602	0.000018484398	0.993392152408	N\A	0.014483765606	0.010384355389	44	1	-0.004183973578	Global Trend	
2300000	722.813779	1	-1.068780500704	0.994064289325	0.003224374850	0.000025152461	0.998882390175	N\A	0.009528654963	0.008837666504	27	1	-0.036331366969	Global Trend	
2350000	727.902053	1	-1.011397603250	0.971013157410	0.023263481885	0.000030503402	0.998169009465	N\A	0.011138786748	0.009788218398	29	1	-0.041469153116	Global Trend	
2400000	738.860815	1	-1.050439669790	0.986492135353	0.009674180522	0.000033286689	0.997508850886	N\A	0.010860860981	0.009001357749	41	1	-0.034556520715	Global Trend	
2450000	734.980141	1	-1.007808532923	0.958240566523	0.029969538104	0.000032116198	0.994262554882	N\A	0.016096947038	0.011296344438	41	0	-0.007036676770	Global Trend	
2500000	735.893595	1	-0.972204276750	0.947679989981	0.033257754829	0.000020158099	0.994805983195	N\A	0.014269037891	0.010674742789	29	0	-0.006653540494	Global Trend	
2550000	728.160235	1	-0.881706753300	0.908258880088	0.055270670814	0.000023483462	0.992606321305	N\A	0.016683131776	0.011973923151	36	0	-0.005405832801	Global Trend	
2600000	735.464190	1	-1.020072631841	0.960097193292	0.031032351002	0.000023324980	0.993672796240	N\A	0.015554795441	0.011291269394	36	0	-0.005987854127	Global Trend	
2650000	730.439966	1	-0.994303639705	0.962332475305	0.027702406948	0.000012252619	0.996922402203	N\A	0.012202995578	0.010303986363	42	1	-0.009830321846	Global Trend	
2700000	730.850086	1	-1.007318453436	0.960905740846	0.035660425026	0.000026124672	0.999606086984	N\A	0.008880784459	0.008565136794	38	0	-0.063404980534	Global Trend	
2750000	726.236002	1	-0.959318599092	0.942998444565	0.037613949640	0.000022849259	0.995416689776	N\A	0.012989644131	0.009822495527	32	0	-0.009509407523	Global Trend	
2800000	734.610378	1	-0.945872983289	0.941566951492	0.034826480862	0.000022933888	0.994012223197	N\A	0.014450347809	0.010574895553	33	0	-0.008394434340	Global Trend	
2850000	726.118143	1	-0.989204037252	0.944722713796	0.033842580578	0.000020672162	0.991818961349	N\A	0.018269901503	0.012708020563	27	2	-0.000407770486	Global Trend	
2900000	733.901888	1	-1.087467543285	0.998562238427	0.001566259129	0.000018772641	0.999975240595	N\A	0.008500699600	0.008489903462	45	1	0.212861881484	Global Trend	
2950000	736.391702	1	-0.914667959203	0.931143426524	0.042564107385	0.000022462784	0.993945236100	N\A	0.014730494852	0.010960005467	32	1	-0.010520143237	Global Trend	
3000000	737.679985	1	-0.962234628128	0.941836613004	0.030739629403	0.000022746021	0.993829064544	N\A	0.014129228807	0.009215999279	38	2	-0.002503675458	Global Trend	
3050000	728.553221	1	-0.948791992150	0.947766647455	0.037726115900	0.000026155087	0.997068256862	N\A	0.012454560182	0.010342714704	31	0	-0.021683568466	Global Trend	
3100000	733.713724	1	-0.981966284487	0.950077494403	0.031167051490	0.000025226875	0.994250921920	N\A	0.014135279225	0.010178801809	33	0	-0.006297874696	Global Trend	
3150000	730.220903	1	-1.035945856807	0.986610460469	0.009929994270	0.000022553318	0.999460757247	N\A	0.009082659716	0.008793192123	35	3	-0.059944154523	Global Trend	
3200000	729.572293	1	-1.024747192244	0.964765895357	0.024385056881	0.000023813150	0.992584582526	N\A	0.016664885916	0.011615425945	33	1	-0.003299280143	Global Trend	
3250000	731.913344	1	-0.946270029227	0.936993274422	0.039644044249	0.000037592020	0.993245782528	N\A	0.016124882009	0.011534065384	41	0	-0.007797952485	Global Trend	
3300000	734.264541	1	-0.894335001718	0.934859755559	0.037328807499	0.000025415280	0.994775664581	N\A	0.013856589085	0.010593389952	31	1	-0.015828510484	Global Trend	
3350000	731.100094	1	-1.054890429531	1.000365969369	-0.002354740613	0.000034975820	0.999704322968	N\A	0.009454978277	0.009261439321	40	2	-0.119137656494	Global Trend	
3400000	729.965527	1	-0.973213767766	0.949611469443	0.031256259528	0.000023814277	0.993752718465	N\A	0.015066440264	0.011126089017	28	0	-0.007503148014	Global Trend	
3450000	732.334304	1	-1.017772065786	0.975351022761	0.023802202165	0.000025308314	0.999980536310	N\A	0.008856794473	0.008839282791	42	0	-0.333980510280	Global Trend	
3500000	715.046680	1	-0.987071186160	0.969711026812	0.015842387369	0.000024854405	0.996361082307	N\A	0.012093423116	0.009904652845	30	0	-0.017671912017	Global Trend	
3550000	719.218964	1	-0.960343323565	0.943254019421	0.036870357639	0.000011335019	0.995509208695	N\A	0.012368857942	0.009522760333	38	1	-0.006862856339	Global Trend	
3600000	735.828380	1	-0.959678547703	0.938775179594	0.041684479864	0.000025102241	0.993534284466	N\A	0.015366205549	0.011003420849	31	0	-0.007176995847	Global Trend	
3650000	732.479392	1	-0.983498391364	0.961890510237	0.030911979104	0.000025662957	0.998445055955	N\A	0.010452910182	0.009438756301	28	0	-0.044785842702	Global Trend	
3700000	727.130023	1	-0.943069310010	0.922862578262	0.050375807895	0.000022812315	0.992732849648	N\A	0.015549760399	0.011062104511	30	1	-0.001048802532	Global Trend	
3750000	719.280775	1	-0.963033485998	0.953600665570	0.026149939849	0.000032705789	0.993354005771	N\A	0.016156135883	0.012031964529	33	0	-0.011199119416	Global Trend	
3800000	720.093623	1	-0.935032805717	0.945205646012	0.029149325419	0.000085477248	0.993540630295	N\A	0.014829690983	0.010812921053	33	1	-0.028962308883	Global Trend	
3850000	724.253588	1	-1.019573749281	0.984922107739	0.007296909181	0.000023113655	0.998442015409	N\A	0.010157374111	0.008978973099	45	1	-0.027842266211	Global Trend	
3900000	735.931094	1	-0.953836117945	0.938762592106	0.032513719308	0.000025211482	0.992529735642	N\A	0.015552891511	0.010785395173	26	1	-0.003388125297	Global Trend	
3950000	733.015323	1	-0.953670478108	0.944194810273	0.038049729864	0.000023073062	0.995967113281	N\A	0.012745084772	0.010110541697	32	0	-0.013185709770	Global Trend	
4000000	727.315315	1	-0.967997572016	0.929927674521	0.046548079408	0.000025208560	0.991432813082	N\A	0.016643563280	0.011459488530	38	0	-0.000335719307	Global Trend	
4050000	726.544800	1	-1.013996571338	0.975238683394	0.020673772667	0.000027202336	0.999175371888	N\A	0.009560847525	0.009079980703	36	0	-0.056173561315	Global Trend	
4100000	740.272140	1	-0.872016915866	0.895140962811	0.072937939401	0.000027229775	0.993905788608	N\A	0.014323531867	0.010512702839	35	0	-0.007680760755	Global Trend	
4150000	717.363911	1	-0.996893411085	0.968834691448	0.014791890212	0.000030670027	0.993340307220	N\A	0.015615728124	0.011228789280	24	0	-0.009459832160	Global Trend	
4200000	716.005067	1	-0.990447395311	0.969810017753	0.021175432350	0.000042279941	0.997466462691	N\A	0.010974223692	0.009399247539	40	0	-0.032555104393	Global Trend	
4250000	731.024085	1	-0.915479549810	0.946505845275	0.029850042597	0.000028411202	0.993515663194	N\A	0.014918361890	0.011134741317	21	1	-0.016310785303	Global Trend	
4300000	717.348744	1	-0.943517525814	0.937504495513	0.039575535979	0.000015916965	0.995141928990	N\A	0.014258065288	0.010994053889	33	0	-0.006974007035	Global Trend	
4350000	742.273430	1	-1.043411636343	0.989754328239	0.007086987235	0.000026698257	0.999432940840	N\A	0.008472645329	0.008081362072	33	0	-0.062248586775	Global Trend	
4400000	730.506319	1	-1.012856978322	0.969352700340	0.016729981190	0.000022467262	0.995585773411	N\A	0.012844148428	0.009968110853	37	0	-0.008671604916	Global Trend	
4450000	734.540526	1	-0.923788399592	0.926839114901	0.047627517939	0.000028253577	0.993574372506	N\A	0.015902365769	0.011573442435	40	0	-0.008810278119	Global Trend	
4500000	727.902065	1	-0.953138982756	0.951544975102	0.037400585040	0.000028696132	0.998813430514	N\A	0.009856306249	0.009057616888	44	1	-0.038172765929	Global Trend	
4550000	723.868498	1	-0.908814325139	0.928048356038	0.054085269761	0.000036250705	0.996365056483	N\A	0.012354233533	0.010050007866	34	0	-0.030986331395	Global Trend	
4600000	731.883833	1	-0.946377400676	0.953829195224	0.028128096687	0.000026355641	0.996260230584	N\A	0.011521399587	0.009284664673	35	0	-0.017606979330	Global Trend	
4650000	747.705290	1	-0.982348216467	0.964080378619	0.023498548128	0.000019962067	0.996793311000	N\A	0.011755268202	0.009501110466	31	1	-0.017401143974	Global Trend	
4700000	718.726824	1	-1.015756739884	0.977610190328	0.011170931941	0.000026454922	0.996211828232	N\A	0.012364002193	0.010083348369	35	0	-0.016828997471	Global Trend	
4750000	731.277230	1	-0.958458504577	0.966170831921	0.021658666105	0.000021026523	0.998596345295	N\A	0.009739293473	0.008785220746	37	0	-0.031181732154	Global Trend	
4800000	727.207156	1	-0.946101182317	0.923175033103	0.054470218353	0.000020785362	0.993905237763	N\A	0.015748698802	0.011253218196	39	0	-0.004108230669	Global Trend	
4850000	737.497517	1	-1.045430656883	0.999653440546	0.001980084121	0.000027237161	0.999925683055	N\A	0.008700611757	0.008679309981	27	0	0.184774819873	Global Trend	
4900000	735.066216	1	-0.955381386093	0.940626439794	0.043201709287	0.000028406767	0.994944579175	N\A	0.014748158171	0.010957709470	38	1	-0.013073638663	Global Trend	
4950000	735.134955	1	-1.010530298603	0.965396305411	0.020657195183	0.000026790891	0.994618942088	N\A	0.014220287067	0.010301963618	37	0	-0.006881154722	Global Trend	
5000000	723.029036	1	-1.035190389632	0.964385763213	0.025090808006	0.000014460707	0.992422479506	N\A	0.016188845527	0.010970901410	43	2	0.000754265570	Global Trend	
5050000	722.666878	1	-1.006827180175	0.961593667018	0.030574658845	0.000026492279	0.997312792022	N\A	0.011315721986	0.009485300354	45	0	-0.023822762017	Global Trend	
5100000	729.973528	1	-0.947305223596	0.930016130933	0.042795725843	0.000023018600	0.992482553852	N\A	0.016463706449	0.011451397946	47	0	-0.002931303495	Global Trend	
5150000	730.855300	1	-0.931614807296	0.940866882990	0.041730534560	0.000023069347	0.996171598072	N\A	0.012321900087	0.009765456895	36	0	-0.018430596577	Global Trend	
5200000	728.595510	1	-1.005757315586	0.958437198583	0.022948269551	0.000033090112	0.992106867746	N\A	0.017815072122	0.012495340797	30	2	-0.000639821397	Global Trend	
5250000	725.617465	1	-1.001199701054	0.956367971359	0.026735018665	0.000026748491	0.992636942477	N\A	0.015886682876	0.010946444966	30	1	-0.004025153380	Global Trend	
5300000	733.008438	1	-0.931779033237	0.923942889317	0.050624884858	0.000026062346	0.993499043275	N\A	0.015833608505	0.011515305217	28	0	-0.005952014238	Global Trend	
5350000	732.225914	1	-0.951780983708	0.927474139625	0.050977042621	0.000020079075	0.993760293031	N\A	0.016168733872	0.011610913378	38	0	-0.004586753464	Global Trend	
5400000	742.632206	1	-0.920419071577	0.939084861489	0.036085709004	0.000023910224	0.994721726791	N\A	0.013703835946	0.010430957211	38	1	-0.013200578691	Global Trend	
5450000	731.466905	1	-1.055652756958	0.989446500508	0.005905078856	0.000021673637	0.998557670394	N\A	0.009911002055	0.008951670758	40	0	-0.023454382834	Global Trend	
5500000	723.811779	1	-0.996288809797	0.952208762875	0.038630202728	0.000030495722	0.996037789473	N\A	0.012771287112	0.010129068779	37	0	-0.019858419513	Global Trend	
5550000	728.701819	1	-0.989194931029	0.962308811252	0.026404680223	0.000022070875	0.997455261496	N\A	0.011592754095	0.009662559684	43	0	-0.017842516393	Global Trend	
5600000	731.842989	1	-1.011858476616	0.964358834426	0.021556478468	0.000022434839	0.993798478910	N\A	0.015460976772	0.011134329006	41	0	-0.006300702367	Global Trend	
5650000	729.557767	1	-0.942006526098	0.923900851048	0.048081781556	0.000024224191	0.992090405343	N\A	0.017996549096	0.012679385272	38	1	-0.002074085237	Global Trend	
5700000	736.371743	1	-0.948376190788	0.936087013283	0.038795231431	0.000018783894	0.993319368049	N\A	0.015255915887	0.011201375542	29	0	-0.004557881824	Global Trend	
5750000	733.576881	1	-0.957190800882	0.981334712706	0.011331353442	0.000030842116	0.999274107455	N\A	0.009267531667	0.008740865879	30	0	-0.088573768290	Global Trend	
5800000	739.222913	1	-1.001434239363	0.961052642713	0.025929426202	0.000024965570	0.995413139687	N\A	0.013776374179	0.010256109666	39	0	-0.011253487149	Global Trend	
5850000	732.602491	1	-0.910857674038	0.920471862983	0.054057416278	0.000025315393	0.994765014116	N\A	0.014567676129	0.010929197007	38	0	-0.010168569113	Global Trend	
5900000	724.876533	1	-1.054887051063	0.980515336364	0.013210168960	0.000020345511	0.994459158420	N\A	0.014585415086	0.010715679522	35	0	-0.006523900857	Global Trend	
5950000	730.966555	1	-1.035826474331	0.980032720152	0.019721744936	0.000022681113	0.999997573357	N\A	0.008882359575	0.008877897696	33	0	-0.835832735796	Global Trend	
6000000	740.648714	1	-0.984175716646	0.965770479583	0.028115256587	0.000031335982	0.998940477908	N\A	0.009591648492	0.008858988850	33	0	-0.060977747612	Global Trend	
6050000	732.738888	1	-0.924558470092	0.935734642897	0.041297757151	0.000025395435	0.995421418402	N\A	0.012292742029	0.009565209293	29	0	-0.013839893629	Global Trend	
6100000	734.435478	1	-0.951210180576	0.967035837288	0.019411734965	0.000117801778	0.996531169911	N\A	0.011862366384	0.009578933848	44	0	-0.087394624026	Global Trend	
6150000	723.315454	1	-0.999819536870	0.957892207454	0.031364976230	0.000024840695	0.995655648879	N\A	0.014114795590	0.010949116966	41	0	-0.014540119815	Global Trend	
6200000	729.747375	1	-0.948159481126	0.931952197449	0.042390765175	0.000023282295	0.993389286768	N\A	0.015586497757	0.010965126714	36	0	-0.004493055942	Global Trend	
6250000	724.601282	1	-1.051346547870	0.985561221907	0.006053220125	0.000023608446	0.994207255713	N\A	0.014812545635	0.010895344142	35	0	-0.008955833127	Global Trend	
6300000	725.920579	1	-1.002943747379	0.941934010451	0.039378581876	0.000026779475	0.992626596296	N\A	0.016385036313	0.011304542484	40	0	0.003092714994	Global Trend	
6350000	728.702406	1	-0.960225021354	0.945200239718	0.034430553699	0.000024244517	0.995051023327	N\A	0.013156544735	0.009981470591	33	0	-0.008746201630	Global Trend	
6400000	725.822303	1	-0.958215592139	0.940415393905	0.031535088041	0.000026840379	0.992360570677	N\A	0.016927443902	0.011679290456	25	0	-0.002692197138	Global Trend	
6450000	726.489824	1	-1.085610715541	0.996101544250	0.003911577061	0.000030478588	0.999998954344	N\A	0.008802122685	0.008803057934	48	0	1.782345910276	Global Trend	
6500000	725.385313	1	-0.951591741338	0.944130549020	0.029563688830	0.000023882312	0.993682395848	N\A	0.015808806716	0.011339259300	31	0	-0.004610524906	Global Trend	
6550000	726.160883	1	-0.927663937319	0.942837305406	0.039421097024	0.000027155172	0.997079817712	N\A	0.011584468026	0.009707138065	35	1	-0.023490329876	Global Trend	
6600000	734.432381	1	-0.965723209231	0.951393487004	0.031848924009	0.000023590068	0.996343741119	N\A	0.012265057873	0.009739053204	39	2	-0.013295925973	Global Trend	
6650000	731.177964	1	-0.990681359286	0.961795024802	0.024987589991	0.000022545722	0.995404511153	N\A	0.012725152804	0.009900800659	32	1	-0.014252889786	Global Trend	
6700000	735.159461	1	-0.934424830275	0.940886826701	0.036255421164	0.000023119913	0.994282932956	N\A	0.014067885193	0.010463283128	28	1	-0.011063998988	Global Trend	
6750000	723.935598	1	-1.037959256991	0.962682402989	0.027060342567	0.000023259538	0.994073275836	N\A	0.013119316765	0.009560945542	38	1	0.007436028586	Global Trend	
6800000	720.090984	1	-1.096802436783	0.994248378935	0.004329285782	0.000024026546	0.998550459011	N\A	0.009502994759	0.008622271911	26	0	0.036037228678	Global Trend	
6850000	722.523797	1	-1.018966651188	0.980245307079	0.012472740828	0.000033757658	0.996321835011	N\A	0.012185955586	0.009874509396	32	3	-0.034964863848	Global Trend	
6900000	743.916695	1	-0.896139029613	0.942569075831	0.031657184740	0.000024046869	0.995531081674	N\A	0.012266692298	0.009671572204	36	0	-0.018501044774	Global Trend	
6950000	735.818521	1	-0.991483784738	0.953962312055	0.035691410493	0.000026280070	0.997774084659	N\A	0.010401941793	0.008852120996	41	0	-0.020509119361	Global Trend	
7000000	727.832992	1	-0.924827087783	0.931346792275	0.043289647044	0.000030001665	0.994089163838	N\A	0.014928268688	0.010631265554	38	0	-0.008827320409	Global Trend	
7050000	732.963184	1	-0.971790532135	0.948375483224	0.033342220367	0.000022911028	0.994400845642	N\A	0.015250167876	0.011250624088	37	0	-0.009143592244	Global Trend	
7100000	727.533980	1	-0.970686819559	0.942602014437	0.036809463034	0.000020965550	0.993272750291	N\A	0.015159074068	0.010961357934	31	0	-0.005591859309	Global Trend	
7150000	724.410368	1	-1.089187443752	0.991640447188	0.007615432291	0.000022047463	0.996720661283	N\A	0.011703307624	0.009554826686	42	1	0.017772472383	Global Trend	
7200000	727.549494	1	-1.072310276421	0.986827373624	0.011578029481	0.000024435457	0.996628731659	N\A	0.011740037158	0.009634961815	36	1	-0.015329040776	Global Trend	
7250000	720.855792	1	-1.038898399040	0.972630151614	0.020019694109	0.000031751645	0.994615580884	N\A	0.015587154091	0.011583804473	41	0	-0.007253978359	Global Trend	
