Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SEP_d1_m5-glob-004.txt
Log File Name:                   SEP_d1_m5-glob-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3984242217
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SEP_d1_m5-glob-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.248843
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.69 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	554.171767	1	-1.827477854514	1.124495332911	-0.035692944423	0.000061231206	0.974573664044	N\A	0.028014407682	0.004337445523	29	3	0.004608336416	Global Trend	
1050000	569.370559	1	-1.975773865485	1.197655166180	-0.045753604184	0.000071371653	0.975912054013	N\A	0.033244628467	0.005157365269	32	3	0.002469524199	Global Trend	
1100000	565.273007	1	-1.767381913511	1.083091299195	-0.027024666582	0.000062841505	0.981278074091	N\A	0.016825217697	0.002895787647	40	3	0.008237897587	Global Trend	
1150000	557.794625	1	-1.740373082486	1.018020275204	-0.017915089142	0.000072957201	0.999948653545	N\A	0.001501687474	0.001447402677	35	3	0.424328614395	Global Trend	
1200000	562.873192	1	-1.638583900317	1.014458252154	-0.015738402428	0.000087628925	0.999945729899	N\A	0.001359896671	0.001277630816	34	2	-0.430834321913	Global Trend	
1250000	554.639646	1	-1.653228589093	1.030189656606	-0.019978826697	0.000073054124	0.995625105607	N\A	0.004675699983	0.001602035921	38	1	0.044050819472	Global Trend	
1300000	566.743709	1	-1.765959406129	1.082857632793	-0.026258901707	0.000086238658	0.981797816253	N\A	0.017820568388	0.002851948650	36	3	0.010226536185	Global Trend	
1350000	556.414132	1	-1.793235000517	1.105450613196	-0.031933866923	0.000050704341	0.982250534717	N\A	0.018209717890	0.003040043078	43	2	0.005146616056	Global Trend	
1400000	559.740726	1	-1.705678814402	1.038598182436	-0.019018715997	0.000065058854	0.991926543669	N\A	0.007040255225	0.001729489609	36	1	0.023031912273	Global Trend	
1450000	560.098643	1	-1.786372876696	1.096333777294	-0.028441491038	0.000072759236	0.990862335522	N\A	0.016246887262	0.003130524899	31	2	0.007567984975	Global Trend	
1500000	556.237539	1	-1.789718555239	1.138284686688	-0.038252425231	0.000055407257	0.977022721794	N\A	0.027385857454	0.004335425727	27	3	0.003422186852	Global Trend	
1550000	560.488464	1	-1.651606210523	1.000168126247	-0.015651167905	0.000066635403	0.988917153893	N\A	0.009426440217	0.001851336395	45	1	-0.018684455155	Global Trend	
1600000	553.779867	1	-1.714257448144	1.023645333436	-0.019388662664	0.000046163142	0.989446959586	N\A	0.009374825519	0.001789857407	36	1	-0.010222556058	Global Trend	
1650000	572.168942	1	-1.694240846412	1.013957185333	-0.014169937578	0.000082087175	0.999994527980	N\A	0.001342125884	0.001327248537	44	4	-1.414486636536	Global Trend	
1700000	559.607456	1	-1.692708483410	0.990449992065	-0.011959292747	0.000047353797	0.979792800539	N\A	0.017724482930	0.002785592859	34	4	0.005283325736	Global Trend	
1750000	557.669217	1	-1.715905459765	1.051048066325	-0.024930793070	0.000057366810	0.980066722184	N\A	0.023964061263	0.003836429916	39	3	0.003994700301	Global Trend	
1800000	557.137729	1	-1.728617420139	1.018196505256	-0.018502961636	0.000074427301	0.999858142105	N\A	0.001531445902	0.001361774144	41	3	-0.263250562957	Global Trend	
1850000	556.217265	1	-1.757514531416	1.018187279347	-0.017836019057	0.000073027483	0.999884324691	N\A	0.001600582393	0.001444053895	34	3	-0.379408211506	Global Trend	
1900000	569.736435	1	-1.702584415704	1.013296911486	-0.017049360742	0.000074245305	0.987547017912	N\A	0.010018611385	0.001935052810	41	4	-0.015401384832	Global Trend	
1950000	561.675057	1	-1.705855006563	1.017652553960	-0.017414268433	0.000083708778	0.999962472494	N\A	0.001469815440	0.001424213682	45	4	0.561492379370	Global Trend	
2000000	568.620609	1	-1.671720445313	1.016044305405	-0.017508949685	0.000063275396	0.999688769697	N\A	0.001859624735	0.001451922805	27	3	-0.183652813632	Global Trend	
2050000	575.934195	1	-1.655507552177	1.010692758206	-0.017062369886	0.000063659093	0.997514265985	N\A	0.003650430484	0.001524374205	32	6	-0.053746946497	Global Trend	
2100000	555.844191	1	-2.052929429756	1.171056077539	-0.040617065209	0.000076088699	0.973977128218	N\A	0.034721436724	0.005332510938	33	2	-0.001975276808	Global Trend	
2150000	554.413005	1	-1.728514069412	1.018572951769	-0.017779525325	0.000072560894	0.998045022515	N\A	0.003203445531	0.001481842572	25	5	-0.068944965927	Global Trend	
2200000	563.619462	1	-1.718651277738	1.035881076718	-0.017490014683	0.000076836901	0.987952298249	N\A	0.010503039905	0.001911103744	41	2	0.018798708490	Global Trend	
2250000	564.286855	1	-1.911005701064	1.115113757015	-0.030596197457	0.000083665214	0.975064799752	N\A	0.033115971716	0.004868548891	26	2	-0.001487835578	Global Trend	
2300000	554.931229	1	-1.663711947078	0.996931103412	-0.014944763456	0.000079227018	0.974780641160	N\A	0.029333172997	0.004398440840	33	4	-0.004887172089	Global Trend	
2350000	563.627174	1	-1.795353391340	1.059476090965	-0.021571917725	0.000071134552	0.974869078225	N\A	0.025364463753	0.004042611550	29	4	0.006431111813	Global Trend	
2400000	556.813894	1	-1.734606201390	1.039181946871	-0.021278279040	0.000069763673	0.982249424778	N\A	0.015665972306	0.002627293647	34	2	0.008757727633	Global Trend	
2450000	557.426241	1	-1.721622406498	1.015971081947	-0.015744202522	0.000062200376	0.999991462300	N\A	0.001323231293	0.001312516244	38	3	0.874809010254	Global Trend	
2500000	563.962278	1	-1.726051059230	1.016145711136	-0.015915437768	0.000083351088	0.999739803159	N\A	0.001530632531	0.001140656611	30	3	0.225771935903	Global Trend	
2550000	567.414869	1	-1.784111874939	1.044384228924	-0.021193997295	0.000034932348	0.976099783982	N\A	0.032813702227	0.005250435495	37	2	-0.001055609692	Global Trend	
2600000	565.656146	1	-1.720677977518	1.014639661838	-0.014830164263	0.000016373666	0.999997794114	N\A	0.001478021325	0.001468474778	38	3	-0.418395279433	Global Trend	
2650000	558.912691	1	-1.800254977299	1.074325657402	-0.026224283670	0.000024090539	0.975187820245	N\A	0.033696428938	0.005074557519	37	2	-0.000088963118	Global Trend	
2700000	566.284155	1	-1.792230773932	1.036696927639	-0.019287510059	0.000056610757	0.983691100685	N\A	0.017669657484	0.002953558300	36	2	-0.006288418100	Global Trend	
2750000	566.548867	1	-1.753816001328	1.070588010786	-0.023471915702	0.000085814659	0.980647917045	N\A	0.020069283198	0.003236284193	42	4	0.009454726220	Global Trend	
2800000	563.332139	1	-1.783250459622	1.021264454350	-0.017804034593	0.000075674888	0.997237860861	N\A	0.003856456562	0.001473928552	31	6	-0.070333843376	Global Trend	
2850000	563.788035	1	-1.742236805680	1.017383994127	-0.017685468045	0.000076885236	0.999945190787	N\A	0.001466395309	0.001380782842	36	6	0.352961882227	Global Trend	
2900000	569.011346	1	-1.756604998320	1.033167246213	-0.017730537688	0.000076867512	0.980798520013	N\A	0.017582567596	0.002934908484	34	3	0.008935479709	Global Trend	
2950000	559.636734	1	-1.842691731683	1.093742427281	-0.028721948930	0.000072107178	0.975295575024	N\A	0.038128902690	0.005872421066	33	4	0.000894813867	Global Trend	
3000000	558.566212	1	-1.789565626634	1.057965296210	-0.021706672521	0.000065832892	0.976745174186	N\A	0.032676628124	0.005032896974	34	2	0.000829419023	Global Trend	
3050000	556.764947	1	-1.738091075221	1.014456034909	-0.014739868751	0.000079477605	0.979695435786	N\A	0.020477996872	0.003595809554	29	2	-0.008303141341	Global Trend	
3100000	571.158060	1	-1.820047612194	1.084903420999	-0.027388449946	0.000049635690	0.979294367203	N\A	0.033409228107	0.005144783407	36	4	-0.000367385287	Global Trend	
3150000	558.057289	1	-1.678662430796	1.029922109201	-0.017995531917	0.000063903524	0.995344900581	N\A	0.004914208064	0.001429087503	29	1	0.037030350568	Global Trend	
3200000	570.856687	1	-1.757315371760	1.072770716701	-0.025956527135	0.000073432744	0.976103182224	N\A	0.026414305159	0.004073214847	36	2	0.005154612092	Global Trend	
3250000	560.355076	1	-1.727327095957	1.045179685761	-0.021039451263	0.000067370654	0.979287138610	N\A	0.018048483259	0.002910324031	35	4	0.010309880108	Global Trend	
3300000	570.289770	1	-1.843770879020	1.113426474961	-0.031094988437	0.000057578495	0.981838904089	N\A	0.030219157467	0.004743417272	39	5	0.001690275394	Global Trend	
3350000	565.794027	1	-1.730954487372	1.044222786690	-0.020413847916	0.000074519557	0.979807033515	N\A	0.017758091715	0.002833474025	37	4	0.010505842824	Global Trend	
3400000	557.025367	1	-1.853933974398	1.103259571339	-0.031259306641	0.000082794484	0.976375118222	N\A	0.032990747795	0.005227926262	32	1	0.001068455968	Global Trend	
3450000	556.741147	1	-1.806616759609	1.057614562038	-0.023905709715	0.000056379026	0.974007706124	N\A	0.036248142775	0.005509144559	26	2	0.000750001299	Global Trend	
3500000	554.573407	1	-1.736478540178	1.051570591631	-0.022921296499	0.000063562984	0.978925603920	N\A	0.021699926069	0.003424432055	22	4	0.005612740601	Global Trend	
3550000	555.887102	1	-1.870690450838	1.065925642218	-0.022589506845	0.000075631270	0.982578591109	N\A	0.027292891506	0.004718560544	30	3	-0.000876594779	Global Trend	
3600000	551.346964	1	-1.799577876616	1.114407747919	-0.032671660516	0.000064977631	0.980686668865	N\A	0.023066759472	0.003471251809	36	3	0.004460774498	Global Trend	
3650000	553.357539	1	-1.876338885492	1.107262743660	-0.028241227670	0.000100329510	0.976799033663	N\A	0.028126629082	0.004286735964	30	1	0.005936922716	Global Trend	
3700000	561.130109	1	-1.756753041785	1.084533226877	-0.024677574683	0.000099723938	0.983375143049	N\A	0.019022970465	0.002949327165	55	5	0.009570471563	Global Trend	
3750000	537.952916	1	-1.951246095246	1.112001759676	-0.031367165539	0.000103886662	0.974019474059	N\A	0.037403733459	0.005730947291	30	4	0.001312876715	Global Trend	
3800000	556.444557	1	-1.728911080347	1.022555684464	-0.020728756503	0.000069880088	0.991772049736	N\A	0.007121566852	0.001771788125	43	2	-0.022328273262	Global Trend	
3850000	557.709744	1	-1.701210148000	1.021790951731	-0.018465974242	0.000076187119	0.984879223750	N\A	0.010537097577	0.002011177715	39	2	0.018273972806	Global Trend	
3900000	557.652457	1	-1.681090261731	1.017525312575	-0.016249606839	0.000076032036	0.999808573584	N\A	0.001563342489	0.001325792497	27	2	0.220678512477	Global Trend	
3950000	568.178575	1	-1.806462856537	1.131446330168	-0.034779477382	0.000065723355	0.977240364969	N\A	0.023143445585	0.003687710105	29	3	0.005638859450	Global Trend	
4000000	559.528741	1	-1.824612082966	1.070032570826	-0.026427096363	0.000090195669	0.974485660049	N\A	0.037337998198	0.005862643780	30	3	0.001471513582	Global Trend	
4050000	552.420273	1	-1.796209846699	1.014868751256	-0.015223751146	0.000092660679	0.999943071953	N\A	0.001465971806	0.001383290022	39	3	0.547083857206	Global Trend	
4100000	562.371592	1	-1.835425979763	1.092327673229	-0.028303627369	0.000071986310	0.974217743744	N\A	0.035192467806	0.005350507623	27	2	0.000307113311	Global Trend	
4150000	567.297051	1	-1.715106317784	1.058059538048	-0.026641730060	0.000047502716	0.979377375022	N\A	0.022057862035	0.003474713146	40	2	0.004937759065	Global Trend	
4200000	554.140636	1	-1.769878952012	1.025771623881	-0.017714332922	0.000069601591	0.989422946039	N\A	0.008851178739	0.001968736044	40	5	-0.010315220839	Global Trend	
