Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  AMY_d1_m9-glob-005.txt
Log File Name:                   AMY_d1_m9-glob-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3856441406
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   AMY_d1_m9-glob-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.287140
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Node	No RJ LS Betas	Global Trend	
1500000	499.922077	1	-1.533528138279	1.132737035465	-0.042032717498	0.011679403735	-0.001697337433	0.000089782789	0.967432826191	N\A	0.079903214207	0.011236430299	0.036141531239	0.006192911192	31	6	0.001507685922	Global Trend	
1550000	502.788259	1	-1.675240351341	1.255329876042	-0.069886391332	-0.027433848514	0.015565409798	0.000099774063	0.962774282261	N\A	0.090989223238	0.012121224194	0.041614476065	0.007009825006	39	5	-0.000521553919	Global Trend	
1600000	506.163244	1	-1.890134846590	1.390975963601	-0.087123265477	-0.059129082598	0.019117875868	0.000197263306	0.971981790243	N\A	0.071816711539	0.010236021264	0.030164909109	0.006219259623	42	2	-0.000897733943	Global Trend	
1650000	513.290698	1	-1.879479381039	1.392483059488	-0.089779297625	-0.012937931745	0.009455317728	0.000138439120	0.966627492385	N\A	0.079278935061	0.012008102868	0.034337207487	0.006822236320	38	4	0.000042860072	Global Trend	
1700000	507.479484	1	-1.635324718023	1.179288729054	-0.058110745518	0.042424173449	-0.001022525294	0.000094887006	0.964848899655	N\A	0.083833032547	0.011551627283	0.037810128147	0.006468975624	31	4	-0.001130678913	Global Trend	
1750000	512.348123	1	-1.551457242906	1.114909919482	-0.044620027993	0.055851180636	-0.005166289683	0.000102954249	0.965464420147	N\A	0.074523852695	0.010191393828	0.034510312657	0.006211955862	41	5	-0.000188952528	Global Trend	
1800000	503.602609	1	-1.777693984091	1.280728389091	-0.075915948369	0.002147483880	0.010690860063	0.000097650386	0.963102859439	N\A	0.089024084594	0.012732393783	0.039847455459	0.007336948018	29	3	-0.001870969861	Global Trend	
1850000	512.881713	1	-1.523926960395	1.098427331962	-0.051477667207	0.106204085780	-0.010871515500	0.000104999825	0.966710019329	N\A	0.079016754487	0.010662284717	0.037060572019	0.006453875839	47	6	-0.001467838352	Global Trend	
1900000	507.506942	1	-1.598194693643	1.213341742576	-0.063331880283	0.004255346638	0.004904045816	0.000101807818	0.978262272517	N\A	0.041523140720	0.006827814118	0.020194370341	0.004539186369	38	6	0.000228331478	Global Trend	
1950000	499.991336	1	-1.792883596383	1.271401242835	-0.065284216289	-0.019531508450	0.008491914886	0.000105111949	0.963666680978	N\A	0.081463709166	0.010981594131	0.039202489607	0.006609798173	40	6	-0.002148918351	Global Trend	
2000000	518.120513	1	-1.572688112589	1.195383294071	-0.055597336407	-0.005257533076	0.002459210108	0.000099322785	0.969881826765	N\A	0.063062836150	0.008321857378	0.031175520381	0.005458599998	29	5	0.000860851283	Global Trend	
2050000	498.880900	1	-1.348712867551	1.080666502795	-0.062652371581	0.099318851907	0.001996469946	0.000095160006	0.956921001939	N\A	0.102596913651	0.013896834175	0.043077380198	0.007244934359	34	4	0.000446636175	Global Trend	
2100000	501.116771	1	-1.501217703545	1.188204266618	-0.051086365573	-0.009988518734	0.002928692029	0.000129676844	0.963090287071	N\A	0.060171928167	0.007645295513	0.034927053819	0.005475336287	32	4	0.005681248293	Global Trend	
2150000	510.961618	1	-1.567034835910	1.178964881226	-0.057337612380	0.025730840842	0.000542084207	0.000112708206	0.960221510431	N\A	0.095366651045	0.012838455005	0.042435806624	0.007023868852	27	6	0.000549859006	Global Trend	
2200000	503.766690	1	-1.392304642890	1.069364090321	-0.049892329186	0.063145723890	0.002083802803	0.000155825255	0.961779155145	N\A	0.088143597159	0.011761982590	0.040111883208	0.006900897145	44	3	-0.000005638631	Global Trend	
2250000	506.157884	1	-1.532946210435	1.079359087832	-0.048450885549	0.089557168011	-0.007292353976	0.000119817608	0.963233424813	N\A	0.069603831115	0.008568582821	0.036797428794	0.005739848076	30	3	-0.004782340178	Global Trend	
2300000	509.249081	1	-1.250523733244	0.929435088667	-0.024640323121	0.102895753594	-0.015577306558	0.000083164395	0.992843444660	N\A	0.028181170831	0.003600009873	0.029052150215	0.004590723022	30	3	0.034698949441	Global Trend	
2350000	516.489034	1	-1.301520227226	0.968475333648	-0.026327969076	0.069634958872	-0.011462755246	0.000083247534	0.999945339478	N\A	0.020347461276	0.002837881194	0.021908609989	0.003302012227	32	5	-0.424898260220	Global Trend	
2400000	507.325559	1	-1.719287617773	1.267524954055	-0.069825969395	-0.020114500932	0.010818767967	0.000103267252	0.966133853365	N\A	0.075416674421	0.010928644187	0.035129507054	0.006618394480	34	7	-0.000798098736	Global Trend	
2450000	518.624065	1	-1.459278022478	1.108574221856	-0.050243528837	0.055940147692	-0.002295759799	0.000076663559	0.966772931408	N\A	0.077466723044	0.010878277676	0.036583086578	0.006552443319	31	7	0.001315248653	Global Trend	
2500000	522.958052	1	-1.664477334040	1.207534316808	-0.060835017987	-0.017804924445	0.009835820475	0.000116246970	0.963775778288	N\A	0.091119943404	0.012531910850	0.038192660088	0.006948958669	32	9	-0.001815026558	Global Trend	
2550000	506.276266	1	-1.617706307279	1.181340549032	-0.065842035529	0.042122222553	0.005256155860	0.000118729339	0.963903116760	N\A	0.091198753672	0.010585189060	0.044351079141	0.006344634089	40	7	-0.002545068880	Global Trend	
2600000	507.670146	1	-1.178423085316	0.885869184289	-0.024897020704	0.127045162411	-0.006789861182	0.000095133612	0.961635853882	N\A	0.077868728298	0.010493211599	0.036229025738	0.006016572684	35	9	0.001769784669	Global Trend	
2650000	499.951188	1	-1.240128187337	0.909017417908	-0.026335619589	0.133196980540	-0.014302216083	0.000096734133	0.999751871853	N\A	0.027952759530	0.003775840920	0.030299907685	0.004643023008	29	8	-0.166166664586	Global Trend	
2700000	518.449673	1	-1.145879604830	0.905639608045	-0.030188387990	0.144863159830	-0.011836249448	0.000115772015	0.989165471785	N\A	0.029468817868	0.003552944908	0.028923207176	0.004238072807	40	9	0.030262435410	Global Trend	
2750000	507.546885	1	-1.141478533043	0.918925645666	-0.024105929623	0.108510505285	-0.010043712193	0.000152575360	0.995698136629	N\A	0.028305036639	0.003686410294	0.030014199117	0.004861489349	37	9	-0.078812087828	Global Trend	
2800000	497.696108	1	-1.640774712115	1.187006089607	-0.056005667082	0.040450750974	-0.007737250821	0.000106037168	0.960835840477	N\A	0.082887176787	0.012100891921	0.038116709767	0.007383825555	34	8	-0.001118062435	Global Trend	
2850000	485.798714	1	-1.197707835483	0.927392662346	-0.021506215980	0.097714523070	-0.016227114816	0.000114002043	0.985915105966	N\A	0.028190245059	0.004423489675	0.027724801684	0.005168705263	44	7	-0.019186545225	Global Trend	
2900000	497.895537	1	-1.380371519091	0.956035351280	-0.031004845803	0.115126038447	-0.010753535176	0.000100304675	0.967745658732	N\A	0.048458416213	0.006897779103	0.033971377216	0.005728424002	39	9	-0.007859370592	Global Trend	
2950000	511.334441	1	-1.143062414934	0.896696412671	-0.029085590653	0.146674887974	-0.016690286318	0.000075107416	0.974119865360	N\A	0.035982102882	0.005069754038	0.030952819470	0.005305303167	41	9	0.010872033098	Global Trend	
3000000	497.957217	1	-1.663404296005	1.204732767883	-0.058147313148	-0.012492066435	0.008767806189	0.000109451109	0.964611696510	N\A	0.071236710150	0.008870540884	0.038039407944	0.005772863193	28	9	-0.002528893659	Global Trend	
3050000	510.769093	1	-1.621471828260	1.204624255842	-0.061647633966	0.049796813359	-0.002652400014	0.000113355623	0.960712098647	N\A	0.077999930827	0.009873575182	0.036845763034	0.006025177809	31	7	0.000866807342	Global Trend	
3100000	515.998774	1	-1.293125778588	1.004375401409	-0.031567113584	0.069049083235	-0.010101453678	0.000086455221	0.975928524866	N\A	0.047534222272	0.005032383945	0.030486407632	0.004263444069	39	8	0.004761541868	Global Trend	
3150000	505.234213	1	-1.605162658455	1.212646208101	-0.062108893619	-0.019427621032	0.005333303998	0.000111106767	0.959704013362	N\A	0.081592084677	0.010494203713	0.040633858530	0.006700754614	24	6	-0.002264845368	Global Trend	
3200000	499.076262	1	-1.420306038312	1.090541675077	-0.038038416341	0.033602539012	-0.005106260390	0.000110478824	0.963199646810	N\A	0.056446501508	0.007460713877	0.033423999243	0.005332401828	26	7	0.004996943674	Global Trend	
3250000	502.824503	1	-1.101639528833	0.878046355270	-0.020234726656	0.151321090188	-0.018204083317	0.000091662608	0.995354317190	N\A	0.028696961919	0.003933281205	0.030274135620	0.004728465099	41	6	-0.041143605736	Global Trend	
3300000	522.764478	1	-1.469413288612	1.105874974812	-0.054103682569	0.067327288946	-0.000209313565	0.000063133828	0.966195797243	N\A	0.086724439038	0.013332190082	0.037595588656	0.007362766860	38	5	-0.000591162322	Global Trend	
3350000	517.800096	1	-1.850153203095	1.382949545474	-0.079500110197	-0.041625036899	0.006228234061	0.000124362779	0.967033988149	N\A	0.064315017779	0.008647384808	0.029229044568	0.005150398358	34	8	0.000732012686	Global Trend	
3400000	506.528780	1	-1.732734857095	1.273314729638	-0.080272861474	0.030474331343	0.010948003144	0.000198783494	0.958778074662	N\A	0.093218651071	0.012658246985	0.041007452760	0.006923532858	45	4	-0.001445373910	Global Trend	
3450000	504.059535	1	-1.204569784605	0.882302817917	-0.029432024906	0.171967040916	-0.015481344245	0.000099603588	0.993863875528	N\A	0.029953391466	0.003792405087	0.030621126694	0.004746094497	32	7	-0.042814918407	Global Trend	
3500000	517.205305	1	-1.161991519611	0.900522287286	-0.024550193287	0.146322920033	-0.015117802569	0.000106029222	0.988840059240	N\A	0.029004129797	0.003587072730	0.028528052396	0.004287732766	36	7	0.036263287808	Global Trend	
3550000	519.541259	1	-1.784884343210	1.363911204584	-0.088858399838	-0.058445894642	0.022603885751	0.000185356638	0.967736422476	N\A	0.087753926393	0.012622595766	0.037028309352	0.006731743481	41	3	-0.001034949353	Global Trend	
3600000	499.687463	1	-1.537989252164	1.142509058857	-0.049972280362	0.037910970691	-0.000146701897	0.000116340443	0.961629763270	N\A	0.092743941645	0.012957630422	0.040120065749	0.006606608847	38	6	0.000936611050	Global Trend	
3650000	507.531316	1	-1.155891516627	0.894263993216	-0.026085349203	0.142918869723	-0.012802020630	0.000123208032	0.994529393790	N\A	0.030899376221	0.004150430910	0.032412513727	0.004986045014	37	6	-0.069337480733	Global Trend	
3700000	509.777373	1	-1.626606892909	1.180802868190	-0.065146117488	0.063126078962	-0.000568101460	0.000112995245	0.960314018692	N\A	0.092963554691	0.013111032103	0.039307293482	0.006560163578	32	7	-0.002035189440	Global Trend	
3750000	496.100723	1	-1.662982310759	1.235509293395	-0.051506484201	-0.045070814547	0.007301444092	0.000099108153	0.962604133618	N\A	0.077506819009	0.009244378662	0.039927094278	0.006317799093	30	7	0.000886933340	Global Trend	
3800000	504.008028	1	-1.542851841404	1.197664308118	-0.070123669296	0.017117703271	0.012557436578	0.000102148987	0.957807783844	N\A	0.090480765013	0.011954064140	0.041964333043	0.006860173034	36	8	0.001132673783	Global Trend	
3850000	485.375626	1	-1.228468746249	0.960236184314	-0.029806462200	0.073027303728	-0.004677265622	0.000067842507	0.990260107324	N\A	0.030129318386	0.004113460914	0.030851132511	0.005187588040	40	3	0.016410610661	Global Trend	
3900000	506.821661	1	-1.601926021875	1.181407801896	-0.060608409410	0.033915443112	0.004087012518	0.000108811630	0.957183977960	N\A	0.089764343005	0.011628271926	0.042655643344	0.007285645430	36	8	-0.000611540523	Global Trend	
3950000	514.234423	1	-1.352233162251	1.020784699408	-0.043445556811	0.099035240631	-0.004132214514	0.000097921875	0.961183472643	N\A	0.083650303767	0.011715185557	0.039168225402	0.007038621500	33	5	0.001704802534	Global Trend	
4000000	514.654201	1	-1.955158752853	1.493655144538	-0.100403779783	-0.087429870956	0.023790991712	0.000118199284	0.970236877635	N\A	0.079984539931	0.011446499605	0.035469698220	0.006739704100	35	3	0.000912704518	Global Trend	
4050000	509.199829	1	-1.784866851261	1.277422086296	-0.066321398570	-0.006021818780	-0.000634612958	0.000108042451	0.964053454110	N\A	0.074419843345	0.011019038238	0.033078360876	0.005854969259	38	5	-0.001795552275	Global Trend	
4100000	513.998056	1	-1.621363413437	1.220827909614	-0.068214727857	0.019054866708	0.006258168085	0.000089205533	0.984841228117	N\A	0.087568334484	0.012095998189	0.036565795003	0.006402090376	40	6	-0.000628375211	Global Trend	
4150000	508.760313	1	-1.572188042870	1.214772610825	-0.072174838331	0.038271489751	0.006441353352	0.000114577763	0.982358470149	N\A	0.089979393703	0.012574817448	0.034896130821	0.005954103508	34	4	0.000373221127	Global Trend	
4200000	505.940060	1	-1.920545041681	1.463217675398	-0.107163839235	-0.034897287909	0.021314112698	0.000119366039	0.971293993870	N\A	0.070457013956	0.009538764792	0.031421506047	0.006277357573	37	4	0.000288102669	Global Trend	
4250000	515.813059	1	-1.537077754636	1.175065791612	-0.066901726166	0.053768972987	0.005296623754	0.000073788426	0.969905897376	N\A	0.085072014616	0.011604115279	0.037062051275	0.006359918856	34	3	0.000220673506	Global Trend	
4300000	511.435940	1	-1.200719590152	0.932998344275	-0.034837966932	0.148645664994	-0.013977804244	0.000947868817	0.963333166478	N\A	0.080494480290	0.010037592144	0.039143288507	0.006122293728	35	7	0.018289858369	Global Trend	
4350000	512.427680	1	-1.453555170991	1.122894723864	-0.047137980336	0.049315554592	-0.005921043345	0.000093692786	0.960606048470	N\A	0.074408192502	0.008716486096	0.039112777966	0.006000683550	39	5	0.002238773531	Global Trend	
4400000	509.949613	1	-1.221603983630	0.964813022152	-0.029596582062	0.075639348157	-0.009018345189	0.000101368353	0.998613178188	N\A	0.026505752075	0.002951749056	0.028072101449	0.003408493024	29	5	0.093385976937	Global Trend	
4450000	501.423177	1	-1.853570286598	1.393013092023	-0.085620092794	-0.048016726806	0.015536327083	0.000223219521	0.966434661703	N\A	0.073247335183	0.011303306833	0.031760144727	0.006306811431	40	4	0.001010771823	Global Trend	
4500000	507.835874	1	-1.110103048879	0.887304866062	-0.034938694256	0.151558347346	-0.007496655040	0.000107629778	0.978578675971	N\A	0.031128675522	0.004553063090	0.027810671992	0.004736363155	36	5	0.017186570990	Global Trend	
4550000	499.437226	1	-1.068859900972	0.833574809206	-0.018275590147	0.207209319260	-0.028245597110	0.000187209003	0.984843597733	N\A	0.031151917899	0.003985714240	0.029836349605	0.004885383704	36	5	-0.058296248170	Global Trend	
4600000	511.837393	1	-1.178010058598	0.918313965588	-0.031876784219	0.120523324284	-0.006706302558	0.000112876355	0.986154972197	N\A	0.030583216600	0.003776829975	0.029591363774	0.004548699863	27	7	0.026046607439	Global Trend	
4650000	516.859461	1	-1.192086144815	0.929548929372	-0.033210228182	0.111421079343	-0.007369763111	0.000076928672	0.999889284923	N\A	0.026382521790	0.003496948700	0.028376325612	0.004315693795	41	5	-0.249447739207	Global Trend	
4700000	521.712081	1	-1.242399261606	0.960738520351	-0.033396984602	0.075767108319	-0.002852160804	0.000103574776	0.999952183319	N\A	0.012002233683	0.002592505533	0.013313309081	0.003438384615	34	6	-0.533911280567	Global Trend	
4750000	511.289147	1	-1.406969192227	1.084243598949	-0.065539261671	0.099629359508	0.006398287447	0.000111572549	0.966704971439	N\A	0.077744844906	0.011453203150	0.035848531375	0.006509422145	28	5	-0.001972739870	Global Trend	
4800000	501.297453	1	-1.156709140857	0.909261525458	-0.025103578837	0.131964692902	-0.015183711413	0.000095240267	0.999933625174	N\A	0.029830109559	0.003997269849	0.032338973916	0.004883959272	38	3	0.272666418964	Global Trend	
4850000	507.696835	1	-1.543638275713	1.061576461393	-0.043199474316	0.096963394239	-0.008651083165	0.000257441115	0.959243115107	N\A	0.083433222134	0.010957620397	0.040812940395	0.006605003451	35	6	-0.008226381828	Global Trend	
4900000	503.828782	1	-1.424668451614	1.005689057279	-0.033671293877	0.094588493051	-0.012315996034	0.000115332029	0.961216782838	N\A	0.058041572447	0.007027682128	0.036361274612	0.005567305567	27	4	-0.008019312212	Global Trend	
4950000	528.304772	1	-1.202601827473	0.877530945021	-0.022539067748	0.153479471407	-0.016976557493	0.000102534449	0.987887063176	N\A	0.026466255062	0.003652366890	0.025784779512	0.004346013603	31	9	0.032468027315	Global Trend	
5000000	508.938410	1	-1.500191467149	1.097259005943	-0.047019721783	0.066830708764	-0.007914108750	0.000106616559	0.959049177925	N\A	0.079378979389	0.009419802506	0.040533009846	0.006018019838	28	5	-0.001832223325	Global Trend	
5050000	505.076959	1	-1.845773961760	1.343910925916	-0.084154429831	-0.007994514251	0.013053347292	0.000103767543	0.961101182494	N\A	0.086829528269	0.012082194836	0.039291458213	0.007098525393	36	5	-0.000407443424	Global Trend	
5100000	503.972067	1	-1.503334719005	1.253163109794	-0.069335775226	-0.058015603325	0.019542235376	0.000099574691	0.958799544380	N\A	0.069031085592	0.008872376518	0.037865777487	0.005940584748	36	4	0.003707591974	Global Trend	
5150000	526.234782	1	-1.517788543215	1.258541190268	-0.073335393336	-0.000562125895	0.011450466008	0.000139503608	0.966104916838	N\A	0.077037757946	0.010608998358	0.036216555034	0.006339695822	31	7	0.004118813575	Global Trend	
5200000	507.999165	1	-1.529752047329	1.124114364057	-0.048714868963	0.063591443157	-0.008818825018	0.000110114153	0.958602314588	N\A	0.085435205692	0.011682454628	0.039446376933	0.006611125607	23	5	-0.000584778528	Global Trend	
5250000	516.278740	1	-1.467210751113	1.049889038710	-0.037833390738	0.079303815962	-0.011919590265	0.000114115016	0.964570220450	N\A	0.065811434684	0.008248772533	0.034189141340	0.005392120475	33	5	-0.003483092224	Global Trend	
5300000	497.924234	1	-1.643708963696	1.298234374568	-0.083407673509	-0.008308259746	0.014406935238	0.000111806698	0.958124251227	N\A	0.089358416411	0.013125534597	0.039456204467	0.007215336074	32	5	0.001106667726	Global Trend	
5350000	506.209019	1	-1.638895265741	1.253283668574	-0.080490433912	0.034708496459	0.010986849945	0.000095885537	0.961232233788	N\A	0.091014848942	0.012381872026	0.041880365939	0.007386105117	34	4	-0.000168132593	Global Trend	
5400000	514.715916	1	-1.509099029475	1.099451880045	-0.049751268052	0.083637094180	-0.005972281989	0.000124244063	0.963367224167	N\A	0.084818632639	0.011246226516	0.039928373586	0.006779602540	34	7	-0.000966789895	Global Trend	
5450000	501.981980	1	-1.581712934764	1.153605256743	-0.050965506871	0.023445197366	-0.001248971802	0.000119412881	0.961038413210	N\A	0.082328800458	0.010232012776	0.040707691755	0.006292782937	29	9	-0.001291498853	Global Trend	
5500000	513.888209	1	-1.598516306084	1.213057762130	-0.073617783282	0.046283903263	0.005506393729	0.000096887434	0.960340325226	N\A	0.078505838429	0.010334509450	0.037798119453	0.006176579186	31	5	-0.000856861898	Global Trend	
5550000	510.733446	1	-1.685591486141	1.234806792644	-0.064767833640	0.012705414078	0.005115297788	0.000109175626	0.963254404425	N\A	0.078639305534	0.011376521732	0.035247481709	0.006405363932	30	6	-0.000373893152	Global Trend	
5600000	498.328661	1	-1.749541857022	1.404090394938	-0.103563845348	-0.026181982571	0.023075549027	0.000124656206	0.957375745532	N\A	0.097963721524	0.013583751833	0.043468943466	0.007433954493	33	2	0.000990662606	Global Trend	
5650000	507.072284	1	-1.642517777767	1.213603982732	-0.069262575489	0.051567285556	-0.000033493183	0.000116795956	0.959369925406	N\A	0.096014969843	0.013345926125	0.042859936969	0.007359026852	29	4	-0.000826530096	Global Trend	
5700000	519.220083	1	-1.614726496545	1.217968127749	-0.061944276943	-0.004391892654	0.008178171106	0.000105140125	0.966892117177	N\A	0.088626735003	0.012233463844	0.038770678300	0.006784834468	42	4	-0.000888092091	Global Trend	
5750000	515.997128	1	-1.657491372885	1.285593680670	-0.081052197589	0.005713536221	0.013580694669	0.000111237048	0.961608030215	N\A	0.088969750044	0.012271517545	0.040009486054	0.006928383526	21	5	0.001085785445	Global Trend	
5800000	510.763021	1	-1.734821028337	1.280861038854	-0.075649874189	-0.005986835377	0.012363832801	0.000152194814	0.973658767674	N\A	0.080609886118	0.011723239809	0.029254663113	0.006058319465	36	4	-0.000885209077	Global Trend	
5850000	507.720348	1	-1.815840495222	1.345192573099	-0.087619268998	-0.035790388782	0.021460637105	0.000116626659	0.967272246976	N\A	0.100362190519	0.013450969719	0.042846362146	0.007296190789	43	3	-0.001161662506	Global Trend	
5900000	509.609983	1	-1.444096428309	1.139363254161	-0.059582504071	0.048753011836	0.003231167124	0.000113764234	0.962508904867	N\A	0.077314150543	0.010269228089	0.038356939891	0.006517210826	36	6	0.002417211709	Global Trend	
5950000	504.367946	1	-1.556521713937	1.142214764684	-0.054896322828	0.012069759595	0.005588285942	0.000121224196	0.958430638332	N\A	0.074319684104	0.009344586479	0.039202022400	0.006145163681	36	5	-0.004448023209	Global Trend	
6000000	510.919577	1	-1.762823987962	1.282095565117	-0.071464468379	0.004253216985	0.003573593395	0.000108495026	0.960199221764	N\A	0.093140929394	0.012868522703	0.040922717974	0.007120315168	25	4	0.000614558877	Global Trend	
6050000	500.399641	1	-2.060107524516	1.506439396271	-0.113588486337	-0.052455461433	0.025588192548	0.000109668929	0.962148840012	N\A	0.072064968373	0.009777025436	0.034761915244	0.006153279529	37	4	-0.001268336600	Global Trend	
6100000	516.496161	1	-1.703647346054	1.241869971579	-0.068020898765	0.033051510947	0.001738339795	0.000099821001	0.964162856566	N\A	0.088920279970	0.012113775893	0.041035653646	0.007246474755	36	7	-0.000148573952	Global Trend	
6150000	508.067316	1	-1.834901748754	1.313469790360	-0.079029848875	-0.000464930613	0.009484324503	0.000114132772	0.965544458670	N\A	0.081717351356	0.012545551496	0.033674037281	0.006774967034	36	4	-0.001628438449	Global Trend	
6200000	508.402179	1	-1.868266068844	1.297607634862	-0.079594978610	0.012669423697	0.008619328528	0.000122593869	0.972574002613	N\A	0.068320375661	0.010602239273	0.026132491932	0.005604492940	37	3	-0.003469033452	Global Trend	
6250000	498.444397	1	-1.378867735714	0.988723128068	-0.033622522025	0.061101568946	-0.002472847099	0.000107540123	0.991104686424	N\A	0.029905099366	0.003987334120	0.030552732752	0.004775068946	27	4	-0.043910376702	Global Trend	
6300000	509.465587	1	-1.683790077333	1.265749164630	-0.074694452487	-0.002725626443	0.012351563311	0.000117737438	0.967862552190	N\A	0.066510153780	0.008844911579	0.028829185272	0.005092130688	31	5	-0.000372514717	Global Trend	
