Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m7-VR-002.txt
Log File Name:                   STR_d1_m7-VR-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1605391481
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m7-VR-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	541.277853	1	-1.476499270474	1.098156008297	-0.077162769507	0.001678450007	0.000169156080	0.984881575806	N\A	0.022892786966	0.020413968886	0.002812591479	50	27	
1050000	539.448257	1	-1.472466917145	1.097258717243	-0.080796813008	0.003235167624	0.000116307617	0.984427716999	N\A	0.025395836948	0.023502979469	0.002935898086	54	29	
1100000	536.793327	1	-1.530003711737	1.101115426924	-0.039283847879	-0.005856138479	0.000123266999	0.983066142466	N\A	0.024655655323	0.022582200379	0.002981738854	52	24	
1150000	532.285447	1	-1.478464420508	1.118022162233	-0.086576133747	0.001556388862	0.000204633349	0.976320884952	N\A	0.030828359310	0.027060051811	0.003550550140	45	31	
1200000	540.971436	1	-1.472664666098	1.088978225602	-0.057317734254	-0.001534415985	0.000133263648	0.987387801590	N\A	0.021897112574	0.017593036186	0.002608898868	36	27	
1250000	522.631567	1	-1.425530500432	1.072435946506	-0.054390790090	-0.002309476137	0.000078318800	0.982696409707	N\A	0.026716007388	0.024479274794	0.003191231817	48	26	
1300000	531.111472	1	-1.495883075034	1.100298473452	-0.062786446758	-0.003766734424	0.000132386631	0.981392174312	N\A	0.026689199983	0.024044330045	0.003075077467	39	20	
1350000	540.634296	1	-1.412613072128	1.067468214977	-0.069613009232	0.003947253802	0.000118464299	0.981609642759	N\A	0.028205130483	0.025342953735	0.003068851099	40	26	
1400000	525.863019	1	-1.455791240658	1.095716118974	-0.088831042806	0.006248774469	0.000082696308	0.989159874437	N\A	0.021751088174	0.021026199486	0.003295747133	43	25	
1450000	537.730150	1	-1.549793470965	1.135200122026	-0.097331553811	0.000379772298	0.000226276167	0.985899082380	N\A	0.023545280555	0.021443938847	0.002780088417	37	18	
1500000	540.771530	1	-1.461619811003	1.071445482885	-0.026050691957	-0.005755186676	0.000088522687	0.976718489529	N\A	0.030353075469	0.026725230145	0.003172315493	40	27	
1550000	530.080655	1	-1.617117184933	1.158283502081	-0.109487627623	0.002356380023	0.000099240195	0.979478968655	N\A	0.029098230262	0.026485023359	0.003405942812	48	27	
1600000	541.159348	1	-1.501493009674	1.089094378741	-0.034594335378	-0.003472954319	0.000112966293	0.981543492240	N\A	0.026810800353	0.024384310675	0.003213436121	49	27	
1650000	543.956659	1	-1.486182687593	1.089587029438	-0.057331991567	-0.000304426600	0.000182299315	0.985942215288	N\A	0.023516562498	0.021284202813	0.002813958691	51	23	
1700000	526.264510	1	-1.536378442494	1.131738668089	-0.111825371268	0.008232430566	0.000122801423	0.982815280557	N\A	0.026728402506	0.023952213492	0.003266732237	51	27	
1750000	524.507393	1	-1.590657755068	1.177191217370	-0.144829759051	0.004233951348	0.000129916171	0.986115733746	N\A	0.023502838438	0.023690923051	0.003031058783	54	28	
1800000	534.668071	1	-1.524081474277	1.114407029249	-0.075287617246	0.000258279356	0.000168845237	0.978292131814	N\A	0.028594428673	0.026272024774	0.003466812660	34	20	
1850000	528.494986	1	-1.459695054228	1.086637986384	-0.067332647360	0.004099590552	0.000186331727	0.987406631898	N\A	0.022370631768	0.020553016197	0.002909547264	37	29	
1900000	537.715960	1	-1.488960515231	1.101036961429	-0.093744456010	0.006692695761	0.000102755023	0.988261996639	N\A	0.022071233934	0.020131998185	0.002684187911	46	23	
1950000	534.551829	1	-1.573625482378	1.133245583700	-0.059569144775	-0.005833816448	0.000068877798	0.981711216109	N\A	0.027187988384	0.025446558216	0.003088530896	52	23	
2000000	543.491038	1	-1.533938137967	1.118106051073	-0.082478720093	0.001601470209	0.000155525281	0.984998394014	N\A	0.025858661060	0.023400923946	0.002806490381	43	19	
2050000	542.325974	1	-1.563023370762	1.129234848738	-0.094971000097	0.002480789586	0.000208622121	0.986356369259	N\A	0.022971741637	0.020832876138	0.002685835228	40	28	
2100000	533.498796	1	-1.437789018600	1.089716955512	-0.104894625022	0.010057090489	0.000091977884	0.982688242507	N\A	0.026372737183	0.023709912682	0.003337973223	60	24	
2150000	530.813386	1	-1.514930080943	1.110435530321	-0.075593534284	0.000064095284	0.000131785084	0.985081292017	N\A	0.022889287613	0.021445909880	0.002764963551	41	30	
2200000	535.764157	1	-1.427960007695	1.069646160800	-0.041670767337	-0.001101033325	0.000175509486	0.982711642138	N\A	0.025795291323	0.023558587916	0.003268854473	57	23	
2250000	537.549186	1	-1.534755026887	1.144252354107	-0.128715006629	0.005508130080	0.000120763897	0.980408278432	N\A	0.027987210995	0.025246759455	0.003164989316	46	19	
2300000	530.304926	1	-1.512663157549	1.106067994972	-0.068449727189	-0.001304151561	0.000071077949	0.985392913893	N\A	0.026500538022	0.024367670122	0.003098158469	48	31	
2350000	545.503026	1	-1.522527804102	1.128429056646	-0.118821275866	0.007789364418	0.000194453645	0.991238899707	N\A	0.021351882218	0.018936728788	0.002534222639	47	28	
2400000	527.176687	1	-1.455383906503	1.081325198446	-0.062897951449	-0.000076563812	0.000113638688	0.973800244153	N\A	0.030714371504	0.028499345072	0.003633411593	32	20	
2450000	517.478855	1	-1.463036437663	1.060744989689	0.004440116992	-0.010113676610	0.000082123872	0.975412803886	N\A	0.030050886866	0.029028173676	0.003968202104	46	18	
2500000	526.949601	1	-1.629913742604	1.191119674061	-0.142326601508	0.004012771224	0.000133284846	0.979764139354	N\A	0.027344810973	0.025747606137	0.003401206249	38	23	
2550000	542.735618	1	-1.522180991992	1.111591090828	-0.069442621300	0.000490388961	0.000098903915	0.983145477224	N\A	0.027395786294	0.024344531328	0.003256365349	34	22	
2600000	542.646134	1	-1.392641104540	1.044962705119	-0.035661802897	0.000047349992	0.000140996846	0.988657600734	N\A	0.021461207025	0.020286500211	0.002774108765	50	23	
2650000	528.102230	1	-1.541015217565	1.116244645727	-0.068703999665	0.000806058908	0.000107854697	0.987023146312	N\A	0.024411528311	0.022298720737	0.003010510295	39	20	
2700000	538.705110	1	-1.413971208422	1.080040324174	-0.083455460534	0.003974691965	0.000156028475	0.985943127521	N\A	0.023754886529	0.021404063444	0.002702948488	40	16	
2750000	538.685943	1	-1.494203296691	1.097613424392	-0.058995129133	-0.001567377045	0.000148453122	0.980005356556	N\A	0.026813408338	0.024627785495	0.003264725440	45	19	
2800000	527.651540	1	-1.505801059167	1.112564266095	-0.104281836517	0.006392631682	0.000176857935	0.981571840465	N\A	0.027386416884	0.024034268548	0.003333572253	59	25	
2850000	536.988608	1	-1.465776404232	1.106547107550	-0.112944597521	0.007933745205	0.000148249780	0.984525189489	N\A	0.024317222101	0.022339807674	0.002814680392	48	25	
2900000	529.748418	1	-1.549489877551	1.139236221799	-0.099682568393	-0.000709590349	0.000164587774	0.980126504639	N\A	0.028577009379	0.025192233023	0.002904171163	53	31	
2950000	535.555068	1	-1.475392563661	1.081336166188	-0.043089327264	-0.003024613791	0.000122524223	0.975234229326	N\A	0.031300575457	0.028182317198	0.003336526613	42	21	
3000000	525.611626	1	-1.552603314337	1.129509630806	-0.097611504038	0.003228232985	0.000145621960	0.981636526652	N\A	0.026642953795	0.024713141278	0.003152401641	46	24	
3050000	532.466427	1	-1.550943834454	1.146170455526	-0.122528971268	0.004635464175	0.000093490634	0.977523007328	N\A	0.029671590168	0.027523555374	0.003387639976	44	24	
3100000	540.590512	1	-1.404624727123	1.072234199452	-0.055962441816	0.001586876260	0.000087816455	0.984556666550	N\A	0.024874475916	0.022628746356	0.003067242651	53	29	
3150000	523.956307	1	-1.453390253578	1.070520663769	-0.058147920400	0.002294723421	0.000088628768	0.978435431542	N\A	0.025997739231	0.022069821615	0.003134458775	48	29	
3200000	529.437531	1	-1.478585666907	1.089718029554	-0.036721194458	-0.007320631612	0.000104407403	0.979569697963	N\A	0.029006203201	0.025983419539	0.003193146924	43	21	
3250000	540.746199	1	-1.499254451447	1.101931827284	-0.063686884519	-0.001048860279	0.000089579046	0.980149650116	N\A	0.026843128162	0.024738073429	0.003086503397	40	22	
3300000	543.249480	1	-1.558596821432	1.119145888830	-0.058565071786	-0.002528532642	0.000067018813	0.979394060678	N\A	0.027347303267	0.025166844360	0.003436719711	49	23	
3350000	542.157692	1	-1.527281793180	1.136261720727	-0.119908336785	0.009185618349	0.000069858732	0.987483110302	N\A	0.022461774149	0.018820465490	0.002285108827	47	27	
3400000	528.004663	1	-1.459925523381	1.084537277941	-0.075328484158	0.002947494903	0.000076746824	0.991224263112	N\A	0.020549663260	0.019109131009	0.002764790926	57	31	
3450000	529.641383	1	-1.521909564089	1.095298303905	-0.033765026606	-0.005587079042	0.000150001378	0.981163076803	N\A	0.024855893405	0.023623750832	0.003078119968	48	19	
3500000	535.849045	1	-1.566593690762	1.128398674555	-0.075638080386	-0.003201544701	0.000095182123	0.980074264574	N\A	0.028198308010	0.025483676951	0.002972653345	51	17	
3550000	552.966346	1	-1.486526944797	1.093030110020	-0.081528893838	0.003829548993	0.000108285969	0.987693485894	N\A	0.023252874566	0.019827087862	0.002502868722	49	25	
3600000	528.299746	1	-1.554406118784	1.126800253525	-0.077727392317	-0.001304594827	0.000103280729	0.985894515014	N\A	0.023943561105	0.022255353238	0.002925051103	35	34	
3650000	528.676858	1	-1.420219423679	1.066074243799	-0.065151313003	0.005375347314	0.000159521680	0.989903151905	N\A	0.019853009695	0.020040032780	0.003026371584	51	24	
3700000	548.071966	1	-1.487628531906	1.112350513329	-0.112754992352	0.008119018723	0.000087354338	0.985146747012	N\A	0.024046835147	0.022176362518	0.002887821400	50	26	
3750000	531.860828	1	-1.569209662569	1.161804529009	-0.137436008112	0.006073160460	0.000164279431	0.986613811653	N\A	0.023678792363	0.022568924144	0.003187450607	52	33	
3800000	533.778829	1	-1.530914814420	1.128652863581	-0.096331477124	0.000128532550	0.000118093898	0.979464327065	N\A	0.029016099779	0.026604549084	0.003545162044	47	30	
3850000	537.896553	1	-1.511561288632	1.121679801701	-0.110129533149	0.005514865735	0.000136376622	0.982346681037	N\A	0.026136150925	0.023752711267	0.003055237658	46	27	
3900000	530.801842	1	-1.496637369028	1.094327618404	-0.047519046610	-0.003840832825	0.000133055364	0.984756466963	N\A	0.023905795956	0.022839382819	0.003045838935	41	21	
3950000	518.672760	1	-1.625432795927	1.159219446078	-0.079947201779	-0.004966425742	0.000095964996	0.988196634381	N\A	0.022508532996	0.021691365079	0.002999261127	34	23	
4000000	544.291382	1	-1.468133341018	1.081506905434	-0.036311228162	-0.005644087635	0.000104598890	0.982935159361	N\A	0.025205533807	0.022565302637	0.002897102967	53	25	
4050000	535.893310	1	-1.485145865913	1.102002057049	-0.084175090918	0.002375007793	0.000107856563	0.982255360658	N\A	0.028337156404	0.024854229768	0.002898935519	34	26	
4100000	531.054630	1	-1.409686494997	1.051836903505	-0.044614061758	0.004052045505	0.000144361555	0.982974070023	N\A	0.026473199793	0.023962975452	0.003226342903	43	24	
4150000	528.795952	1	-1.514067908869	1.112657879112	-0.087073013906	0.002336941371	0.000164949351	0.983600610219	N\A	0.025150787828	0.020794841560	0.002765826650	54	31	
4200000	529.305942	1	-1.442415205553	1.065048604222	-0.054592753088	0.002874570149	0.000140461870	0.982020495353	N\A	0.027714792610	0.025251709352	0.003412065463	56	22	
4250000	540.813722	1	-1.566460050838	1.153179530816	-0.131842684947	0.007683042156	0.000215973077	0.980045168486	N\A	0.026998453867	0.024495803328	0.003464704672	36	31	
4300000	531.947502	1	-1.499864528953	1.095489799939	-0.058041995278	-0.000725791285	0.000130068942	0.974714939548	N\A	0.029991633490	0.026762768454	0.003621912200	36	26	
4350000	536.194468	1	-1.589717164809	1.145681296962	-0.094896176873	-0.000175230356	0.000144189196	0.983506422603	N\A	0.027561636496	0.023733456266	0.002739512394	51	27	
4400000	542.265827	1	-1.559201821647	1.106984417584	-0.042242789644	-0.005222524363	0.000110875140	0.987075492698	N\A	0.021865663358	0.020615206834	0.002570950627	60	20	
4450000	525.114629	1	-1.401154434766	1.051065016866	-0.050115369894	0.003671383329	0.000150430331	0.976769119908	N\A	0.030696029445	0.027614285977	0.003614517639	50	25	
4500000	547.914148	1	-1.528447856584	1.121084169070	-0.083761775505	-0.000066180098	0.000162978195	0.981786690732	N\A	0.027616612818	0.023682738488	0.002999420631	44	21	
4550000	532.057665	1	-1.540585265593	1.121649704760	-0.081535312564	0.002233215437	0.000556735297	0.979043503774	N\A	0.029461548941	0.026352164218	0.003512935885	43	32	
4600000	535.336282	1	-1.521584833311	1.114720609257	-0.068961800651	-0.002845370238	0.000164643234	0.981124912505	N\A	0.027464251700	0.025070484093	0.003073602404	40	23	
4650000	535.768240	1	-1.490930556555	1.102050329244	-0.088019720829	0.004012085728	0.000126123240	0.984794868868	N\A	0.025606037105	0.023643057439	0.002984728505	48	17	
4700000	528.089745	1	-1.540339351617	1.126518402197	-0.089611314764	-0.000390071447	0.000096329918	0.978343248438	N\A	0.029071739337	0.026044929984	0.003366489595	59	15	
4750000	541.224555	1	-1.445569795230	1.065402131841	-0.034666375485	-0.003475515668	0.000103573470	0.980187234374	N\A	0.023726516811	0.021098230322	0.002734960613	34	31	
4800000	536.486235	1	-1.485439435771	1.101472489344	-0.078372331951	0.002804366576	0.000157626572	0.978411202574	N\A	0.028389855684	0.026019479411	0.003475217128	54	24	
4850000	538.402295	1	-1.595048608085	1.155585940090	-0.122450689143	0.003899392391	0.000082808333	0.979521219394	N\A	0.028079851300	0.024978842468	0.003170573819	55	22	
4900000	536.697634	1	-1.499912811920	1.104248025384	-0.078647980103	0.001626177355	0.000098643274	0.981886254171	N\A	0.025538619970	0.024295001089	0.003209029758	53	25	
4950000	522.632390	1	-1.532282442720	1.143598216655	-0.109723750645	0.000941293739	0.000090540779	0.983128832405	N\A	0.025192296616	0.024070775967	0.003584818004	51	18	
5000000	533.393438	1	-1.541213793071	1.140080487214	-0.121818917781	0.005562198748	0.000167478730	0.981750603070	N\A	0.026705229660	0.026581308586	0.003382225667	46	27	
