Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  AMY_d1_m7-fab-003.txt
Log File Name:                   AMY_d1_m7-fab-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2021463257
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   AMY_d1_m7-fab-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.287140
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	518.793273	1	-0.876720988422	0.686752244590	0.225852441170	-0.031922822724	0.000109501320	0.970130282069	N\A	0.021091221688	0.019195862966	0.002871745629	32	9	
1050000	509.464301	1	-0.841728031146	0.663400776256	0.259019601335	-0.031771690723	0.000104761911	0.961579566203	N\A	0.030132997635	0.027364666335	0.003390514159	27	9	
1100000	510.705582	1	-0.951205657199	0.715149869914	0.233570093779	-0.034919725435	0.000101818318	0.967534719705	N\A	0.023183437050	0.023256428561	0.003303810797	31	5	
1150000	510.081422	1	-1.038910468957	0.764436981580	0.182070639016	-0.028331674253	0.000101131041	0.958349354831	N\A	0.034734922912	0.030436530980	0.003670496312	31	6	
1200000	495.249632	1	-1.094901997937	0.838613954532	0.098382355296	-0.023448400329	0.000108010591	0.965873753314	N\A	0.031520054151	0.028735353821	0.003479188809	30	7	
1250000	526.294476	1	-1.003459161798	0.759254390312	0.178322743188	-0.030574468253	0.000102835678	0.971777506713	N\A	0.023785999200	0.024628358792	0.003334901541	34	7	
1300000	507.212085	1	-0.975439114648	0.743529181080	0.174755411111	-0.025828362051	0.000104862402	0.957576012751	N\A	0.030392274551	0.026967066339	0.003689792571	32	5	
1350000	512.800580	1	-0.877376838954	0.681610432089	0.230886407868	-0.028999524625	0.000078816047	0.960950562215	N\A	0.028857036480	0.025962561068	0.003452841075	39	5	
1400000	505.132644	1	-1.102737073518	0.758186492450	0.147453991768	-0.022685375911	0.000104881363	0.961623091245	N\A	0.028257705076	0.026993175481	0.003440285767	42	6	
1450000	522.163670	1	-0.886707873713	0.680772197771	0.245269578454	-0.031448864171	0.000088020570	0.968031295753	N\A	0.024686451482	0.023497451121	0.003089876996	22	7	
1500000	508.341772	1	-0.801900502108	0.646525519205	0.252293539292	-0.029449412753	0.000091877155	0.962643196950	N\A	0.031325294717	0.028192716009	0.003703857753	36	5	
1550000	512.392618	1	-0.883532785548	0.687590586161	0.216662856214	-0.025515243389	0.000060162543	0.960828986714	N\A	0.033416238377	0.029708853608	0.003775112476	31	3	
1600000	499.165849	1	-1.048345070733	0.798900763582	0.139077192705	-0.024941066472	0.000097459880	0.964215654025	N\A	0.031529935747	0.028533519649	0.003549781566	36	9	
1650000	506.480878	1	-0.995986209689	0.711249532444	0.225088233824	-0.032359314636	0.000114286354	0.967632874163	N\A	0.026507527759	0.023114813272	0.003269339577	47	6	
1700000	488.477235	1	-1.104990059163	0.799786538893	0.164680213926	-0.030337129021	0.000108936183	0.957724906026	N\A	0.032869377306	0.030486521745	0.003915600239	35	7	
1750000	499.041702	1	-0.876850531328	0.680566839752	0.243286510247	-0.032117307353	0.000112309632	0.955457370451	N\A	0.034574527155	0.030315311186	0.004074659455	41	2	
1800000	516.223329	1	-1.053802984125	0.772943995746	0.190967906001	-0.033710569960	0.000089829522	0.986514190677	N\A	0.010074408504	0.014265988402	0.002317275050	39	3	
1850000	508.356608	1	-1.010139384370	0.754980263379	0.192421820697	-0.032246958473	0.000085386949	0.962849270101	N\A	0.030013752477	0.027160524076	0.003695436435	46	5	
1900000	496.287841	1	-1.018404396435	0.735181782777	0.268088945197	-0.046125022659	0.000115107356	0.959084681087	N\A	0.032461055285	0.029397784487	0.003641303155	27	7	
1950000	516.829880	1	-0.892302975054	0.678079798006	0.263254824840	-0.036712147970	0.000094177263	0.960342742309	N\A	0.030209819526	0.027474182233	0.003633429565	31	6	
2000000	504.320835	1	-0.990374067270	0.744035398220	0.175626981852	-0.021097713959	0.000101555440	0.958524173434	N\A	0.035221818734	0.031574088281	0.003587285240	44	6	
2050000	493.785731	1	-1.074046555462	0.752619362741	0.229009873786	-0.034126081627	0.000115671417	0.958494736145	N\A	0.031161713961	0.028049897073	0.003394183129	30	5	
2100000	489.850936	1	-1.027526774990	0.757029415325	0.167370965996	-0.020258818304	0.000108667413	0.959240404497	N\A	0.029729680236	0.029682899635	0.003562161167	34	4	
2150000	513.573434	1	-1.054314428607	0.758614228689	0.200073673415	-0.032300671220	0.000101861784	0.962925244962	N\A	0.032695247607	0.028389558382	0.003628309454	45	9	
2200000	492.869320	1	-0.879361522957	0.681104440399	0.235274422216	-0.029921168485	0.000101782886	0.958615547559	N\A	0.031571097841	0.028852949677	0.003639893759	30	4	
2250000	500.120228	1	-0.932132434544	0.710620136747	0.205609302233	-0.026690704958	0.000083812211	0.961220631238	N\A	0.031869392528	0.028525131032	0.003475048189	34	4	
2300000	509.179878	1	-1.024431825460	0.754343309702	0.210587217312	-0.036428988526	0.000114723526	0.963696936095	N\A	0.026177409684	0.025937750659	0.003542221801	38	6	
2350000	509.920151	1	-1.002444395873	0.744459891369	0.167011455048	-0.020560786405	0.000111079968	0.980552971177	N\A	0.020951544614	0.022781679855	0.003035327645	37	5	
2400000	507.258062	1	-0.996689800728	0.732020300412	0.209344157944	-0.028031922881	0.000092997133	0.959971970617	N\A	0.030583999948	0.028046835148	0.003911943683	34	8	
2450000	511.704666	1	-0.960820498699	0.749712065393	0.132723852996	-0.014383243611	0.000077051911	0.970250580452	N\A	0.024860345992	0.024508641799	0.003046414389	36	7	
2500000	512.816899	1	-0.987626940724	0.764082042524	0.137967084392	-0.021441279620	0.000083119247	0.963338234330	N\A	0.030548628507	0.028139026689	0.003426217517	34	5	
2550000	509.032337	1	-1.007413422588	0.761819838305	0.169375991339	-0.027923723505	0.000124186062	0.959849866520	N\A	0.030369693466	0.027449073455	0.003361828760	29	6	
2600000	502.881515	1	-0.943303797474	0.721202537213	0.189966100458	-0.024361310516	0.000098956909	0.956795196065	N\A	0.034055213201	0.030657892079	0.003954119516	33	4	
2650000	509.967280	1	-1.006557481141	0.767157977004	0.131363154550	-0.016939553582	0.000124012440	0.965408674961	N\A	0.027269645836	0.024476263164	0.003238133717	37	6	
2700000	506.209469	1	-0.960409039625	0.735344091201	0.164988533596	-0.020164999367	0.000099246466	0.962605184199	N\A	0.031287555576	0.028501746137	0.003314539422	39	6	
2750000	523.393281	1	-0.886519122591	0.707930170117	0.186020502471	-0.024779630984	0.000102494813	0.966202162495	N\A	0.024717381625	0.023417431979	0.003325798068	28	6	
2800000	503.120207	1	-0.951402363029	0.728683235430	0.190199992804	-0.028231567399	0.000111939213	0.964354267210	N\A	0.030459533971	0.026948668137	0.003172308606	31	5	
2850000	513.159395	1	-1.023627345712	0.754774105488	0.215350722654	-0.037691278504	0.000085331344	0.965318628479	N\A	0.026624525512	0.023506948168	0.003357277261	35	6	
2900000	507.027843	1	-1.048814194283	0.771266238341	0.158906556754	-0.023098729809	0.000108208129	0.966392942817	N\A	0.026411627107	0.026084806985	0.003340831589	37	7	
2950000	504.050160	1	-1.187247264525	0.835976372523	0.152303193746	-0.031661228751	0.000096449618	0.969313484718	N\A	0.033259145492	0.029619961463	0.003791692631	30	4	
3000000	501.604449	1	-1.072313357871	0.813678487454	0.098114239300	-0.017874671409	0.000128890663	0.968649413856	N\A	0.030754094100	0.026922387436	0.003450151415	49	8	
3050000	511.542928	1	-1.052265653718	0.793654622233	0.117657600262	-0.018211567859	0.000095694154	0.968272770985	N\A	0.029413739125	0.027644182851	0.003570683645	33	7	
3100000	514.553247	1	-0.884037519701	0.678396189720	0.230776847059	-0.025780183518	0.000106693082	0.969865324651	N\A	0.027241847040	0.026402711417	0.003365461814	34	6	
3150000	517.087746	1	-0.971566333036	0.729142816276	0.198659539922	-0.028413405574	0.000092610896	0.968409217195	N\A	0.027577607462	0.027287738484	0.003637785608	30	7	
3200000	516.228408	1	-1.024969943283	0.748721202418	0.240338121602	-0.044411544325	0.000109340725	0.960992294839	N\A	0.025669060990	0.026050703948	0.003590779350	31	9	
3250000	513.701399	1	-0.870158134494	0.681724069941	0.242723377533	-0.033305236249	0.000080486321	0.960839091823	N\A	0.034444450148	0.029185182519	0.003766078771	39	4	
3300000	506.375590	1	-1.074024292919	0.804200896606	0.149011186206	-0.027598398642	0.000066587406	0.965294821727	N\A	0.030418895753	0.027254788106	0.003768875409	38	7	
3350000	496.145855	1	-0.987014095433	0.731177213328	0.193622518734	-0.024413974920	0.000103650390	0.964360218185	N\A	0.030260820587	0.026364604512	0.003189783945	34	3	
3400000	505.643197	1	-1.055710874032	0.791160561850	0.135816776339	-0.022834530580	0.000082803914	0.957787821159	N\A	0.034468256992	0.030425931126	0.004122838422	37	5	
