Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m3-glob-003.txt
Log File Name:                   STR_d1_m3-glob-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2236631367
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m3-glob-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.147241
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.77 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	319.727112	1	0.435394816261	0.748816505075	-0.028880339917	0.000349510103	0.902613748524	N\A	0.026194943641	0.005971079304	38	12	-0.000526926907	Global Trend	
1050000	341.348419	1	0.605739149345	0.770913605467	-0.035704507823	0.000319820376	0.966228813449	N\A	0.014010965020	0.004099488886	42	12	-0.002752905043	Global Trend	
1100000	343.992667	1	0.372311599393	0.742596939580	-0.025845537884	0.000253494397	0.929922770306	N\A	0.024961922419	0.005539331302	40	18	0.000831415316	Global Trend	
1150000	354.131366	1	0.565532514713	0.744199896766	-0.025696640996	0.000262078003	0.961299607295	N\A	0.021660537834	0.004581133847	47	9	-0.003135268496	Global Trend	
1200000	356.047281	1	0.268547109862	0.763626771800	-0.028369005616	0.000267792554	0.981830912638	N\A	0.022761609851	0.004890375804	34	11	0.003243240529	Global Trend	
1250000	361.242302	1	0.513337133442	0.699265338732	-0.012771054216	0.000211144088	0.922545971646	N\A	0.025098529310	0.006110436925	32	11	-0.001223412044	Global Trend	
1300000	347.635728	1	0.382993863053	0.743535701847	-0.028294715788	0.000324644629	0.927118820906	N\A	0.024147987881	0.005528204429	48	13	0.001905392281	Global Trend	
1350000	355.296217	1	0.327558238317	0.755478114533	-0.027435238064	0.000323263406	0.933979675247	N\A	0.023976339527	0.005361139709	38	14	0.001831877189	Global Trend	
1400000	349.557884	1	0.505851849988	0.759046357020	-0.031854955472	0.000265792922	0.927832012557	N\A	0.023565631088	0.005061213628	38	20	-0.001401718694	Global Trend	
1450000	342.487255	1	0.449410338376	0.768519547291	-0.032045434363	0.000399516332	0.917524776597	N\A	0.026644459818	0.006534102856	32	15	-0.000834268093	Global Trend	
