Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MOB_d1_m8-VR-001.txt
Log File Name:                   MOB_d1_m8-VR-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1736168821
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MOB_d1_m8-VR-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	220.343543	1	-1.502553803884	1.222513096003	-0.079403906094	0.144133205217	0.000608095450	0.904014484103	N\A	0.102268350373	0.015704173501	0.042271170471	55	34	
1050000	234.431137	1	-1.698177806159	1.308487655559	-0.081069510279	0.113149103670	0.000498806897	0.924117011604	N\A	0.097141413765	0.014270443780	0.031060719275	42	38	
1100000	255.190657	1	-1.796833529543	1.456219070584	-0.119073468549	0.185369544444	0.000601343237	0.905887573512	N\A	0.091657670801	0.014352464661	0.039922722839	36	31	
1150000	253.666581	1	-1.749464621050	1.354905143069	-0.101219615492	0.163682104687	0.000432309241	0.905901079735	N\A	0.105280387851	0.015195666142	0.037833159703	39	22	
1200000	254.091165	1	-1.824010733381	1.417075279426	-0.097905807606	0.118355977927	0.000320774164	0.915996164249	N\A	0.099880561574	0.013759789945	0.034398291267	55	25	
1250000	233.035017	1	-1.975707095149	1.493052690560	-0.106295060894	0.077821888636	0.000572071951	0.903827715797	N\A	0.097326230759	0.014204334462	0.043196902161	47	30	
1300000	233.850259	1	-2.130645641781	1.625787672294	-0.129875856586	0.081529174604	0.000530030615	0.876383172330	N\A	0.110034116478	0.015329381463	0.046308969527	51	29	
1350000	235.929017	1	-2.056624032391	1.542379087676	-0.098023646151	0.019991167879	0.000432550434	0.910561754110	N\A	0.086316407011	0.014105170617	0.038889639835	57	34	
1400000	227.282209	1	-1.887657704009	1.430277591594	-0.083658131266	0.057656114386	0.000386372838	0.895719188872	N\A	0.088954728866	0.014581331740	0.039914157857	54	26	
1450000	233.040755	1	-1.977016177819	1.557852567938	-0.095163596917	-0.007010953625	0.000538417892	0.887628585078	N\A	0.093399701109	0.014653756041	0.040239209397	57	31	
1500000	240.330406	1	-1.577958971812	1.297546688757	-0.093610005325	0.176197315375	0.000494875102	0.909464008825	N\A	0.105208535779	0.015447072001	0.033567501299	49	26	
1550000	225.529995	1	-1.909755786841	1.491323487713	-0.103770143588	0.053558609086	0.000553499305	0.884681099004	N\A	0.095811184946	0.015421657681	0.041209691240	50	31	
1600000	227.224857	1	-1.757282867428	1.360867084367	-0.087187712370	0.110408556000	0.000582450245	0.904472661952	N\A	0.106332769322	0.015350027990	0.036093596461	43	31	
1650000	236.046112	1	-1.557994753470	1.311293431570	-0.078261686419	0.074452902870	0.000779920397	0.916233474298	N\A	0.091182377274	0.013935056244	0.043013163483	31	25	
1700000	245.244546	1	-1.751684052231	1.381703103226	-0.089448576080	0.097579522244	0.000778057504	0.907569549041	N\A	0.088034259136	0.014797192265	0.035469055225	51	36	
1750000	248.662433	1	-1.897174544821	1.403745788272	-0.097573595377	0.127489978597	0.000631547053	0.926697321037	N\A	0.096509856143	0.014472529141	0.028473006092	41	27	
1800000	244.297259	1	-1.486389100803	1.292311216902	-0.086833345618	0.137711316311	0.000372370438	0.899242231427	N\A	0.102683507658	0.014092476186	0.040266668082	49	34	
1850000	215.161867	1	-1.841396448980	1.421315102866	-0.115592893352	0.185544261762	0.000523976723	0.855230038606	N\A	0.115478279160	0.016283333751	0.048483520069	46	25	
1900000	256.345741	1	-1.816784012824	1.366339300603	-0.098251325349	0.125452425011	0.000872715348	0.929603228115	N\A	0.094585811081	0.013128318734	0.032807531007	40	31	
1950000	235.362995	1	-1.673436910260	1.335798208039	-0.103980186579	0.172777906184	0.000658308986	0.889028752078	N\A	0.099103264488	0.015303106444	0.044804885005	44	37	
2000000	224.669534	1	-1.726066555333	1.378810278748	-0.103594593867	0.159964926056	0.000441300729	0.873517513198	N\A	0.111119810409	0.015571698493	0.046352830401	50	27	
2050000	235.060153	1	-1.718116301337	1.349770349745	-0.109468370686	0.193700676144	0.000456627946	0.884601261798	N\A	0.106700288284	0.014574738431	0.042163835263	41	25	
2100000	237.283865	1	-1.547618653468	1.284241926534	-0.072069292709	0.066986246905	0.000649718680	0.895297216320	N\A	0.096685392566	0.015785029088	0.042979111021	43	25	
2150000	235.533762	1	-2.109126488982	1.534819646527	-0.114890644258	0.114503946698	0.000497322020	0.924976691282	N\A	0.080353804432	0.013489885580	0.033287037040	48	25	
2200000	251.560996	1	-1.816783477986	1.463181474234	-0.118452995148	0.177974412624	0.000502072463	0.911743495892	N\A	0.102824627307	0.014861020654	0.044091375169	49	35	
2250000	241.286627	1	-1.617764019549	1.283017884326	-0.094687823316	0.196797791791	0.000422160025	0.899989031911	N\A	0.097642588627	0.014780519138	0.027850044396	45	34	
2300000	246.806802	1	-2.081272729576	1.697053732589	-0.129889552767	0.023113269640	0.000409717916	0.912267729124	N\A	0.087130678133	0.013632256731	0.035869931598	40	30	
2350000	227.115560	1	-1.658774268307	1.293068488250	-0.074534619708	0.078298933585	0.000623584558	0.907518412255	N\A	0.093700820648	0.012838406665	0.042944622280	46	31	
2400000	244.252758	1	-1.597922079315	1.313295229431	-0.082661008223	0.093286222363	0.000647703127	0.924922328190	N\A	0.083564572956	0.013872397224	0.042124175358	42	32	
2450000	246.294938	1	-1.780878403637	1.366931846366	-0.107189178172	0.191992085937	0.000449060567	0.917078556453	N\A	0.095446501373	0.013801715188	0.030750206074	54	33	
2500000	243.026399	1	-1.565370268477	1.300489207348	-0.102748104940	0.193745801033	0.000441383734	0.900720547599	N\A	0.105037467471	0.015000705076	0.033765750263	43	31	
2550000	227.033419	1	-1.896410284239	1.462331266319	-0.099978629019	0.064766080234	0.000463646433	0.891900172934	N\A	0.106781967479	0.016022528127	0.048531729945	55	31	
2600000	219.058626	1	-2.035075058845	1.584606922684	-0.144001061989	0.184190684793	0.000735202747	0.868603139595	N\A	0.112314783141	0.014409024121	0.045568077579	40	31	
2650000	220.671747	1	-1.805049833364	1.434883201783	-0.135187520382	0.240544761650	0.000431212296	0.907869526921	N\A	0.104550773710	0.014705399238	0.034489366324	36	39	
2700000	252.593124	1	-1.546868086627	1.249612127728	-0.080305981749	0.138676608590	0.000261136066	0.894212232986	N\A	0.100915865114	0.014849540778	0.042002997914	50	25	
2750000	249.876777	1	-1.673159712442	1.394172026757	-0.119200552130	0.194463218373	0.000478656080	0.877463296475	N\A	0.112141316888	0.015856415065	0.040944583149	39	29	
2800000	230.188273	1	-1.790085788947	1.369645424714	-0.083620603661	0.094982035960	0.000596020952	0.887107818349	N\A	0.096622212741	0.014767227509	0.041522724632	45	36	
2850000	220.737994	1	-1.493221769053	1.295874600405	-0.107386135528	0.235483090330	0.000690948688	0.900629704066	N\A	0.097787322154	0.014405630214	0.041206668772	48	28	
2900000	257.912841	1	-1.762625668939	1.459133340750	-0.104177833813	0.105208454674	0.000295608956	0.921955937918	N\A	0.091978953469	0.013746112497	0.031286307115	55	33	
2950000	255.091744	1	-1.918850626798	1.514553642632	-0.126950281961	0.183885311530	0.000554543220	0.900146503116	N\A	0.109798719482	0.015336459823	0.041055642196	57	21	
3000000	237.707448	1	-1.601750720729	1.360966168254	-0.112424420704	0.197981433966	0.000359775014	0.908161591342	N\A	0.098337583294	0.014555455987	0.036994383631	51	28	
3050000	244.955506	1	-1.829353824819	1.414406521526	-0.106614961442	0.152023261286	0.000420014931	0.903843228970	N\A	0.100665089256	0.014865618109	0.038175909438	49	20	
3100000	261.479150	1	-1.557542464732	1.133146633248	-0.050604779591	0.118254249084	0.000447004273	0.897560437634	N\A	0.095115893581	0.013943327840	0.039390937658	53	32	
3150000	246.248565	1	-1.875842478615	1.400381717935	-0.100929877847	0.127031871410	0.000483685189	0.914712568867	N\A	0.086031874764	0.012912626827	0.040777371895	45	26	
3200000	246.550931	1	-1.890019569437	1.477578029298	-0.122029490259	0.152360846473	0.000506291998	0.922173038471	N\A	0.097827480797	0.013898817618	0.029253128622	48	31	
3250000	239.302557	1	-1.779293476508	1.315596263457	-0.094672910462	0.164174828989	0.000521044104	0.875415491582	N\A	0.107438598243	0.015225308720	0.046698318222	54	31	
3300000	244.099896	1	-1.809896772926	1.384441688076	-0.100669062230	0.119258968068	0.000457472803	0.899438536721	N\A	0.099158949539	0.015399590537	0.039327867390	48	33	
