Species_TTOL	MED	rest_of_brain	BOD
Rousettus_amplexicaudatus	2.042	3.0789623596587	1.856
Scotonycteris_zenkeri	1.748	3.0789623596587	1.328
Sphaerias_blanfordi	1.839	3.0789623596587	1.47
Syconycteris_australis	1.623	3.0789623596587	1.207
Anoura_caudifer	1.591	3.0789623596587	1.025
Anoura_geoffroyi	1.716	3.0789623596587	1.204
Ardops_nichollsi	1.696	3.0789623596587	1.352
Artibeus_cinereus	1.618	3.0789623596587	1.1
Artibeus_concolor	1.742	3.0789623596587	1.288
Artibeus_jamaicensis	1.923	3.0789623596587	1.613
Artibeus_lituratus	1.976	3.0789623596587	1.748
Aselliscus_stoliczkanus	1.356	3.0789623596587	0.69
Aselliscus_tricuspidatus	1.294	3.0789623596587	0.643
Brachyphylla_cavernarum	2.026	3.0789623596587	1.648
Cardioderma_cor	1.854	3.0789623596587	1.415
Carollia_perspicillata	1.691	3.0789623596587	1.25
Chalinolobus_gouldii	1.528	3.0789623596587	1.068
Chalinolobus_morio	1.447	3.0789623596587	0.919
Chiroderma_salvini	1.851	3.0789623596587	1.417
Chiroderma_trinitatum	1.66	3.0789623596587	1.137
Chiroderma_villosum	1.794	3.0789623596587	1.394
Choeroniscus_minor	1.547	3.0789623596587	0.982
Coleura_afra	1.52	3.0789623596587	1.061
Cormura_brevirostris	1.438	3.0789623596587	0.914
Craseonycteris_thonglongyai	1.127	3.0789623596587	0.408
Desmodus_rotundus	1.903	3.0789623596587	1.56
Diphylla_ecaudata	1.8	3.0789623596587	1.49
Emballonura_monticola	1.322	3.0789623596587	0.724
Emballonura_raffrayana	1.364	3.0789623596587	0.771
Eptesicus_brasiliensis	1.417	3.0789623596587	0.964
Eptesicus_fuscus_bahamensis	1.493	3.0789623596587	1.134
Eumops_auripendulus	1.904	3.0789623596587	1.529
Eumops_glaucinus	1.915	3.0789623596587	1.562
Furipterus_horrens	1.212	3.0789623596587	0.535
Glischropus_tylopus	1.212	3.0789623596587	0.69
Glossophaga_longirostris	1.624	3.0789623596587	1.053
Glossophaga_soricina	1.579	3.0789623596587	0.996
Harpiocephalus_harpia	1.634	3.0789623596587	1.13
Hesperoptenus_blanfordi	1.394	3.0789623596587	0.863
Hipposideros_armiger	2.024	3.0789623596587	1.748
Hipposideros_ater	1.455	3.0789623596587	0.839
Hipposideros_caffer	1.592	3.0789623596587	1.041
Macronycteris_commersoni	1.937	3.0789623596587	1.997
Hipposideros_diadema	1.943	3.0789623596587	1.622
Hipposideros_fulvus	1.529	3.0789623596587	0.845
Hipposideros_lankadiva	1.968	3.0789623596587	1.686
Hipposideros_larvatus	1.703	3.0789623596587	1.312
Hipposideros_ridleyi	1.559	3.0789623596587	0.982
Hipposideros_speoris	1.62	3.0789623596587	1.061
Hipposideros_turpis	1.865	3.0789623596587	1.542
Ia_io	1.979	3.0789623596587	1.727
Kerivoula_papillosa	1.534	3.0789623596587	1.004
Lasiurus_borealis	1.369	3.0789623596587	0.892
Leptonycteris_curasoae	1.794	3.0789623596587	1.389
Leptonycteris_nivalis	1.748	3.0789623596587	1.358
Lonchophylla_mordax	1.656	3.0789623596587	1.029
Hsunycteris_thomasi	1.494	3.0789623596587	0.839
Lophostoma_silvicolum	1.935	3.0789623596587	1.509
Macroderma_gigas	2.271	3.0789623596587	2.078
Macrophyllum_macrophyllum	1.59	3.0789623596587	0.934
Megaderma_lyra	2.022	3.0789623596587	1.587
Megaderma_spasma	1.824	3.0789623596587	1.354
Mesophylla_macconnelli	1.524	3.0789623596587	0.875
Micronycteris_brachyotis	1.643	3.0789623596587	1.167
Micronycteris_megalotis	1.493	3.0789623596587	0.813
Micronycteris_minuta	1.453	3.0789623596587	0.839
Micronycteris_schmidtorum	1.479	3.0789623596587	0.892
Gardnerycteris_crenulatum	1.549	3.0789623596587	1.072
Miniopterus_australis	1.435	3.0789623596587	0.851
Miniopterus_inflatus	1.641	3.0789623596587	1.173
Miniopterus_magnater	1.619	3.0789623596587	1.176
Miniopterus_pusillus	1.456	3.0789623596587	0.934
Miniopterus_tristis	1.645	3.0789623596587	1.193
Molossus_molossus	1.629	3.0789623596587	1.137
Molossus_rufus	1.82	3.0789623596587	1.526
Monophyllus_plethodon	1.655	3.0789623596587	1.176
Mormoops_megalophylla	1.663	3.0789623596587	1.196
Murina_cyclotis	1.459	3.0789623596587	0.851
Murina_huttoni	1.431	3.0789623596587	0.944
Myotis_adversus	1.548	3.0789623596587	1.049
Myotis_albescens	1.258	3.0789623596587	0.602
Myotis_annectans	1.489	3.0789623596587	0.991
Myotis_bechsteinii	1.595	3.0789623596587	0.978
Myotis_bocagii	1.394	3.0789623596587	0.845
Myotis_dasycneme	1.693	3.0789623596587	1.176
Myotis_myotis	1.847	3.0789623596587	1.408
Myotis_nigricans	1.233	3.0789623596587	0.663
Myotis_siligorensis	1.185	3.0789623596587	0.539
Natalus_tumidirostris	1.425	3.0789623596587	0.839
Noctilio_albiventris	1.82	3.0789623596587	1.515
Noctilio_leporinus	2.095	3.0789623596587	1.763
Nyctalus_noctula	1.76	3.0789623596587	1.431
Nycteris_arge	1.612	3.0789623596587	1.025
Nycteris_grandis	1.905	3.0789623596587	1.474
Nycteris_hispida	1.484	3.0789623596587	0.892
Nycteris_javanica	1.744	3.0789623596587	1.265
Nycteris_macrotis	1.679	3.0789623596587	1.161
Nycteris_thebaica	1.598	3.0789623596587	0.949
Nyctophilus_geoffroyi	1.334	3.0789623596587	0.857
Otomops_martiensseni	1.952	3.0789623596587	1.618
Peropteryx_macrotis	1.307	3.0789623596587	0.748
Phylloderma_stenops	1.995	3.0789623596587	1.664
Phyllostomus_discolor	1.96	3.0789623596587	1.563
Phyllostomus_elongatus	1.963	3.0789623596587	1.652
Phyllostomus_hastatus	2.147	3.0789623596587	1.963
Pipistrellus_javanicus	1.26	3.0789623596587	0.653
Pipistrellus_tenuis	1.179	3.0789623596587	0.591
Afronycteris_nana	1.182	3.0789623596587	0.591
Hypsugo_pulveratus	1.318	3.0789623596587	0.724
Perimyotis_subflavus	1.262	3.0789623596587	0.724
Pteronotus_gymnonotus	1.648	3.0789623596587	1.134
Pteronotus_parnellii_mesoamericanus	1.797	3.0789623596587	1.305
Pteronotus_personatus	1.458	3.0789623596587	0.908
Rhinolophus_cornutus	1.377	3.0789623596587	0.82
Rhinolophus_eloquens	1.699	3.0789623596587	1.281
Rhinolophus_hipposideros	1.362	3.0789623596587	0.663
Rhinolophus_landeri	1.548	3.0789623596587	0.987
Rhinolophus_lepidus	1.403	3.0789623596587	0.778
Rhinolophus_luctus	1.829	3.0789623596587	1.516
Rhinolophus_macrotis	1.456	3.0789623596587	0.799
Rhinolophus_malayanus	1.436	3.0789623596587	0.806
Rhinolophus_megaphyllus	1.505	3.0789623596587	0.991
Rhinolophus_pearsonii	1.59	3.0789623596587	1.143
Rhinolophus_pusillus	1.336	3.0789623596587	0.672
Rhinolophus_trifoliatus	1.631	3.0789623596587	1.164
Rhinolophus_yunnanensis	1.712	3.0789623596587	1.371
Rhinonicteris_aurantia	1.493	3.0789623596587	0.934
Rhinophylla_pumilio	1.502	3.0789623596587	0.949
Rhinopoma_hardwickii	1.554	3.0789623596587	1.111
Rhinopoma_microphyllum	1.71	3.0789623596587	1.468
Rhogeessa_parvula	1.238	3.0789623596587	0.653
Rhynchonycteris_naso	1.196	3.0789623596587	0.58
Saccopteryx_bilineata	1.435	3.0789623596587	0.924
Saccopteryx_canescens	1.238	3.0789623596587	0.531
Saccopteryx_leptura	1.324	3.0789623596587	0.708
Scotomanes_ornatus	1.74	3.0789623596587	1.338
Scotophilus_dinganii	1.765	3.0789623596587	1.386
Scotophilus_kuhlii	1.688	3.0789623596587	1.31
Sphaeronycteris_toxophyllum	1.823	3.0789623596587	1.265
Sturnira_lilium	1.707	3.0789623596587	1.305
Sturnira_ludovici	1.802	3.0789623596587	1.413
Sturnira_tildae	1.734	3.0789623596587	1.387
Tadarida_aegyptiaca	1.732	3.0789623596587	1.248
Taphozous_australis	1.818	3.0789623596587	1.38
Taphozous_hildegardeae	1.836	3.0789623596587	1.438
Taphozous_mauritianus	1.848	3.0789623596587	1.462
Taphozous_melanopogon	1.826	3.0789623596587	1.356
Tonatia_bidens	1.897	3.0789623596587	1.468
Lophostoma_schulzi	1.775	3.0789623596587	1.328
Trachops_cirrhosus	1.989	3.0789623596587	1.567
Triaenops_persicus	1.588	3.0789623596587	1.137
Tylonycteris_pachypus	1.173	3.0789623596587	0.681
Tylonycteris_robustula	1.297	3.0789623596587	0.857
Uroderma_bilobatum	1.707	3.0789623596587	1.21
Vampyressa_pusilla	1.511	3.0789623596587	0.934
Vampyrum_spectrum	2.368	3.0789623596587	2.238
Alouatta_seniculus	3.202	3.0789623596587	3.806
Aotus_trivirgatus	2.836	3.0789623596587	2.919
Ateles_geoffroyi	3.263	3.0789623596587	3.903
Avahi_laniger	2.743	3.0789623596587	3.109
Plecturocebus_moloch	2.896	3.0789623596587	2.954
Callimico_goeldii	2.663	3.0789623596587	2.681
Callithrix_jacchus	2.502	3.0789623596587	2.447
Cebuella_pygmaea	2.303	3.0789623596587	2.146
Cebus_albifrons	3.24	3.0789623596587	3.491
Cercopithecus_ascanius	3.213	3.0789623596587	3.531
Cercopithecus_mitis_mitis	3.301	3.0789623596587	3.799
Cheirogaleus_major	2.582	3.0789623596587	2.653
Cheirogaleus_medius	2.305	3.0789623596587	2.248
Daubentonia_madagascariensis	3.181	3.0789623596587	3.447
Erythrocebus_patas	3.418	3.0789623596587	3.892
Eulemur_fulvus_fulvus	2.959	3.0789623596587	3.146
Galago_senegalensis	2.405	3.0789623596587	2.27
Galagoides_demidoff	2.228	3.0789623596587	1.908
Gorilla_gorilla	3.876	3.0789623596587	5.021
Homo_sapiens	3.983	3.0789623596587	4.813
Hylobates_lar	3.352	3.0789623596587	3.756
Indri_indri	3.128	3.0789623596587	3.796
Lagothrix_lagotricha	3.324	3.0789623596587	3.716
Lepilemur_mustelinus	2.652	3.0789623596587	2.961
Lophocebus_albigena	3.433	3.0789623596587	3.898
Loris_tardigradus_tardigradus	2.367	3.0789623596587	2.508
Macaca_mulatta	3.299	3.0789623596587	3.892
Microcebus_murinus	1.996	3.0789623596587	1.732
Miopithecus_talapoin	3.015	3.0789623596587	3.079
Nasalis_larvatus	3.469	3.0789623596587	4.146
Nycticebus_coucang	2.723	3.0789623596587	2.903
Otolemur_crassicaudatus	2.732	3.0789623596587	2.929
Pan_troglodytes	3.765	3.0789623596587	4.663
Papio_cynocephalus	3.724	3.0789623596587	4.398
Perodicticus_potto	2.833	3.0789623596587	3.061
Pithecia_monachus	3.004	3.0789623596587	3.176
Piliocolobus_badius	3.303	3.0789623596587	3.845
Propithecus_verreauxi	3.087	3.0789623596587	3.542
Pygathrix_nemaeus	3.344	3.0789623596587	3.875
Saguinus_midas	2.631	3.0789623596587	2.531
Saguinus_oedipus	2.616	3.0789623596587	2.58
Saimiri_sciureus_sciureus	2.859	3.0789623596587	2.82
Tarsius_tarsier	2.316	3.0789623596587	2.097
Varecia_variegata	3.152	3.0789623596587	3.477
