Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m3-glob-006.txt
Log File Name:                   STR_d1_m3-glob-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            29542772
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m3-glob-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.147241
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.77 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	353.765405	1	0.771039840912	0.738862877430	-0.028442833269	0.000089857916	0.918127173786	N\A	0.026762363662	0.006263645863	36	12	-0.000023294720	Global Trend	
1050000	332.881503	1	0.619037733130	0.743950901044	-0.029839518218	0.000250830031	0.908978104181	N\A	0.025796356353	0.006241480312	30	14	0.001119054036	Global Trend	
1100000	357.699753	1	0.520412030802	0.727122001112	-0.024864452425	0.000568350882	0.922592995440	N\A	0.023360706683	0.005210418065	34	11	-0.002235113387	Global Trend	
1150000	362.029914	1	0.666235677779	0.737956015028	-0.028513909380	0.000267850371	0.933054228559	N\A	0.020661937289	0.004119895260	44	14	-0.004024979120	Global Trend	
1200000	352.815095	1	0.444501913358	0.798132351470	-0.037477233022	0.000907618648	0.924534100181	N\A	0.026002738910	0.005888242911	32	11	-0.009935637267	Global Trend	
1250000	321.114864	1	0.465258611639	0.769449839269	-0.033092930548	0.000254503774	0.910915054095	N\A	0.026295595545	0.005704849895	37	4	0.001011662230	Global Trend	
1300000	347.363940	1	0.505864190452	0.713830390305	-0.022058855850	0.000520768284	0.910173066082	N\A	0.025410726350	0.006055506298	45	13	-0.000400608725	Global Trend	
1350000	345.958469	1	0.571125953652	0.700433745462	-0.017877827268	0.000593774418	0.920912731721	N\A	0.025211988444	0.005768010456	36	13	-0.002503540310	Global Trend	
1400000	353.969049	1	0.545041649408	0.755486474098	-0.029284498701	0.000364343667	0.920142126260	N\A	0.023643284689	0.005516557622	38	11	-0.003244569545	Global Trend	
1450000	353.318067	1	0.599112295150	0.734085201206	-0.032539108857	0.000326386432	0.916615508150	N\A	0.021718191372	0.004762651719	46	14	-0.002515526242	Global Trend	
1500000	358.848863	1	0.434643281725	0.738416407979	-0.029188904959	0.000206209807	0.918592112780	N\A	0.023860455906	0.005174584586	38	15	0.000038686705	Global Trend	
1550000	343.329334	1	0.390183843019	0.696705032465	-0.014690813062	0.000320376077	0.922616800485	N\A	0.023276157285	0.005567263490	41	12	-0.003033936888	Global Trend	
1600000	352.081852	1	0.434747077639	0.759101800770	-0.031887170234	0.000062513831	0.920625101518	N\A	0.024988079013	0.005432904109	37	11	-0.000028355110	Global Trend	
1650000	353.752037	1	0.435635204267	0.742435382856	-0.031392249719	0.000211834057	0.918755389883	N\A	0.024308846562	0.005290037036	39	17	0.000376456886	Global Trend	
1700000	348.141880	1	0.386388641591	0.756648564262	-0.033070924439	0.000378557499	0.915748523703	N\A	0.024177483800	0.005266515617	49	11	0.000371976353	Global Trend	
1750000	359.745514	1	0.461694821273	0.734670072286	-0.028846211126	0.000254791555	0.917730246564	N\A	0.023089109480	0.005059140378	40	13	0.000176179304	Global Trend	
1800000	354.951238	1	0.413313035004	0.763165503752	-0.029040381937	0.000240686112	0.929606208906	N\A	0.023165979423	0.005099308776	34	13	-0.000098231655	Global Trend	
1850000	348.017262	1	0.290362559754	0.738311574393	-0.026404125709	0.000199866213	0.920322746237	N\A	0.024520114645	0.005705548686	49	9	0.002618858535	Global Trend	
1900000	355.589260	1	0.392773195298	0.781451968818	-0.032690816346	0.000276291936	0.921948105821	N\A	0.024508755191	0.005388285149	36	14	0.000267653550	Global Trend	
1950000	344.045236	1	0.479631242177	0.741805808186	-0.027686629473	0.000438544245	0.908601540130	N\A	0.026666973170	0.006164679418	29	10	-0.002561011530	Global Trend	
2000000	344.928882	1	0.457122105775	0.740445127808	-0.027733646026	0.000317600429	0.915178058668	N\A	0.024169360230	0.005017214801	38	12	-0.000421564554	Global Trend	
2050000	342.458553	1	0.650891784733	0.754979785020	-0.026702598454	0.000434216222	0.919062825002	N\A	0.025366342277	0.005899813496	28	12	-0.006472738490	Global Trend	
2100000	333.288157	1	0.446031467684	0.766701872402	-0.037234542475	0.000308754371	0.912576916457	N\A	0.025965448075	0.005493143678	35	11	-0.000787623153	Global Trend	
2150000	316.537771	1	0.467955064688	0.766099923974	-0.028576790368	0.000502466588	0.905523894751	N\A	0.026882212263	0.006120199167	36	6	-0.000619942365	Global Trend	
2200000	327.351366	1	0.026049376544	0.762124198582	-0.032729270928	0.000734114348	0.935684297667	N\A	0.020627004692	0.003204491425	36	13	0.005581267447	Global Trend	
2250000	339.584996	1	0.136101942609	0.740083998111	-0.024648839570	0.000439003076	0.936168562654	N\A	0.024822504814	0.005696341459	39	10	0.007701382324	Global Trend	
2300000	324.271724	1	0.383866421138	0.854656350644	-0.046815111821	0.000163293261	0.905860121228	N\A	0.028099195554	0.005683288725	34	14	-0.000531081207	Global Trend	
2350000	377.443583	1	0.555161572485	0.733985976165	-0.028361169813	0.000387020507	0.926676889867	N\A	0.023754318500	0.005271680187	40	17	-0.002505736809	Global Trend	
2400000	345.218104	1	0.455412020364	0.783836175464	-0.038910262584	0.000482899809	0.931725035128	N\A	0.023368676921	0.005850616969	41	10	-0.000645543996	Global Trend	
2450000	350.458861	1	0.193062758026	0.778066674682	-0.037387634387	0.000629185619	0.927471677623	N\A	0.023092478741	0.004780575820	35	15	0.000612918249	Global Trend	
2500000	346.527765	1	0.284332454213	0.757669716073	-0.037667555690	0.000452056311	0.911634278380	N\A	0.024643390457	0.005654485414	33	13	0.004526871886	Global Trend	
2550000	355.100648	1	0.220455353107	0.764876877015	-0.029449403323	0.000459210341	0.918829439243	N\A	0.023263764752	0.004948832402	33	11	0.004694385891	Global Trend	
2600000	360.287728	1	0.320404010851	0.727953937422	-0.027925990862	0.000483453798	0.918630019785	N\A	0.023619064958	0.005566791227	32	13	0.001781563984	Global Trend	
2650000	335.628160	1	0.390828860432	0.755662400220	-0.025883322565	0.000568692999	0.916639157077	N\A	0.026195409034	0.006296697984	47	10	0.000329465911	Global Trend	
2700000	347.860469	1	0.429609815207	0.751640914485	-0.031767053903	0.000189517543	0.917727055005	N\A	0.024908847005	0.005542591546	40	13	0.000075360594	Global Trend	
2750000	339.281406	1	0.689542859262	0.736016148882	-0.025344509964	0.000396858015	0.908984408802	N\A	0.024292482097	0.005608841609	40	13	-0.001975794305	Global Trend	
2800000	342.144988	1	0.204342244916	0.782581717259	-0.033444696164	0.000251486690	0.914564207778	N\A	0.023622402486	0.005356759147	38	13	0.000969564520	Global Trend	
2850000	344.510836	1	0.448637689463	0.718256783713	-0.022099185840	0.000311910485	0.924619944705	N\A	0.024379660357	0.006046482760	42	8	0.000023164176	Global Trend	
2900000	321.579869	1	0.653756197541	0.763884926481	-0.025413341332	0.000299896557	0.910483978933	N\A	0.025925485149	0.005370564953	42	11	-0.003284208523	Global Trend	
