Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MOB_d1_m5-glob-002.txt
Log File Name:                   MOB_d1_m5-glob-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2080230645
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MOB_d1_m5-glob-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.114840
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.79 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	317.760300	1	-1.515588386060	1.440371725660	-0.071279997547	0.000113896625	0.970774158338	N\A	0.037878668336	0.007616764831	45	22	0.002385678035	Global Trend	
1050000	306.483024	1	-1.496297141674	1.420524799267	-0.073186566691	0.000149764307	0.925509887009	N\A	0.053058120974	0.009347025073	41	23	0.001895824824	Global Trend	
1100000	309.156979	1	-1.520145068694	1.364065521667	-0.063742896775	0.000223820227	0.938920785382	N\A	0.058748765988	0.010189534011	46	15	0.001037480157	Global Trend	
1150000	317.419237	1	-1.264569246302	1.279199101731	-0.048276635345	0.000272520809	0.930535646102	N\A	0.047423782490	0.007747189668	35	26	0.004643019853	Global Trend	
1200000	302.067647	1	-1.696274014806	1.490496134860	-0.088660554578	0.000279759401	0.932872379440	N\A	0.064858973040	0.011585506477	41	23	0.000931836763	Global Trend	
1250000	293.391342	1	-1.418966039193	1.341648981463	-0.060375476193	0.000268890656	0.922964244841	N\A	0.052109259293	0.009147348721	37	16	0.003745220423	Global Trend	
1300000	284.212218	1	-1.623376141527	1.453204051161	-0.086371847934	0.000200485672	0.918372966582	N\A	0.070573006681	0.012453892454	41	19	0.000857981811	Global Trend	
1350000	302.771677	1	-1.306534103731	1.289908477642	-0.055833616603	0.000336950563	0.926160801275	N\A	0.046235307832	0.008099889077	34	19	0.006493832389	Global Trend	
1400000	319.938958	1	-1.623521023488	1.415162136924	-0.070798438249	0.000430387000	0.936191264938	N\A	0.056512641770	0.009591136846	35	21	0.003142977649	Global Trend	
1450000	306.100104	1	-1.737419739445	1.519936043926	-0.086922824440	0.000269687862	0.964519552197	N\A	0.043678199854	0.008457504017	37	17	0.002135730458	Global Trend	
1500000	311.063203	1	-1.862388204007	1.589495923629	-0.100067146577	0.000281442689	0.926292339356	N\A	0.065018939412	0.010931310987	39	16	0.001932069283	Global Trend	
1550000	315.288799	1	-1.555570613275	1.487188289823	-0.091872243196	0.000329517521	0.939282054062	N\A	0.056375931463	0.009932960272	37	19	0.002787295651	Global Trend	
1600000	337.164975	1	-1.547272649338	1.443866780840	-0.072929855706	0.000367455796	0.929226630193	N\A	0.057106122800	0.009651197533	44	25	0.004017811524	Global Trend	
1650000	330.286422	1	-1.753578105202	1.514868232805	-0.089718387086	0.000168826219	0.937254474914	N\A	0.054321905759	0.008915007852	37	24	0.000912649725	Global Trend	
1700000	330.895159	1	-1.505947515008	1.366222352175	-0.068200578858	0.000250753959	0.917032127480	N\A	0.066842438684	0.011247759733	49	23	0.001474072013	Global Trend	
1750000	316.803432	1	-1.452759867539	1.343553860693	-0.064211625421	0.000272568015	0.933744710168	N\A	0.064937259112	0.011115908928	29	25	0.000754994876	Global Trend	
1800000	316.232652	1	-1.592832698687	1.337031368220	-0.054065528131	0.000273578190	0.928762337667	N\A	0.067313432809	0.011428794520	32	24	0.000614640577	Global Trend	
