Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  HIP_d1_m3-glob-004.txt
Log File Name:                   HIP_d1_m3-glob-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1434610936
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   HIP_d1_m3-glob-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.233350
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.70 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	331.612498	1	0.899228424210	0.663640398736	-0.022482830645	0.000462966138	0.915684935387	N\A	0.024854622630	0.005782250916	39	9	-0.000254462742	Global Trend	
1050000	337.512790	1	1.020469391791	0.665035604656	-0.028137675318	0.000338089612	0.889208538892	N\A	0.028097723305	0.006088574662	29	14	-0.002996166712	Global Trend	
1100000	350.468335	1	0.606826742152	0.732657889355	-0.038797017098	0.000281521119	0.900079900298	N\A	0.025822038210	0.005832748722	40	14	0.002432690450	Global Trend	
1150000	363.873479	1	0.641587530175	0.704360594103	-0.034783806132	0.000349776399	0.911112768010	N\A	0.024996049129	0.005477187155	34	14	0.002286239893	Global Trend	
1200000	349.912591	1	0.632438733353	0.747616822256	-0.040070037644	0.000349217053	0.905350931310	N\A	0.025028009418	0.005687486753	30	14	-0.000208120604	Global Trend	
1250000	360.315745	1	0.647572814208	0.695203236271	-0.031582137848	0.000353985329	0.917858748946	N\A	0.025285491476	0.005429695495	37	14	0.002913956354	Global Trend	
1300000	375.129316	1	0.817513622459	0.696691351515	-0.030811506177	0.000184975483	0.918381378278	N\A	0.023666071915	0.005548695740	39	23	-0.001079295825	Global Trend	
1350000	380.802188	1	0.790398353607	0.698543720458	-0.030066976493	0.000337987523	0.913893897310	N\A	0.023979155952	0.005299502452	29	17	-0.001753251953	Global Trend	
1400000	376.135692	1	0.715227827292	0.648375267496	-0.016949471530	0.000172559137	0.916056569116	N\A	0.022862930330	0.005049761264	32	13	0.000597699826	Global Trend	
1450000	369.489896	1	0.764390618292	0.700153664565	-0.029721634619	0.000131667506	0.918648452240	N\A	0.023890518199	0.005428937710	39	14	-0.000595651894	Global Trend	
1500000	347.042021	1	0.654468945866	0.710310934398	-0.028860792858	0.000070252404	0.913830675446	N\A	0.023216634882	0.005375739750	49	12	0.000470700497	Global Trend	
1550000	365.645411	1	0.708050580973	0.698061561437	-0.032478755421	0.000134056428	0.912373128182	N\A	0.025075841510	0.005850464786	37	13	0.000304006485	Global Trend	
1600000	352.027029	1	0.606729270947	0.728555881925	-0.037024308809	0.000173073260	0.919885521146	N\A	0.027245331838	0.006278697091	44	12	-0.000186612561	Global Trend	
1650000	351.000978	1	0.651417585258	0.703002559278	-0.033487381653	0.000375575395	0.910613067075	N\A	0.025036271750	0.005559915598	37	11	0.001875906483	Global Trend	
1700000	364.634842	1	0.666270344123	0.678105370209	-0.027437557132	0.000551856286	0.911597200780	N\A	0.025083958088	0.005541198080	41	12	0.004149101373	Global Trend	
1750000	372.856917	1	0.781156936531	0.693281669772	-0.031293685029	0.000222534249	0.920924246937	N\A	0.025173286212	0.005931039528	36	16	0.000696719227	Global Trend	
1800000	357.802236	1	0.868969337003	0.697383847211	-0.031861453620	0.000415390080	0.914424273234	N\A	0.024788935010	0.005574349565	42	14	0.001640232984	Global Trend	
1850000	364.639469	1	0.824376469685	0.670584887284	-0.023573326545	0.000177337121	0.911061213237	N\A	0.025551860069	0.005254018947	39	13	-0.000742664381	Global Trend	
1900000	379.535829	1	0.777116167365	0.685142882189	-0.032713045871	0.000145506817	0.914098839234	N\A	0.022747384064	0.004999485556	34	16	-0.000169318321	Global Trend	
1950000	377.332493	1	0.778347819348	0.691599956417	-0.033875562109	0.000183578621	0.931229359508	N\A	0.021882726260	0.005054758923	38	19	-0.000047685518	Global Trend	
2000000	380.243494	1	0.746191174844	0.720686388942	-0.036051932644	0.000351478972	0.920291723188	N\A	0.024158164393	0.005321155726	38	21	-0.001651097667	Global Trend	
2050000	355.328766	1	0.542622495531	0.746327692232	-0.039418542775	0.000354825320	0.910069900245	N\A	0.025257034614	0.005646286920	37	10	0.003228442120	Global Trend	
2100000	350.309180	1	0.897476999299	0.705005901633	-0.036504217530	0.000317082743	0.918954105351	N\A	0.025687149567	0.006184776302	36	13	-0.000798081489	Global Trend	
2150000	358.375971	1	0.645880595080	0.745028625817	-0.044081243203	0.000170161799	0.908110098317	N\A	0.026742483867	0.006290947502	41	13	0.001128230918	Global Trend	
2200000	371.740699	1	0.732622855262	0.663602395687	-0.027153020400	0.000139028340	0.907014412774	N\A	0.025941780196	0.005855895403	35	14	0.000767468182	Global Trend	
2250000	337.162216	1	0.686040336412	0.704730364350	-0.033252377952	0.000294374482	0.899408788161	N\A	0.025678485552	0.005325880100	37	10	0.000632532017	Global Trend	
2300000	360.609795	1	0.770605169320	0.709988328208	-0.032438546454	0.000156852646	0.916248324541	N\A	0.024884551748	0.006063415779	30	13	0.000085415102	Global Trend	
2350000	352.146950	1	0.899857666343	0.662538630383	-0.024143671359	0.000403503372	0.904389746330	N\A	0.024649045083	0.005421926369	40	12	-0.000518889446	Global Trend	
2400000	355.527993	1	0.800484817556	0.665229778543	-0.025512540424	0.000945972149	0.914169395333	N\A	0.025088320484	0.006123885698	41	8	0.005957593628	Global Trend	
2450000	379.452821	1	0.777906922855	0.677023686240	-0.024077718299	0.000280337223	0.917442923024	N\A	0.023380417000	0.005138472844	52	17	-0.000057260283	Global Trend	
2500000	378.828663	1	1.039574275803	0.708834384574	-0.038449281574	0.000317885354	0.921817528483	N\A	0.023137319924	0.005038922137	41	19	-0.003882246273	Global Trend	
2550000	351.769365	1	0.763036659084	0.656940369459	-0.025262106265	0.000404474532	0.905968599606	N\A	0.025186873883	0.005784293375	36	11	0.001077852380	Global Trend	
2600000	374.036651	1	0.731468475776	0.660741507008	-0.023617020463	0.000397237482	0.914902910512	N\A	0.023112346691	0.004990412875	46	13	0.000767307532	Global Trend	
2650000	351.697378	1	0.519295819843	0.770676703432	-0.049123816585	0.000495995217	0.938813432856	N\A	0.021722245493	0.005338828404	44	11	0.003552952981	Global Trend	
2700000	365.705557	1	0.606653696221	0.677238669818	-0.026048167206	0.000439166642	0.935175756902	N\A	0.025005712709	0.005678504911	38	13	0.002924955701	Global Trend	
2750000	373.338698	1	0.984540442767	0.675688220146	-0.024267670364	0.000241990262	0.926980516943	N\A	0.023383287117	0.005753664808	45	17	0.000645611950	Global Trend	
2800000	373.512884	1	0.607815633299	0.684369680793	-0.028704176663	0.000326138389	0.918869191223	N\A	0.022137779639	0.005046964644	32	16	0.003336719427	Global Trend	
2850000	365.843971	1	1.074938158154	0.666787104917	-0.024814373745	0.000538103510	0.921623715284	N\A	0.024343249474	0.005771039295	40	15	-0.003493127433	Global Trend	
2900000	370.627511	1	0.758474132765	0.695423623519	-0.030624413295	0.000424828252	0.917042189362	N\A	0.022945897252	0.005383432779	36	18	0.000605525927	Global Trend	
2950000	372.315989	1	0.780967846902	0.656987770907	-0.020105288772	0.000360971993	0.919877587201	N\A	0.023826640084	0.005048420903	35	18	0.000544621684	Global Trend	
3000000	339.778484	1	0.832781060238	0.640260544643	-0.019213455651	0.000308166041	0.900582385456	N\A	0.026530872531	0.006093519883	43	10	0.000245094612	Global Trend	
3050000	357.391113	1	0.872188322446	0.636154781982	-0.021412304222	0.000149940146	0.907058866871	N\A	0.023921910229	0.005090675850	35	14	-0.000155116881	Global Trend	
3100000	370.790035	1	0.768119510384	0.707077076641	-0.031979522603	0.000304902045	0.920108104540	N\A	0.023450879810	0.005465579261	43	16	0.000443470078	Global Trend	
3150000	383.183525	1	0.938897689098	0.627822068802	-0.018056937395	0.000113468113	0.919021345316	N\A	0.024489182425	0.005192647795	37	16	-0.000220960782	Global Trend	
3200000	365.344273	1	0.730901311053	0.650420926784	-0.024484438434	0.000187871013	0.915322820761	N\A	0.023203058306	0.005090965918	36	14	0.000430242979	Global Trend	
3250000	355.184241	1	0.767253174950	0.641143591264	-0.016091177298	0.000185858140	0.907124916764	N\A	0.025430940597	0.005827469905	35	13	0.000504912144	Global Trend	
3300000	384.928266	1	0.910460106742	0.646536038372	-0.020800057753	0.000121909462	0.934779591791	N\A	0.023907433750	0.005465220153	42	18	-0.001544843061	Global Trend	
3350000	365.098538	1	0.795933858276	0.678626608320	-0.031281234196	0.000417714541	0.923843218109	N\A	0.022732914097	0.005634016129	35	17	-0.000321269679	Global Trend	
3400000	377.730998	1	0.812847924499	0.681037356611	-0.026476287540	0.000585587746	0.917401162781	N\A	0.022732718081	0.005136430432	39	19	-0.000947840522	Global Trend	
3450000	378.115260	1	0.846458620804	0.630230009464	-0.015607835092	0.000293995698	0.918602539320	N\A	0.024918811962	0.005072773138	34	13	0.000302221849	Global Trend	
3500000	353.077952	1	0.651293373936	0.671667986026	-0.030129347616	0.000128226164	0.919479573014	N\A	0.024601988384	0.006012557788	43	11	0.001213361049	Global Trend	
3550000	366.417798	1	0.839662718523	0.662297883527	-0.024460973947	0.000085242826	0.912606544393	N\A	0.024994817135	0.005828805935	45	13	-0.000154144577	Global Trend	
3600000	364.347237	1	0.768946888394	0.703642309841	-0.036504293573	0.000098127139	0.926006940752	N\A	0.022667579561	0.005157117157	43	16	0.000106539262	Global Trend	
3650000	333.076634	1	0.470389077951	0.763001637880	-0.046051279313	0.000480656556	0.906914356353	N\A	0.025958030342	0.005875459210	34	9	0.001192972869	Global Trend	
3700000	376.549754	1	0.883977096288	0.676437356127	-0.036472723506	0.000318476286	0.910981152923	N\A	0.024985003751	0.005804679619	44	17	-0.000362400885	Global Trend	
3750000	350.732180	1	0.811497855842	0.724863068301	-0.033839609843	0.000168953518	0.908882755757	N\A	0.026509290913	0.006153953848	41	13	-0.001528857086	Global Trend	
3800000	353.714898	1	0.689871194763	0.694409040367	-0.031085336314	0.000192020040	0.904593131736	N\A	0.026445024384	0.006122693303	47	17	0.000778414218	Global Trend	
