Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MES_d1_m8-fab-002.txt
Log File Name:                   MES_d1_m8-fab-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1168914237
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MES_d1_m8-fab-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.297316
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.66 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	598.503105	1	-1.073411737027	1.072635772633	-0.040169189091	0.028788233963	0.000052250560	0.981143472009	N\A	0.027695711598	0.003925815387	0.014975295984	32	4	
1050000	608.069008	1	-1.160527509821	1.104878058942	-0.042760795437	0.004677184770	0.000064970817	0.988154556860	N\A	0.020253059844	0.003295014471	0.011556905980	33	8	
1100000	575.050076	1	-0.954523719533	1.010156123826	-0.033340392287	0.030541421692	0.000064055792	0.977130510495	N\A	0.030986266582	0.003380329479	0.013443364817	35	6	
1150000	580.705706	1	-0.806996869223	0.942045341900	-0.033526285085	0.093398871844	0.000083258095	0.979429637697	N\A	0.034234726852	0.004028372816	0.016730701752	43	2	
1200000	584.189078	1	-0.798918634865	0.942721997150	-0.035943345605	0.096805540414	0.000037397472	0.979280981388	N\A	0.031023594488	0.003848873576	0.015187111248	41	2	
1250000	581.795694	1	-0.974964163300	1.018785069419	-0.038169954471	0.054754473770	0.000065031895	0.975745185311	N\A	0.037474526946	0.004436838686	0.017456825404	30	4	
1300000	601.465909	1	-1.076274121045	1.061775393431	-0.035942259224	0.017756518889	0.000067136603	0.981008289659	N\A	0.030168335548	0.003701701856	0.014145703048	40	4	
1350000	586.301427	1	-1.051395137843	1.036712045922	-0.036463949799	0.041135169529	0.000084560869	0.980022067986	N\A	0.031930988963	0.004163123997	0.015654304293	35	5	
1400000	601.397067	1	-1.002873734404	1.044974557242	-0.039012005564	0.044674937746	0.000067448366	0.981787181826	N\A	0.027782516015	0.003654456119	0.013540070511	36	3	
1450000	588.276166	1	-0.952436985727	1.032329080387	-0.043198633149	0.059009358275	0.000056745544	0.977996699240	N\A	0.036185322588	0.004541753306	0.016741176847	49	5	
1500000	562.799003	1	-0.868971416102	0.984838642825	-0.044314403345	0.098623230069	0.000071872352	0.972208591069	N\A	0.039311330724	0.004981789384	0.017189455638	33	2	
1550000	575.373246	1	-0.940821950638	1.016619126512	-0.035511318757	0.040601341125	0.000068633274	0.978293616765	N\A	0.033428109390	0.004010401244	0.015812535030	28	3	
1600000	587.386835	1	-0.919635042228	1.028305743387	-0.035380142939	0.038457583498	0.000083295678	0.984924967706	N\A	0.028708851847	0.003730987496	0.013019714447	45	6	
1650000	597.477276	1	-1.081993263386	1.065880039082	-0.038603689217	0.025656322151	0.000099876739	0.983914986304	N\A	0.025280951123	0.003554387480	0.013603963447	40	4	
1700000	590.092431	1	-1.140560852666	1.085924654664	-0.041621689214	0.044621655989	0.000053511185	0.978607386789	N\A	0.034625463083	0.003911750868	0.014616925391	41	3	
1750000	584.980365	1	-1.006486792728	1.024160950519	-0.037631223141	0.041985184169	0.000056737818	0.976406673713	N\A	0.035729055417	0.003877075857	0.015893184910	31	4	
1800000	589.004225	1	-1.010577611375	1.048706534360	-0.042791196076	0.052461287261	0.000060867600	0.977354408291	N\A	0.035336938449	0.004055874585	0.015121928888	35	4	
1850000	592.084499	1	-1.067874373386	1.064747352890	-0.036786509841	0.021337498185	0.000055644274	0.981382213089	N\A	0.031232527380	0.003685557486	0.014287324422	40	3	
1900000	582.570108	1	-1.014265818104	1.022413744549	-0.038623907857	0.066303328133	0.000050268294	0.976044399428	N\A	0.038508734207	0.004099818466	0.016522146730	31	3	
1950000	569.937107	1	-0.908032478949	0.993328038364	-0.037700827016	0.067908218192	0.000079170760	0.971920753579	N\A	0.040012060688	0.004712837024	0.017758238908	44	1	
2000000	561.458087	1	-0.934358278926	1.009632392346	-0.041510854506	0.077406014449	0.000069899366	0.971562665277	N\A	0.037791047048	0.004339848309	0.016734117710	41	0	
2050000	564.646396	1	-0.914058155375	1.028143075775	-0.041129010767	0.052316621932	0.000041873779	0.973601007162	N\A	0.038460942317	0.004437589090	0.017056322547	35	2	
2100000	575.752407	1	-0.967844217181	1.036103671928	-0.042474591146	0.058713168109	0.000079054143	0.974911129967	N\A	0.036983769217	0.004224890623	0.016662611521	31	1	
2150000	590.751414	1	-1.030174280278	1.052646615026	-0.044179071538	0.054613224809	0.000054928194	0.979062990309	N\A	0.032569529307	0.003576548871	0.015807498857	28	2	
2200000	580.853354	1	-1.008584339946	1.041903799276	-0.041961212199	0.050426617629	0.000058053879	0.977785553600	N\A	0.032352379640	0.003834275181	0.015012390592	34	3	
2250000	572.347721	1	-1.062346918412	1.063430931361	-0.039466345324	0.026260527318	0.000060894908	0.982861751530	N\A	0.024230893275	0.003483747252	0.013006028397	41	2	
2300000	589.518933	1	-0.883736915963	0.987521475281	-0.036946284983	0.068643749586	0.000084726148	0.977346296660	N\A	0.034817093851	0.004116299641	0.016576406205	35	2	
2350000	571.094773	1	-0.835580278865	0.934151366703	-0.038507647177	0.128451963881	0.000083499495	0.975973541989	N\A	0.039042307399	0.004288399308	0.017848423935	40	2	
2400000	579.035659	1	-1.041184358833	1.057388604762	-0.041309372891	0.040344128193	0.000075680578	0.973486056037	N\A	0.037433608627	0.004219719193	0.017054899804	38	4	
2450000	582.309625	1	-1.117083589461	1.099653635440	-0.041252684267	0.006364685330	0.000022432417	0.978897838368	N\A	0.036546110561	0.003854957389	0.015526115539	37	4	
2500000	564.108992	1	-1.057565246679	1.086121673194	-0.038458930502	0.005872964306	0.000072258542	0.979319576656	N\A	0.030365941477	0.003969118783	0.014611673333	46	3	
2550000	570.649322	1	-0.799653577408	1.006307014921	-0.037324780484	0.068562207419	0.000110505949	0.973794938348	N\A	0.037916301901	0.004555354833	0.017226213758	41	4	
2600000	580.927584	1	-0.951536825068	1.016005564089	-0.038162719873	0.060690241255	0.000031581224	0.976172060270	N\A	0.037214663405	0.004137043681	0.016948004045	39	2	
2650000	599.849303	1	-1.042847744218	1.048478682198	-0.035617628414	0.023139428043	0.000063881337	0.984268682424	N\A	0.026507505893	0.003429725731	0.013098545034	52	3	
2700000	574.919449	1	-0.920368741533	0.996812364458	-0.033610663593	0.048218484377	0.000086395085	0.977859526623	N\A	0.031171928330	0.004161193990	0.015094276345	34	1	
2750000	593.122490	1	-0.943329598577	0.995191739395	-0.034978057941	0.059423273338	0.000071906318	0.975719306690	N\A	0.035947437971	0.004083687341	0.016269804900	28	4	
2800000	574.520630	1	-0.986647927550	1.022960906612	-0.040608388285	0.069549765724	0.000066335485	0.973260550295	N\A	0.039854796869	0.004330997778	0.017155164106	38	3	
2850000	585.092885	1	-1.101640874926	1.083985118267	-0.050774588003	0.072854455003	0.000061447843	0.981647254572	N\A	0.035238736362	0.003825197217	0.015354585848	35	2	
2900000	594.922678	1	-1.047729843782	1.058264402559	-0.042040063488	0.047137336127	0.000070710250	0.981067002304	N\A	0.029449082765	0.003731634144	0.014529172181	40	4	
2950000	580.955850	1	-1.007215387145	1.055055058397	-0.045538686865	0.055375752000	0.000063735929	0.977245296233	N\A	0.037083840825	0.004055658654	0.016436216659	51	4	
3000000	576.429396	1	-0.972772598043	1.019527285772	-0.042990387881	0.074744313223	0.000062197483	0.976079780096	N\A	0.034772111459	0.003322334440	0.014455243312	47	5	
3050000	582.257040	1	-1.126917712336	1.101398930787	-0.050406289572	0.056784172376	0.000090315346	0.975830439881	N\A	0.036610004840	0.004884628520	0.017729004447	34	4	
3100000	583.415879	1	-0.969016984318	1.015768995253	-0.040184178069	0.063991943905	0.000145766737	0.980752891143	N\A	0.024891230920	0.003462957736	0.013278309688	45	5	
3150000	586.568594	1	-1.023344103319	1.050714290572	-0.038225638387	0.034043475467	0.000076767829	0.978059013018	N\A	0.030865164511	0.003272500554	0.013638337149	43	4	
3200000	599.210649	1	-1.010590842408	1.048302366968	-0.037729570641	0.028561237748	0.000064783479	0.984821369994	N\A	0.024564250703	0.003519946451	0.012831621440	37	5	
3250000	571.567125	1	-0.975852405956	0.987550068956	-0.031691350910	0.063181826825	0.000118297579	0.975996770731	N\A	0.038335167038	0.004827875519	0.017302892704	31	4	
3300000	590.219889	1	-1.016362689413	1.045097255529	-0.039232203895	0.038901865945	0.000056086367	0.978064352581	N\A	0.035251668150	0.003824494971	0.015763155085	35	2	
3350000	599.533889	1	-1.036409631824	1.048146763646	-0.041007274766	0.050918347475	0.000061121771	0.983574181548	N\A	0.026635119680	0.003082050513	0.012183156560	40	5	
3400000	604.361098	1	-0.926913145114	1.004482855839	-0.035829988572	0.055323966791	0.000051456338	0.978757926872	N\A	0.034922372314	0.003830379228	0.015290910653	37	5	
3450000	578.119927	1	-0.882432895909	0.967234015830	-0.041182118626	0.117356733588	0.000063827636	0.974390704978	N\A	0.038517351334	0.004597644335	0.017658346283	36	3	
3500000	594.972127	1	-1.022767320855	1.070179850238	-0.040729903652	0.021127599066	0.000069753766	0.993261032686	N\A	0.016298792197	0.002455677526	0.008210890303	47	4	
3550000	593.046520	1	-1.002841114552	1.003664610761	-0.033083484776	0.063004075569	0.000055584656	0.979004110475	N\A	0.032115249890	0.003786004251	0.014751725297	47	6	
3600000	585.708308	1	-1.121693755355	1.095062284672	-0.041502272617	0.019984519941	0.000049749868	0.981415996052	N\A	0.027890603207	0.003546146269	0.013605486606	36	3	
3650000	582.159120	1	-1.075184338375	1.080427724357	-0.041584835793	0.030652005083	0.000062696649	0.978183762749	N\A	0.036706419714	0.003972436249	0.015935529344	42	5	
3700000	598.646768	1	-1.015972254856	1.015401534727	-0.034298731414	0.051804339864	0.000058704367	0.983512112311	N\A	0.030702521263	0.002978057040	0.012769320843	39	4	
3750000	588.036636	1	-0.956321958092	1.011404041105	-0.036690688615	0.052368080084	0.000027448463	0.980026245249	N\A	0.030358240513	0.003696556312	0.014103757279	43	6	
3800000	573.631766	1	-0.981631379108	1.047898549203	-0.043754234131	0.046310151158	0.000077783540	0.976424137147	N\A	0.034591289509	0.004314986852	0.016285776276	43	3	
3850000	595.397685	1	-0.970360244116	1.001837460534	-0.033139610942	0.049073696288	0.000064761074	0.980307943811	N\A	0.031416877339	0.004190248426	0.015327849306	42	2	
3900000	584.138705	1	-1.059492747560	1.058532660378	-0.038217110114	0.028738361535	0.000136189080	0.985674734041	N\A	0.022834994216	0.003819609129	0.013340498122	40	4	
3950000	589.933449	1	-0.962802285336	1.010136500924	-0.039405711055	0.073712913054	0.000030411095	0.977768916117	N\A	0.037942471116	0.004318452109	0.017040961679	34	3	
4000000	580.540342	1	-1.037009003968	1.022623659028	-0.030560369500	0.033549312195	0.000051135014	0.978801409245	N\A	0.035246874995	0.003984577323	0.015346198777	31	4	
4050000	588.075528	1	-0.887677969972	0.975065706571	-0.039643829369	0.093512441703	0.000058335408	0.978388586954	N\A	0.031749589377	0.003838197128	0.014943950531	32	3	
4100000	589.417324	1	-0.926360284174	1.007156341494	-0.033973336598	0.044043481524	0.000086422461	0.980120656447	N\A	0.031132525238	0.004115988264	0.014667048461	38	4	
4150000	590.211519	1	-1.012072962753	1.038580176249	-0.037489957437	0.039100198071	0.000071634611	0.979685128724	N\A	0.036442077824	0.004012758458	0.015943964716	48	5	
4200000	583.131430	1	-0.969001584406	1.008630909435	-0.037304357770	0.072026021975	0.000077993132	0.976800395380	N\A	0.033190816569	0.004358577354	0.015870649192	40	3	
4250000	592.865143	1	-1.159207150235	1.043794579715	-0.040187328926	0.054240912324	0.000054180421	0.978860947952	N\A	0.034229240082	0.004316005606	0.017235905023	47	4	
4300000	596.970875	1	-1.121661022195	1.102206525784	-0.046152665443	0.029038299256	0.000115287046	0.981336027583	N\A	0.027312451390	0.003630618575	0.013666113662	32	3	
