Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  AMY_d1_m8-VR-005.txt
Log File Name:                   AMY_d1_m8-VR-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            18027735
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   AMY_d1_m8-VR-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	467.709421	1	-1.695684350625	1.247392676177	-0.063797122759	0.013480464690	0.000137541428	0.951703079678	N\A	0.053837785836	0.006135522393	0.023279606850	47	20	
1050000	480.539957	1	-1.605268031440	1.210340697558	-0.065617180219	0.058244006742	0.000095106983	0.964963447014	N\A	0.056019682209	0.006978326910	0.021257976770	42	18	
1100000	492.421026	1	-1.633448369776	1.196520465569	-0.061622766855	0.049074600177	0.000103533743	0.964827494033	N\A	0.047263775805	0.006014273581	0.019363350248	43	24	
1150000	484.129302	1	-1.697189600007	1.213941588276	-0.057382717651	0.026455883514	0.000080854028	0.965697280375	N\A	0.047378194883	0.005651605916	0.020092450721	46	23	
1200000	491.726157	1	-1.512009389330	1.138241298401	-0.053138510225	0.040986378572	0.000116120781	0.959578167755	N\A	0.054492204673	0.006773401889	0.021889250172	43	37	
1250000	499.307807	1	-1.609054383288	1.187873380455	-0.057503794094	0.027489061329	0.000114851853	0.962670709628	N\A	0.049612284217	0.006902076766	0.022068217688	47	32	
1300000	494.746403	1	-1.458734714789	1.106179962630	-0.056233422040	0.077125530850	0.000103771626	0.958570015517	N\A	0.051914255190	0.006330278788	0.021059438614	43	27	
1350000	484.380151	1	-1.513745748512	1.158231010651	-0.055438509293	0.020753033565	0.000092028166	0.958000662425	N\A	0.052893546522	0.006676131699	0.022769860039	43	25	
1400000	484.526879	1	-1.542371669492	1.167024163573	-0.056578988481	0.027131026778	0.000105431928	0.957936469070	N\A	0.048379999622	0.006150599238	0.022697818936	46	19	
1450000	488.563644	1	-1.516731599955	1.152145360699	-0.052522788992	0.017546883778	0.000132716509	0.960627304436	N\A	0.051696231384	0.006540292959	0.022260852134	58	22	
