Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  CEREB_d1_m8-glob-005.txt
Log File Name:                   CEREB_d1_m8-glob-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1153056555
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   CEREB_d1_m8-glob-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.111269
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.79 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	576.893444	1	-0.710339558148	0.976925927133	-0.004889099346	0.055511603675	0.000091078574	0.991871264458	N\A	0.017767290515	0.001737520673	0.014945913296	29	1	0.030254683562	Global Trend	
1050000	571.484783	1	-1.119005132516	1.084772599584	-0.015609603352	0.043133888761	0.000098199637	0.986333281113	N\A	0.030704498311	0.003851072262	0.014747773849	24	1	-0.004344941537	Global Trend	
1100000	566.165691	1	-1.053457311629	1.112859969454	-0.015603417260	0.006870062707	0.000094100930	0.986709696470	N\A	0.037865721166	0.004310500003	0.016212203916	38	0	0.000090306958	Global Trend	
1150000	571.468157	1	-0.716763634971	0.945262686289	-0.002593941186	0.070966983899	0.000071875404	0.991704100055	N\A	0.017367650663	0.001795772021	0.016478525794	33	0	0.032085762262	Global Trend	
1200000	569.550937	1	-0.929952298864	1.020966969651	-0.009946017149	0.044169665168	0.000085762953	0.986315825160	N\A	0.038539114942	0.004147366022	0.016167636583	30	1	-0.002460753828	Global Trend	
1250000	566.775780	1	-0.818319591665	0.975373476771	0.001863481667	0.022906362929	0.000087720817	0.999990981943	N\A	0.017112236774	0.001696588516	0.018244085668	37	1	1.090453834793	Global Trend	
1300000	561.146889	1	-0.895523201068	1.025450884623	-0.005129678340	0.030138997318	0.000082969128	0.982131647958	N\A	0.033328003378	0.003808788506	0.017126051930	25	2	0.005806868722	Global Trend	
1350000	570.182984	1	-0.916603322404	1.005352303527	-0.004843984893	0.043051808470	0.000080466429	0.989363675826	N\A	0.027417515632	0.003870193819	0.013990935188	33	0	-0.001467042903	Global Trend	
1400000	573.873865	1	-0.837138038085	0.976810614586	-0.001196583693	0.035041896541	0.000118565959	0.980394861790	N\A	0.042910786856	0.004884195159	0.018050932328	31	1	-0.000672702118	Global Trend	
1450000	570.619190	1	-0.896737840655	1.045221537073	-0.017680325356	0.065782225401	0.000067610733	0.982770861883	N\A	0.041082441143	0.004812650327	0.018011596695	38	1	0.002265888042	Global Trend	
