Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  AMY_d1_m7-fab-001.txt
Log File Name:                   AMY_d1_m7-fab-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2549945561
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   AMY_d1_m7-fab-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.287140
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	511.765448	1	-0.821319360729	0.644653578580	0.278171922060	-0.035076653345	0.000079401819	0.962087034473	N\A	0.032281311602	0.029256082455	0.003691441782	37	6	
1050000	510.021094	1	-0.762627760275	0.644630890611	0.215693490259	-0.020818331233	0.000103331064	0.963654903483	N\A	0.028205665108	0.026087455991	0.003360220771	37	5	
1100000	499.141993	1	-0.817806637418	0.674755223059	0.199875355724	-0.023454103580	0.000106614115	0.974988873719	N\A	0.025334575917	0.017939229167	0.003162325207	40	6	
1150000	510.886216	1	-0.925743853949	0.721951219564	0.192849579889	-0.027584876673	0.000092275156	0.962524613065	N\A	0.029951065421	0.025884973200	0.003537160625	28	3	
1200000	501.781204	1	-0.918343411867	0.687833628078	0.234346774305	-0.026525362232	0.000095873390	0.956316419280	N\A	0.035423833147	0.031955979584	0.003855919504	32	6	
1250000	507.448177	1	-0.940033129941	0.734701874434	0.160149911846	-0.023346821753	0.000109580936	0.961983707968	N\A	0.030985846253	0.028584498292	0.003596742477	40	5	
1300000	508.631223	1	-0.935702806276	0.707886065757	0.223952818988	-0.028154546577	0.000091346590	0.960446001306	N\A	0.029975217657	0.026439987329	0.003562038140	34	5	
1350000	511.112395	1	-0.888018332320	0.708354234549	0.198471247642	-0.027242047034	0.000105918332	0.958443438520	N\A	0.030932442408	0.027127623743	0.003321822793	38	3	
1400000	487.612586	1	-0.830846666854	0.653665246491	0.255776914063	-0.029761708964	0.000079456047	0.954368726058	N\A	0.037261336202	0.032157810748	0.004099213218	35	2	
1450000	505.796373	1	-1.068717268543	0.771486354047	0.193950582446	-0.032027695692	0.000097931841	0.959139942611	N\A	0.032428198936	0.027766895756	0.003635892166	37	4	
1500000	512.559210	1	-1.022906501291	0.754916315889	0.202882063697	-0.033168617597	0.000097965024	0.968211454376	N\A	0.028330345888	0.026837131412	0.003445288986	34	9	
1550000	510.959999	1	-0.953082410837	0.699546729020	0.257936015011	-0.035999839723	0.000092644407	0.967513459664	N\A	0.025454326264	0.025919595025	0.003673381652	27	5	
1600000	500.466402	1	-1.110091700859	0.795799943467	0.170990795675	-0.030366897403	0.000117148863	0.959240402545	N\A	0.030598635360	0.028910309085	0.003919414838	29	3	
1650000	506.019951	1	-1.083995065233	0.796483479788	0.146887434145	-0.026374685139	0.000099844335	0.962911091045	N\A	0.031344789566	0.029241098184	0.003903740720	31	6	
1700000	499.997999	1	-0.990022037441	0.720069013960	0.235331074761	-0.035735546014	0.000106312438	0.967201970969	N\A	0.025812336359	0.024554589155	0.003432719386	43	5	
1750000	509.165742	1	-1.044339850364	0.764911595632	0.190879242239	-0.032780583408	0.000093437736	0.968041538625	N\A	0.028756662717	0.026699691249	0.003522579524	46	7	
1800000	508.405649	1	-1.019516897451	0.744487375859	0.230999950562	-0.039651129939	0.000099815078	0.969636877148	N\A	0.020659715254	0.022120539732	0.003253492873	36	4	
1850000	528.355324	1	-0.886773797256	0.673469546156	0.261049758935	-0.036249152889	0.000103076152	0.964017080912	N\A	0.027936156457	0.025031286978	0.003355795698	35	9	
