Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  PAL_d1_m5-glob-004.txt
Log File Name:                   PAL_d1_m5-glob-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3040871069
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   PAL_d1_m5-glob-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.207006
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.72 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	444.778274	1	-1.140600275543	1.267315826808	-0.052114547904	0.000222115328	0.951810666001	N\A	0.037178613941	0.005466333349	29	17	0.005823496154	Global Trend	
1050000	451.465649	1	-0.750162995621	1.155590297134	-0.039137510960	0.000257743111	0.950852567137	N\A	0.045226042035	0.007220262447	36	13	0.006210950588	Global Trend	
1100000	448.751481	1	-0.614585495225	1.032492215768	-0.020321364119	0.000312797867	0.997999680328	N\A	0.003595088870	0.002006853091	33	10	0.170617668075	Global Trend	
1150000	457.120002	1	-0.877380340982	1.113785290083	-0.028583283043	0.000390810882	0.960892934749	N\A	0.039375879468	0.006057091815	43	12	0.008041946674	Global Trend	
1200000	465.914037	1	-1.170685259689	1.215883761084	-0.045017573529	0.000087409091	0.959248210135	N\A	0.048360922870	0.007687278422	39	16	-0.000670868396	Global Trend	
1250000	451.011110	1	-1.056887825921	1.204278359714	-0.045058170635	0.000349822264	0.950325340590	N\A	0.044751900847	0.006870611116	36	9	0.007280219249	Global Trend	
1300000	444.196554	1	-0.885295090786	1.082656312166	-0.021398480733	0.000336038320	0.960096186054	N\A	0.028449355696	0.004546246079	37	9	0.016142313330	Global Trend	
1350000	457.590410	1	-1.110684470206	1.323446663979	-0.060492930111	0.000319089942	0.964684242420	N\A	0.037905038478	0.006103209646	29	13	0.007106111562	Global Trend	
1400000	459.454579	1	-0.769276088532	1.136490450948	-0.033728142895	0.000231749882	0.965412375577	N\A	0.022409368983	0.003920043102	30	12	0.018928980714	Global Trend	
1450000	447.173426	1	-1.347900226862	1.233467845672	-0.049785033526	0.000297736543	0.957020653805	N\A	0.044057412251	0.007300845200	37	11	-0.007058549920	Global Trend	
