Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MES_d1_m3-glob-003.txt
Log File Name:                   MES_d1_m3-glob-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1914381520
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MES_d1_m3-glob-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.297316
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.66 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	455.191484	1	0.726395396697	0.723863981096	-0.038166359082	0.000228479998	0.943822234401	N\A	0.018360384555	0.004343781759	29	4	-0.000387357768	Global Trend	
1050000	458.140326	1	0.750753593110	0.740505258736	-0.038281476101	0.000264104078	0.951812308420	N\A	0.017934370359	0.004351508971	50	7	-0.001667349284	Global Trend	
1100000	456.184355	1	0.794640602597	0.724567340120	-0.034773452618	0.000379261644	0.953579479680	N\A	0.018081057688	0.004779946103	36	4	-0.003597362371	Global Trend	
1150000	469.285293	1	0.662876242042	0.723975223317	-0.031221076342	0.000194264432	0.956530385730	N\A	0.016925588009	0.004095637987	33	8	0.000690242364	Global Trend	
1200000	452.736183	1	0.583297941060	0.771158219400	-0.047407553365	0.000301078032	0.948425347667	N\A	0.017903480297	0.004281088175	32	6	0.002604021778	Global Trend	
1250000	462.693082	1	0.759612173470	0.730567826642	-0.036415996305	0.000201839360	0.951348054210	N\A	0.017304802688	0.004484455987	41	8	-0.000597119326	Global Trend	
1300000	454.194086	1	0.785437036629	0.735672703913	-0.039904622379	0.000340573356	0.947938720147	N\A	0.018423234192	0.004425817525	33	8	-0.002094765798	Global Trend	
1350000	455.821113	1	0.679043185012	0.734313427744	-0.036791710381	0.000287734244	0.951778086604	N\A	0.018881657033	0.004615365830	33	7	-0.000218259289	Global Trend	
1400000	449.945061	1	0.740980977683	0.737580312514	-0.038491530103	0.000235394862	0.947830079670	N\A	0.018831929802	0.004457305679	33	6	-0.001431611923	Global Trend	
1450000	448.043832	1	0.812681570791	0.722531356342	-0.035757046557	0.000801691318	0.944878532139	N\A	0.019180007248	0.004609467348	33	8	-0.006538004932	Global Trend	
1500000	459.387233	1	0.753910916415	0.717090895688	-0.032621177472	0.000262978984	0.950920300064	N\A	0.017702542000	0.004194675465	32	5	-0.001783647133	Global Trend	
1550000	449.697505	1	0.533246214820	0.755119031172	-0.037540589479	0.000284943165	0.951349157577	N\A	0.017365475789	0.004275714708	30	10	0.000146567485	Global Trend	
1600000	469.597075	1	0.685255576742	0.781516893382	-0.049726365487	0.000199974746	0.951622963950	N\A	0.017044880302	0.004051735193	29	7	0.000005825232	Global Trend	
1650000	454.401425	1	0.627605837364	0.723602997934	-0.032989293002	0.000226101087	0.947898876843	N\A	0.018572133804	0.004419814558	34	6	0.000825400353	Global Trend	
1700000	451.743984	1	0.635267277446	0.746449783134	-0.037881359907	0.000090293356	0.964082310577	N\A	0.016527632056	0.004399591238	38	6	0.000193988012	Global Trend	
1750000	472.205001	1	0.774071263500	0.727195905007	-0.037474366806	0.000252376023	0.948044944915	N\A	0.017536094343	0.004158416709	38	11	-0.001280871417	Global Trend	
1800000	461.610697	1	0.676891380933	0.787899478440	-0.048101021543	0.000276514813	0.958362605469	N\A	0.015535776599	0.003903226314	31	6	-0.001211358318	Global Trend	
1850000	455.893368	1	0.631071720213	0.716441664362	-0.034578722870	0.000221925949	0.947738930580	N\A	0.018397267706	0.004293185499	30	4	0.001631264077	Global Trend	
1900000	460.765543	1	0.653188286548	0.775984489505	-0.047091698613	0.000353131987	0.953967579579	N\A	0.017244701815	0.004365843621	29	4	0.000354923614	Global Trend	
1950000	464.964201	1	0.884362545383	0.741308927575	-0.042557842187	0.000279670520	0.952609114170	N\A	0.016340219138	0.003783686863	38	3	-0.004124354744	Global Trend	
2000000	453.235337	1	0.715119396266	0.726920419979	-0.037280233782	0.000185066391	0.939741118359	N\A	0.020220579135	0.004773641491	42	6	-0.000018705567	Global Trend	
2050000	466.835880	1	0.830562152842	0.762173310128	-0.042435296993	0.000157212792	0.947599441699	N\A	0.018199736522	0.004280282326	22	6	-0.003343194839	Global Trend	
2100000	469.447454	1	0.749078952186	0.731647364065	-0.039475207554	0.000232507327	0.953182410970	N\A	0.016941421342	0.004202232342	33	8	-0.000978550700	Global Trend	
2150000	474.716200	1	0.643703857151	0.736151976502	-0.037942141858	0.000097984117	0.951097689473	N\A	0.017996194358	0.004182285436	35	11	0.001159586380	Global Trend	
2200000	462.202797	1	0.826789952107	0.746030319216	-0.040701104652	0.000192854211	0.952615929433	N\A	0.016812284490	0.003895306533	33	7	-0.002736887906	Global Trend	
2250000	445.368784	1	0.750448861491	0.692743621236	-0.033779826666	0.000207855002	0.940220877982	N\A	0.019165493401	0.004400248885	32	5	0.000282427471	Global Trend	
2300000	474.795393	1	0.769159282511	0.725613320417	-0.035679821895	0.000179428933	0.971444870646	N\A	0.013780677994	0.003702557025	32	8	-0.000524003602	Global Trend	
2350000	432.904690	1	0.709629936194	0.735976803605	-0.037554887591	0.000243124278	0.946305475424	N\A	0.019413244281	0.004707650968	27	4	-0.000662426789	Global Trend	
2400000	450.507553	1	0.756906981942	0.723759325816	-0.035983570937	0.000206041945	0.945226590421	N\A	0.016869782939	0.003895143903	26	6	-0.001196083049	Global Trend	
2450000	452.934060	1	0.799196821775	0.714920911156	-0.035493732680	0.000236243253	0.950923083366	N\A	0.019459370700	0.005094127029	36	10	-0.000222448930	Global Trend	
2500000	453.249694	1	0.651806072398	0.756954899097	-0.046549354552	0.000229681912	0.947246738708	N\A	0.018513383969	0.004458271850	38	5	0.000866469698	Global Trend	
2550000	468.582643	1	1.699746567127	0.749077493521	-0.039672541909	0.000339306893	0.956952635264	N\A	0.017179172948	0.004328221139	24	11	-0.003387736393	Global Trend	
2600000	468.574401	1	0.597360817882	0.705143619545	-0.031556415497	0.000135878426	0.964242125613	N\A	0.017062384055	0.004390378719	39	9	0.000666349124	Global Trend	
2650000	443.531529	1	0.842231231160	0.735124201940	-0.039546230002	0.000222316825	0.953388390583	N\A	0.017499450034	0.004311431161	37	5	-0.003095709823	Global Trend	
2700000	452.226330	1	0.631605461309	0.745224172796	-0.038090735359	0.000221821896	0.947358561765	N\A	0.018534447149	0.004244052258	28	5	0.000746362465	Global Trend	
2750000	445.729461	1	0.724989561046	0.746473851896	-0.041844652123	0.000224746401	0.945638355200	N\A	0.017887779164	0.004387821151	36	6	-0.000372309051	Global Trend	
2800000	454.840942	1	0.576992957458	0.732790101060	-0.040282219567	0.000047748436	0.941854985679	N\A	0.018240645152	0.004455073020	37	5	0.000291086886	Global Trend	
2850000	462.691128	1	0.562202733578	0.743215342116	-0.038699049958	0.000315989728	0.951635072254	N\A	0.018076382886	0.004190802816	43	7	0.002600226104	Global Trend	
2900000	461.993177	1	0.646746199584	0.751436082937	-0.042830834883	0.000243110302	0.946090069738	N\A	0.018514469619	0.004390131220	34	4	0.000708736737	Global Trend	
