Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  AMY_d1_m3-glob-001.txt
Log File Name:                   AMY_d1_m3-glob-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3021771989
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   AMY_d1_m3-glob-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.287140
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	390.084780	1	0.472611939946	0.680930867392	-0.031536783225	0.000201011730	0.922506311268	N\A	0.022663340274	0.004810509055	33	9	-0.001366733129	Global Trend	
1050000	410.686926	1	0.312037305988	0.714141711773	-0.041612027757	0.000242290026	0.922023255851	N\A	0.021310980646	0.004847772731	35	8	0.001169820874	Global Trend	
1100000	387.039293	1	0.344121252395	0.769021557546	-0.049209215401	0.000184369355	0.916859059182	N\A	0.023417977607	0.004721797072	36	9	-0.000700606563	Global Trend	
1150000	403.456595	1	0.435024515279	0.711053683167	-0.036615955151	0.000299076426	0.926794798740	N\A	0.020278534335	0.004531191354	39	7	-0.001322126171	Global Trend	
1200000	401.886419	1	0.382074954243	0.664453418408	-0.026988684212	0.000266615567	0.919188040794	N\A	0.021765420718	0.004939740967	29	9	0.001519860513	Global Trend	
1250000	402.254186	1	0.188418174698	0.776553139681	-0.047788464458	0.000248545737	0.923025451500	N\A	0.021389273165	0.004579164852	34	9	0.001035661424	Global Trend	
1300000	404.768958	1	0.366788056751	0.737100345678	-0.037808931199	0.000269699992	0.938316966139	N\A	0.021097319585	0.004709450794	28	10	-0.001293878747	Global Trend	
1350000	400.567083	1	0.342625741424	0.772105024823	-0.050425177829	0.000195841950	0.925522307825	N\A	0.021446213121	0.004620889616	28	8	-0.000858728841	Global Trend	
1400000	420.800731	1	0.280051514296	0.718754314046	-0.038456585463	0.000301707781	0.933717814156	N\A	0.020791261747	0.004771190783	32	10	-0.002230837737	Global Trend	
1450000	402.892190	1	0.369590554882	0.704700483690	-0.033853913116	0.000317290385	0.921114324117	N\A	0.022445348000	0.005055958298	42	10	-0.000984852846	Global Trend	
1500000	403.926803	1	0.409689032536	0.745067303553	-0.040718827509	0.000363468662	0.921051345039	N\A	0.021817014638	0.004951638625	34	11	-0.002830839841	Global Trend	
1550000	407.930153	1	0.283440467037	0.749236535877	-0.043153271796	0.000345798196	0.930837788499	N\A	0.018516067612	0.004136716577	38	10	0.000627916536	Global Trend	
1600000	399.550212	1	0.249835985931	0.756725870178	-0.046563414270	0.000261979815	0.922728361463	N\A	0.022155906027	0.005028357019	30	7	0.001268959092	Global Trend	
1650000	402.310849	1	0.313120790100	0.751698840563	-0.043271613868	0.000155927535	0.929890902528	N\A	0.021286794495	0.004487022488	38	9	-0.000313354824	Global Trend	
1700000	401.235084	1	0.412156495008	0.770778140454	-0.049055007739	0.000163809633	0.930085277333	N\A	0.021818948641	0.004476990150	33	8	-0.001453469086	Global Trend	
1750000	394.728930	1	0.525697551922	0.711944225423	-0.040605601869	0.000176727241	0.916159707501	N\A	0.022857399431	0.004784220047	37	6	-0.001617594539	Global Trend	
1800000	396.042656	1	0.437274284065	0.750813249682	-0.044055718529	0.000249589983	0.915524388905	N\A	0.022493390210	0.004711533704	33	9	-0.001983442986	Global Trend	
1850000	417.459180	1	0.356539928678	0.756304771911	-0.043749363902	0.000159509903	0.925796244267	N\A	0.023548507785	0.004964726241	34	12	-0.000800389755	Global Trend	
1900000	408.075461	1	0.472045969701	0.725623428523	-0.040362466942	0.000193096122	0.926197529928	N\A	0.021175665372	0.004602811675	29	10	-0.000825033731	Global Trend	
