Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MES_d1_m9-VR-001.txt
Log File Name:                   MES_d1_m9-VR-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1143094168
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MES_d1_m9-VR-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Branch	No RJ Local Node	
1500000	533.501085	1	-1.026050152740	1.076148070842	-0.045518883966	0.029005139305	0.004999325248	0.000058144923	0.974315902304	N\A	0.054929743875	0.007450123593	0.029273538929	0.005432077664	40	22	
1550000	557.335452	1	-0.984370685335	1.037366780825	-0.040990994147	0.050013566473	0.001070950025	0.000073649325	0.973494798310	N\A	0.073335492389	0.008754320911	0.034536800728	0.005231630909	37	16	
1600000	581.287040	1	-0.918417459345	0.997958372853	-0.039335950724	0.072687673697	0.000759622562	0.000050164461	0.979262543292	N\A	0.052483192323	0.006605914305	0.028170982703	0.004686537138	42	28	
1650000	563.363273	1	-0.636715970677	0.777171637422	-0.013051546882	0.177788518735	-0.016658014694	0.000054086375	0.971979851983	N\A	0.072298529094	0.008165646397	0.037068862329	0.005378042085	56	24	
1700000	571.722697	1	-0.982872213879	1.035131322779	-0.036485327133	0.034659683745	0.000776674474	0.000058485842	0.977578461093	N\A	0.068566586954	0.009055505145	0.031659516090	0.005029786652	56	26	
1750000	560.939394	1	-1.025904164563	1.070075714214	-0.043988083715	0.028486578365	0.006087102220	0.000095063850	0.978822306854	N\A	0.067872317594	0.008537913164	0.037103761558	0.005852870039	48	28	
1800000	559.074922	1	-0.846187374004	0.919329550867	-0.028234978916	0.112309637628	-0.005779411149	0.000077698599	0.974287174829	N\A	0.066121620929	0.008057930994	0.033143044895	0.005250591673	41	26	
1850000	567.419753	1	-0.952074016441	1.016232146263	-0.033787292152	0.062256716316	-0.007293417118	0.000069870975	0.977142535055	N\A	0.059443389207	0.007605646513	0.029439943833	0.004989677343	53	20	
1900000	571.201864	1	-1.010538552865	1.054546850557	-0.041624704539	0.038295917811	0.002254434214	0.000080814596	0.977852345879	N\A	0.051435181548	0.007097545332	0.026971852209	0.004925465853	42	32	
1950000	572.588546	1	-0.719261181807	0.862335330627	-0.019671802158	0.124624038754	-0.011945576260	0.000085542165	0.974517561938	N\A	0.064989929013	0.008187206945	0.032481073740	0.005176229050	46	26	
2000000	569.595013	1	-0.860290574037	0.942463997782	-0.030869719950	0.106235585970	-0.004606295357	0.000138990191	0.974301828702	N\A	0.076660185061	0.010104786688	0.036752911715	0.006387098726	40	18	
2050000	569.138397	1	-0.961339435261	1.008565175062	-0.036305060046	0.066627232136	-0.002233139833	0.000113057932	0.975563523123	N\A	0.071252548650	0.009383195519	0.034045080547	0.005660493083	51	35	
2100000	555.521104	1	-0.578052166460	0.745134108225	-0.016002057663	0.233816801697	-0.020904356641	0.000055345110	0.972205262719	N\A	0.073788233214	0.009124609652	0.035845655072	0.005610577346	39	31	
2150000	557.636153	1	-0.704408662865	0.830643698930	-0.021286468934	0.158307084832	-0.009615114763	0.000056527262	0.972146386376	N\A	0.068150982382	0.007907926021	0.035007106333	0.005193950121	29	23	
2200000	553.942040	1	-0.704024617163	0.874665549630	-0.028786044457	0.121048449788	-0.003556889536	0.000056488328	0.969329784052	N\A	0.084519946123	0.011874127368	0.037525437434	0.006789287768	45	26	
2250000	571.194539	1	-0.889378555566	0.984480081737	-0.035975523042	0.072699412654	-0.002057407785	0.000074268406	0.978015021466	N\A	0.049637692186	0.006667850687	0.025923576446	0.004199841543	51	31	
2300000	566.644106	1	-0.773667222536	0.881922010510	-0.022800711629	0.101409599686	-0.005484753479	0.000062126806	0.975023818768	N\A	0.063925467152	0.007757266193	0.031656904132	0.005181559552	35	32	
2350000	558.802192	1	-0.971302578528	1.030577344556	-0.044464165510	0.065635905468	0.003621691511	0.000078167072	0.968338525852	N\A	0.070094169858	0.008557108307	0.035152452930	0.005703326494	40	21	
2400000	566.510959	1	-0.929427393091	1.013208234338	-0.043213070920	0.075539628769	0.000916095617	0.000062025073	0.974680541876	N\A	0.075944873885	0.009463353016	0.035465692737	0.005514800113	44	30	
2450000	558.453138	1	-1.015345122384	1.045140844421	-0.043348484428	0.068559379955	-0.000518518340	0.000060043441	0.974434385661	N\A	0.069867895227	0.008430727493	0.035171858583	0.005678778704	51	32	
2500000	560.950557	1	-0.863297404079	0.928180744580	-0.026345979282	0.101251573163	-0.007356863117	0.000110246453	0.971154747767	N\A	0.071193793454	0.009166644730	0.034092855033	0.005682758883	48	23	
2550000	578.908213	1	-1.041686560864	1.045192957612	-0.040752290994	0.027768280608	0.005150629584	0.000067606225	0.975931831246	N\A	0.060980171027	0.007467928285	0.030790912954	0.004958052501	42	24	
2600000	568.769127	1	-0.794304387080	0.893320225900	-0.023972993910	0.121697590458	-0.009676427495	0.000106130887	0.975110507323	N\A	0.065830774311	0.008566163164	0.031494907904	0.005072944149	35	24	
2650000	556.698825	1	-0.723255726758	0.848732379504	-0.019600439740	0.145235828475	-0.013055777934	0.000125268202	0.971793733465	N\A	0.079999951320	0.010725159811	0.036137202058	0.005995376777	45	26	
2700000	559.973033	1	-0.704417581275	0.825758670340	-0.012075556537	0.135289500809	-0.015564773846	0.000143412829	0.976382017583	N\A	0.075022735056	0.009747136596	0.034303121366	0.005227043555	39	29	
2750000	558.417848	1	-0.974710290727	1.060344790449	-0.042824189207	0.026731301297	0.004834254056	0.000083726156	0.974329186036	N\A	0.062524064577	0.008072179369	0.031066061485	0.005344466030	55	26	
2800000	568.725303	1	-0.957616279502	1.022122423874	-0.040205181109	0.054920470187	0.002183130893	0.000084701497	0.975305056210	N\A	0.062631996043	0.008065955126	0.031042643263	0.005094147239	45	19	
2850000	562.308197	1	-1.015680143817	1.054476828560	-0.039650095897	0.035887193243	0.001552741872	0.000061037937	0.986581309065	N\A	0.054407442138	0.006968830946	0.029229227448	0.004505837677	58	23	
2900000	572.562955	1	-0.947028088390	1.016018347626	-0.039456090728	0.062742806011	0.001615904352	0.000063549019	0.983991353168	N\A	0.048340266531	0.006459402444	0.026144543065	0.004257236976	52	30	
2950000	553.534932	1	-1.029646212573	1.085731141490	-0.047783041349	0.017143806125	0.007556346611	0.000145923144	0.973554027593	N\A	0.076294814703	0.011418587725	0.033793380034	0.006749969453	45	24	
3000000	574.597217	1	-0.851548939836	0.927464698796	-0.031931841885	0.114991601038	-0.004953153797	0.000106101568	0.976293581420	N\A	0.062403797610	0.007545554814	0.031625032562	0.005011803893	41	25	
3050000	569.139594	1	-1.014531649853	1.072526438647	-0.041343460440	0.022313790585	0.001538535875	0.000048244816	0.977272081535	N\A	0.057799699573	0.007456898410	0.029259115403	0.004674107520	42	38	
3100000	558.003380	1	-0.836679166240	0.880806868661	-0.022759014725	0.156146988635	-0.013621677173	0.000065009354	0.972881469501	N\A	0.069246417490	0.008255996452	0.035600960185	0.005457445748	41	27	
3150000	569.028789	1	-0.813366905762	0.940450408110	-0.033660452360	0.117231605419	-0.006453045360	0.000043951953	0.976207709869	N\A	0.058394703439	0.006843488216	0.030918400356	0.004787244115	55	26	
3200000	572.045378	1	-0.747667513341	0.890976361144	-0.029849570917	0.129065424743	-0.005816879511	0.000052865165	0.978851474323	N\A	0.061426210741	0.007370339417	0.030757400896	0.004716327212	42	27	
3250000	551.046661	1	-0.780152866082	0.875639550607	-0.017388469599	0.110117372245	-0.011256741368	0.000081590795	0.970169072191	N\A	0.068837161675	0.008259212372	0.034847070253	0.005556558626	46	30	
3300000	559.036247	1	-0.896563836086	1.024820954323	-0.041366595709	0.048221288357	0.003320692928	0.000077944468	0.970973152893	N\A	0.069294792470	0.008527181394	0.034266531196	0.005439109545	42	20	
3350000	570.482712	1	-1.050964442075	1.094801486220	-0.041140985674	-0.010205351896	0.004725366616	0.000081312626	0.981059046119	N\A	0.040944931788	0.005673512943	0.023170119339	0.003879822416	45	33	
3400000	562.741906	1	-0.869218587673	0.948017521311	-0.031818250990	0.107451531024	-0.007075055805	0.000183516330	0.977998677652	N\A	0.050608471763	0.006696477193	0.027239769312	0.004673651366	46	32	
3450000	567.611858	1	-0.838201290427	0.955774512120	-0.030365112007	0.089491959117	-0.005311681720	0.000065584430	0.975997036800	N\A	0.061529774675	0.009429893144	0.029527329616	0.005605451828	50	19	
3500000	580.656161	1	-0.906443837040	0.992406551579	-0.037155443929	0.059779910541	0.002808582862	0.000063265669	0.975917243583	N\A	0.065919455248	0.007788521696	0.033073526920	0.004721592640	40	26	
3550000	573.310820	1	-0.914140649246	0.995932730957	-0.042059320181	0.103131622165	-0.003502098516	0.000070515393	0.976035507582	N\A	0.065621781754	0.008721672403	0.031704440591	0.005623859423	45	25	
3600000	552.976827	1	-0.947593243942	1.030356377863	-0.037196277886	0.016466291762	0.005165297360	0.000059175690	0.978812455469	N\A	0.049694349624	0.006638732415	0.026869550755	0.004778339413	41	27	
3650000	569.077769	1	-0.905064267292	0.990303667199	-0.041372877980	0.107647776856	-0.007385139793	0.000108777006	0.973767850045	N\A	0.065671441926	0.009491987376	0.031873060639	0.006130020320	55	27	
3700000	560.158443	1	-1.066183335637	1.046792358274	-0.040623169356	0.028009709414	0.004709837617	0.000086555888	0.971100995805	N\A	0.069557589754	0.008363783355	0.034327570985	0.005257241546	44	31	
3750000	565.186229	1	-0.909522293306	0.990468635728	-0.032369601933	0.046980929746	-0.000660697883	0.000057035280	0.969221542398	N\A	0.063958131253	0.007650118547	0.032856950142	0.005210307681	55	20	
3800000	559.330219	1	-0.855911683783	0.975972459454	-0.034957560585	0.060431472751	-0.001586679179	0.000105684770	0.972693114447	N\A	0.063102266120	0.007987791428	0.032015543577	0.005218848075	46	38	
3850000	567.360154	1	-0.909881119808	0.985148273913	-0.031106981395	0.046479284742	-0.000833139642	0.000062267184	0.981618083732	N\A	0.052331382370	0.007015377023	0.026085252169	0.004674097458	38	26	
3900000	566.752143	1	-0.878456797105	0.969279220210	-0.037231075525	0.094666562038	-0.002763928747	0.000069094624	0.975580326870	N\A	0.065042340603	0.007811746829	0.033520500024	0.005195930404	41	34	
3950000	568.004097	1	-1.055201240190	1.070686896372	-0.043100494443	0.035250881383	0.004897750381	0.000105877744	0.972924297378	N\A	0.072957241508	0.009251295910	0.034930032067	0.005907498359	50	21	
4000000	549.053373	1	-0.892833136642	0.969913083435	-0.032199783973	0.078741864389	-0.003089696144	0.000082523454	0.971147638239	N\A	0.073274093792	0.009289011190	0.035592827947	0.005671447897	43	19	
4050000	582.357630	1	-1.094076033253	1.108961585371	-0.044134643499	0.009400779261	0.002609881256	0.000071691439	0.981536317443	N\A	0.049745417149	0.006832114717	0.024837478501	0.004261061398	39	33	
4100000	569.845043	1	-0.805479151412	0.916986120436	-0.028228830664	0.107920349143	-0.008139348136	0.000064982102	0.979981597694	N\A	0.058517568870	0.006268781309	0.030383839144	0.003796781432	39	28	
4150000	572.802176	1	-0.860761747387	0.975348418585	-0.036201446849	0.052310022418	0.005021200232	0.000070761024	0.971276563932	N\A	0.066647672772	0.008196390310	0.033015941438	0.005428416002	50	27	
4200000	549.880504	1	-0.978097236043	1.025047979148	-0.036346364764	0.060129210204	-0.006481758004	0.000074428985	0.979517129887	N\A	0.043954732323	0.007311336343	0.021257413186	0.004866540271	44	31	
4250000	560.426437	1	-1.256081667503	1.228754167636	-0.055685360684	-0.071263425926	0.014613769419	0.000054045516	0.978145508570	N\A	0.063683612831	0.007605256806	0.031338618794	0.004920823501	41	31	
4300000	552.281367	1	-0.679910295377	0.791505914569	-0.015237701930	0.167690375004	-0.013517753903	0.000096628222	0.969982504673	N\A	0.069596165388	0.009137276424	0.034523454734	0.005994372433	39	19	
4350000	566.872808	1	-0.788428547802	0.897140079631	-0.026303876416	0.126963268382	-0.009674043026	0.000061997383	0.981164653341	N\A	0.053671713692	0.006038554615	0.026995730973	0.004245327651	42	22	
4400000	565.440797	1	-0.773850471435	0.876913588336	-0.021267368683	0.130103617385	-0.013121435371	0.000079023825	0.981863938839	N\A	0.053853521757	0.004852203604	0.030037526132	0.003521377568	56	29	
4450000	565.380457	1	-0.793520439157	0.916975932130	-0.025848308528	0.109778637932	-0.009674223689	0.000079946648	0.975125295153	N\A	0.058214920492	0.006515096243	0.031407077843	0.004616655779	47	23	
4500000	575.186445	1	-0.828198013714	0.913114889902	-0.031193746874	0.131152895390	-0.007811266565	0.000058076349	0.974646774131	N\A	0.063795797880	0.007518032387	0.032596624640	0.004755012306	50	31	
4550000	564.436626	1	-0.769362702150	0.914316108212	-0.022383029745	0.085286423397	-0.007883608085	0.000029375924	0.976757531319	N\A	0.061168075081	0.007278986402	0.031516186952	0.004955355873	48	29	
4600000	571.802084	1	-0.874108860839	0.931128330036	-0.024765680114	0.087107106759	-0.007276189050	0.000066831173	0.973958937581	N\A	0.063683790623	0.007564223403	0.031533230518	0.004698221415	61	25	
4650000	563.750167	1	-0.783678784296	0.911320600588	-0.035435414852	0.142859719441	-0.007558069579	0.000066368027	0.974525042606	N\A	0.067779777336	0.008892995492	0.031999665842	0.005041479975	40	26	
4700000	558.691482	1	-0.720867993644	0.841553968077	-0.020862342991	0.161509528421	-0.014230509886	0.000071713911	0.969524887450	N\A	0.079546704777	0.010006700592	0.037631474546	0.006199888002	39	32	
4750000	553.576807	1	-0.965306300643	1.016021537213	-0.039543284290	0.081247845099	-0.005002041297	0.000067437228	0.973239712064	N\A	0.071441921312	0.008323309799	0.035205411728	0.005149675130	45	28	
4800000	563.391702	1	-0.872411028932	0.975702266708	-0.039193441613	0.089981728704	-0.001190985523	0.000083532700	0.975037976150	N\A	0.068261053459	0.008430494761	0.033246519980	0.005147276418	49	21	
4850000	553.713290	1	-0.651394768227	0.833265057971	-0.016602242104	0.127107715898	-0.010002486141	0.000146807818	0.972083511241	N\A	0.066242183079	0.008246205607	0.032627867948	0.005096090067	43	23	
4900000	567.753949	1	-0.849663572008	0.960933428857	-0.039990460532	0.097608723375	0.001633600175	0.000072740682	0.970718616049	N\A	0.067781001949	0.008138430452	0.033654129886	0.005097675404	38	27	
4950000	567.013150	1	-1.082508643354	1.119104965958	-0.051996141432	0.007274051874	0.010386854109	0.000075222294	0.976094669207	N\A	0.058773733502	0.007570676164	0.029237226777	0.004927471144	44	29	
5000000	555.537834	1	-0.929151805228	0.972352780827	-0.028742368021	0.095315943680	-0.012050634249	0.000091064260	0.983978329944	N\A	0.070781119254	0.009467954794	0.031937469279	0.005390167897	50	25	
5050000	587.629269	1	-1.036936457327	1.056474419353	-0.038164628080	0.035263252791	0.000826778559	0.000058474091	0.978767774119	N\A	0.048995514779	0.006418733076	0.025646632120	0.004129953028	50	30	
5100000	566.770882	1	-0.960489886986	1.046167188109	-0.043774825436	0.047885986295	0.002747205299	0.000086502047	0.981853811968	N\A	0.043027805416	0.006610369032	0.023798780693	0.004648414073	46	22	
5150000	559.305724	1	-0.810979850211	0.896105249786	-0.023221520138	0.109402667096	-0.006926052487	0.000071629229	0.972350822844	N\A	0.074884790724	0.008853921731	0.036339425636	0.005485432274	53	23	
5200000	571.270551	1	-0.838523535918	0.930718902812	-0.030404584871	0.104631135133	-0.005066470120	0.000073101100	0.975079209884	N\A	0.063802952041	0.007957222548	0.032285502451	0.005370115625	46	27	
5250000	564.672772	1	-0.929829317823	1.002240205507	-0.033612927954	0.045048254730	-0.000213287661	0.000085034591	0.973277366541	N\A	0.067215747636	0.008421465593	0.032721940313	0.005268118555	57	26	
5300000	555.996413	1	-0.746477101695	0.863171976843	-0.019460091463	0.123907661163	-0.011405122622	0.000246495212	0.976462772485	N\A	0.060069737393	0.007444447901	0.031218207945	0.005188770434	52	21	
5350000	571.994621	1	-1.006389263116	1.021225011251	-0.036372033257	0.076866345342	-0.007193716608	0.000061692274	0.979808160169	N\A	0.047847917212	0.006412468072	0.026591084438	0.004531100242	45	28	
5400000	558.390424	1	-0.589988265266	0.770752891874	-0.012736129810	0.179287108951	-0.016151751099	0.000086859850	0.973062962336	N\A	0.075384827583	0.008832425013	0.036901007629	0.005707109272	57	26	
5450000	585.781031	1	-1.024444036512	1.053057013395	-0.043050162131	0.048650665965	0.000725193761	0.000103293372	0.981028060654	N\A	0.049753995932	0.007614652024	0.024780110526	0.005136530475	32	28	
5500000	548.574697	1	-0.877410713193	0.967802886406	-0.034079522612	0.084979566954	-0.003348769238	0.000112860644	0.972347637362	N\A	0.071603056917	0.008261536350	0.036276773227	0.005369949397	34	30	
5550000	559.466465	1	-0.910236098958	0.989774831956	-0.032185506742	0.057297990885	-0.003398716422	0.000056314119	0.982431554690	N\A	0.068587495460	0.009005662687	0.030664007939	0.005427808782	57	26	
5600000	573.949902	1	-0.965719027929	1.018582838552	-0.037661434646	0.056695168512	0.000111022157	0.000059768171	0.974773756489	N\A	0.074540621700	0.010400813314	0.033661346927	0.005996595158	54	19	
5650000	555.266803	1	-0.887318145195	0.975333158125	-0.035094667367	0.065786979319	0.001916541822	0.000055769502	0.975030582684	N\A	0.064636085676	0.008388324530	0.031920389010	0.005439756806	52	23	
5700000	566.289585	1	-0.959818337813	1.015399541249	-0.038047174881	0.051332884276	0.000221822124	0.000074170607	0.978824218268	N\A	0.044983864311	0.006312098859	0.024479467099	0.004340819982	45	24	
5750000	552.223383	1	-0.776351043076	0.931957283303	-0.030248750269	0.081937641767	-0.001921429396	0.000085526650	0.978605084685	N\A	0.057329080801	0.007675582690	0.029645526896	0.005207385866	51	28	
5800000	559.036061	1	-0.905671268308	0.950558666668	-0.033196361914	0.115823272774	-0.007209143155	0.000073653699	0.976562181767	N\A	0.068866090215	0.008392822952	0.034696741593	0.005597258392	55	23	
5850000	575.416124	1	-0.955613989470	1.018349782568	-0.042547929695	0.080010918380	-0.000843198835	0.000061521650	0.982912687270	N\A	0.050710414259	0.006634950194	0.026946149192	0.004346151130	56	34	
5900000	572.774828	1	-0.975418836622	1.026500156624	-0.037674619764	0.042602406203	0.004240477871	0.000085800106	0.980564809412	N\A	0.065467720249	0.009787774169	0.030070599188	0.005772117209	46	30	
5950000	577.480083	1	-1.019562194747	1.100980302431	-0.055720523729	0.024843173954	0.010183639843	0.000057796650	0.980740323456	N\A	0.048820745023	0.007952313184	0.023994918148	0.004972456228	38	37	
6000000	570.486905	1	-0.917394063677	0.958412441492	-0.034038157345	0.106874402395	-0.006600546482	0.000051299680	0.973341440440	N\A	0.064890443697	0.007569353971	0.033744809797	0.005177600226	62	27	
6050000	562.817169	1	-0.999358109110	1.034889600116	-0.042445696327	0.073248939768	-0.000747590743	0.000082406438	0.972778821373	N\A	0.083633703637	0.012245706427	0.036105690824	0.006679985073	46	26	
6100000	573.117366	1	-0.948290871991	0.998842520246	-0.046338872705	0.107934465785	-0.001668466924	0.000066819611	0.973519561617	N\A	0.076071281820	0.010529927704	0.034194379756	0.005895046150	38	23	
6150000	563.647497	1	-1.015076636349	1.077650198739	-0.046656302535	0.022040780900	0.007196912087	0.000095986326	0.974482012306	N\A	0.069656303039	0.008794691869	0.034099667404	0.005416259646	43	25	
6200000	577.823057	1	-1.267561194360	1.239017355888	-0.064580313462	-0.044591833510	0.014813305042	0.000069299582	0.979987303138	N\A	0.053776663925	0.007180547676	0.026768381096	0.004832283511	53	23	
6250000	578.728977	1	-0.885268950219	0.958109770893	-0.029566448648	0.093478717330	-0.009333344878	0.000069588268	0.976813094754	N\A	0.060109982104	0.006841075247	0.031102651801	0.004552314712	49	27	
6300000	568.403106	1	-0.687623507539	0.850116883097	-0.027885726577	0.157804641695	-0.007675800262	0.000073748863	0.977071377720	N\A	0.063264772661	0.007902042079	0.030737605723	0.005108857171	34	34	
6350000	578.652822	1	-0.778311066597	0.901006663417	-0.026421979571	0.128305981812	-0.011248152965	0.000097213239	0.979266105841	N\A	0.052433594520	0.007510301225	0.026841161958	0.004915054229	44	30	
6400000	549.668024	1	-0.810079017889	0.946341139597	-0.033175248125	0.077023569398	-0.000408102841	0.000065628197	0.974841862853	N\A	0.070218155086	0.007928072984	0.035895535682	0.005391346775	46	32	
6450000	573.584781	1	-0.929390388238	0.993304804859	-0.028681450571	0.031326537112	0.000013540870	0.000072111072	0.981181377605	N\A	0.046715356818	0.006586940858	0.023688911331	0.004278185412	38	24	
6500000	575.053208	1	-1.019677010654	1.052475118367	-0.032531368999	0.006921338098	0.000845488807	0.000138247701	0.977445680226	N\A	0.052865196210	0.007195136065	0.027281808819	0.005052580572	43	28	
6550000	549.009574	1	-1.028582026187	1.076236074825	-0.048227696525	0.057854870772	-0.001068928104	0.000077046892	0.971676589295	N\A	0.080809373803	0.010897138900	0.037199712290	0.006516718573	39	16	
6600000	572.640113	1	-0.925284421833	0.972062624267	-0.032300458386	0.103011209469	-0.008778061374	0.000051427167	0.979618634237	N\A	0.050827104603	0.006364107736	0.028594337090	0.004630067097	41	37	
6650000	579.636823	1	-1.041951245322	1.094067041831	-0.048942737494	0.025528440588	0.007040021873	0.000104897614	0.984032338105	N\A	0.040154274184	0.006042859642	0.020366937882	0.003701428277	48	36	
6700000	562.899586	1	-1.105434284369	1.100946900071	-0.044843721173	0.022358429916	0.003113040787	0.000062126294	0.973865983351	N\A	0.066453154350	0.007880618096	0.033357576084	0.005212100328	49	27	
6750000	575.367163	1	-0.916932169124	1.036947754636	-0.047841338017	0.065000826671	0.002999764390	0.000072548082	0.976274959332	N\A	0.071813477709	0.008661507543	0.034790933826	0.005520296061	52	17	
6800000	569.799868	1	-0.872319320664	0.979654280514	-0.031130023912	0.054001863223	-0.003719147758	0.000083463798	0.976848273568	N\A	0.064612194265	0.008630451129	0.032033089072	0.005605103272	39	29	
6850000	567.656471	1	-0.928409317538	0.984833197960	-0.036090901449	0.104015491059	-0.009143425428	0.000066405170	0.979058763792	N\A	0.047570815720	0.006471157883	0.026083159948	0.004433106552	55	29	
6900000	550.383720	1	-1.154024476880	1.124686976474	-0.048647137644	0.005354598803	0.004554126245	0.000072865771	0.974232893438	N\A	0.067185982496	0.008120691021	0.032531311800	0.004955124554	43	24	
6950000	579.623208	1	-0.991653149696	1.056015509698	-0.040766326446	0.035232111061	-0.000237389626	0.000096471466	0.978315797396	N\A	0.056364664508	0.007062754697	0.028535660988	0.004695273505	47	38	
7000000	562.770594	1	-0.966093525645	1.020256071638	-0.039249121780	0.045216262937	0.003087672782	0.000066867383	0.978753674668	N\A	0.052196643015	0.006916161674	0.027757842474	0.004900942536	45	27	
7050000	578.654496	1	-1.002610936198	1.049086181265	-0.044386812062	0.054436623787	0.001514142930	0.000086888864	0.981679073133	N\A	0.044243462296	0.006350347639	0.023319709305	0.004049676331	55	28	
7100000	578.830685	1	-0.857954833956	0.937126714162	-0.034200121092	0.119586766759	-0.007654066539	0.000121039598	0.980175240089	N\A	0.065720746829	0.009868791047	0.031364810179	0.006087314472	51	25	
