Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MES_d1_m7-fab-003.txt
Log File Name:                   MES_d1_m7-fab-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            4213552461
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MES_d1_m7-fab-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.297316
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.66 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	561.719771	1	-0.527598622362	0.698659346509	0.192854820156	-0.018396413574	0.000123519939	0.971840296741	N\A	0.027503706519	0.023848488638	0.003256808299	35	1	
1050000	580.610468	1	-0.465537138652	0.663721155924	0.235621955304	-0.026296973085	0.000056737418	0.973862161670	N\A	0.024252964323	0.021630711880	0.002534403760	24	1	
1100000	563.193450	1	-0.347775967382	0.617826738584	0.235728804852	-0.020768330641	0.000050723597	0.971956556811	N\A	0.024135264685	0.022182217652	0.002697707331	33	1	
1150000	566.138692	1	-0.479138253397	0.653999758720	0.232527792266	-0.024399714211	0.000019631162	0.972820928704	N\A	0.023731298255	0.021525385217	0.002761668341	39	1	
1200000	565.089756	1	-0.550053450611	0.693153686457	0.223194348127	-0.023916631474	0.000089246709	0.973184843311	N\A	0.025995145363	0.023462100937	0.002861037957	28	2	
1250000	569.846240	1	-0.593526583274	0.720072238809	0.208977888801	-0.027028886096	0.000079116793	0.973349644379	N\A	0.025075136123	0.023121589770	0.002933369755	38	3	
1300000	582.319147	1	-0.525525015047	0.707288462864	0.207218237925	-0.027295959289	0.000069616167	0.976502378662	N\A	0.023354820676	0.021628644709	0.002893590009	37	4	
1350000	560.895105	1	-0.482447309577	0.669947775497	0.234229183900	-0.027016021867	0.000061298792	0.970340168875	N\A	0.022167899223	0.020935151354	0.002700061867	35	1	
1400000	575.804345	1	-0.688919787649	0.704446634349	0.223509934355	-0.026196543205	0.000082166562	0.978416733789	N\A	0.023391367701	0.020833522870	0.002510938408	36	6	
1450000	556.865886	1	-0.542042398004	0.698331498313	0.208437451809	-0.022566647115	0.000078310018	0.974907655945	N\A	0.026139332836	0.024309813008	0.002912103877	41	0	
