Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  HIP_d1_m8-VR-006.txt
Log File Name:                   HIP_d1_m8-VR-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2712632247
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   HIP_d1_m8-VR-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	437.436138	1	-1.075822288393	1.102082528675	-0.038759339651	0.019733413294	0.000102211194	0.971833428347	N\A	0.052200179352	0.007652186836	0.024006938897	51	26	
1050000	414.498583	1	-1.331437047792	1.256308186493	-0.044364286928	-0.063268914364	0.000144895729	0.949519815702	N\A	0.061853578872	0.008493687455	0.026483432259	49	28	
1100000	445.152563	1	-1.265127384848	1.197766196665	-0.040093266993	-0.041675687616	0.000105558895	0.954669478876	N\A	0.059918215545	0.008323431505	0.026079303883	64	20	
1150000	444.207571	1	-1.215742045031	1.154210414944	-0.024608245162	-0.075901113207	0.000144643797	0.951824675657	N\A	0.061693772594	0.008047061456	0.026429416034	37	28	
1200000	430.458996	1	-1.054908495606	1.087768833166	-0.027401361303	-0.011511645297	0.000133891370	0.946892204386	N\A	0.067439491598	0.008350458263	0.027645473835	42	21	
1250000	438.741097	1	-1.202891883791	1.138914277741	-0.037392435639	-0.000343166021	0.000138043839	0.953543234888	N\A	0.058629743586	0.007392073560	0.026024058773	59	25	
1300000	416.551280	1	-1.057113458221	1.091455054216	-0.022676368957	-0.045300465142	0.000148758979	0.945610514415	N\A	0.070694827233	0.009067109270	0.028764628307	40	25	
1350000	442.560818	1	-1.122115727647	1.126027154072	-0.034782787973	-0.019541800351	0.000172834718	0.953266118814	N\A	0.056317055363	0.008108394826	0.024679811715	40	27	
1400000	420.044864	1	-1.191521318286	1.147182838706	-0.037497397738	-0.009344839350	0.000103123992	0.946411651394	N\A	0.063811720357	0.008666604903	0.027046818522	39	35	
1450000	438.914579	1	-1.175644307799	1.151892171174	-0.041964627861	-0.000798727874	0.000129288238	0.948445476863	N\A	0.062353683856	0.008294112025	0.025874091439	55	21	
