Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  NEO_d1_m5-glob-005.txt
Log File Name:                   NEO_d1_m5-glob-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1475439068
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   NEO_d1_m5-glob-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.036913
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.86 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	646.756118	1	-0.971635686647	1.163252781367	-0.010150446664	0.000013560960	0.992302411788	N\A	0.018966610267	0.002462728180	32	8	0.000840392740	Global Trend	
1050000	648.394810	1	-1.005129536597	1.183985447764	-0.011160378701	0.000016951580	0.992608481090	N\A	0.020610964587	0.002860169608	50	8	0.000873588730	Global Trend	
1100000	675.365900	1	-0.896296565033	1.164345667202	-0.009698868601	0.000012918774	0.993584728189	N\A	0.014698671687	0.001927176026	44	8	0.001729489618	Global Trend	
1150000	646.296763	1	-0.999100140832	1.141561703205	-0.007498512877	0.000044461972	0.992785798933	N\A	0.018085681534	0.002291843047	45	10	0.000659744144	Global Trend	
1200000	648.372833	1	-0.892765901577	1.133632309180	-0.007785245842	0.000040334142	0.994554609739	N\A	0.016575549820	0.001995895039	44	10	0.002026661561	Global Trend	
1250000	647.424389	1	-1.015246445667	1.194116879352	-0.013270297042	0.000056857384	0.992736222747	N\A	0.017958934658	0.002350422337	42	9	0.002677885662	Global Trend	
1300000	642.491250	1	-1.078624281355	1.178986844518	-0.011526110505	0.000060771836	0.990752188869	N\A	0.021658706912	0.002831454347	39	8	0.000664337879	Global Trend	
1350000	652.571384	1	-1.021751048912	1.146313679817	-0.007106694308	0.000049613131	0.991048760231	N\A	0.021083045066	0.002759094284	40	12	0.001117760741	Global Trend	
1400000	655.426019	1	-1.090669331251	1.181650636161	-0.011895846737	0.000046148511	0.991610120117	N\A	0.021162518830	0.002822342434	40	8	0.000305584989	Global Trend	
1450000	643.631183	1	-0.903994473156	1.151016807952	-0.009145564441	0.000064039083	0.992460021733	N\A	0.016737569850	0.002194522506	38	8	0.004768529150	Global Trend	
