Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  HIP_d1_m8-fab-002.txt
Log File Name:                   HIP_d1_m8-fab-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1283848771
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   HIP_d1_m8-fab-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.233350
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.70 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	469.568598	1	-0.950534454977	1.020600410328	-0.016800893484	-0.021712606327	0.000105333567	0.961499215350	N\A	0.058493773898	0.006229160510	0.021013337898	41	4	
1050000	459.817133	1	-1.012576006869	1.056736725384	-0.034387603262	0.035369771523	0.000161120499	0.960424698755	N\A	0.054244425767	0.007145739430	0.023948110379	37	4	
1100000	453.260044	1	-1.137916847996	1.131291717297	-0.035086307677	-0.026180163677	0.000138301309	0.953662453277	N\A	0.061583547478	0.008586998380	0.025430973472	48	5	
1150000	449.798583	1	-1.310139442253	1.212066313729	-0.046442578901	-0.004499279509	0.000203977801	0.959254310919	N\A	0.061788383333	0.007697757186	0.024934123877	42	4	
1200000	481.570905	1	-1.071564612973	1.113616891998	-0.039369511509	0.008343567821	0.000043164368	0.960805716890	N\A	0.054703598166	0.006827785726	0.023968591136	45	7	
1250000	482.320659	1	-0.925169015968	1.009987793665	-0.015802469064	-0.012786333378	0.000012918504	0.963958338454	N\A	0.046621071823	0.004765336244	0.018611532365	41	10	
1300000	488.711774	1	-1.058856053539	1.067678544470	-0.020592089015	-0.033093366549	0.000132040346	0.973382234325	N\A	0.047658344033	0.004560073618	0.022431562733	43	10	
1350000	469.994104	1	-1.097925235952	1.111933188335	-0.034327725924	-0.010291925031	0.000143392659	0.961066556489	N\A	0.054297426423	0.007032495435	0.023545913075	35	5	
1400000	462.929839	1	-1.129534366660	1.190121769488	-0.030615045784	-0.088195727624	0.000090868794	0.954210040532	N\A	0.059266254304	0.008066213383	0.025446415047	45	8	
1450000	476.530148	1	-1.126883545688	1.131910024623	-0.030333249804	-0.042182822746	0.000095579743	0.963417771155	N\A	0.052580555555	0.006891281040	0.022281075675	46	7	
1500000	472.286498	1	-1.109900196971	1.154273843243	-0.038473058735	-0.018032364446	0.000155331016	0.958388005959	N\A	0.053565385515	0.007687787886	0.024137409414	42	7	
1550000	486.561386	1	-0.952215363287	1.036803845426	-0.031172252499	0.035346728071	0.000027292239	0.966409014153	N\A	0.054030940728	0.007546950724	0.023211902268	45	9	
1600000	466.981194	1	-1.171703540875	1.170238500512	-0.041497456766	-0.004951387290	0.000013208773	0.964487409625	N\A	0.057157447835	0.006661210173	0.024703892507	41	8	
1650000	469.285240	1	-1.091019956036	1.101299566305	-0.024270924422	-0.027815824712	0.000018458912	0.960613823663	N\A	0.057570819540	0.007426961191	0.023885531620	36	6	
1700000	464.618731	1	-1.094308853898	1.112788593619	-0.035883166790	0.010997500147	0.000019687036	0.964454782726	N\A	0.043884366007	0.006509966185	0.019578608050	37	5	
1750000	437.966394	1	-1.352556783821	1.263227079000	-0.051574133882	-0.028415361016	0.000120702874	0.960340817633	N\A	0.060852459291	0.007872815698	0.022401252311	44	5	
1800000	440.377872	1	-1.249665313823	1.186452067874	-0.043736454995	-0.006451113614	0.000084594224	0.954219651998	N\A	0.060525323629	0.008118016464	0.023812460964	48	8	
1850000	464.621355	1	-1.016479727424	1.053298451226	-0.026094378720	-0.006385738541	0.000066751973	0.958283508450	N\A	0.055925320221	0.007525751799	0.020680202508	42	6	
