Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MES_d1_m8-VR-001.txt
Log File Name:                   MES_d1_m8-VR-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2535831660
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MES_d1_m8-VR-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	567.460751	1	-0.875605740853	0.967044461171	-0.030964332364	0.054893012565	0.000096735714	0.971597315624	N\A	0.041928196466	0.004790369539	0.018750864192	42	29	
1050000	583.054965	1	-0.876401163486	0.983318238005	-0.036966131189	0.062828304634	0.000071954616	0.978336746684	N\A	0.034584264489	0.004171659793	0.014615773493	40	29	
1100000	568.622518	1	-0.850273131740	0.958961755858	-0.031738821328	0.071303190309	0.000061734902	0.973368589327	N\A	0.040121425317	0.004525222016	0.018016646655	30	29	
1150000	553.492079	1	-0.908934372472	0.989375724181	-0.040548669761	0.090635979764	0.000071753245	0.970886428002	N\A	0.039861686789	0.004418580034	0.017998039662	36	24	
1200000	557.359948	1	-0.834319633885	0.965679380312	-0.037266956734	0.079670250126	0.000081220742	0.972970096060	N\A	0.038949677057	0.004655512252	0.017058265566	41	17	
1250000	575.850888	1	-0.965606153402	1.006376232671	-0.034397766868	0.041068303361	0.000059419781	0.976930499026	N\A	0.030629389321	0.003741567135	0.014644483312	60	36	
1300000	565.651624	1	-0.812437895191	0.936358964987	-0.042033646308	0.129696216299	0.000098513267	0.971532943685	N\A	0.041838627312	0.004749799929	0.018913799070	49	28	
1350000	570.290840	1	-0.924701340989	0.977410184111	-0.036389575284	0.078044571711	0.000070826381	0.977476976193	N\A	0.033601344148	0.004095030785	0.014904113091	51	22	
1400000	571.472042	1	-0.872902557063	0.975681957227	-0.031377386812	0.048338173555	0.000082499824	0.981447052122	N\A	0.031709904875	0.003606173094	0.014112067016	43	25	
1450000	587.810066	1	-1.060139031684	1.066399920894	-0.044477510679	0.051518378110	0.000107149979	0.977502179373	N\A	0.036031809819	0.003923405382	0.015902414843	48	23	
1500000	565.694434	1	-0.907171757180	0.986753255809	-0.032546475093	0.051497880828	0.000074206206	0.977110162510	N\A	0.037281763994	0.004264329260	0.016180673221	46	17	
1550000	565.728338	1	-0.994332625214	1.037137630804	-0.039703600904	0.052740857554	0.000057527810	0.973429077614	N\A	0.040428353912	0.004970147654	0.018238683152	44	26	
1600000	567.313368	1	-0.968216925361	1.029602007768	-0.035113881639	0.037405934664	0.000089728752	0.979318800782	N\A	0.029911849956	0.004386671258	0.014985462176	41	26	
1650000	570.773826	1	-0.972444597988	0.997459626242	-0.035922152279	0.061316396801	0.000072356461	0.977990162848	N\A	0.033892664990	0.003065815312	0.013307116952	29	21	
1700000	556.377077	1	-1.067755721437	1.082008969147	-0.043470791721	0.036782939295	0.000054764494	0.984651252586	N\A	0.023927493136	0.003536498933	0.012919157267	43	29	
1750000	566.352486	1	-1.075063404341	1.073186517747	-0.038429710205	0.028848745306	0.000065327034	0.975368621184	N\A	0.035100584803	0.003574937940	0.013996364870	48	15	
1800000	567.383656	1	-0.978442322203	1.026588627406	-0.040975313534	0.065840800777	0.000087518145	0.984047763277	N\A	0.028435356632	0.003978280827	0.014468593273	40	31	
1850000	566.811729	1	-1.109138938807	1.065431205896	-0.042666189265	0.054099739890	0.000145144249	0.974982488577	N\A	0.034757049255	0.003929483939	0.015712676576	48	26	
1900000	563.068983	1	-0.856006603207	0.978271224788	-0.041241541324	0.084475633557	0.000091164220	0.973123845850	N\A	0.038284113618	0.004555298510	0.016999704590	46	32	
1950000	563.119725	1	-0.955483755848	1.011422158149	-0.031314406938	0.031643016357	0.000069065715	0.982827873966	N\A	0.026945355993	0.003772854733	0.013366904621	50	30	
2000000	573.154051	1	-0.998184282825	1.045194993592	-0.037838896988	0.031668821148	0.000070223759	0.980790377618	N\A	0.027482740702	0.003729519000	0.013951089781	39	37	
2050000	573.468263	1	-0.963353395881	1.030225253312	-0.036625756769	0.036596374419	0.000075536691	0.979757786403	N\A	0.032167506411	0.004091853806	0.015211068686	48	27	
2100000	556.888880	1	-0.826509621041	0.962674543358	-0.040389182481	0.102550617682	0.000105007294	0.968852892071	N\A	0.040809934054	0.004483922891	0.017454271707	49	31	
2150000	552.452653	1	-0.965229921902	1.016277065759	-0.037600847102	0.047651459058	0.000038538896	0.971392445374	N\A	0.038266031493	0.004273166664	0.016711537206	40	24	
2200000	572.586120	1	-0.930058426430	1.001277172719	-0.039973968337	0.080580894704	0.000071673941	0.974531605568	N\A	0.038635185288	0.004477379264	0.016882199527	44	17	
2250000	567.301412	1	-0.945056192286	1.028589817369	-0.036423938234	0.037071158991	0.000081544947	0.978272412048	N\A	0.029487593847	0.003902250457	0.014714347786	44	29	
2300000	561.478543	1	-1.004577769267	1.047902464852	-0.039233086872	0.037825665148	0.000058500429	0.974843423020	N\A	0.036419686422	0.004175898334	0.016165831693	61	28	
2350000	568.956335	1	-0.898127637168	0.988981671830	-0.038511436479	0.079494306721	0.000055674042	0.972952120206	N\A	0.041982824035	0.004638188556	0.018515067519	39	24	
2400000	577.287090	1	-0.954341219591	1.017346995610	-0.039758214754	0.072022391506	0.000090444714	0.980605905181	N\A	0.028542519236	0.004009656195	0.014406573217	48	26	
2450000	571.590566	1	-0.999738612631	1.048483759386	-0.041317435097	0.047845434434	0.000078917916	0.978810494287	N\A	0.034388164566	0.003933639593	0.015804114771	45	30	
2500000	562.996309	1	-0.823830066655	0.946470027384	-0.032668432120	0.081722900560	0.000073187347	0.976420063938	N\A	0.037318426757	0.004186001580	0.017730658801	44	24	
2550000	561.112740	1	-1.048996848413	1.075852800477	-0.043719515136	0.035576913883	0.000065629163	0.976785680202	N\A	0.035172477461	0.004011944632	0.015498491324	48	28	
2600000	575.050549	1	-1.042396669699	1.077790402451	-0.038921028296	0.015865516802	0.000063998849	0.979315456789	N\A	0.029813087367	0.003778769459	0.014104835406	42	24	
2650000	556.169447	1	-0.877834967755	0.986722151434	-0.046124225604	0.101650692158	0.000081954513	0.970455207421	N\A	0.041570176870	0.005124662527	0.019020298146	35	24	
2700000	559.169792	1	-1.019148519889	1.063671879869	-0.043964648425	0.045914071485	0.000073357578	0.975243782737	N\A	0.036426556034	0.004138329344	0.016418942237	53	25	
2750000	570.712964	1	-0.931070163540	0.995896679139	-0.038702190027	0.078742388299	0.000082127360	0.983171856161	N\A	0.027211136022	0.003856343036	0.013828268619	58	28	
2800000	575.117533	1	-0.932018894821	1.008316574859	-0.036937520273	0.051658562616	0.000066695667	0.975671368893	N\A	0.037270328336	0.004071557458	0.016377285674	48	19	
2850000	569.282871	1	-0.875729443251	0.971926563172	-0.038689568865	0.089630993406	0.000074536776	0.983520151139	N\A	0.022735075816	0.003725378700	0.013349197847	38	24	
2900000	573.439716	1	-1.023167435526	1.076375153827	-0.038748581122	0.004720812931	0.000075578903	0.976528302454	N\A	0.034899799119	0.003427001897	0.013842529197	37	26	
2950000	571.546430	1	-0.945742308222	1.012619162339	-0.038112492932	0.061086789360	0.000092646632	0.973991797063	N\A	0.037371459330	0.004472780424	0.016696152089	47	29	
3000000	573.582181	1	-1.003680942217	1.053804451864	-0.041060668599	0.039953150741	0.000075881515	0.978271213471	N\A	0.030544850009	0.004091224685	0.014945379858	32	27	
3050000	570.722435	1	-0.814068322256	0.943830034432	-0.033712961374	0.081134453630	0.000073126799	0.976730124832	N\A	0.038074610190	0.004230098133	0.016530189253	40	26	
3100000	573.986152	1	-0.798523809048	0.941726245317	-0.031637398190	0.073630321776	0.000069557243	0.986203557056	N\A	0.030092980708	0.004272444107	0.015453720959	52	21	
3150000	563.302053	1	-0.914044620464	0.991180917489	-0.035159486532	0.063241197649	0.000108680161	0.975315407724	N\A	0.038832420588	0.005354643182	0.018405041096	46	34	
3200000	559.212764	1	-0.880010502943	0.977647546130	-0.035097690035	0.063677102944	0.000057219145	0.972886539946	N\A	0.034541665108	0.003957375877	0.015593434100	48	33	
3250000	573.804571	1	-0.817727893400	0.924167373756	-0.030113779182	0.080964868564	0.000066394682	0.975470943856	N\A	0.038238283677	0.004352736188	0.016524145676	49	24	
3300000	555.261013	1	-0.834643832371	0.944321980195	-0.035152686001	0.095979369408	0.000055277593	0.971237188997	N\A	0.038218965766	0.004107599635	0.016906206171	47	27	
3350000	568.364749	1	-1.007919932415	1.040298812939	-0.035574948738	0.039219913070	0.000068886105	0.981142045783	N\A	0.030069738539	0.003900451471	0.014455326709	53	23	
3400000	563.558799	1	-0.885437061766	0.993072201626	-0.038895072771	0.072335112781	0.000070013291	0.977207718560	N\A	0.035945393843	0.004082888067	0.016229288551	43	28	
3450000	565.047218	1	-0.876781241920	1.012552024542	-0.036205449510	0.047531108235	0.000082310804	0.978541930751	N\A	0.032009603963	0.004257248219	0.015687902239	33	27	
3500000	562.165211	1	-0.869763283133	0.977396188784	-0.034374713804	0.065246451065	0.000076832538	0.983058962758	N\A	0.034975761352	0.004363717026	0.017505679641	55	34	
3550000	562.260024	1	-0.949518422047	1.005074095123	-0.035690922863	0.055506182695	0.000063684196	0.977342186099	N\A	0.036824766451	0.004943195986	0.017688999119	45	30	
3600000	565.220711	1	-1.094347775992	1.082707497985	-0.044409709301	0.049963263215	0.000069374794	0.975328277415	N\A	0.036845352967	0.004209126517	0.016254721145	53	26	
3650000	562.110340	1	-0.955664588003	1.011899568051	-0.034736373893	0.048595668260	0.000056255886	0.976027507602	N\A	0.036331262207	0.004801107741	0.016072942349	53	30	
3700000	561.515882	1	-0.936415914909	1.002731846660	-0.040334434059	0.074537627062	0.000068658011	0.974694843041	N\A	0.037778593330	0.004326656708	0.016476336127	56	20	
3750000	583.447581	1	-0.898561082530	1.001454346501	-0.037803473299	0.054000279203	0.000064330249	0.979547914276	N\A	0.033847498246	0.003891592947	0.015378200241	51	21	
3800000	565.026696	1	-0.944928760338	1.006016832875	-0.036913277092	0.055871235586	0.000068234456	0.972060085983	N\A	0.038510449602	0.004308833182	0.016604331514	49	20	
3850000	570.646063	1	-1.072467953520	1.074119804542	-0.040093553711	0.030263412296	0.000084490420	0.981078349117	N\A	0.026823996730	0.004081667012	0.013824329024	46	31	
3900000	565.764847	1	-1.002541253006	1.048181367671	-0.039584176125	0.039425136496	0.000064746913	0.977346169829	N\A	0.032709109809	0.003618800324	0.015228139034	49	28	
3950000	575.521742	1	-1.069001740346	1.087227002406	-0.044097955661	0.036150472100	0.000194266069	0.977101273378	N\A	0.037499118609	0.004370257782	0.016455087043	56	26	
4000000	575.252378	1	-0.919140140742	1.000019282547	-0.036054106503	0.059124074945	0.000097619084	0.974746000967	N\A	0.038610057209	0.004984924209	0.019464459320	41	25	
4050000	559.145340	1	-0.947612073534	0.999604952439	-0.036131978241	0.064482724860	0.000119942490	0.973549463514	N\A	0.038118605034	0.004436700674	0.016830996357	42	31	
4100000	566.559420	1	-1.011174635054	1.044758250375	-0.037299838284	0.035800941637	0.000077474869	0.977437950722	N\A	0.033797212133	0.004030979802	0.015059475314	51	29	
4150000	553.492439	1	-1.006747435034	1.042940230635	-0.042550371795	0.065033052748	0.000089737771	0.972626419598	N\A	0.041744025279	0.005168642307	0.019232630261	53	33	
4200000	566.423263	1	-0.877966731015	0.984255237790	-0.035747092942	0.060415196443	0.000076218667	0.975310811895	N\A	0.033327908990	0.003992138916	0.015247162331	47	36	
4250000	569.743906	1	-1.059049995891	1.067525564119	-0.039489176361	0.032649400799	0.000064598464	0.977643849936	N\A	0.031148344056	0.004121768738	0.014776734719	41	25	
4300000	568.867588	1	-0.801233962526	0.940154980108	-0.038946195306	0.114659878651	0.000045493329	0.976664120514	N\A	0.032887456343	0.003564852568	0.015804354355	54	27	
4350000	570.651824	1	-0.910779380732	0.986849944324	-0.034873426427	0.065082314749	0.000066418772	0.975056155047	N\A	0.036581283483	0.004126179917	0.016193747535	35	26	
4400000	572.491530	1	-0.910445931770	0.980757726057	-0.032734960263	0.060031456500	0.000055001500	0.977257243965	N\A	0.030479963400	0.003669949420	0.014529410419	37	26	
4450000	549.663327	1	-0.820620093279	0.928369854042	-0.031595211423	0.093673979791	0.000085660753	0.970629208961	N\A	0.038517444227	0.004556753152	0.017588953965	54	27	
4500000	591.042565	1	-1.072599910263	1.081529057261	-0.039942997470	0.011087356576	0.000090798889	0.986035960764	N\A	0.022222157320	0.003443851251	0.012227572792	41	36	
4550000	566.427598	1	-0.870824562789	0.986560664682	-0.035986906030	0.059743288254	0.000089393337	0.980835348562	N\A	0.034590019850	0.004241489625	0.015051757169	49	28	
4600000	565.562090	1	-0.882884279293	0.966877900351	-0.035100283694	0.082574015031	0.000073976407	0.975001639082	N\A	0.033503085183	0.004027540429	0.016011420807	46	23	
