Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  PAL_d1_m8-fab-005.txt
Log File Name:                   PAL_d1_m8-fab-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3851750349
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   PAL_d1_m8-fab-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.207006
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.72 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	463.042194	1	-1.572402113806	1.239209691992	-0.050030948445	0.005438343044	0.000239619801	0.955321813894	N\A	0.052592808345	0.006646623428	0.025887210855	47	13	
1050000	454.404083	1	-0.907714468672	1.103998193657	-0.028722691724	0.010333374196	0.000258560326	0.952612242476	N\A	0.060986062531	0.007642331904	0.027812755151	48	13	
1100000	449.069840	1	-1.359475544420	1.263180256784	-0.040414801272	-0.061179565251	0.000195299587	0.954806754536	N\A	0.065124051254	0.008329548469	0.026806668854	40	15	
1150000	449.050629	1	-1.141138622678	1.207062719961	-0.040847425101	-0.028057368598	0.000240210201	0.954631840826	N\A	0.056662847263	0.007767026922	0.025151693854	39	11	
1200000	452.093455	1	-1.488872661189	1.191637346166	-0.044545320461	-0.000918126178	0.000271779645	0.953578661005	N\A	0.057987256585	0.008024365066	0.028211956683	38	13	
1250000	451.599970	1	-1.022824627098	1.138534301763	-0.040991247924	0.026129085127	0.000204752922	0.958616980706	N\A	0.053893692753	0.006657239290	0.023051387737	40	16	
1300000	450.726091	1	-1.102583452272	1.111796075499	-0.040285044995	0.035608880451	0.000282567092	0.949336590413	N\A	0.061297481723	0.008376479801	0.027959363404	35	11	
1350000	473.459757	1	-1.065548298982	1.169622772403	-0.044823835606	0.019237851209	0.000188084771	0.960350278643	N\A	0.048836184319	0.006240527924	0.021867121575	31	16	
1400000	455.713927	1	-1.261818598051	1.265081480110	-0.052114100480	-0.001594043846	0.000242333739	0.954172832270	N\A	0.058616452769	0.008111765069	0.026499217347	46	14	
1450000	459.466524	1	-1.270717953327	1.231470074309	-0.048149266195	-0.007870775573	0.000183756013	0.964432613364	N\A	0.046211253486	0.006789296210	0.023190446220	33	14	
1500000	446.574620	1	-1.127343625698	1.200916459006	-0.042451706445	-0.005416045171	0.000107603058	0.950276154570	N\A	0.057177740918	0.007630713340	0.027162915200	36	11	
1550000	477.234590	1	-0.846579530632	1.037359330051	-0.030713711149	0.039061925308	0.000143577609	0.964531025822	N\A	0.046046205610	0.006794020519	0.019209009414	51	20	
1600000	468.056772	1	-1.133596456008	1.171970146770	-0.041320052164	0.017066065459	0.000099411748	0.974694722782	N\A	0.035929179808	0.004925508021	0.018912021411	45	15	
1650000	457.406409	1	-1.146230995777	1.153381835776	-0.042637650791	0.025884077871	0.000090692654	0.957119508588	N\A	0.051971395799	0.006113067434	0.022530792394	36	14	
1700000	450.565696	1	-1.205682544138	1.174511272710	-0.048038500513	0.034391621935	0.000261669560	0.957140637627	N\A	0.058984942318	0.006925875311	0.025304836970	37	14	
1750000	461.593378	1	-1.007110786647	1.110231893709	-0.037215424081	0.016748476437	0.000119625225	0.957010647846	N\A	0.064249658100	0.008224409925	0.025251305864	39	12	
1800000	455.252060	1	-0.965951238798	1.076378734719	-0.038532393806	0.051688946692	0.000101039903	0.956512960296	N\A	0.056993268117	0.005934861681	0.023683597559	43	11	
1850000	461.668894	1	-1.220223312378	1.222438168453	-0.059435132395	0.054311496117	0.000080790219	0.957289916962	N\A	0.057868448229	0.006265866203	0.024294944585	44	13	
1900000	445.605720	1	-1.334271044454	1.110354874860	-0.048974287037	0.092388070741	0.000258532670	0.956352019800	N\A	0.053482640531	0.007161722073	0.022755032868	38	12	
1950000	460.287322	1	-1.386133727534	1.110140254780	-0.045673345040	0.060057811395	0.000179899964	0.956716216142	N\A	0.057547713852	0.007286745634	0.023975327037	41	13	
2000000	450.686735	1	-1.202201371725	1.174453016393	-0.031243744926	-0.029361341507	0.000262272238	0.951711641634	N\A	0.058935652530	0.007168646588	0.025740155458	29	11	
2050000	441.589996	1	-1.394277543792	1.315992656122	-0.052377462461	-0.048903214837	0.000216046887	0.952136999617	N\A	0.056596790664	0.006733681851	0.025399679308	38	11	
2100000	473.247045	1	-1.268169144440	1.257285891081	-0.044863296291	-0.018846864726	0.000114454101	0.966735630488	N\A	0.041081620830	0.005296345291	0.019447361944	43	16	
2150000	447.467232	1	-1.002279193178	1.177048332760	-0.061886720599	0.081169876009	0.000206638874	0.953033870144	N\A	0.056550117575	0.007813273248	0.027573559890	25	10	
2200000	451.630452	1	-1.246489943145	1.211922915084	-0.037801311926	-0.026352447476	0.000178839614	0.957378158793	N\A	0.054419219295	0.007511817678	0.025769979197	43	10	
2250000	455.792619	1	-1.171500671489	1.214266875738	-0.050045309431	0.016497891626	0.000238230061	0.957546507909	N\A	0.051292465994	0.007060157891	0.024139266226	43	10	
2300000	456.856374	1	-1.358283436583	1.318440960384	-0.057588918884	-0.028288888788	0.000124443384	0.962479124108	N\A	0.051064518441	0.007424561452	0.023722920624	49	13	
2350000	459.201214	1	-1.283576118162	1.250841419100	-0.050554798924	0.004587137827	0.000108100918	0.955994166579	N\A	0.053741709506	0.007302867159	0.023324988304	46	14	
2400000	457.275997	1	-1.533360763811	1.407955731650	-0.069403900525	-0.007788028537	0.000203796226	0.956885428007	N\A	0.060263321996	0.008146303530	0.026644829839	43	14	
2450000	440.390134	1	-1.307845131169	1.258545524758	-0.039609248985	-0.053690114135	0.000267460975	0.970556638356	N\A	0.046869279559	0.007231550888	0.018284483515	41	13	
2500000	459.094638	1	-1.350423465119	1.323415746330	-0.044692346614	-0.080860661547	0.000132986622	0.955347321024	N\A	0.056633362535	0.008173307952	0.025050993938	30	16	
2550000	457.449894	1	-1.261096828962	1.240965342746	-0.048682358406	-0.003012177996	0.000211659487	0.981175455787	N\A	0.030942384871	0.005886032065	0.021180859175	37	14	
2600000	475.248037	1	-1.200968453832	1.176729758910	-0.027949347829	-0.056508294912	0.000167138436	0.958234873807	N\A	0.052085205572	0.007273875274	0.024357086987	20	22	
2650000	464.916856	1	-1.269665500518	1.258594702229	-0.047214306453	-0.014353798450	0.000137895768	0.953485398555	N\A	0.057766758678	0.007661148711	0.025809926552	30	16	
2700000	462.526353	1	-1.272037013354	1.272084836092	-0.049079242024	-0.028790023753	0.000270447515	0.961591399654	N\A	0.048555962733	0.006671211087	0.021720096294	35	14	
2750000	455.165551	1	-1.131101170370	1.176573927763	-0.043210004649	0.011888537945	0.000108290484	0.950244563553	N\A	0.054120977377	0.006964822039	0.024355281344	46	12	
2800000	439.703164	1	-1.409246822966	1.322533394600	-0.046998784183	-0.065343496018	0.000108523905	0.950504833230	N\A	0.055685188818	0.007179999380	0.024910630564	42	10	
2850000	474.716849	1	-1.267461033969	1.265220984091	-0.053093636254	-0.004575058861	0.000268990413	0.991817486768	N\A	0.030791522925	0.005821303945	0.012704533089	34	13	
2900000	463.888150	1	-1.109657900019	1.149538640420	-0.047993869163	0.056905551308	0.000071852723	0.964159376416	N\A	0.054093934787	0.006253977084	0.022128652567	37	13	
2950000	449.240529	1	-1.325345651776	1.267277018045	-0.055040543246	0.002456116772	0.000234615115	0.951948056742	N\A	0.056773939334	0.006537618095	0.023675575905	41	12	
3000000	464.541986	1	-1.166131126801	1.184655681487	-0.042762723470	0.007738467283	0.000178113749	0.956502112284	N\A	0.056935671955	0.006679689053	0.023244850097	33	18	
3050000	454.737969	1	-1.281138268786	1.269844589630	-0.055232837339	-0.003870361737	0.000253618319	0.952586277011	N\A	0.060697411849	0.007177814798	0.026221257208	37	11	
3100000	481.396086	1	-1.359206937249	1.321281895451	-0.063419995250	0.002219870491	0.000171750779	0.969364537515	N\A	0.040507062085	0.005651712974	0.020763149336	36	15	
3150000	465.072854	1	-1.250330894469	1.216532798028	-0.050246874358	0.029217570993	0.000123757414	0.955904530661	N\A	0.055243730712	0.006174478666	0.022897751030	35	13	
3200000	456.017970	1	-1.060169258269	1.146741664784	-0.049222155899	0.036152667014	0.000340727855	0.954881597042	N\A	0.061970615222	0.007644849411	0.027263069255	43	14	
3250000	484.775855	1	-1.163495621955	1.180321121730	-0.029194520835	-0.045041582603	0.000204404394	0.960270117216	N\A	0.048842994292	0.006275700254	0.021827263854	36	19	
3300000	463.812244	1	-1.122090451420	1.186346736632	-0.045410291155	0.018521579224	0.000204962415	0.958530578651	N\A	0.054568577026	0.007928027474	0.025402822119	38	14	
3350000	449.777537	1	-1.098070983248	1.166214764642	-0.036397101956	-0.007900025520	0.000188032276	0.955274086001	N\A	0.055956953226	0.007472827616	0.025695878590	45	14	
3400000	441.092491	1	-1.219516010809	1.238539409913	-0.052656735358	-0.002420428258	0.000111809997	0.949930185799	N\A	0.061022537113	0.008024164391	0.026636064968	34	13	
3450000	438.849919	1	-1.250688611864	1.324506077154	-0.041383191445	-0.109724448781	0.000168010991	0.962888337526	N\A	0.040499620009	0.006931196556	0.020113543394	36	11	
3500000	454.065723	1	-1.338145662013	1.256089140174	-0.044019700097	-0.023739238872	0.000292163172	0.959522290332	N\A	0.052582322871	0.007360796458	0.024750213263	38	13	
3550000	463.539742	1	-1.009940168686	1.108483408166	-0.023289579103	-0.018856375818	0.000192796907	0.962733593829	N\A	0.053396767396	0.006120950751	0.021564323311	47	15	
3600000	448.112015	1	-1.196178837176	1.196010228977	-0.035421605477	-0.030039975584	0.000363202391	0.959793876658	N\A	0.059198245096	0.008149794413	0.025323075902	52	10	
3650000	437.045916	1	-1.118830897340	1.152594074248	-0.042108573350	0.039533655104	0.000138696896	0.952506174838	N\A	0.055180462233	0.007511506026	0.024495192218	38	11	
3700000	455.477165	1	-1.303541124418	1.242426109424	-0.049372878844	0.010881634062	0.000208394646	0.955731439657	N\A	0.054774207944	0.008162082448	0.022850217177	36	15	
3750000	453.511494	1	-1.348682302326	1.333527781433	-0.075356293019	0.051841177349	0.000224624041	0.953855286302	N\A	0.060592730741	0.008640863652	0.027940968751	39	10	
3800000	448.145281	1	-1.179325030656	1.192315507686	-0.038753491973	-0.015185465322	0.000074620185	0.961857399436	N\A	0.052528324424	0.007539066389	0.023261500762	36	15	
3850000	445.941554	1	-1.082387223826	1.151937177609	-0.044164592463	0.036211674111	0.000246431135	0.958601355998	N\A	0.051750258152	0.007327233737	0.024667388434	35	11	
3900000	446.713009	1	-1.143484674012	1.233213151400	-0.051815053963	0.001300483540	0.000233697132	0.952617027312	N\A	0.057224108640	0.008074633806	0.026073828420	41	9	
3950000	466.959035	1	-1.117269951459	1.161591526063	-0.046214581837	0.030562723035	0.000237151259	0.951551891637	N\A	0.061092472565	0.008066988866	0.028823735828	33	12	
4000000	444.132215	1	-1.049768010496	1.133131938344	-0.038719829623	0.015037975823	0.000122329977	0.955353451403	N\A	0.055150075155	0.006144273416	0.023554981322	39	11	
4050000	463.362223	1	-1.279963450096	1.286413729796	-0.057438280243	-0.008853703941	0.000196459882	0.951134266446	N\A	0.056558038852	0.006723944171	0.024596285252	38	14	
4100000	465.771913	1	-1.227192131766	1.252654403232	-0.058291676790	0.034312129915	0.000205049437	0.972272709024	N\A	0.045890559573	0.007005684485	0.018727959841	46	15	
4150000	440.393532	1	-1.267502697782	1.190390628954	-0.042750367930	0.031069987028	0.000217285689	0.955712749925	N\A	0.054037856974	0.007866770887	0.025768485920	50	12	
4200000	443.564893	1	-1.349966160627	1.324391227021	-0.056276888344	-0.033311297667	0.000283815477	0.964492081178	N\A	0.048820293977	0.007584884168	0.020409656703	49	9	
4250000	461.832655	1	-1.392091545508	1.330311110944	-0.048605816377	-0.056687892904	0.000210391393	0.964673147195	N\A	0.049465956723	0.006823288845	0.022232738523	44	13	
4300000	430.561293	1	-1.177410163252	1.180039357690	-0.045996161623	0.035591425981	0.000226611811	0.950442151705	N\A	0.064301463707	0.008453251458	0.028749367624	31	11	
4350000	442.475818	1	-1.343055233919	1.298800346757	-0.063412068183	0.031741571447	0.000171626342	0.954439422597	N\A	0.058458066230	0.006543235840	0.024725441529	26	16	
4400000	456.096895	1	-1.387244219605	1.333598247416	-0.072359601144	0.027362934397	0.000131375765	0.955060008178	N\A	0.056892693978	0.007021222633	0.024401065944	41	15	
4450000	468.951993	1	-1.057360250565	1.225854845137	-0.043074664032	-0.016379471795	0.000197847675	0.964340228665	N\A	0.050258224126	0.006423383789	0.022055726395	50	16	
4500000	444.663426	1	-1.327036565865	1.329564139471	-0.059373220341	-0.023506173047	0.000187638551	0.956200340566	N\A	0.061130338389	0.007622865759	0.028103665666	46	12	
4550000	448.393765	1	-1.214232615352	1.187183399379	-0.042565805352	0.022042601704	0.000137374208	0.956840760367	N\A	0.054151794898	0.007484628426	0.024278540349	44	11	
4600000	454.829082	1	-1.112000174091	1.166197982295	-0.039379369438	0.004945693148	0.000270682247	0.954274809179	N\A	0.055987859283	0.007784631186	0.026781584857	40	13	
4650000	468.567515	1	-1.153540630469	1.177232899806	-0.033579105323	-0.038265123290	0.000214037712	0.959401555776	N\A	0.047156072296	0.006436707255	0.022143437594	41	13	
4700000	448.854970	1	-1.229664747702	1.229787856011	-0.052477024333	0.017005520227	0.000203750701	0.958489285231	N\A	0.048823933351	0.006424743067	0.018475422339	40	12	
4750000	461.206232	1	-1.023238771125	1.123878696254	-0.037545650474	0.026087464866	0.000190737333	0.954161265068	N\A	0.063345604738	0.008391079996	0.026759556813	55	15	
4800000	444.732192	1	-1.182336011576	1.227015410772	-0.049495055654	-0.006791366307	0.000256063899	0.960907704762	N\A	0.053203362589	0.006324731629	0.022755648800	48	9	
4850000	456.568135	1	-1.035656752893	1.104791461023	-0.035096344853	0.032587509751	0.000174533833	0.956946682253	N\A	0.052726315553	0.007333802003	0.024274633088	36	11	
4900000	445.966597	1	-1.448440727912	1.381748321722	-0.055875063377	-0.069331246965	0.000027498006	0.956739848539	N\A	0.054641667683	0.007175644235	0.025378779751	47	14	
4950000	463.605935	1	-1.270155758647	1.248088058013	-0.048965715312	-0.015576740449	0.000209420887	0.959342024130	N\A	0.057235216747	0.008160111085	0.024064888582	48	13	
5000000	447.406423	1	-1.140639922934	1.172450347455	-0.046801044339	0.038838526303	0.000173152846	0.953496813249	N\A	0.065415089951	0.008730926144	0.029055890068	35	10	
