Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  CEREB_d1_m9-VR-005.txt
Log File Name:                   CEREB_d1_m9-VR-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3993420203
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   CEREB_d1_m9-VR-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Branch	No RJ Local Node	
1000000	565.300030	1	-0.904150506792	1.056527534453	-0.010837455827	-0.029302197971	0.011114067972	0.000072772399	0.983103570056	N\A	0.054467866376	0.007156097847	0.026239238422	0.004946508844	42	22	
1050000	569.130303	1	-0.988956879283	1.097775664333	-0.018476219270	-0.003454419601	0.008827065691	0.000087024630	0.986609997928	N\A	0.075847921665	0.009129204574	0.036056242891	0.005871551418	49	18	
1100000	564.462535	1	-1.024013470544	1.119044626976	-0.016825605233	-0.035295693853	0.009791895563	0.000085115332	0.983766418059	N\A	0.073260389588	0.008796097642	0.035887454183	0.005733102284	41	26	
1150000	570.986668	1	-1.092368164732	1.165211013846	-0.031034187882	-0.015126646900	0.013980498594	0.000055620400	0.983527647099	N\A	0.082340596512	0.011301426026	0.034981144986	0.006341927956	37	19	
1200000	570.319133	1	-1.107208474729	1.196684938564	-0.034016601230	-0.053522981262	0.020178531209	0.000092037093	0.982158946008	N\A	0.077890007472	0.009456074743	0.037998390371	0.006161857028	49	15	
1250000	569.329277	1	-1.063620365769	1.130129913110	-0.022708354177	-0.016036380670	0.012088461731	0.000084352791	0.982348782175	N\A	0.075797817214	0.009735894993	0.035897113862	0.006289542714	56	26	
1300000	574.699593	1	-1.282473234787	1.280359377966	-0.042949099275	-0.037628700791	0.013927808060	0.000079720209	0.983706798081	N\A	0.078209674525	0.010635002412	0.036828675527	0.006586334862	44	19	
1350000	575.858446	1	-1.288736463536	1.249915266877	-0.033858749299	-0.048871375545	0.014024016792	0.000080130329	0.991062250539	N\A	0.068890285606	0.008746079157	0.031867992496	0.005581214249	46	29	
1400000	548.098726	1	-1.160995484869	1.221967711761	-0.035006273358	-0.058057484464	0.019269125432	0.000082484051	0.981697137463	N\A	0.065409169574	0.008262437886	0.032887383207	0.005598388140	51	18	
1450000	577.846526	1	-1.027163247542	1.104881459392	-0.018934682460	-0.005985229842	0.011553570606	0.000072859871	0.985296809616	N\A	0.058803210973	0.007507035537	0.030705821419	0.005291685674	49	20	
1500000	573.362075	1	-1.068788334219	1.152722522586	-0.021366686091	-0.045700155572	0.012393256033	0.000065519765	0.984683637905	N\A	0.079181613639	0.010039064368	0.036803783973	0.006185191215	51	28	
1550000	561.457775	1	-1.153895424167	1.235129717866	-0.036104739578	-0.088278067319	0.023725236414	0.000090633427	0.982855608038	N\A	0.071233683638	0.008844240988	0.035425866700	0.005980092641	56	26	
1600000	570.034833	1	-0.950008059564	1.052162909205	-0.014449327703	0.026249716644	0.006917395568	0.000068001250	0.984561626950	N\A	0.061775381996	0.008593598100	0.031259526377	0.005674543201	40	21	
1650000	551.980345	1	-1.254659344935	1.259016515353	-0.035298093059	-0.057796358005	0.014701504954	0.000088340050	0.981944139426	N\A	0.073418576065	0.009432730201	0.034968077124	0.005962557573	41	20	
1700000	572.904667	1	-1.317021004026	1.291587033901	-0.037806183405	-0.062648083328	0.014934523775	0.000083784983	0.987747213487	N\A	0.064486194449	0.008005841360	0.030422695837	0.005023874195	62	21	
1750000	561.145773	1	-1.149176970815	1.183854509875	-0.027539729152	-0.028550235908	0.012624737362	0.000075111725	0.984226490408	N\A	0.064389160668	0.008255970367	0.032752349464	0.005654686345	54	25	
1800000	572.069762	1	-1.221002104905	1.262483579981	-0.040408030182	-0.065044760008	0.020754463459	0.000080354536	0.986865979111	N\A	0.073274624552	0.010075710388	0.032920511978	0.006125059703	47	27	
1850000	559.143159	1	-0.881250283506	1.000082148793	-0.008767303080	0.041031611816	0.005696926126	0.000070362319	0.984301255305	N\A	0.070220575044	0.008491026192	0.035168911683	0.005595590144	45	18	
1900000	565.105438	1	-1.179319446466	1.208214746019	-0.030795844556	-0.030267316772	0.011036864691	0.000077189471	0.983893928807	N\A	0.073135079325	0.008814018976	0.035654929227	0.005672995584	32	28	
1950000	561.504577	1	-1.281767022196	1.302078605338	-0.039604912127	-0.090870726170	0.016521152044	0.000082781668	0.980618574341	N\A	0.070118144870	0.008695863268	0.035181025817	0.005849579828	43	15	
2000000	568.778470	1	-1.338105489034	1.306586172578	-0.040784122121	-0.070019405232	0.015654240360	0.000083021650	0.984690990413	N\A	0.070796369221	0.008641625361	0.034898938518	0.005650841113	46	19	
2050000	555.139538	1	-1.319464778449	1.308920415887	-0.039446536809	-0.103679338207	0.022570881106	0.000080554655	0.981533172567	N\A	0.068633479439	0.008395966382	0.033859432785	0.005179474547	43	21	
2100000	564.180420	1	-1.182967660498	1.223583277392	-0.033957985274	-0.037212865525	0.013223665036	0.000068276544	0.985904407125	N\A	0.065949232854	0.008055096036	0.031736623860	0.005229986935	48	31	
2150000	568.166636	1	-1.087994000175	1.127504227086	-0.021735106705	0.012781736275	0.005894101360	0.000046654120	0.986120293059	N\A	0.073470408424	0.009199010065	0.034809200500	0.005833868484	48	27	
2200000	567.929649	1	-1.141471773495	1.176184804399	-0.024516453585	-0.050252318987	0.014524958028	0.000074491586	0.981856354719	N\A	0.071746311381	0.009451476706	0.034053433063	0.005908933698	54	20	
2250000	559.685881	1	-1.326537626231	1.320140995779	-0.045983654809	-0.082905661521	0.022380649173	0.000079356607	0.983061241703	N\A	0.068215836718	0.008485456213	0.034610487779	0.005726131061	46	16	
2300000	574.928006	1	-1.140692777622	1.177897507219	-0.024113137810	-0.046977692345	0.013246333569	0.000075680236	0.986321074497	N\A	0.063650048954	0.007955294287	0.031460242437	0.005224491860	43	20	
2350000	564.306610	1	-1.284948876051	1.259977550510	-0.031766487468	-0.064093312122	0.013278099189	0.000093339876	0.980767274456	N\A	0.070180490505	0.008706330831	0.035075621492	0.005924100141	40	23	
2400000	564.114975	1	-1.216165951500	1.231605934060	-0.038302529484	-0.022973579806	0.014567028766	0.000087463995	0.984150744013	N\A	0.073825679948	0.009138102574	0.034855340872	0.005754204065	40	26	
2450000	556.484625	1	-1.242629055613	1.223265861009	-0.024413743682	-0.079726080675	0.015893764177	0.000063067085	0.984740509637	N\A	0.061775201374	0.007948627620	0.032182347086	0.005313077011	49	29	
2500000	568.105897	1	-1.187005289797	1.215184677956	-0.027666503568	-0.057462750620	0.012786764661	0.000085644616	0.984673279189	N\A	0.072359816523	0.010128123724	0.033808984915	0.006143936987	36	22	
2550000	561.788505	1	-1.375582077381	1.327318407355	-0.040727696669	-0.102542017921	0.019967695593	0.000073849831	0.982456731807	N\A	0.065545903052	0.008233008837	0.033327709933	0.005467639001	46	18	
2600000	574.487661	1	-1.288077151510	1.298274887857	-0.045275510157	-0.073451759004	0.022112835837	0.000094027043	0.988903310324	N\A	0.061519180942	0.008143994122	0.030326577070	0.005285338226	60	25	
2650000	571.693329	1	-1.168000038798	1.186590915162	-0.021959219344	-0.048056153367	0.011082608400	0.000084835263	0.985347125920	N\A	0.070793967979	0.008896971128	0.034270770938	0.005744734879	29	16	
2700000	574.596316	1	-1.391687899969	1.373857148920	-0.047732543309	-0.137394984898	0.027156485859	0.000076902416	0.985839233771	N\A	0.074903249729	0.008984094359	0.035550902961	0.005642219351	50	33	
2750000	552.494977	1	-1.095696980445	1.165119537410	-0.026415004468	-0.016806065715	0.007948619665	0.000081664183	0.981470503089	N\A	0.078449844543	0.009686586533	0.038523928995	0.006291422737	40	15	
2800000	558.107331	1	-1.338712945831	1.354656449414	-0.052460701156	-0.101891449824	0.024832126893	0.000088682352	0.983934139569	N\A	0.082174413223	0.011638844787	0.037604108370	0.007147610024	44	38	
2850000	560.539880	1	-1.091637734785	1.112610126680	-0.015860758264	0.008647092423	0.003243975878	0.000033824472	0.985724474836	N\A	0.074064242164	0.009360317591	0.034887757312	0.005823228347	37	29	
2900000	578.141935	1	-1.314493340276	1.296709739150	-0.036445119899	-0.082747515637	0.016149162795	0.000075798610	0.985602826442	N\A	0.065706186917	0.008140816488	0.032104812933	0.005258400553	39	20	
2950000	576.168550	1	-1.372585184833	1.335489362940	-0.040596854355	-0.126501995425	0.024939428166	0.000091896566	0.984222262215	N\A	0.063573459917	0.008179207939	0.029977430695	0.005075773898	37	24	
3000000	563.269027	1	-1.121329049130	1.154197151349	-0.021082330032	-0.040716833644	0.014995191209	0.000079141886	0.982359320587	N\A	0.068133857342	0.008407571570	0.033638734969	0.005532431237	49	22	
3050000	560.634785	1	-1.187742703626	1.227856129585	-0.031835689039	-0.063572373713	0.015237242143	0.000085131170	0.987825260707	N\A	0.067794560554	0.008355968953	0.033220363888	0.005386150332	49	19	
3100000	571.533456	1	-1.444417171854	1.402116038556	-0.052123059896	-0.138528863235	0.028198685341	0.000097138550	0.984045353222	N\A	0.065376957972	0.008536155159	0.031644326756	0.005483539178	40	23	
3150000	559.989847	1	-1.039943404999	1.142782942740	-0.023872012752	-0.034026214975	0.012681381576	0.000083220427	0.980569344099	N\A	0.093998655550	0.012818659667	0.040805069091	0.007340917788	40	22	
3200000	564.068113	1	-1.040907130103	1.125088996076	-0.019679941904	-0.032901985348	0.013397671576	0.000062660953	0.985126586861	N\A	0.069074860511	0.008055116143	0.032173143920	0.004521938508	50	20	
3250000	573.480592	1	-1.238818166743	1.287090809088	-0.042891136763	-0.088759109022	0.024168159046	0.000077823454	0.984894695916	N\A	0.080899577538	0.011273352314	0.037193778080	0.006743337332	50	29	
3300000	569.257078	1	-1.085534292205	1.160244595178	-0.024705429063	-0.037808052234	0.014349021713	0.000064809563	0.984631304238	N\A	0.064909245404	0.007859372446	0.031802385062	0.005257453605	44	18	
3350000	567.658531	1	-1.180230993932	1.213344352655	-0.035024600551	-0.032908027659	0.014714793601	0.000078014163	0.983792195738	N\A	0.068870406602	0.008318662810	0.034181325911	0.005437409174	57	22	
3400000	571.569138	1	-0.968238263111	1.068432095563	-0.011600087110	0.000331340710	0.005323558609	0.000084613160	0.988061091027	N\A	0.078462769827	0.009287874749	0.036940815226	0.005781246168	40	21	
3450000	573.424903	1	-1.178025487388	1.226934574080	-0.032695033354	-0.069220064175	0.018355226264	0.000086406523	0.983395524374	N\A	0.071753553922	0.008628636473	0.035264082207	0.005515804445	43	19	
3500000	550.454347	1	-1.118544571958	1.165467752820	-0.019395455469	-0.044595965961	0.008582258463	0.000067766304	0.982693021838	N\A	0.067339676442	0.008097291812	0.034131711955	0.005444406112	47	29	
3550000	571.121815	1	-0.996995526774	1.111107264545	-0.019793717012	-0.038572223497	0.013781733055	0.000089894178	0.984359926250	N\A	0.067122805108	0.007536196653	0.034842282027	0.005196933993	46	16	
3600000	561.229971	1	-1.126084581988	1.188708003483	-0.027435650554	-0.057142642283	0.015574659479	0.000084853221	0.981700722109	N\A	0.067918884375	0.008506902552	0.033121177625	0.005369707379	46	26	
3650000	549.605101	1	-1.423111636586	1.388420485139	-0.047978109029	-0.142641131852	0.025361741420	0.000086060719	0.982733915594	N\A	0.060350883660	0.009690049924	0.031094652952	0.006151685125	50	18	
3700000	563.731094	1	-1.209235720460	1.239149863825	-0.034431958668	-0.061934300671	0.017610625175	0.000082548751	0.984618300646	N\A	0.066350844141	0.008376452219	0.032679824339	0.005445102244	40	26	
3750000	561.757708	1	-1.375820999359	1.359327996507	-0.047368351910	-0.115254174184	0.024486809527	0.000074704701	0.986217288221	N\A	0.060456385284	0.008759023098	0.028847688013	0.005770453683	62	20	
3800000	565.705568	1	-1.312237771724	1.332014997291	-0.050259649419	-0.094894653908	0.027357238338	0.000084877631	0.987126900331	N\A	0.084298791053	0.010860167419	0.038931680453	0.006846158994	40	22	
