Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  AMY_d1_m7-glob-004.txt
Log File Name:                   AMY_d1_m7-glob-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            8197337
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   AMY_d1_m7-glob-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.287140
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	512.612900	1	-0.902033242980	0.729154758443	0.169284306972	-0.020289088623	0.000103601214	0.969926143825	N\A	0.023582720924	0.023037992206	0.003195199100	36	7	-0.002902929996	Global Trend	
1050000	521.260515	1	-0.943661108619	0.718180830327	0.198747277888	-0.029175886402	0.000094328367	0.970537365836	N\A	0.022218939365	0.023876904711	0.003168000787	36	6	0.000864917164	Global Trend	
1100000	506.121513	1	-1.008211430968	0.695835336481	0.225770329314	-0.028449414737	0.000121443636	0.959365905166	N\A	0.029799349839	0.027857226017	0.003442423064	28	6	0.005386233138	Global Trend	
1150000	528.044129	1	-0.798675864432	0.677805588529	0.258650547815	-0.034386539035	0.000082475047	0.966312792143	N\A	0.027248285278	0.024959485166	0.003074430807	31	8	-0.005905154317	Global Trend	
1200000	509.572789	1	-1.087052002953	0.799665481507	0.149912658788	-0.028488173547	0.000101292887	0.976112010766	N\A	0.024681354408	0.018495202928	0.002713850786	54	6	-0.001069062938	Global Trend	
1250000	484.711496	1	-1.203697115639	0.836562705287	0.138485117624	-0.028257981662	0.000220079007	0.961675719001	N\A	0.033986550889	0.031513400313	0.004043445431	32	5	-0.000249285646	Global Trend	
1300000	515.280663	1	-1.129802429598	0.768932731014	0.205378355826	-0.033964759052	0.000107018034	0.958698475954	N\A	0.031299774404	0.029656206495	0.003718786620	36	5	0.004889284072	Global Trend	
1350000	501.299542	1	-0.925354406808	0.721990158979	0.237474135526	-0.037873845350	0.000081705781	0.964203113195	N\A	0.026962284743	0.025081616522	0.003377400927	35	5	-0.002768769325	Global Trend	
1400000	526.779143	1	-1.073484376383	0.766840290253	0.182206402593	-0.034810751046	0.000098662654	0.965204158607	N\A	0.026778622416	0.025509525863	0.003478297732	30	7	0.004008713818	Global Trend	
1450000	513.686521	1	-1.007917627867	0.744009956560	0.200165800450	-0.033928578069	0.000127655470	0.963614465907	N\A	0.027950574053	0.026421790626	0.003348353265	37	9	0.001791967757	Global Trend	
1500000	526.709320	1	-0.860877031706	0.701335203556	0.219249837049	-0.030548367911	0.000097270563	0.966349952733	N\A	0.027365471543	0.025235784992	0.003247409664	33	8	-0.001601786331	Global Trend	
1550000	505.115322	1	-0.989000469483	0.716219004360	0.223400926806	-0.030092950856	0.000098107060	0.958915251290	N\A	0.031607637906	0.028982692618	0.003888418838	35	7	0.001603957751	Global Trend	
1600000	506.071814	1	-0.913636922822	0.678395768895	0.274402633463	-0.036718877446	0.000076839941	0.962358554446	N\A	0.026534740319	0.024844858842	0.003464996296	33	5	0.000245875826	Global Trend	
1650000	521.649744	1	-0.975228816371	0.706939711901	0.251133866935	-0.037432078998	0.000113897104	0.966851074562	N\A	0.028571134029	0.026220066135	0.003316370057	48	7	0.001038220024	Global Trend	
1700000	522.395260	1	-0.995559068583	0.738674545039	0.232737072924	-0.037619354202	0.000060719687	0.966185413806	N\A	0.028414340982	0.025550892572	0.003500174777	31	5	-0.001512783912	Global Trend	
1750000	513.340780	1	-0.932486585600	0.740023470455	0.167206007590	-0.024147252863	0.000101816611	0.961297260769	N\A	0.029912632117	0.027592443980	0.003443186264	34	7	0.000311001296	Global Trend	
1800000	507.651011	1	-0.919683208002	0.676200633036	0.253404610080	-0.031443147439	0.000110383567	0.959406110480	N\A	0.032864944253	0.029274555865	0.003706494794	33	5	0.001727106402	Global Trend	
1850000	492.298842	1	-0.774953372945	0.652673262231	0.250697641488	-0.026062595501	0.000163800779	0.958592427800	N\A	0.030793860261	0.027473899022	0.003541373336	38	5	-0.003602958176	Global Trend	
1900000	514.080741	1	-1.029717824486	0.756774106476	0.183775432122	-0.027595947074	0.000088022588	0.964153112592	N\A	0.028150108460	0.028477779984	0.003998114652	27	4	0.000428982938	Global Trend	
1950000	511.131600	1	-0.959295045719	0.745488416106	0.149371128098	-0.020152884795	0.000109522979	0.974191976971	N\A	0.020678418024	0.018663062536	0.003025500331	29	5	0.001092653979	Global Trend	
2000000	520.700128	1	-0.859393861536	0.689776151487	0.223267074416	-0.028461642903	0.000094146492	0.972353229398	N\A	0.023527552156	0.022589684267	0.003146802155	35	8	-0.001048050189	Global Trend	
2050000	512.957736	1	-0.785800853882	0.660205601829	0.254456712629	-0.032266110165	0.000120316234	0.961109961072	N\A	0.028171860550	0.026071464650	0.003330591999	27	5	-0.002855495374	Global Trend	
2100000	516.835405	1	-1.009301029329	0.736370774337	0.214790887351	-0.036045491733	0.000091415539	0.963375360737	N\A	0.026980745803	0.025601884001	0.003528886835	29	10	0.001639113796	Global Trend	
2150000	494.987814	1	-1.024474813083	0.728153035521	0.206044267204	-0.026828166006	0.000130915707	0.956551405041	N\A	0.032695390761	0.029134998186	0.003264337181	30	5	0.002760876273	Global Trend	
2200000	503.796480	1	-1.037204966092	0.759022433732	0.171010604071	-0.027216623740	0.000102226262	0.959315096797	N\A	0.030035609731	0.026837871714	0.003817844086	41	6	0.001698533969	Global Trend	
2250000	512.139931	1	-0.805757673952	0.647588032112	0.299271190525	-0.039908601046	0.000088517714	0.960161534060	N\A	0.032050766236	0.029093945811	0.003687535685	32	6	-0.002294193431	Global Trend	
2300000	505.564532	1	-0.903884915197	0.740342666145	0.167374044381	-0.022642580509	0.000109709616	0.967959764879	N\A	0.026179911784	0.023518720026	0.003257276005	40	3	-0.002923732394	Global Trend	
2350000	507.438091	1	-1.107686817596	0.768398057822	0.134535845990	-0.019188294169	0.000122820404	0.965105482238	N\A	0.027172195814	0.024882152716	0.003250823210	31	3	0.005714519309	Global Trend	
2400000	514.290551	1	-0.863277854339	0.690447633377	0.224404181486	-0.029269568620	0.000095877594	0.965077422432	N\A	0.026721989099	0.024087132098	0.003031127221	34	4	-0.001188564485	Global Trend	
2450000	504.381108	1	-0.793207743040	0.655431446813	0.246388274119	-0.030914883567	0.000097485598	0.954954478233	N\A	0.030975204998	0.029246457899	0.003739061270	31	8	-0.000261545110	Global Trend	
2500000	504.260236	1	-1.038515051614	0.748881786808	0.214914630983	-0.034894206472	0.000099038215	0.958570499488	N\A	0.033305101577	0.029192862255	0.003791373885	23	3	0.000844125146	Global Trend	
2550000	508.550492	1	-0.990264608291	0.760015505229	0.159188090954	-0.026091492056	0.000133765733	0.965487901157	N\A	0.030723842708	0.027090260008	0.003460927247	30	7	-0.001018628515	Global Trend	
2600000	500.671175	1	-1.078787613441	0.795856163917	0.168632237971	-0.027047994760	0.000118345460	0.964318345854	N\A	0.029971186915	0.029152913848	0.003540144854	31	6	-0.010010818299	Global Trend	
2650000	518.225192	1	-0.790982900806	0.662074779267	0.236602128731	-0.031570441990	0.000115085975	0.964570345480	N\A	0.026744795833	0.024369211539	0.003265963763	32	9	-0.000427050186	Global Trend	
2700000	513.824874	1	-0.870088934268	0.649170129603	0.253214742917	-0.029927609455	0.000100311837	0.962572193528	N\A	0.027645245763	0.025998663366	0.003253155955	31	10	0.003116696639	Global Trend	
