Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m9-fab-006.txt
Log File Name:                   STR_d1_m9-fab-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1255397502
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m9-fab-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.147241
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.77 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Node	No RJ LS Betas	
1500000	520.736307	1	-2.110569516392	1.214410877155	-0.010053791894	-0.147554797517	0.012978617929	0.000130556422	0.978814272550	N\A	0.089411270652	0.013299686509	0.038693873572	0.007872930528	37	2	
1550000	549.630271	1	-1.383073016437	1.031318206721	0.010524420764	-0.055502954035	-0.003699257174	0.000135588174	0.982417582889	N\A	0.087026139622	0.012292881912	0.037496424218	0.006948654410	30	3	
1600000	539.482211	1	-1.541448960713	1.126184721099	0.000439061531	-0.075185474397	-0.006799326245	0.000108174244	0.977290729310	N\A	0.078038487504	0.010248151064	0.036583594038	0.005970817066	43	2	
1650000	538.801720	1	-1.653441199739	1.211560062754	-0.015863307385	-0.106175486244	0.007458828116	0.000092443770	0.980399172545	N\A	0.098371447323	0.013794542193	0.043179175482	0.008419304634	49	0	
1700000	545.042975	1	-1.402457697414	1.047417907997	0.001517717229	-0.030250070538	-0.003047798686	0.000107742892	0.982324795494	N\A	0.078621343857	0.011166506976	0.033462221221	0.006335287431	33	3	
1750000	549.186922	1	-1.495475404704	1.091350022474	0.002536779655	-0.067805794835	-0.000258366600	0.000130251883	0.983314472610	N\A	0.067211175550	0.009331271050	0.029392619867	0.005698144863	31	1	
1800000	541.413016	1	-1.637847082492	1.204272869100	-0.005641859276	-0.118187717814	0.001972837361	0.000065055053	0.980215971439	N\A	0.095857087007	0.013099795605	0.042500582404	0.007692767536	37	2	
1850000	536.138782	1	-1.470788750138	1.111298966641	-0.001311849612	-0.105661919326	0.008520795536	0.000015376036	0.980664550495	N\A	0.093025632746	0.012697488434	0.041239224287	0.007573773412	44	1	
1900000	533.028064	1	-1.527160778378	1.163001523333	-0.023591224430	-0.046259782442	0.009781480212	0.000146717199	0.975200907289	N\A	0.086690334128	0.011932752900	0.040404604930	0.007406076725	45	2	
1950000	551.208561	1	-1.670322580292	1.227352065698	-0.013714005037	-0.141519743683	0.010944926106	0.000139625986	0.984583101684	N\A	0.068557451813	0.008894010710	0.033523415684	0.005683050161	33	2	
2000000	539.428887	1	-1.581148461596	1.198338395535	-0.020561115227	-0.100970976569	0.012716520029	0.000193952536	0.983056860322	N\A	0.082457108704	0.011852889073	0.035862799675	0.007062596850	32	1	
2050000	550.582733	1	-1.495107489889	1.082706105917	0.003561072795	-0.052727583100	-0.003130628113	0.000099960282	0.982213147247	N\A	0.081468566345	0.011069823634	0.037045421075	0.006400874791	39	2	
2100000	538.748576	1	-1.634405032834	1.195401725305	-0.001300602633	-0.152025525295	0.004029879222	0.000097373275	0.981719938512	N\A	0.079669013052	0.010912508018	0.035397472619	0.005794237441	33	2	
2150000	546.405987	1	-1.370764540589	1.015836477420	0.012754565971	-0.040422724186	-0.005972319460	0.000128566605	0.984314987469	N\A	0.092034354604	0.012534459284	0.040686519347	0.007679390376	30	1	
2200000	548.983176	1	-1.543872658085	1.168025673067	-0.008107205312	-0.153102070829	0.017559693212	0.000091572365	0.986275938500	N\A	0.079469455694	0.011521219081	0.034227993027	0.006831265942	33	1	
2250000	532.783181	1	-1.509718570218	1.133408651763	-0.002430820130	-0.111885579344	0.004496164097	0.000087090835	0.976295977520	N\A	0.101248436968	0.015196083147	0.042507613397	0.008395253304	38	2	
2300000	548.148646	1	-1.404270395654	1.052501645894	0.013247279407	-0.056715234386	-0.009486823832	0.000052363559	0.991181149109	N\A	0.075478591283	0.012409610007	0.030722548225	0.007230531840	41	1	
2350000	547.039942	1	-1.879644772123	1.410042238007	-0.047999638557	-0.175969785251	0.027831988667	0.000089748791	0.978010143660	N\A	0.089496547930	0.012831227935	0.040206188604	0.007802532750	39	2	
2400000	542.403178	1	-1.585786086354	1.178141993867	-0.014368000549	-0.085188745179	0.006655350423	0.000160722616	0.983732637308	N\A	0.080664886553	0.009775156423	0.037804508627	0.006048652784	34	2	
2450000	545.218896	1	-1.599450837031	1.197563691963	-0.008206805591	-0.133852023220	0.006999215973	0.000185621932	0.980067823020	N\A	0.082350655868	0.011136030475	0.037738080545	0.006740231423	39	3	
2500000	548.361475	1	-1.586112895812	1.154063454118	-0.007123491830	-0.085966262628	0.004356966538	0.000102597374	0.978971274181	N\A	0.074655746145	0.009394908594	0.037590420432	0.006165722983	43	3	
2550000	532.754993	1	-1.687036267819	1.227952752480	-0.009046629091	-0.145792349149	0.009527443777	0.000093474428	0.977226813255	N\A	0.086349953758	0.012481098680	0.038858842383	0.007242110694	36	3	
2600000	562.385894	1	-1.787859463207	1.359320851209	-0.036706798348	-0.204609591452	0.028697371085	0.000062811972	0.983791438976	N\A	0.081378391405	0.011917855523	0.036168635760	0.007364944724	36	1	
2650000	542.776907	1	-1.765735476833	1.308233703607	-0.021954416349	-0.203624515847	0.026156186008	0.000107406328	0.985041903228	N\A	0.095440048547	0.014023851028	0.038573377876	0.007838244290	43	2	
2700000	537.500808	1	-1.678801811025	1.249203928484	-0.017584467516	-0.136268323672	0.009229905135	0.000084480696	0.982281548318	N\A	0.085456314293	0.012961365104	0.036845990987	0.007717513727	37	1	
2750000	525.031392	1	-1.549262960746	1.121509675205	-0.006780250610	-0.047356859290	0.001771463725	0.000169048473	0.976971580197	N\A	0.097013934851	0.013066215041	0.042394667758	0.007505128663	37	2	
2800000	538.180063	1	-1.464399498668	1.086824882267	0.005174918416	-0.083903013977	-0.000697131781	0.000089269611	0.982174795895	N\A	0.087195231479	0.012351160968	0.037843024790	0.007214771364	37	1	
2850000	544.513664	1	-1.562646647129	1.167859943640	-0.009486038343	-0.133711912305	0.015546672197	0.000080763732	0.985085203547	N\A	0.088200782206	0.012739779488	0.038543763306	0.007872781861	39	3	
2900000	547.507716	1	-1.206182506255	0.872251854475	0.030652915221	0.037596879781	-0.019332557933	0.000122389532	0.985914962097	N\A	0.069231157530	0.008894433103	0.032698156267	0.005585026179	26	4	
2950000	544.637395	1	-1.594231474028	1.129927462947	0.008676201941	-0.109131126907	-0.001683485698	0.000157692802	0.980461733599	N\A	0.090647078116	0.012726621844	0.039053132961	0.007227975982	46	1	
3000000	528.404916	1	-1.365227421385	1.021593278832	0.007083104977	-0.019671878443	-0.008120982678	0.000114990556	0.975227875606	N\A	0.094421880808	0.012840058701	0.041580400677	0.007015683809	36	5	
3050000	543.528207	1	-1.542416177024	1.121459834093	0.000127806906	-0.065733698066	-0.004503953578	0.000149510055	0.982979997730	N\A	0.085459125902	0.013055419521	0.035745364973	0.007454308244	30	1	
3100000	537.543038	1	-1.454353792326	1.069875926956	0.005468417656	-0.061649116863	-0.002367838416	0.000141021959	0.981817459966	N\A	0.086058632388	0.013655006334	0.033959142322	0.007458935209	44	1	
3150000	538.560865	1	-1.569262929399	1.180019461033	-0.010500481931	-0.129170160078	0.013551362815	0.000205230220	0.977950726743	N\A	0.091579294579	0.013955258621	0.038172470603	0.007770094898	29	0	
3200000	539.898869	1	-1.331484499148	1.004359183062	0.006867600081	-0.031246392950	0.000204593524	0.000196724313	0.982952110283	N\A	0.085759805121	0.011779145131	0.037841055908	0.007232466805	30	0	
3250000	520.497892	1	-1.182858752637	0.878197328924	0.028004200531	0.000364205209	-0.009309969896	0.000093416412	0.980411706813	N\A	0.087968261644	0.013684418565	0.035463266202	0.007243682973	32	0	
3300000	553.571253	1	-1.336978096656	0.952414267239	0.024770396617	-0.017545859540	-0.013428986314	0.000047295411	0.985321372981	N\A	0.073988035372	0.009811777936	0.032607668856	0.005674930800	37	2	
3350000	551.255958	1	-1.795487074465	1.335016302931	-0.040797894221	-0.103609977666	0.011519614331	0.000142696795	0.981194115066	N\A	0.069170090619	0.009624794988	0.027711471198	0.005322164239	42	1	
3400000	541.409718	1	-1.859163558270	1.392039328196	-0.046434392133	-0.178173832737	0.028485243693	0.000127720022	0.981912705715	N\A	0.071856318017	0.009703860158	0.034800007576	0.006327446270	33	3	
3450000	529.656293	1	-1.432292778629	1.064336967323	-0.000861324808	-0.041586677291	0.000702951833	0.000168503629	0.984170139285	N\A	0.095334981888	0.013184993039	0.041584634668	0.007899291774	36	1	
3500000	541.060163	1	-1.583335135867	1.162276118468	0.002680534368	-0.117505136914	-0.001401996897	0.000099812016	0.979072358339	N\A	0.086336337547	0.012019712969	0.038000580195	0.006788135757	29	2	
3550000	540.893835	1	-1.284250464122	0.936310279777	0.033330878241	-0.066346962849	-0.008771373805	0.000141589441	0.980534294296	N\A	0.097629972978	0.015104269267	0.037607939032	0.007851031748	39	2	
3600000	550.159965	1	-1.656840553766	1.233578645272	-0.017925850573	-0.117960129822	0.009871465711	0.000133633383	0.986680029652	N\A	0.083301677525	0.012573566746	0.033088432364	0.007113476952	40	1	
3650000	554.213234	1	-1.153058421276	0.834876235846	0.044523691537	-0.017644866595	-0.014231129925	0.000169642454	0.984611206270	N\A	0.074489325580	0.011074543008	0.032354499320	0.006412509543	38	5	
3700000	544.102337	1	-1.464160893026	1.086097314568	-0.003405169953	-0.061085458717	0.004986239688	0.000068047746	0.984639574119	N\A	0.084576570123	0.012202917716	0.035411635816	0.007066128486	33	4	
3750000	545.575708	1	-1.531181214708	1.138653899537	-0.002861214731	-0.097631464285	0.001832594418	0.000105188175	0.983172950837	N\A	0.083734105729	0.012247864977	0.035171316469	0.006740437512	37	1	
3800000	538.655087	1	-1.609196968312	1.193007843094	-0.016449388701	-0.105201041877	0.012210564638	0.000150397189	0.988422155103	N\A	0.075472718152	0.011386436438	0.032087846951	0.006975049909	41	1	
3850000	553.218931	1	-1.485416092528	1.102704532968	-0.003562861846	-0.081597344457	0.007415656844	0.000075656411	0.983872008522	N\A	0.082390545892	0.012719405556	0.031906824381	0.006930871151	35	1	
3900000	536.583249	1	-1.639319552339	1.199408611187	-0.001616329857	-0.159233179001	0.006869547367	0.000103014569	0.977318964517	N\A	0.085117853133	0.011492146322	0.038825003433	0.006736343989	30	2	
3950000	530.642561	1	-1.506687497942	1.124419760425	-0.007795830680	-0.081756121396	0.008541790689	0.000118003127	0.978897974328	N\A	0.093731331043	0.013820393324	0.038931575250	0.007515360465	21	0	
4000000	537.213649	1	-1.229194463273	0.900831252697	0.038971467711	-0.056628214107	-0.009132387864	0.000079247837	0.981253065037	N\A	0.082761423319	0.012181223232	0.035686369614	0.006900886334	39	3	
4050000	551.557311	1	-1.322577421987	0.941758940654	0.026524128734	-0.006122372728	-0.015903182229	0.000132613456	0.984487383354	N\A	0.071330217620	0.009233062935	0.033826441009	0.005714535553	44	3	
4100000	555.515510	1	-1.332440438880	0.956822605301	0.025789025673	-0.014072057572	-0.017422081748	0.000084995126	0.978222480150	N\A	0.077061898547	0.010471053685	0.035978250429	0.006288981937	33	2	
4150000	538.616882	1	-1.510286217533	1.097779444025	-0.000782525236	-0.024640571554	-0.009283137882	0.000266916849	0.978129500016	N\A	0.088943482565	0.013559395196	0.036984944131	0.007584519249	42	2	
4200000	544.124384	1	-1.539964035070	1.146290589970	-0.006752102823	-0.082131984313	0.002034423963	0.000104686713	0.979238352218	N\A	0.077697561994	0.010691642006	0.035269132036	0.006307978723	41	3	
4250000	549.734453	1	-1.312020175803	0.954715025718	0.030816662296	-0.047721121465	-0.014725703003	0.000133134878	0.981855954246	N\A	0.076303712319	0.010015317529	0.035434111380	0.005938463473	42	4	
4300000	538.857634	1	-1.513068682764	1.076021326705	0.013699881023	-0.089901298226	-0.004441596664	0.000159884953	0.979629083539	N\A	0.078742393657	0.009901184212	0.036834833048	0.005691681128	42	2	
4350000	543.655205	1	-1.543069003662	1.115808679098	0.002574420616	-0.091256986606	0.000499500968	0.000082523512	0.982412202424	N\A	0.071666475483	0.008708597626	0.035759995704	0.005802652641	30	3	
4400000	550.397734	1	-1.701470677603	1.265046773430	-0.026800111268	-0.125811103460	0.018369217621	0.000088937399	0.983639315850	N\A	0.091699735805	0.012851131265	0.040359129684	0.007757056928	41	4	
4450000	532.994097	1	-1.684177968713	1.246706840568	-0.022947980721	-0.118842423431	0.013221455013	0.000109656994	0.981715973924	N\A	0.091118622305	0.013790077117	0.038105061779	0.007815451413	31	0	
4500000	559.702375	1	-1.486923380796	1.068813490282	0.008704257677	-0.046376396696	-0.008104961540	0.000133842969	0.987122898171	N\A	0.085210604736	0.011429022871	0.036899650704	0.006769258310	42	1	
4550000	543.095571	1	-1.656527839490	1.228561532705	-0.013790592450	-0.145883528367	0.012968011904	0.000200998125	0.989680591661	N\A	0.073325272437	0.010955675852	0.034322299235	0.006530025219	40	3	
4600000	535.649300	1	-1.904754801248	1.379512700418	-0.039046936955	-0.128401612080	0.010736881668	0.000208395693	0.977155422022	N\A	0.086110281835	0.012551460790	0.037154828818	0.007050880400	37	1	
4650000	536.144505	1	-1.759338709669	1.270785026010	-0.019281837895	-0.154182655979	0.015590883158	0.000067524901	0.984535009463	N\A	0.098635169773	0.014286247556	0.040390563034	0.008267408605	48	1	
4700000	539.806891	1	-1.557137959597	1.151412703076	-0.003216004312	-0.105908661368	0.003971464422	0.000174651810	0.979139254358	N\A	0.090211693917	0.013790869736	0.037416718883	0.007785164531	32	2	
4750000	540.841272	1	-1.500268007870	1.110540467418	-0.002246672062	-0.076838665672	0.002698425242	0.000085676708	0.983445976412	N\A	0.084693540106	0.012599287530	0.035618643551	0.006867047343	39	0	
4800000	542.675134	1	-1.501781508945	1.125751358751	-0.009143957401	-0.076986451395	0.006627261967	0.000084120690	0.981236927747	N\A	0.082577057706	0.011575749522	0.035954521656	0.006931307082	37	2	
4850000	534.944980	1	-1.405891727077	1.038725940836	0.004044038381	-0.047513594922	0.001823484444	0.000101685639	0.981095637392	N\A	0.093753124443	0.012718841824	0.041085719963	0.007593972392	41	2	
4900000	534.117105	1	-1.285824264464	0.973898369705	0.006127089270	-0.003050573564	0.000107066261	0.000085277894	0.982846280178	N\A	0.085496394351	0.012848191503	0.035637916628	0.007532027342	32	3	
4950000	539.819815	1	-1.536444077559	1.141052392166	-0.004460441162	-0.103947689756	0.007540542614	0.000121992183	0.985699931449	N\A	0.088749781882	0.011365778944	0.039864958844	0.006747225583	38	2	
5000000	539.573306	1	-1.489387031698	1.085115824013	0.007325109826	-0.065460968715	-0.007162044866	0.000205159382	0.980832605729	N\A	0.088230554282	0.013324236487	0.036478757607	0.007601747384	41	1	
5050000	537.838129	1	-1.707826546676	1.263880020399	-0.019292777061	-0.138243092581	0.008855137888	0.000125531199	0.976123356772	N\A	0.088374110911	0.010601974058	0.040955478378	0.006254237051	44	2	
5100000	539.394131	1	-1.023732109480	0.786718193628	0.036749594690	0.049888649524	-0.016839366303	0.000226625097	0.979147599240	N\A	0.090270000228	0.011476316707	0.043578781613	0.007343957372	36	2	
5150000	544.675007	1	-1.729317033442	1.272568821397	-0.024885337757	-0.131635218548	0.011704783171	0.000076853045	0.982980467342	N\A	0.077094765782	0.011339143866	0.033953686547	0.006739587416	30	0	
5200000	522.922235	1	-1.577927338824	1.171672438747	-0.014264453236	-0.106007192179	0.015819242379	0.000117032051	0.987035376174	N\A	0.086240655735	0.013743723321	0.035122555018	0.008136093924	37	2	
5250000	532.976367	1	-1.599819553541	1.205304778446	-0.012303762666	-0.106305919135	0.001526137735	0.000154187970	0.975182552900	N\A	0.083614479127	0.010735322864	0.039701322836	0.006514096755	25	3	
5300000	544.242908	1	-1.446689012648	1.116617440872	-0.006230948027	-0.102598303116	0.010332713766	0.000083345525	0.978811966899	N\A	0.093222555617	0.013820127091	0.039241464298	0.007985745541	39	0	
5350000	541.873872	1	-1.725553642639	1.279453418868	-0.025693404505	-0.130922613855	0.014188891825	0.000085673244	0.982891782136	N\A	0.098114571851	0.013999306802	0.042126231944	0.008439535931	34	0	
5400000	545.305193	1	-1.529273758525	1.159467933860	-0.011200495047	-0.103756189663	0.009351023076	0.000140336531	0.984052527734	N\A	0.082074356902	0.012343794788	0.034653448650	0.007255100200	36	2	
5450000	541.226373	1	-1.547436239996	1.182692203093	-0.018531747632	-0.120096989218	0.019196184218	0.000151193560	0.983307752873	N\A	0.087382201897	0.011647980755	0.039479536825	0.007266288801	35	2	
5500000	552.961150	1	-1.491612553369	1.102585008644	0.000510322831	-0.074619683098	-0.000466956102	0.000168455085	0.981990054801	N\A	0.096702985704	0.013185546363	0.041333891251	0.007478029416	34	2	
5550000	541.667102	1	-1.636721504677	1.223922817312	-0.015452983046	-0.117977184687	0.007186845098	0.000078555628	0.978789512573	N\A	0.096821619375	0.013540605246	0.041782457645	0.007416732852	46	1	
5600000	550.660094	1	-1.401431052891	1.047845295666	0.006316497859	-0.059299533906	-0.001038451166	0.000227246378	0.983802532221	N\A	0.072476924816	0.010355547270	0.032097673206	0.006019304018	30	2	
5650000	540.718794	1	-1.612648292199	1.147927338705	0.008416020731	-0.137487843463	0.003671714424	0.000133181220	0.976817173021	N\A	0.084326331079	0.010426824246	0.040190751239	0.006398497500	30	4	
5700000	555.227131	1	-1.563314992398	1.143095551822	-0.003716218782	-0.091466285866	0.003301567955	0.000209902649	0.986964891841	N\A	0.077382623574	0.011396036665	0.033243313382	0.006887294701	38	1	
5750000	538.329249	1	-1.778099129308	1.309781495558	-0.025030002216	-0.154885672126	0.011825546530	0.000129791965	0.979429757514	N\A	0.090384733807	0.013164138381	0.038308225652	0.007298659613	39	0	
5800000	563.273727	1	-1.648680046676	1.222457857178	-0.014112270912	-0.142323772319	0.013150503663	0.000113811622	0.985045597331	N\A	0.078524784831	0.011124724396	0.034603842858	0.006577974102	45	5	
5850000	535.330481	1	-1.513463053439	1.115372289208	-0.002197278229	-0.086659694331	0.005664575619	0.000120770489	0.989303674662	N\A	0.070580028138	0.011748474548	0.026356233850	0.006599984207	34	0	
5900000	552.518042	1	-1.505542220640	1.126420477028	-0.001411765468	-0.119689360376	0.009277475556	0.000150588695	0.985548040646	N\A	0.080993556552	0.011211295380	0.036444525524	0.006931251791	37	2	
5950000	542.579797	1	-1.603640326626	1.150974708573	0.000783116630	-0.127830945903	0.005705282962	0.000252225151	0.981329681177	N\A	0.070134731617	0.009168779786	0.034358914252	0.006035285600	41	3	
6000000	533.581061	1	-1.778270917475	1.399790760794	-0.050055095788	-0.173212282730	0.023184575094	0.000242939516	0.977851699925	N\A	0.081778659270	0.010837549849	0.038621314205	0.006811869379	40	3	
6050000	545.609178	1	-1.514065114867	1.130677128915	-0.010309562855	-0.068965345026	0.007243095278	0.000107165183	0.989203612045	N\A	0.078905976814	0.012071834803	0.032310343945	0.007243821261	39	1	
6100000	518.359345	1	-2.002470823112	1.465500937663	-0.044041310844	-0.193563438431	0.013647856774	0.000114012528	0.969231832380	N\A	0.102812572591	0.014299548119	0.043813016751	0.007595754487	36	1	
6150000	537.183101	1	-1.453891030414	1.075623230638	0.008593214928	-0.092525368060	0.003120681318	0.000067022289	0.980071479423	N\A	0.086792742850	0.013820681360	0.036269681974	0.008116524475	37	1	
6200000	535.054493	1	-1.926579353572	1.407201910493	-0.036136541838	-0.198594397501	0.021988207993	0.000220462765	0.981539615539	N\A	0.096054845793	0.013705797126	0.041137615443	0.008130680357	34	1	
6250000	541.324492	1	-1.431684521653	1.052671686252	0.015552012231	-0.111633239247	0.003420735679	0.000178750195	0.984315731631	N\A	0.071572646267	0.010564610956	0.032413272350	0.006489052129	34	4	
6300000	537.229996	1	-1.313842805572	0.978530555092	0.021303754970	-0.080083936349	0.002086694531	0.000155911663	0.980373270480	N\A	0.094414765377	0.015044904112	0.038377511420	0.008699972181	44	1	
6350000	540.586637	1	-1.419880599038	1.033002548122	0.004288977559	-0.003539833660	-0.005968508317	0.000028794342	0.979556483819	N\A	0.088689107766	0.012184255641	0.039659305858	0.007273010934	37	2	
6400000	543.426050	1	-1.538548325299	1.152236975092	-0.011142313491	-0.088179591457	0.008096297249	0.000152537451	0.980303992072	N\A	0.084869154270	0.012663390896	0.036369440917	0.007370881796	34	1	
6450000	538.161176	1	-1.790979967027	1.356756418660	-0.040524682523	-0.169079968760	0.023783194997	0.000159935603	0.984441967982	N\A	0.082341987553	0.012262414822	0.034994328886	0.006950890339	36	0	
6500000	542.546297	1	-1.742439840749	1.252358995376	-0.013227869852	-0.129491586218	0.003973573078	0.000121849285	0.978994634508	N\A	0.088911686570	0.012888151294	0.037878280410	0.007018315758	29	2	
6550000	535.187068	1	-1.948494242550	1.495869548720	-0.055241416398	-0.209250491130	0.027943558271	0.000116062430	0.976658492169	N\A	0.082347430262	0.010355282746	0.040001270516	0.006473242904	40	5	
6600000	542.134780	1	-1.453220881767	1.079074235262	0.007968173396	-0.090090691030	-0.000848667051	0.000141143921	0.976122715446	N\A	0.102041342990	0.014768933965	0.042443517020	0.007975039613	42	1	
6650000	537.032910	1	-1.676502144700	1.243015801357	-0.020923189110	-0.120288150611	0.010261667418	0.000126204281	0.973849827755	N\A	0.100184578095	0.015217797197	0.041349810913	0.008100927053	27	2	
6700000	543.318869	1	-1.430040651979	1.056435568772	0.004929680078	-0.053768576036	-0.002099362563	0.000111998979	0.980722403077	N\A	0.087053013496	0.012281853530	0.036945101107	0.006847236030	40	2	
6750000	527.557309	1	-1.449537488716	1.073406170937	-0.000054080250	-0.046539037140	-0.001911547257	0.000109791319	0.981377012958	N\A	0.086627725905	0.011908905219	0.039165732690	0.007053885721	36	3	
6800000	549.387976	1	-1.514669150935	1.134077935789	-0.013381880770	-0.042892944025	0.001949757552	0.000237054638	0.984838658837	N\A	0.081631142632	0.011192383083	0.037528193098	0.006894531007	39	3	
6850000	549.774291	1	-1.538704274936	1.127285562376	-0.000405928273	-0.094297100153	0.003288384703	0.000110730365	0.983439089164	N\A	0.089777581300	0.012284198424	0.038724563705	0.007024994578	44	3	
6900000	551.445173	1	-1.587504777502	1.166780111903	-0.007634162512	-0.104758012440	0.006873291879	0.000128803210	0.980668681529	N\A	0.092259438546	0.012729146982	0.040157796910	0.007291999095	37	2	
6950000	547.462734	1	-1.698784305246	1.260233771864	-0.018186014542	-0.164288637185	0.017130067516	0.000148540663	0.975916690538	N\A	0.093806567181	0.013336248848	0.040355877184	0.007672351393	35	4	
7000000	535.003645	1	-1.785727230335	1.317890859130	-0.033804576042	-0.101273711414	0.008020508802	0.000084442755	0.976740865827	N\A	0.085576992586	0.011298921190	0.039028576867	0.006476339848	36	1	
7050000	509.690519	1	-1.934324042799	1.397286360109	-0.033033857655	-0.154620598295	0.009203511525	0.000094532061	0.975525012815	N\A	0.097380012502	0.014166551040	0.039515365294	0.007188708517	36	2	
