Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MOB_d1_m7-VR-002.txt
Log File Name:                   MOB_d1_m7-VR-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1653985924
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MOB_d1_m7-VR-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	229.008086	1	-1.154991322625	0.807442532611	0.305255927490	-0.046779325135	0.000362981090	0.919525435456	N\A	0.050587719662	0.035636264472	0.006914989700	45	32	
1050000	208.623272	1	-1.257802407293	0.902135368043	0.172972011072	-0.030991319979	0.000588838189	0.871941893191	N\A	0.064295766899	0.054844636946	0.008083942408	58	22	
1100000	233.901612	1	-1.227312285622	0.850529479788	0.293475804094	-0.049764482833	0.000727273723	0.891591497241	N\A	0.066968110960	0.057912933900	0.008022319403	48	25	
1150000	231.722957	1	-1.106308149361	0.798984738241	0.358755654210	-0.060361702786	0.000545053492	0.878563848862	N\A	0.073861773630	0.062903370004	0.008572090010	56	28	
1200000	209.874681	1	-1.015521099417	0.779394228758	0.264304322826	-0.033352996496	0.001027294385	0.877942840633	N\A	0.074180174494	0.066781049839	0.008271818061	34	30	
1250000	224.524359	1	-1.123017301809	0.748157732988	0.415459180317	-0.062081704051	0.000458305522	0.869183521875	N\A	0.070090338656	0.063934488972	0.008049063652	45	34	
1300000	233.858970	1	-0.833500011563	0.724334979189	0.336587845825	-0.044259934891	0.000686569792	0.869969788984	N\A	0.078355573625	0.071493445016	0.008695475719	46	19	
1350000	223.424119	1	-1.446158736408	0.936215425960	0.267096974688	-0.060146968544	0.000424042745	0.877757444948	N\A	0.061885531506	0.047257952039	0.007437760667	63	25	
1400000	220.443847	1	-1.337430598862	0.867839206253	0.295209270307	-0.056380254133	0.000496875162	0.895881377952	N\A	0.061186289048	0.043109959274	0.007205739807	50	31	
1450000	240.766227	1	-1.156416538711	0.889796260219	0.211676254574	-0.050634963647	0.000749984476	0.902239590674	N\A	0.069095526109	0.056045633198	0.008321469416	55	38	
1500000	243.337490	1	-0.561187792414	0.534354225407	0.569229493191	-0.075884563793	0.000312203089	0.888276244585	N\A	0.066318119397	0.059683365588	0.008328518461	46	32	
1550000	238.738886	1	-1.041106630989	0.871275043263	0.200647312802	-0.031699023176	0.000224481857	0.891840779368	N\A	0.064317423385	0.056760560367	0.007345607783	54	33	
1600000	221.831383	1	-1.326120988768	1.020530136973	0.129015856014	-0.036233802419	0.000635427347	0.870548954926	N\A	0.070629767180	0.060897516610	0.008074143897	57	34	
1650000	220.754400	1	-1.054395720718	0.892625777996	0.153375080250	-0.034048786888	0.001024083498	0.878399305393	N\A	0.068980662848	0.057115895073	0.008409125639	46	24	
1700000	233.027414	1	-1.152088636819	0.855623340142	0.252575847795	-0.050870204497	0.000612997946	0.914570643925	N\A	0.060255861085	0.046530326442	0.007835086088	46	36	
1750000	213.490992	1	-1.341552143341	0.939368090698	0.163545793590	-0.032248875727	0.000643350245	0.919597676947	N\A	0.054982807854	0.036623413923	0.007308685102	33	30	
1800000	215.708179	1	-1.142069939362	0.825810178074	0.285959168025	-0.051793406897	0.000712535320	0.851859248345	N\A	0.072667874915	0.062799871965	0.008437358996	40	26	
1850000	215.861716	1	-0.779833650201	0.691185695422	0.343163489718	-0.042374441261	0.000818969627	0.869091813519	N\A	0.067251847618	0.059830494939	0.008542802135	48	29	
1900000	241.954815	1	-1.046367913608	0.800022574226	0.293252207246	-0.046901888462	0.000499266710	0.926946141340	N\A	0.050646339706	0.034059401144	0.006532173833	40	34	
1950000	221.249990	1	-1.109128501438	0.807023491380	0.248319386087	-0.031762301603	0.000810705024	0.873096576494	N\A	0.079368239762	0.068519913340	0.008424208482	50	32	
2000000	231.624599	1	-1.230799270316	0.832226706136	0.269726547196	-0.039870302249	0.000393459689	0.901497133515	N\A	0.059358332856	0.049055838691	0.007440496412	49	33	
2050000	235.380348	1	-1.076353237576	0.787865445971	0.291077351183	-0.051427288802	0.000977037658	0.880039181427	N\A	0.071430028595	0.062731443336	0.009379265180	44	29	
2100000	223.609824	1	-1.148520092522	0.808346368192	0.351947009939	-0.064362726164	0.000545470309	0.868487887791	N\A	0.074604767359	0.063442251047	0.008017112573	47	21	
2150000	216.267249	1	-0.925987210875	0.756677665900	0.288068380912	-0.046263370587	0.000545461043	0.888418155546	N\A	0.049888925850	0.051628142179	0.008631233143	49	33	
2200000	246.240961	1	-1.090757042263	0.826805234487	0.294396996134	-0.052718864429	0.000516120203	0.940659781936	N\A	0.044860907328	0.040461087960	0.006163085451	36	25	
2250000	230.816133	1	-1.050443441032	0.822197028823	0.230545522141	-0.029603303855	0.000413035392	0.900779675472	N\A	0.063150120501	0.049931862865	0.007918178624	50	38	
2300000	224.765493	1	-0.948725266258	0.703085656442	0.440733303891	-0.064106439236	0.000736150109	0.890725541519	N\A	0.074708725094	0.061672473605	0.008538939823	46	28	
2350000	218.018931	1	-1.263983563206	0.891551653185	0.188781479172	-0.025935551492	0.001052835796	0.892066628674	N\A	0.065761331956	0.050682362846	0.008292664595	45	33	
2400000	251.738896	1	-1.181095037081	0.878318078570	0.231380302778	-0.041900877070	0.000533443260	0.917158520277	N\A	0.052364384510	0.039334369182	0.006600440626	48	33	
2450000	222.807218	1	-0.765072559560	0.695540506520	0.305765043028	-0.037140601505	0.000551780806	0.876003763362	N\A	0.071400109775	0.061065811237	0.008922718528	52	29	
2500000	235.471552	1	-1.106643701907	0.856654223244	0.261123976568	-0.041724453239	0.000350753577	0.890637529172	N\A	0.061286507691	0.052352795951	0.007812505663	48	35	
2550000	221.601377	1	-1.016695654297	0.771720550520	0.315403996352	-0.047432266255	0.000833543850	0.890415565752	N\A	0.064380022758	0.044701825259	0.008278154567	38	22	
2600000	216.838726	1	-1.311514284809	0.907874037385	0.233663296720	-0.043113179200	0.000662565466	0.875750957434	N\A	0.075289743590	0.067119849378	0.009563460294	47	29	
2650000	214.307292	1	-1.139639922286	0.789075784062	0.268359696403	-0.032757784132	0.000759157190	0.890304226559	N\A	0.062045236971	0.052515585478	0.007865131947	37	37	
2700000	243.296461	1	-0.989331949572	0.832439104037	0.246901770992	-0.040491471560	0.000497330783	0.927297825875	N\A	0.046061037491	0.033047708249	0.006604426485	46	30	
