Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MES_d1_m5-glob-001.txt
Log File Name:                   MES_d1_m5-glob-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            932883812
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MES_d1_m5-glob-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.297316
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.66 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	573.234614	1	-0.921033636900	1.048333685078	-0.029789286378	0.000094515585	0.991407265472	N\A	0.010566129188	0.002101269666	30	3	0.022425078751	Global Trend	
1050000	577.120082	1	-1.098139192461	1.105459700266	-0.039730634587	0.000063049107	0.988247980866	N\A	0.014754545020	0.001498493575	43	2	-0.001278189028	Global Trend	
1100000	584.744444	1	-1.137486742690	1.082184857913	-0.035637248827	0.000072502904	0.984358636548	N\A	0.018233973038	0.003104323919	38	4	-0.005228487452	Global Trend	
1150000	595.724723	1	-1.019771227200	1.032425933981	-0.027760914738	0.000071888106	0.989147727261	N\A	0.018674150273	0.003411146466	41	4	-0.001824093319	Global Trend	
1200000	580.159906	1	-1.089149636140	1.029925228215	-0.028890957606	0.000101466144	0.999968552602	N\A	0.001302241130	0.001229477873	50	3	-0.618266648676	Global Trend	
1250000	591.400305	1	-1.167917827898	1.099041590352	-0.039193199411	0.000055530615	0.979612257010	N\A	0.020125081228	0.003199583795	45	5	-0.004647854592	Global Trend	
1300000	589.442860	1	-1.049385467918	1.065422237409	-0.035055052606	0.000054801170	0.982810044700	N\A	0.021162960691	0.003301302907	39	5	-0.002367209614	Global Trend	
1350000	595.500977	1	-1.050444528118	1.091815677240	-0.040006478787	0.000063696802	0.985917873335	N\A	0.018754398743	0.003056445286	47	4	-0.000260689166	Global Trend	
1400000	597.950594	1	-1.091459982664	1.055274072626	-0.033013756155	0.000106619973	0.987974324528	N\A	0.012145683467	0.002072515255	41	4	-0.016825111792	Global Trend	
1450000	595.689335	1	-1.146408905657	1.126566322716	-0.043195532319	0.000065149516	0.983224396546	N\A	0.021525465582	0.003464718329	42	3	0.000760316517	Global Trend	
1500000	587.461011	1	-1.337342112840	1.107411181621	-0.040444939311	0.000155593923	0.988458531459	N\A	0.013600480301	0.002454960919	29	5	-0.020052851302	Global Trend	
1550000	574.497916	1	-0.970623932658	1.026927760341	-0.027924492803	0.000075194631	0.982685032147	N\A	0.019249866141	0.003303921405	31	2	-0.005763481726	Global Trend	
1600000	564.891012	1	-0.931582700987	1.067482516930	-0.038680755086	0.000110627271	0.985508818523	N\A	0.015446868946	0.002823075619	31	0	0.012844922347	Global Trend	
1650000	578.594253	1	-0.962300345581	1.066677836013	-0.034180602212	0.000081997923	0.990701318160	N\A	0.012672582372	0.002379249806	41	5	0.010830545408	Global Trend	
1700000	583.227943	1	-1.027015495774	1.073567382457	-0.034340170419	0.000076999242	0.981454976557	N\A	0.022529757768	0.003688967366	38	5	0.002692523350	Global Trend	
1750000	581.152250	1	-1.102617311826	1.094250923272	-0.038988540321	0.000066970096	0.988712464533	N\A	0.017958353944	0.003082460620	40	1	-0.003130289368	Global Trend	
1800000	585.749562	1	-1.123658594633	1.049425951179	-0.029574457055	0.000091692180	0.994844083485	N\A	0.007184429794	0.001692834669	42	5	-0.031971856888	Global Trend	
1850000	594.351970	1	-1.014901309115	1.026401122606	-0.026127035995	0.000049256421	0.999966298630	N\A	0.001185219397	0.001126189477	43	4	-0.293320811211	Global Trend	
1900000	602.459595	1	-1.055023732223	1.072063307295	-0.037615785151	0.000059465773	0.990543715839	N\A	0.011791643529	0.001887933695	39	5	-0.004817085003	Global Trend	
1950000	597.994544	1	-1.116689250879	1.065317812067	-0.033296961706	0.000097501375	0.988665632007	N\A	0.015937295537	0.002914969779	34	5	-0.012581651449	Global Trend	
2000000	581.091096	1	-1.041116780151	1.023765194329	-0.027353694917	0.000111435277	0.998076074754	N\A	0.003086782093	0.001407003411	46	2	0.102779468910	Global Trend	
2050000	578.894279	1	-0.912107777241	1.033050012332	-0.031774884895	0.000106947780	0.999657860129	N\A	0.001735632271	0.001310924163	42	1	0.196008768577	Global Trend	
2100000	588.900088	1	-1.311768881312	1.112678191191	-0.043267006688	0.000097463791	0.987635928188	N\A	0.012298204059	0.002167868363	31	3	-0.019363120783	Global Trend	
2150000	577.133270	1	-1.145246192322	1.107156935203	-0.042183679976	0.000029917609	0.987635531205	N\A	0.017761121338	0.003135676149	30	2	-0.000734439503	Global Trend	
2200000	575.966186	1	-1.004642492642	1.075029152545	-0.037612053508	0.000094298026	0.980823286221	N\A	0.023741012757	0.003798013561	38	1	0.001298035318	Global Trend	
2250000	608.385720	1	-1.136119804134	1.092628813423	-0.037808697426	0.000084426094	0.985387611064	N\A	0.015259911152	0.002135450921	42	5	-0.003850551999	Global Trend	
2300000	589.420824	1	-1.134254000644	1.105243499440	-0.038781683010	0.000054234156	0.978013686760	N\A	0.025936430171	0.003763252591	35	4	0.000535864255	Global Trend	
2350000	580.284562	1	-1.105282359097	1.075454619816	-0.034951418280	0.000077604108	0.982682548991	N\A	0.021951457354	0.003679025401	47	5	-0.002708593781	Global Trend	
