Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m7-fab-005.txt
Log File Name:                   STR_d1_m7-fab-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3781448602
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m7-fab-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.147241
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.77 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	538.920627	1	-1.630426738756	1.167166809399	-0.123371653703	0.004282959949	0.000057776655	0.981486508432	N\A	0.025993372042	0.024874334496	0.003443895929	35	3	
1050000	549.983808	1	-1.459943773345	1.076517194643	-0.046465116821	-0.000963059445	0.000114707298	0.987636340548	N\A	0.023571415140	0.021267093819	0.002716932646	39	3	
1100000	551.385090	1	-1.485602502473	1.093037657465	-0.060375571085	0.001264883558	0.000252055173	0.981905661368	N\A	0.026718274108	0.024587491226	0.003216984749	34	2	
1150000	543.384693	1	-1.652459452343	1.168182794804	-0.124736146939	0.002059971448	0.000190328753	0.980486292925	N\A	0.027772504256	0.025379977733	0.003160988751	34	3	
1200000	543.609704	1	-1.513050492788	1.117401680878	-0.089566461815	0.002335932332	0.000083649083	0.986342748482	N\A	0.025691560805	0.023097796636	0.002855753608	39	2	
1250000	538.363785	1	-1.477088580536	1.080035608868	-0.032646516075	-0.004282783688	0.000251648915	0.983295971708	N\A	0.025194049221	0.021926694794	0.002918093473	33	2	
1300000	527.805257	1	-1.383059749711	1.033026822382	-0.018407079133	-0.000470441019	0.000202727706	0.976717686316	N\A	0.028240262532	0.026365931605	0.003625040201	28	1	
1350000	539.792339	1	-1.463080259777	1.090407281746	-0.080393523924	0.006833420923	0.000176438496	0.982259945466	N\A	0.027549825702	0.025092129253	0.003269115803	39	0	
1400000	542.805782	1	-1.537094890724	1.135185321893	-0.104084922987	0.003504417986	0.000195272766	0.984188046414	N\A	0.025653048152	0.023611396126	0.003261270509	31	1	
1450000	547.276960	1	-1.554108535033	1.116613364500	-0.049476676004	-0.007027603195	0.000103654026	0.986456771370	N\A	0.027023552189	0.024259151462	0.002927491231	42	2	
1500000	534.518319	1	-1.444991685424	1.086467965101	-0.080072928984	0.003228984921	0.000076298304	0.984234786945	N\A	0.024397463098	0.022079915160	0.002982281588	39	1	
1550000	554.029794	1	-1.580857431163	1.154898622959	-0.113762739345	0.002197393393	0.000137027257	0.985482238492	N\A	0.025039332589	0.022736961145	0.002923739738	35	3	
1600000	548.816558	1	-1.485321441379	1.096916248683	-0.076015166942	0.004374838797	0.000137360393	0.983382380886	N\A	0.028019711214	0.025220503927	0.003056484907	44	2	
1650000	549.613810	1	-1.518069846905	1.112268533326	-0.069886064285	-0.001243733800	0.000088420431	0.986873160770	N\A	0.022358000823	0.020410597315	0.002576220156	48	1	
1700000	529.400201	1	-1.538410343279	1.148554056536	-0.135884615578	0.008374738297	0.000194082892	0.981521209542	N\A	0.026628180804	0.025619118682	0.003541365846	32	0	
1750000	546.194656	1	-1.416940054405	1.059069563624	-0.033362755382	-0.002356339198	0.000194966349	0.981866510546	N\A	0.027564181418	0.024829201867	0.003284981509	39	2	
1800000	545.578067	1	-1.155635417110	1.042803778556	-0.033608834166	-0.002095680776	0.000070063849	0.981953313524	N\A	0.027367093697	0.024343795229	0.002975352401	39	3	
1850000	536.602813	1	-1.404289724732	1.069363918017	-0.053937965194	0.000778495954	0.000175287706	0.977707722808	N\A	0.026815140206	0.022709022311	0.003369554233	34	2	
1900000	542.617664	1	-1.555520002191	1.127571215750	-0.072288348424	-0.003842458262	0.000097099593	0.979882555844	N\A	0.026020367635	0.025152565121	0.003462054300	35	1	
1950000	550.314309	1	-1.541754658803	1.138053126983	-0.105855956206	0.003832152485	0.000201305777	0.983010088453	N\A	0.027223372849	0.024330817575	0.003260974647	38	2	
2000000	534.650151	1	-1.479594253704	1.089148480068	-0.064775340400	-0.000201639313	0.000170990806	0.983078364789	N\A	0.030422834794	0.026917133218	0.003445938912	34	1	
2050000	540.904189	1	-1.534114350660	1.122536232630	-0.082475232551	0.000512908718	0.000092360315	0.980820930052	N\A	0.027881203667	0.024968524122	0.003014028564	39	2	
2100000	530.820009	1	-1.410717530646	1.071382818166	-0.082146183569	0.008602728135	0.000108182547	0.980377630334	N\A	0.026592816978	0.024229834608	0.003396978950	46	1	
2150000	538.803934	1	-1.490854468063	1.102955743873	-0.069306469552	0.002547234643	0.000012439119	0.986237329942	N\A	0.023844118471	0.021836884160	0.002933795001	43	1	
2200000	543.253118	1	-1.561029120363	1.108008296460	-0.068905931775	-0.000771352617	0.000020740533	0.979332018032	N\A	0.026951192986	0.024017020925	0.003090159721	36	3	
2250000	526.900723	1	-1.676871149182	1.195799774643	-0.179561550047	0.011813748477	0.000017345999	0.981969405540	N\A	0.027521962098	0.025602157757	0.003595882557	35	1	
2300000	555.912218	1	-1.368093897676	1.037362187018	-0.033446341998	0.001940751852	0.000010575827	0.984408296211	N\A	0.024132509231	0.021848983864	0.002874083747	44	2	
2350000	526.913585	1	-1.607462212069	1.104346938151	-0.081460855067	0.005630669636	0.000011119504	0.977158456753	N\A	0.025968212111	0.026322656737	0.003768365428	33	0	
2400000	527.081083	1	-1.515256534395	1.070839716787	-0.063560423241	0.006327283015	0.000024112186	0.978277474845	N\A	0.027010818381	0.025115803249	0.003623003777	39	0	
2450000	542.557895	1	-1.568003700104	1.101956470073	-0.080226558098	0.003051065102	0.000017458869	0.989271076252	N\A	0.021615494636	0.019292252759	0.002595809703	27	1	
2500000	543.179319	1	-1.654248818460	1.125042816717	-0.086094686053	-0.000357966171	0.000032986269	0.984291768576	N\A	0.025762971469	0.020115216686	0.002997123804	40	3	
2550000	542.485175	1	-1.548836420792	1.073975211838	-0.046741497110	-0.000437221024	0.000011353050	0.982922411926	N\A	0.026618794906	0.023684664214	0.003111842407	39	1	
2600000	531.480253	1	-1.698085109143	1.181009212936	-0.109831856617	-0.004573304758	0.000034621911	0.973158048208	N\A	0.032124572788	0.028963413345	0.003837089238	36	1	
2650000	547.031742	1	-1.541022333530	1.095910429579	-0.026847737142	-0.006299194353	0.000152274350	0.978116881112	N\A	0.028601557857	0.026277839684	0.003550270685	31	1	
2700000	551.027945	1	-1.552545541496	1.132575750078	-0.110215604642	0.007692844088	0.000082398258	0.988757269387	N\A	0.020888301103	0.020313554680	0.002971174194	39	0	
2750000	548.047693	1	-1.479586813009	1.089898132636	-0.068802544015	0.001471196784	0.000112055097	0.982856894517	N\A	0.023089176119	0.021900092591	0.002954246422	31	4	
2800000	555.921616	1	-1.577686810510	1.147130474730	-0.091724489865	-0.002368005597	0.000164529037	0.984512594727	N\A	0.023238098673	0.021779594590	0.003006867109	38	2	
2850000	546.615701	1	-1.528989982128	1.116624110987	-0.078624344666	-0.000538521523	0.000144198357	0.986684257697	N\A	0.023386011831	0.020834351076	0.002878331171	34	2	
2900000	531.655571	1	-1.456336962948	1.087750707029	-0.079650004113	0.004611905528	0.000084247387	0.980868768714	N\A	0.027787186331	0.024613556279	0.003431205107	29	1	
2950000	558.696120	1	-1.503622968883	1.108047701832	-0.079599784985	-0.000138086948	0.000083439491	0.986307734124	N\A	0.023442056959	0.021370538309	0.002949960753	34	2	
3000000	536.427240	1	-1.490808608191	1.135558522887	-0.109366138311	0.001911159899	0.000098798947	0.978381602481	N\A	0.026806268518	0.025188151084	0.003140495329	34	3	
3050000	541.885521	1	-1.366210046377	1.030458102768	-0.015505151785	-0.002761191677	0.000184608813	0.983518088478	N\A	0.024891249619	0.022608693857	0.002959573068	39	0	
3100000	532.486190	1	-1.394321605175	1.072396562249	-0.062006963624	0.002586720321	0.000098793651	0.978781340289	N\A	0.028666066868	0.025546075744	0.003075220224	44	2	
3150000	538.986683	1	-1.528380806114	1.109011839490	-0.058440966184	-0.002831200021	0.000206827576	0.978421583080	N\A	0.028613605087	0.025007941069	0.003401175530	33	1	
3200000	533.349943	1	-1.648708871432	1.176545328670	-0.117963241401	0.002444937152	0.000076402490	0.977015602056	N\A	0.030014557938	0.027611575534	0.003894775912	31	2	
3250000	548.195843	1	-1.537803079878	1.134690133079	-0.104362163698	0.000902815508	0.000166947829	0.986505561095	N\A	0.022009073744	0.020707774799	0.002726464809	32	2	
3300000	539.907820	1	-1.588591186219	1.150364651626	-0.105471443146	0.001389708084	0.000147821631	0.978640589625	N\A	0.029838678616	0.026859295925	0.003563807681	38	1	
3350000	543.895801	1	-1.585571140782	1.137832288513	-0.090637234424	0.000433342299	0.000059166781	0.974300035130	N\A	0.029166087864	0.027769463294	0.003816850811	38	3	
3400000	537.612123	1	-1.552283197259	1.145264768184	-0.094886211546	0.000996018689	0.000137046569	0.984295806151	N\A	0.025825457176	0.023149158836	0.003169418680	40	3	
3450000	543.741978	1	-1.548714618629	1.145702770413	-0.098283507327	0.000057440104	0.000120583500	0.982343172230	N\A	0.025863392260	0.024664365025	0.003125085764	35	1	
3500000	543.057912	1	-1.484327552834	1.107055158703	-0.098220261992	0.007266342402	0.000073812153	0.983996426746	N\A	0.025968286872	0.024179108633	0.003341145616	30	1	
3550000	532.619931	1	-1.413845795171	1.102034771307	-0.105386006450	0.006767731482	0.000265943644	0.980540766961	N\A	0.023399701965	0.023374613030	0.003283602222	40	0	
3600000	529.714662	1	-1.674063643511	1.180509833565	-0.080707168696	-0.009157212634	0.000081713768	0.975749364658	N\A	0.028709188860	0.025526691774	0.003222993170	29	2	
3650000	545.203260	1	-1.592706240213	1.162377666690	-0.139592550253	0.009419684814	0.000131640085	0.986787186804	N\A	0.025324795741	0.023200787636	0.003019853314	48	1	
3700000	549.394652	1	-1.588726372572	1.149188854967	-0.102932012647	0.001050771949	0.000137130562	0.980300528180	N\A	0.027846926926	0.025561716993	0.003159762586	29	2	
3750000	541.573794	1	-1.577531305446	1.125401875942	-0.060164776741	-0.003304831750	0.000185650951	0.983742067189	N\A	0.024287498414	0.021932947567	0.002861825411	38	0	
3800000	542.202610	1	-1.559548991896	1.136762491741	-0.089506458830	-0.000676312830	0.000104907576	0.989008837458	N\A	0.017914796909	0.018356767167	0.002372425601	45	4	
3850000	543.741998	1	-1.514387142843	1.128723815646	-0.115893883566	0.005428585283	0.000165056530	0.980885998203	N\A	0.024853036293	0.023225890568	0.003035049689	24	4	
3900000	536.189511	1	-1.553576980109	1.125843417138	-0.106491776252	0.004092403602	0.000062624178	0.977128764819	N\A	0.028662415032	0.026314540377	0.003412239503	35	3	
3950000	535.842434	1	-1.392232358898	1.092696090438	-0.089487567969	0.005310928738	0.000086003130	0.981389417671	N\A	0.026739908216	0.024128933979	0.003257550333	31	2	
4000000	550.753688	1	-1.503970992330	1.125295990044	-0.110656940355	0.005045503574	0.000139604079	0.981846578953	N\A	0.026511065060	0.024181233017	0.002926699711	28	2	
4050000	543.319915	1	-1.473787416215	1.075383734857	-0.051792566662	0.002625552682	0.000080888489	0.983021550363	N\A	0.026219219385	0.023894588601	0.002712167226	35	0	
4100000	541.084291	1	-1.522756104277	1.128105771385	-0.094183197923	0.003124428922	0.000084677259	0.990199822123	N\A	0.021498928534	0.019991541575	0.002956958126	44	2	
4150000	539.105666	1	-1.544035450111	1.123469104254	-0.096285658972	0.003060796675	0.000067334988	0.977969208716	N\A	0.030490324629	0.027441097594	0.003595110952	38	2	
4200000	545.749796	1	-1.552602421227	1.133942662731	-0.095460252990	0.001748836530	0.000116684132	0.986707781960	N\A	0.023640576729	0.021256562615	0.002771791149	27	2	
4250000	534.900491	1	-1.593360861110	1.160540818506	-0.111397623096	-0.001751378046	0.000115628770	0.975399175077	N\A	0.029043666508	0.025507714835	0.003182125491	31	1	
4300000	542.938673	1	-1.550921950703	1.152931821929	-0.131666326203	0.005216702551	0.000091569930	0.979180352567	N\A	0.028864529841	0.026024519363	0.003261138470	34	1	
4350000	541.248915	1	-1.625545949217	1.169778976682	-0.120258955762	0.002757916074	0.000075269576	0.981074567922	N\A	0.026589159653	0.024961560896	0.003208390794	52	1	
4400000	555.834769	1	-1.451478739856	1.078367123325	-0.043328221821	-0.001262926475	0.000117932769	0.987813219761	N\A	0.020801473731	0.019715230129	0.002684946349	30	3	
4450000	543.860253	1	-1.417943783728	1.074289907463	-0.063555151678	0.003197851277	0.000119790308	0.986975143637	N\A	0.021037674762	0.019622840811	0.002792308880	41	3	
4500000	550.362074	1	-1.685090651583	1.214897056794	-0.159504512271	0.004838127037	0.000182884365	0.982988110067	N\A	0.026036828474	0.023750790726	0.003262945506	31	2	
4550000	541.637625	1	-1.533724945692	1.114127069747	-0.060307453782	-0.002622359319	0.000145921354	0.977059357713	N\A	0.030403629250	0.025978144954	0.003347983156	36	2	
4600000	539.601930	1	-1.485090995681	1.104604367542	-0.086379582287	0.003248316194	0.000146599061	0.982952373537	N\A	0.025094656249	0.023552415976	0.003311143677	44	2	
4650000	547.776080	1	-1.457448254939	1.079356258566	-0.075343298767	0.006070868368	0.000113815830	0.982977668669	N\A	0.025997171289	0.024249082241	0.003320693206	39	2	
4700000	551.519292	1	-1.555912394726	1.149624837654	-0.130426838036	0.007035396315	0.000094608089	0.982614950384	N\A	0.024646166680	0.023725272752	0.003389190178	37	1	
4750000	533.430243	1	-1.521804323462	1.120047096338	-0.079130228424	-0.002350036609	0.000159757692	0.982181009748	N\A	0.026202421108	0.024534809675	0.003242998739	30	1	
4800000	543.922198	1	-1.530225825106	1.124578812481	-0.084065710879	-0.000030928726	0.000232053492	0.979771976853	N\A	0.028169918276	0.025149089884	0.003370251931	26	1	
4850000	544.218028	1	-1.533014967039	1.125148999095	-0.076846358830	-0.002098699686	0.000208911309	0.981439409031	N\A	0.025268172467	0.023992761729	0.002955770417	36	3	
4900000	546.414558	1	-1.559082619287	1.143804235554	-0.107571666539	0.001363954958	0.000102348318	0.982024502815	N\A	0.025178822503	0.023789600760	0.003127247431	31	4	
4950000	558.675499	1	-1.514230985433	1.110285645607	-0.096299553612	0.005536181515	0.000074608174	0.985955150101	N\A	0.024137520842	0.019664057903	0.002775702782	41	4	
5000000	543.055387	1	-1.404796781929	1.100480630412	-0.094852104754	0.003904488791	0.000206733377	0.983291938421	N\A	0.025503960684	0.023156953140	0.002971509748	32	2	
