Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  AMY_d1_m9-VR-001.txt
Log File Name:                   AMY_d1_m9-VR-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2590646366
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   AMY_d1_m9-VR-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Branch	No RJ Local Node	
1500000	480.247440	1	-1.586118410103	1.188545995896	-0.062922257177	0.028276282727	0.006896010819	0.000118134319	0.959788674304	N\A	0.096872837672	0.013254989164	0.044618381929	0.008256331276	41	26	
1550000	492.209333	1	-1.779365296023	1.357077788325	-0.092214775018	-0.016001855831	0.016683237264	0.000104978048	0.959998700429	N\A	0.091617617854	0.012449476825	0.041668037660	0.007246954222	46	19	
1600000	478.424006	1	-1.672675572615	1.284221949772	-0.067562421873	-0.050496167298	0.011699593407	0.000092772620	0.958696830011	N\A	0.096640107149	0.013118306384	0.046508519554	0.008532893963	47	24	
1650000	484.212685	1	-1.721049983683	1.289357784038	-0.075329371262	-0.021310678122	0.015909223758	0.000131532030	0.954387378294	N\A	0.087285829195	0.010768224850	0.042856949743	0.006869341064	45	20	
1700000	483.692734	1	-2.038125478555	1.532688477005	-0.107681013754	-0.109580427034	0.028558895705	0.000123829523	0.958162567915	N\A	0.104252515432	0.014742341165	0.045821865626	0.008352707605	46	18	
1750000	491.968424	1	-1.886133616576	1.407394361881	-0.093340035353	-0.038044777583	0.019963267008	0.000107960097	0.965264098037	N\A	0.077119691354	0.011375424671	0.036024955583	0.007083602779	44	21	
1800000	473.515225	1	-1.509822423709	1.141044064079	-0.051675444616	0.038360358064	-0.002725360248	0.000110083534	0.969015152922	N\A	0.081007836866	0.010470115740	0.031817250727	0.005909964842	57	25	
1850000	486.180677	1	-1.517743849478	1.170795453717	-0.060096202639	0.019536739687	0.005505105135	0.000115637703	0.964983729834	N\A	0.074553049105	0.011667548575	0.032341201342	0.006774690417	39	25	
1900000	488.857020	1	-2.112424410544	1.609581680810	-0.125190457691	-0.094895402453	0.028123000720	0.000116331916	0.964085059106	N\A	0.074742467673	0.011681471323	0.034746953010	0.007315661555	49	26	
1950000	483.480348	1	-1.863573123684	1.406182836190	-0.086010367326	-0.075076668190	0.017273805788	0.000112059636	0.959064584839	N\A	0.096681294887	0.013745980137	0.044085310495	0.008266273305	33	16	
2000000	486.330419	1	-1.848164068828	1.387043039464	-0.091794631451	-0.010085746050	0.010888006060	0.000118533528	0.954859226977	N\A	0.098569553477	0.014087333576	0.043724221456	0.008185109763	41	16	
2050000	493.466205	1	-1.890435030150	1.414593003471	-0.090421890491	-0.059660799538	0.019238628026	0.000102009317	0.961082132284	N\A	0.087392772437	0.013144819892	0.037139724266	0.007175103940	49	23	
2100000	480.728423	1	-1.536614567502	1.139212809152	-0.062574177101	0.094198020831	-0.000046450097	0.000097675130	0.959458643428	N\A	0.094183770732	0.013442970876	0.042525549429	0.008100841292	54	21	
2150000	490.505968	1	-1.399978448365	1.079070175188	-0.044991864701	0.067464702737	-0.008951579288	0.000115566049	0.962851511831	N\A	0.083333859523	0.010540166093	0.039926780045	0.006716903401	43	27	
2200000	489.741691	1	-1.516442681241	1.117250486205	-0.057243719718	0.089827052780	-0.003987861066	0.000107448782	0.955243398836	N\A	0.116407437371	0.015930386375	0.051024336784	0.009182654761	42	22	
2250000	485.487365	1	-1.592375343345	1.179358432551	-0.055498063170	0.005018844240	0.008514309349	0.000104759721	0.999637505957	N\A	0.091018477621	0.014225586457	0.028555934080	0.007480788953	48	31	
2300000	481.692742	1	-1.836792639314	1.363785246759	-0.081895382944	-0.052889395973	0.017934763858	0.000123086053	0.964466621563	N\A	0.071984125919	0.011644683692	0.032820455122	0.007051166732	43	22	
2350000	489.364908	1	-1.768296015768	1.342454163002	-0.080143185910	-0.056041220767	0.017367353022	0.000112406178	0.960775430223	N\A	0.088604519806	0.013226574600	0.039720065746	0.007727529981	53	23	
2400000	500.030747	1	-1.482744982153	1.117547828907	-0.056909961160	0.082569025340	-0.001284814837	0.000090812800	0.960201298157	N\A	0.115668864828	0.016087125085	0.047790828718	0.008779759465	48	26	
2450000	484.770249	1	-1.928649136376	1.438143595766	-0.104162975834	-0.011881340708	0.017633959533	0.000106953117	0.960770799499	N\A	0.095975284696	0.013483536317	0.044394766676	0.008372271512	42	22	
2500000	485.130787	1	-1.691030065475	1.255516892958	-0.061839734783	-0.008153731623	0.002600495998	0.000211843867	0.968174652917	N\A	0.067320636273	0.011242313478	0.029746504559	0.006884260925	38	28	
2550000	498.748114	1	-1.559376500324	1.191843049911	-0.058124417163	0.008306646033	0.004024575684	0.000095189228	0.962431807787	N\A	0.093250587882	0.012863365013	0.041265734815	0.007203461810	43	20	
2600000	497.949704	1	-1.602499925551	1.218163676719	-0.065312601939	0.025128469827	0.003587723744	0.000104207492	0.962523988910	N\A	0.095907992242	0.013207483473	0.043288958840	0.007720051636	57	30	
2650000	479.915601	1	-1.676394974804	1.239034472560	-0.068498707387	0.017791870277	0.003956016165	0.000091182236	0.961290212312	N\A	0.087672508121	0.012808223235	0.041188106994	0.007972264750	59	25	
2700000	474.682891	1	-1.965062144032	1.532289424329	-0.114694365662	-0.099671579933	0.029905902468	0.000102815361	0.957353017923	N\A	0.100721821058	0.014516386933	0.043458696026	0.008125849281	50	29	
2750000	475.755003	1	-1.581141822026	1.154984195512	-0.055179191474	0.050763556183	-0.003176856772	0.000117656962	0.965714617448	N\A	0.084648165484	0.010728067758	0.040841417270	0.006956607802	58	23	
2800000	477.213278	1	-1.619631677948	1.192400023615	-0.056667035857	0.019878906105	-0.000249339541	0.000111581937	0.962907841364	N\A	0.080171088060	0.010279018501	0.039519501410	0.006725226664	51	29	
2850000	499.681087	1	-1.810895273635	1.363523017737	-0.088916271411	-0.009140898848	0.012699884155	0.000095603095	0.959813456750	N\A	0.097253038224	0.013499607481	0.045631673267	0.008500831992	38	21	
2900000	478.349370	1	-1.644429310519	1.213839923277	-0.060304948687	0.009742559899	0.002626857663	0.000095141520	0.959132203036	N\A	0.096804715608	0.013517301189	0.044276791425	0.008588577750	39	25	
2950000	482.028860	1	-1.657879577278	1.225810702445	-0.057768569036	0.005219616286	-0.001424254236	0.000120129441	0.960391453367	N\A	0.082639492465	0.010426523761	0.039454203881	0.006618545420	40	20	
3000000	484.279550	1	-1.607247581352	1.221413389244	-0.065160176693	-0.006979902376	0.009234907494	0.000082781351	0.962000372670	N\A	0.087819139967	0.012076700748	0.040742071970	0.007538200101	52	28	
3050000	489.011179	1	-1.843550888359	1.365999937180	-0.081118076911	-0.044787664497	0.013972334035	0.000121061520	0.972553449484	N\A	0.095451841087	0.013851558726	0.036911180723	0.007466650729	50	25	
3100000	496.185467	1	-1.569771935883	1.173894055905	-0.062647182057	0.058748873994	0.001184381470	0.000066441763	0.964081472818	N\A	0.088269656613	0.012425196117	0.041391239542	0.007576375609	33	32	
3150000	482.462178	1	-1.635220691801	1.220204624727	-0.066391830300	0.038378943887	-0.000264490414	0.000095820229	0.962818906498	N\A	0.091577464074	0.013077095651	0.041542088838	0.007754869043	50	23	
3200000	488.963003	1	-1.649739512284	1.221003051111	-0.059564850230	-0.006969049852	0.007012324065	0.000089745440	0.959392854105	N\A	0.094922768845	0.012870976990	0.043082606912	0.007594264404	54	20	
3250000	486.771041	1	-1.619984992376	1.227413378217	-0.062438182243	0.002942380730	0.001743622533	0.000085439503	0.958269181893	N\A	0.091715450029	0.012831126223	0.043192905352	0.007878279380	43	21	
3300000	480.171083	1	-1.730002558014	1.277948359751	-0.066890526913	-0.015304077471	0.004878284149	0.000110538199	0.963070752963	N\A	0.099848526767	0.014407780363	0.043216946142	0.008281694397	47	32	
3350000	483.882223	1	-1.563134617773	1.165530733568	-0.052724488808	0.021063380945	-0.001691660599	0.000110622608	0.963601704462	N\A	0.104936520942	0.015136301092	0.044193980396	0.008769477812	54	29	
3400000	458.818180	1	-1.490228972650	1.125965297358	-0.059824371487	0.095392148221	-0.007559708314	0.000104452916	0.957599158313	N\A	0.103373798187	0.015532126717	0.045170983360	0.009348954734	59	16	
3450000	488.046593	1	-1.424765851512	1.095821461395	-0.065438955549	0.140183353843	-0.005204420288	0.000102815418	0.958064442516	N\A	0.109809853263	0.014732152351	0.048006870783	0.008498414797	43	23	
3500000	471.085205	1	-1.514190245682	1.168559664941	-0.068447010607	0.055100007234	0.006318080746	0.000091673019	0.960459075112	N\A	0.107511668879	0.014908345843	0.048462528885	0.009127153600	45	41	
3550000	481.268239	1	-1.713997861998	1.260237197805	-0.065081368498	0.005216825412	0.000603313843	0.000098569500	0.968768743781	N\A	0.074424925730	0.010777410149	0.030811224099	0.006863770218	54	30	
3600000	488.301271	1	-1.759664317977	1.301498043452	-0.081655705889	0.032869930974	0.007363000069	0.000127238457	0.956870564000	N\A	0.099242780898	0.014454264055	0.041198242773	0.007964577179	46	16	
3650000	494.924688	1	-1.882870604780	1.408908363931	-0.088398051147	-0.065345631031	0.017077202798	0.000089919842	0.963139563019	N\A	0.095436989992	0.014179242904	0.041071053387	0.008151624484	53	23	
3700000	479.828538	1	-1.610799697366	1.231487422456	-0.072825378098	0.007571830614	0.013387291215	0.000110086796	0.961649154781	N\A	0.091897472775	0.011238137057	0.040176991840	0.006386133672	56	26	
3750000	488.636114	1	-1.675065025629	1.257283703702	-0.071722481650	0.004272977161	0.008270994849	0.000118740059	0.957742045254	N\A	0.093302958339	0.013360242751	0.041447508331	0.007484025855	43	21	
3800000	479.831819	1	-1.624160827599	1.228078672904	-0.072410542300	0.045482875208	0.004814437882	0.000090600492	0.956676459527	N\A	0.101820974695	0.014450463913	0.045748997253	0.008537800622	44	21	
3850000	479.013838	1	-1.448813439036	1.123415045532	-0.056619210684	0.034077525608	0.005787218528	0.000177135274	0.956835457343	N\A	0.092715306073	0.012061905307	0.042499195951	0.007464880445	50	23	
3900000	487.808186	1	-1.595866789465	1.223651651800	-0.067572840246	-0.000089654320	0.009418251060	0.000107593992	0.972858145829	N\A	0.072207756935	0.009973440678	0.029142515628	0.005910382868	48	27	
3950000	487.625486	1	-1.605108813476	1.173378671599	-0.061532165235	0.098189450966	-0.010534464276	0.000097008998	0.958158548198	N\A	0.083865562405	0.010556104797	0.042498194753	0.007313022335	56	22	
4000000	482.979808	1	-1.978468411909	1.443857706968	-0.090871278837	-0.063698926770	0.018661658756	0.000111199717	0.959211991273	N\A	0.090638849907	0.012190566901	0.042260883826	0.007573837617	54	22	
4050000	490.392133	1	-1.870003292561	1.360097797258	-0.079779841016	-0.015205481591	0.006640400265	0.000125850276	0.957366716562	N\A	0.100122227475	0.013802155782	0.044776932510	0.007977469071	44	23	
4100000	477.089683	1	-1.369767611790	1.054798865856	-0.054709883239	0.105744671834	0.001664592677	0.000092540060	0.962854938029	N\A	0.092744866966	0.013197745047	0.040758077555	0.007637649583	48	24	
4150000	479.327831	1	-1.826499161447	1.394478093586	-0.093446400006	-0.031752121290	0.015370123465	0.000116992048	0.970416919475	N\A	0.092299257338	0.012125598779	0.039194012991	0.006992596688	45	23	
4200000	477.415454	1	-1.683746440964	1.267459706442	-0.075978083905	-0.011924496581	0.018141725971	0.000137334394	0.966084937944	N\A	0.081517034446	0.012308740225	0.035817160258	0.007571376420	42	31	
4250000	470.518535	1	-1.842506988577	1.374012559269	-0.087688074003	-0.018588416796	0.011924354182	0.000106603569	0.959976080149	N\A	0.103389264536	0.015219377358	0.044986672609	0.008795904283	55	23	
4300000	482.666208	1	-1.696426491309	1.291704692362	-0.076655472605	-0.021112243922	0.013319815772	0.000094844704	0.960834867637	N\A	0.095344374428	0.013337211299	0.042058140673	0.007681027265	46	21	
4350000	467.284346	1	-1.766501390399	1.307835134019	-0.073187604330	-0.057448630164	0.020020994682	0.000088645746	0.960650060811	N\A	0.084510331461	0.009935613225	0.043969461513	0.006887860138	42	25	
4400000	504.312447	1	-1.343982354348	0.976790842025	-0.027781868514	0.126858337121	-0.019665902803	0.000082881122	0.965182143998	N\A	0.102817603323	0.014643548267	0.044571833264	0.008701139869	55	27	
4450000	481.721510	1	-1.736114797307	1.348644400254	-0.086949247682	-0.046526565312	0.020903107733	0.000434510700	0.960898820416	N\A	0.094038320401	0.012966962647	0.043927680696	0.008060788894	57	24	
4500000	472.993806	1	-1.677101518418	1.245548554684	-0.068768440179	0.025182786680	0.001129344987	0.000140277811	0.961302686942	N\A	0.086869221427	0.011004384445	0.038455338372	0.006831967646	46	22	
4550000	498.002147	1	-1.358588942931	1.005059200592	-0.032510051345	0.093371951038	-0.014362380391	0.000097495344	0.974547444154	N\A	0.068140645889	0.009965597053	0.023468328637	0.005600705737	31	26	
4600000	498.160308	1	-1.465507087822	1.113269133346	-0.052048335436	0.046498400226	0.000238538993	0.000091569721	0.964731620794	N\A	0.096462505072	0.013891540797	0.041287522173	0.007596082909	39	25	
4650000	489.229578	1	-1.850095433831	1.371381110289	-0.072624380176	-0.060871616720	0.007697069644	0.000177135916	0.975486369759	N\A	0.067005892864	0.011198685126	0.027984942275	0.006605903761	40	22	
4700000	481.110592	1	-1.752163254891	1.293358508722	-0.083101233648	0.056953518900	0.000288426759	0.000124597903	0.965833345386	N\A	0.082199837865	0.012101568732	0.037543906809	0.007774937177	50	32	
4750000	496.077542	1	-1.645947608825	1.266238972414	-0.070335299232	-0.012011280634	0.007118641227	0.000099404796	0.960312498206	N\A	0.086801920875	0.011575017806	0.043294199048	0.008043182927	44	20	
4800000	484.684676	1	-1.817404525027	1.338881774781	-0.079482878229	-0.007112426908	0.008738653447	0.000111696098	0.961938842806	N\A	0.089199998151	0.012665579940	0.041520052226	0.008045167279	47	26	
4850000	470.508350	1	-1.648732955039	1.269741968685	-0.074361732510	-0.016847252819	0.014671851880	0.000112403966	0.955976356325	N\A	0.101933103976	0.015126927859	0.043959783358	0.008809969079	42	25	
4900000	492.536150	1	-1.774218305523	1.332113790654	-0.084494178087	-0.011452884620	0.013823215251	0.000159590884	0.960264119537	N\A	0.095167166338	0.012427306252	0.044125436315	0.007612287247	47	20	
4950000	480.955173	1	-1.887138038745	1.443123438241	-0.103040989249	-0.040922155344	0.019676753360	0.000170163272	0.958835927145	N\A	0.099550764391	0.012498003963	0.047779015516	0.008018104022	42	22	
5000000	471.636387	1	-1.675250410612	1.251387988565	-0.067034205796	0.006466247811	0.005369129711	0.000103079281	0.963270771371	N\A	0.079531400989	0.010085460094	0.039853042347	0.007048884698	59	28	
5050000	483.418892	1	-1.725810023022	1.289916138263	-0.072398273940	0.002095216500	0.004732700594	0.000102143663	0.957210668748	N\A	0.098565184200	0.013838573199	0.044524101188	0.008302243859	54	23	
5100000	489.573106	1	-1.850981406737	1.375825850491	-0.081047520808	-0.043950072761	0.009100946130	0.000124142484	0.978237558314	N\A	0.094433268121	0.013904966215	0.038076616593	0.007498137083	40	19	
5150000	478.356019	1	-1.733254239858	1.239070621095	-0.055436366828	0.012817385347	-0.005145656171	0.000110700287	0.963892614616	N\A	0.094854014177	0.013451987780	0.043008809232	0.008095426866	39	26	
5200000	492.318965	1	-2.000487328727	1.518655627559	-0.112637495206	-0.083523650078	0.030613983562	0.000130825210	0.960961884385	N\A	0.094638497053	0.013542187430	0.038395174462	0.007241328959	39	27	
5250000	483.996071	1	-1.946057202451	1.460983836094	-0.096465472331	-0.074929601285	0.020954723852	0.000109930664	0.966250882683	N\A	0.080520346093	0.012472590682	0.034696436430	0.007158789628	46	20	
5300000	475.989099	1	-1.654624072368	1.227578985019	-0.064024713629	0.020106490880	0.002104673031	0.000099050517	0.964681375158	N\A	0.085012751949	0.013460863125	0.036906917761	0.008112855883	46	21	
5350000	489.034519	1	-1.569652260290	1.135621079773	-0.047594172121	0.042838609219	-0.004208941015	0.000107121294	0.963203465360	N\A	0.095950827482	0.013714135099	0.038934689591	0.007353795051	42	20	
5400000	503.451512	1	-1.555729004040	1.167810359878	-0.061132753488	0.070511568939	-0.006331065816	0.000107601847	0.969166677577	N\A	0.103808149901	0.014825708274	0.038278522535	0.007480093680	55	28	
5450000	500.565118	1	-1.668236431877	1.245313474634	-0.068790029458	0.063480273450	-0.011013045856	0.000078377255	0.966214519602	N\A	0.096203720170	0.014282209971	0.033860630026	0.007482342481	46	22	
5500000	492.252465	1	-1.530669400556	1.159158384746	-0.067479870702	0.104689729418	-0.006074540703	0.000108374139	0.957633452257	N\A	0.094679425929	0.013800017339	0.043076179814	0.008303328057	54	20	
5550000	462.365293	1	-1.529704675207	1.182868805239	-0.070189531255	0.047147537549	0.007795946114	0.000127857189	0.952618664638	N\A	0.091940246976	0.011914676107	0.045066877015	0.008113656481	42	20	
5600000	476.702298	1	-1.808439009916	1.402489689944	-0.105573202743	-0.023255397704	0.026312858573	0.000123835667	0.961150107289	N\A	0.096676123462	0.014531072105	0.042255511951	0.008207192607	48	28	
5650000	491.803501	1	-1.713923220096	1.290588887370	-0.076749852376	-0.026089997114	0.014490101152	0.000097937468	0.961556024672	N\A	0.103229541053	0.014845993683	0.046449660232	0.009052528480	45	28	
5700000	478.685382	1	-1.808103102840	1.382726774190	-0.092509243100	-0.036463484413	0.021773786125	0.000103259891	0.957216115593	N\A	0.092519454465	0.012820301716	0.042974355631	0.007808028356	56	26	
5750000	483.454321	1	-1.579998812110	1.182109916475	-0.064138319883	0.047093482094	0.004947440070	0.000131831380	0.956159981469	N\A	0.109535547376	0.014231337010	0.049749988892	0.008341166043	49	24	
5800000	483.904300	1	-1.739977401912	1.270849716500	-0.071210832143	0.031475148746	0.000916565505	0.000105197362	0.966780065811	N\A	0.073535005700	0.011615299922	0.031861807551	0.006544486352	43	27	
5850000	479.948458	1	-1.888422296881	1.401126035480	-0.088873420553	-0.046383116163	0.015556008238	0.000087278194	0.970058759052	N\A	0.090394822547	0.013095619901	0.033907087208	0.006930371060	40	21	
5900000	486.396638	1	-1.883299270794	1.433724635536	-0.099112967354	-0.058562056880	0.024957433649	0.000087012593	0.967687430226	N\A	0.093941698335	0.013200223881	0.041235896342	0.007628860869	46	24	
5950000	478.870261	1	-1.717096132336	1.305774194626	-0.080832238267	0.018066407782	0.006903048801	0.000114050937	0.963470206779	N\A	0.100827030546	0.014143781287	0.045187014762	0.008183601638	49	22	
6000000	479.894084	1	-1.503846098590	1.123497042282	-0.048820104272	0.026754830427	0.000090200290	0.000115474615	0.966625853459	N\A	0.087912772822	0.012365910228	0.033116183225	0.006268664441	45	23	
6050000	486.968491	1	-1.401275320144	1.118466945950	-0.055024490266	0.046644243825	0.002918974884	0.000104419513	0.965497836123	N\A	0.089557904937	0.012418597455	0.037303202010	0.007531094853	48	27	
6100000	462.502709	1	-1.744630884390	1.341203758755	-0.084969089177	-0.042296333989	0.017976759497	0.000134379679	0.954887735212	N\A	0.094465453101	0.014157450291	0.041358123522	0.007969451860	41	19	
6150000	479.203828	1	-1.566134907030	1.185104799608	-0.066555277845	0.060526921941	0.001813392935	0.000097106056	0.962543916274	N\A	0.094029374935	0.013507012266	0.042667514693	0.008203880498	49	28	
6200000	510.205004	1	-1.749512447592	1.312687581476	-0.075809460494	-0.044608698697	0.016891828107	0.000103785680	0.965880064063	N\A	0.087373411104	0.013130559157	0.036543795519	0.007254800664	37	28	
6250000	500.120443	1	-1.658798795551	1.232028969390	-0.072174132403	0.032438816959	0.007718557745	0.000105956615	0.964391617579	N\A	0.092597188747	0.012821876806	0.042271770732	0.008011281195	40	23	
6300000	479.186601	1	-1.474151385893	1.125609490954	-0.067968180478	0.113107970094	-0.001334152787	0.000111883511	0.978624367233	N\A	0.111893737352	0.015339673121	0.045018845384	0.007881575750	51	27	
6350000	483.891367	1	-1.436530548471	1.099639356512	-0.060191616750	0.092926292471	0.002286172407	0.000094458195	0.960068498570	N\A	0.094679767654	0.012659508233	0.043604653651	0.007616656072	44	21	
6400000	497.421485	1	-1.700867696874	1.252894792816	-0.064405846972	0.004465150766	0.002842310981	0.000090453512	0.963754910011	N\A	0.094493706520	0.013478479654	0.042467017411	0.008071342112	41	28	
6450000	494.583087	1	-1.535574856567	1.118307622428	-0.047394961943	0.067744373925	-0.010131052283	0.000110670492	0.963342589685	N\A	0.079909677646	0.010381794820	0.040396654039	0.007151787592	42	25	
6500000	484.423349	1	-1.737865454341	1.308107052459	-0.072454250896	-0.021272648347	0.008504608566	0.000080406257	0.963624363349	N\A	0.088276056485	0.012225227510	0.039908884932	0.007025278914	44	21	
6550000	495.366251	1	-1.659077365998	1.261986474162	-0.069782773683	0.001901483327	0.006030437828	0.000088426096	0.963515903543	N\A	0.088356903406	0.012232238947	0.040699064429	0.007663298725	52	21	
6600000	492.189177	1	-1.673632456343	1.241777630707	-0.067809143367	0.028265806554	0.000078757109	0.000143419817	0.956682501067	N\A	0.091158094636	0.011344433202	0.044848322475	0.007474388342	48	21	
6650000	485.908365	1	-1.576859657197	1.181954709478	-0.058974270039	0.025875982210	0.002039677784	0.000108140629	0.961303100250	N\A	0.098410426084	0.014009513362	0.043758199414	0.008341414273	40	20	
6700000	481.349096	1	-1.427113953333	1.099830076441	-0.051582097039	0.084019310833	-0.007123913170	0.000115482558	0.974545903570	N\A	0.089012521711	0.011720977444	0.040558577484	0.007085403976	47	26	
6750000	487.498401	1	-1.878630412785	1.401654314701	-0.087438224647	-0.056241984312	0.016883537861	0.000106509789	0.958647464286	N\A	0.091991481508	0.012460626757	0.042136118698	0.007185759249	50	31	
6800000	485.639202	1	-1.910265281482	1.455134679816	-0.105488847335	-0.051174140445	0.023224718675	0.000101959813	0.961089542390	N\A	0.091555466784	0.013571095944	0.041190807295	0.008128815212	41	22	
6850000	501.376717	1	-1.855542646638	1.360765366546	-0.076552678492	-0.025607202455	0.003848558347	0.000099246205	0.966862124835	N\A	0.081567068440	0.011852020191	0.036710692180	0.007384980819	46	23	
6900000	487.558952	1	-1.824274515200	1.393422892923	-0.084621735185	-0.075287697204	0.017964037753	0.000090054658	0.960587228342	N\A	0.088738987435	0.011992906304	0.041966866691	0.007644920050	48	25	
6950000	474.740156	1	-1.942835005169	1.419699517428	-0.084729584093	-0.068238580126	0.013981810269	0.000119922558	0.972351223300	N\A	0.079402360882	0.011596287757	0.033484651338	0.006533656640	49	21	
7000000	474.232040	1	-1.714259691657	1.287041032971	-0.075938115770	-0.004334415075	0.011741703632	0.000135710972	0.960063347982	N\A	0.101386650314	0.014601363820	0.041182667786	0.007927549427	50	26	
7050000	492.029967	1	-1.630578388400	1.220353805153	-0.059904401044	-0.005605339225	0.003455834311	0.000103926217	0.964588688066	N\A	0.085146926720	0.012423454004	0.038785940356	0.007704503672	53	23	
7100000	473.685617	1	-1.827341966332	1.386441374455	-0.083331792297	-0.090742596828	0.021475894673	0.000086410659	0.963040054337	N\A	0.091189009335	0.013371780176	0.041770206008	0.008078040423	52	23	
