Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  NEO_d1_m6-glob-006.txt
Log File Name:                   NEO_d1_m6-glob-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1736142198
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   NEO_d1_m6-glob-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.036913
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.86 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	659.850870	1	-0.847154169369	1.161075421638	-0.044934193913	0.000117030103	0.992006565216	N\A	0.017047919260	0.011594757949	42	2	0.011687129632	Global Trend	
1050000	650.039919	1	-1.003233957566	1.178483954269	-0.055011381441	0.000049232287	0.991603417571	N\A	0.017723596933	0.012226956400	46	3	0.003816678814	Global Trend	
1100000	644.803437	1	-0.923664739291	1.131460243815	-0.025428900435	0.000024383213	0.991422077436	N\A	0.016140917818	0.011444815988	38	2	0.002428985489	Global Trend	
1150000	650.567936	1	-0.920984288250	1.136572706222	-0.025692182492	0.000019931903	0.993361442702	N\A	0.015124330038	0.011033800928	40	2	0.002782840679	Global Trend	
1200000	647.835142	1	-1.076647602988	1.217903038259	-0.081548364351	0.000037065274	0.990977887782	N\A	0.017341924537	0.011124729942	30	1	0.002368087222	Global Trend	
1250000	660.301450	1	-1.073483212460	1.211551869507	-0.077811987303	0.000038768051	0.991741569675	N\A	0.018334128811	0.012063698835	42	2	0.002127529346	Global Trend	
1300000	639.859290	1	-0.901545132431	1.097784358012	-0.001489968448	0.000045225129	0.992598331953	N\A	0.017639590846	0.010787721626	36	4	0.001926024570	Global Trend	
1350000	660.565281	1	-0.984821296399	1.193655017127	-0.071248319415	0.000024024325	0.992299080934	N\A	0.016844371202	0.011317904144	35	2	0.002704777011	Global Trend	
1400000	645.843339	1	-1.073372116283	1.143249906389	-0.037125219995	0.000053903015	0.990106239502	N\A	0.019591085203	0.013378085547	44	2	-0.000373923963	Global Trend	
1450000	640.049268	1	-1.058426042942	1.110976377821	-0.010818531604	0.000019760077	0.991628110078	N\A	0.009357472669	0.006403521936	50	4	-0.000026055635	Global Trend	
