Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m6-glob-006.txt
Log File Name:                   STR_d1_m6-glob-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3188969835
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m6-glob-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.147241
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.77 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	543.665613	1	-1.538713554430	1.121425232825	-0.089287699640	0.000029243299	0.982783264754	N\A	0.022739784206	0.016817479062	30	4	0.003099450975	Global Trend	
1050000	543.678938	1	-1.589312640871	1.121570616322	-0.091555205480	0.000035984020	0.978717088138	N\A	0.028698360046	0.020190048904	37	2	-0.000576431505	Global Trend	
1100000	557.062579	1	-1.539500036246	1.067684120923	-0.051514560417	0.000018554999	0.989084761365	N\A	0.020000736466	0.014352940227	41	3	-0.002748707522	Global Trend	
1150000	536.506835	1	-1.448226828213	1.156539743712	-0.106772649977	0.000092476460	0.982823559760	N\A	0.025524809554	0.018305960491	36	0	0.013195779011	Global Trend	
1200000	543.819069	1	-1.345163153760	1.011825300940	-0.011496045702	0.000155344406	0.999793760709	N\A	0.014075950880	0.013997690560	37	1	-0.404059904388	Global Trend	
1250000	551.094693	1	-1.505957480524	1.093288860599	-0.066578311593	0.000162970923	0.982869300972	N\A	0.023671645635	0.016688907024	35	1	-0.007814429339	Global Trend	
1300000	530.966112	1	-1.561978858611	1.137415154240	-0.093284626450	0.000104532409	0.983984647998	N\A	0.024569671478	0.017500953639	39	0	0.001185479498	Global Trend	
1350000	528.994111	1	-1.464236877921	1.114087776485	-0.077125089681	0.000182689257	0.982590760080	N\A	0.023823810588	0.016786443412	46	1	0.011632645089	Global Trend	
1400000	540.742815	1	-1.537315627448	1.117989102553	-0.074918000523	0.000273012067	0.984641872699	N\A	0.021864542749	0.015864699583	44	2	-0.002537303768	Global Trend	
1450000	536.136614	1	-1.412810384275	1.059768508496	-0.041603772679	0.000097773572	0.977702062998	N\A	0.026675096118	0.018355338121	37	0	0.005194163120	Global Trend	
