Species_TTOL	NEO	rest_of_brain	rest_of_brain2	BOD	BOD2
Dasyuroides_byrnei	2.400883	3.0789623596587	9.48000921219507	2.146128	4.605865392384
Dasyurus_geoffroii	3.090611	3.0789623596587	9.48000921219507	2.69897	7.2844390609
Dasyurus_hallucatus	2.810904	3.0789623596587	9.48000921219507	3.021189	9.127582973721
Dendrolagus_lumholtzi	3.924538	3.0789623596587	9.48000921219507	3.78533	14.3287232089
Distoechurus_pennatus	2.42111	3.0789623596587	9.48000921219507	1.633468	2.668217707024
Dorcopsis	3.735359	3.0789623596587	9.48000921219507	3.462398	11.988199910404
Echymipera_kalubu	2.67587	3.0789623596587	9.48000921219507	2.819544	7.949828367936
Gymnobelideus_leadbeateri	2.825491	3.0789623596587	9.48000921219507	2.041393	4.167285380449
Hypsiprymnodon_moschatus	3.219323	3.0789623596587	9.48000921219507	2.748188	7.552537283344
Isoodon_macrourus	2.771734	3.0789623596587	9.48000921219507	3.033424	9.201661163776
Isoodon_obesulus_obesulus	2.823474	3.0789623596587	9.48000921219507	3.004321	9.025944671041
Osphranter_antilopinus	4.354185	3.0789623596587	9.48000921219507	4.537819	20.591801276761
Macropus_giganteus	4.476817	3.0789623596587	9.48000921219507	4.563481	20.825358837361
Notamacropus_irma	3.973359	3.0789623596587	9.48000921219507	3.819544	14.588916367936
Notamacropus_parma	3.824386	3.0789623596587	9.48000921219507	3.536558	12.507242487364
Notamacropus_parryi	4.144294	3.0789623596587	9.48000921219507	4.170262	17.391085148644
Osphranter_robustus	4.347545	3.0789623596587	9.48000921219507	4.409933	19.447509064489
Osphranter_rufus	4.360082	3.0789623596587	9.48000921219507	4.494155	20.197429164025
Thylamys_pallidior	2.036629	3.0789623596587	9.48000921219507	1.477121	2.181886448641
Marmosops_impavidus	2.345178	3.0789623596587	9.48000921219507	1.845098	3.404386629604
Monodelphis_brevicaudata	2.126131	3.0789623596587	9.48000921219507	1.924279	3.702849669841
Notoryctes_typhlops	2.064083	3.0789623596587	9.48000921219507	1.531479	2.345427927441
Petauroides_volans	3.110253	3.0789623596587	9.48000921219507	3.09691	9.5908515481
Petaurus_australis	3.313445	3.0789623596587	9.48000921219507	2.748188	7.552537283344
Petaurus_breviceps	2.806655	3.0789623596587	9.48000921219507	2.113943	4.468755007249
Petaurus_norfolcensis	2.949048	3.0789623596587	9.48000921219507	2.374748	5.639428063504
Petrogale_inornata	3.828724	3.0789623596587	9.48000921219507	3.628389	13.165206735321
Petrogale_lateralis	3.764251	3.0789623596587	9.48000921219507	3.556303	12.647291027809
Petrogale_penicillata	3.91981	3.0789623596587	9.48000921219507	3.690196	13.617546518416
Petrogale_purpureicollis	3.827305	3.0789623596587	9.48000921219507	3.740363	13.990315371769
Petropseudes_dahli	3.178113	3.0789623596587	9.48000921219507	3.127105	9.778785681025
Phascolarctos_cinereus	3.804071	3.0789623596587	9.48000921219507	3.968483	15.748857321289
Planigale_ingrami	0.974972	3.0789623596587	9.48000921219507	0.826075	0.682399905625
Planigale_maculata	1.414973	3.0789623596587	9.48000921219507	1.041393	1.084499380449
Potorous_tridactylus_tridactylus	3.462398	3.0789623596587	9.48000921219507	3.089905	9.547512909025
Pseudochirulus_canescens	2.769156	3.0789623596587	9.48000921219507	2.447158	5.988582276964
Pseudochirulus_forbesi	2.93892	3.0789623596587	9.48000921219507	2.70757	7.3309353049
Sarcophilus_harrisii	3.581153	3.0789623596587	9.48000921219507	3.732394	13.930764971236
Sminthopsis_crassicaudata	1.725095	3.0789623596587	9.48000921219507	1.146128	1.313609392384
Sminthopsis_leucopus	1.864511	3.0789623596587	9.48000921219507	1.361728	1.854303145984
Phalanger_gymnotis	3.547036	3.0789623596587	9.48000921219507	3.451786	11.914826589796
Thylacinus_cynocephalus	4.326295	3.0789623596587	9.48000921219507	4.342423	18.856637510929
Thylogale_billardierii	3.925776	3.0789623596587	9.48000921219507	3.845098	14.784778629604
Thylogale_stigmatica	3.829368	3.0789623596587	9.48000921219507	3.653213	13.345965223369
Trichosurus_vulpecula	3.523356	3.0789623596587	9.48000921219507	3.30103	10.8967990609
Vombatus_ursinus	4.31161	3.0789623596587	9.48000921219507	4.357935	18.991597464225
Wallabia_bicolor	4.162594	3.0789623596587	9.48000921219507	4.198657	17.628720603649
Balionycteris_maculata	2.13	3.0789623596587	9.48000921219507	1.158	1.340964
Casinycteris_argynnis	2.369	3.0789623596587	9.48000921219507	1.428	2.039184
Chironax_melanocephalus	2.226	3.0789623596587	9.48000921219507	1.248	1.557504
Cynopterus_brachyotis	2.459	3.0789623596587	9.48000921219507	1.53	2.3409
Cynopterus_horsfieldii	2.636	3.0789623596587	9.48000921219507	1.773	3.143529
Cynopterus_sphinx	2.547	3.0789623596587	9.48000921219507	1.713	2.934369
Dobsonia_inermis	2.922	3.0789623596587	9.48000921219507	2.173	4.721929
Dobsonia_moluccensis	3.18	3.0789623596587	9.48000921219507	2.543	6.466849
Dobsonia_praedatrix	2.97	3.0789623596587	9.48000921219507	2.25	5.0625
Eidolon_helvum	3.148	3.0789623596587	9.48000921219507	2.418	5.846724
Eonycteris_spelaea	2.584	3.0789623596587	9.48000921219507	1.769	3.129361
Epomophorus_labiatus	2.664	3.0789623596587	9.48000921219507	1.806	3.261636
Epomops_franqueti	2.789	3.0789623596587	9.48000921219507	2.072	4.293184
Hypsignathus_monstrosus	3.024	3.0789623596587	9.48000921219507	2.491	6.205081
Macroglossus_minimus	2.192	3.0789623596587	9.48000921219507	1.164	1.354896
Megaerops_ecaudatus	2.392	3.0789623596587	9.48000921219507	1.38	1.9044
Megaloglossus_woermanni	2.279	3.0789623596587	9.48000921219507	1.253	1.570009
Melonycteris_melanops	2.617	3.0789623596587	9.48000921219507	1.675	2.805625
Melonycteris_woodfordi	2.505	3.0789623596587	9.48000921219507	1.549	2.399401
Epomophorus_pusillus	2.385	3.0789623596587	9.48000921219507	1.4	1.96
Myonycteris_torquata	2.527	3.0789623596587	9.48000921219507	1.561	2.436721
Notopteris_macdonaldi	2.623	3.0789623596587	9.48000921219507	1.841	3.389281
Nyctimene_albiventer	2.341	3.0789623596587	9.48000921219507	1.473	2.169729
Nyctimene_robinsoni	2.525	3.0789623596587	9.48000921219507	1.673	2.798929
Nyctimene_vizcaccia	2.41	3.0789623596587	9.48000921219507	1.549	2.399401
Paranyctimene_raptor	2.297	3.0789623596587	9.48000921219507	1.417	2.007889
Pteropus_alecto	3.434	3.0789623596587	9.48000921219507	2.775	7.700625
Pteropus_conspicillatus	3.524	3.0789623596587	9.48000921219507	2.875	8.265625
Pteropus_hypomelanus	3.28	3.0789623596587	9.48000921219507	2.591	6.713281
Pteropus_lylei	3.378	3.0789623596587	9.48000921219507	2.497	6.235009
Pteropus_neohibernicus	3.565	3.0789623596587	9.48000921219507	2.924	8.549776
Pteropus_poliocephalus	3.433	3.0789623596587	9.48000921219507	2.842	8.076964
Pteropus_samoensis	3.331	3.0789623596587	9.48000921219507	2.491	6.205081
Pteropus_scapulatus	3.318	3.0789623596587	9.48000921219507	2.574	6.625476
Pteropus_temminckii	3.259	3.0789623596587	9.48000921219507	2.398	5.750404
Pteropus_tonganus	3.35	3.0789623596587	9.48000921219507	2.652	7.033104
Pteropus_vampyrus	3.558	3.0789623596587	9.48000921219507	3.027	9.162729
Rousettus_aegyptiacus	2.837	3.0789623596587	9.48000921219507	2.111	4.456321
Rousettus_amplexicaudatus	2.636	3.0789623596587	9.48000921219507	1.856	3.444736
Scotonycteris_zenkeri	2.261	3.0789623596587	9.48000921219507	1.328	1.763584
Sphaerias_blanfordi	2.35	3.0789623596587	9.48000921219507	1.47	2.1609
Syconycteris_australis	2.243	3.0789623596587	9.48000921219507	1.207	1.456849
Anoura_caudifer	2.005	3.0789623596587	9.48000921219507	1.025	1.050625
Anoura_geoffroyi	2.165	3.0789623596587	9.48000921219507	1.204	1.449616
Ardops_nichollsi	2.172	3.0789623596587	9.48000921219507	1.352	1.827904
Artibeus_cinereus	2.081	3.0789623596587	9.48000921219507	1.1	1.21
Artibeus_concolor	2.183	3.0789623596587	9.48000921219507	1.288	1.658944
Artibeus_jamaicensis	2.449	3.0789623596587	9.48000921219507	1.613	2.601769
Artibeus_lituratus	2.513	3.0789623596587	9.48000921219507	1.748	3.055504
Aselliscus_stoliczkanus	1.352	3.0789623596587	9.48000921219507	0.69	0.4761
Aselliscus_tricuspidatus	1.346	3.0789623596587	9.48000921219507	0.643	0.413449
Brachyphylla_cavernarum	2.509	3.0789623596587	9.48000921219507	1.648	2.715904
Cardioderma_cor	2.27	3.0789623596587	9.48000921219507	1.415	2.002225
Carollia_perspicillata	2.111	3.0789623596587	9.48000921219507	1.25	1.5625
Chalinolobus_gouldii	1.572	3.0789623596587	9.48000921219507	1.068	1.140624
Chalinolobus_morio	1.449	3.0789623596587	9.48000921219507	0.919	0.844561
Chiroderma_salvini	2.323	3.0789623596587	9.48000921219507	1.417	2.007889
Chiroderma_trinitatum	2.182	3.0789623596587	9.48000921219507	1.137	1.292769
Chiroderma_villosum	2.273	3.0789623596587	9.48000921219507	1.394	1.943236
Choeroniscus_minor	1.98	3.0789623596587	9.48000921219507	0.982	0.964324
Coleura_afra	1.72	3.0789623596587	9.48000921219507	1.061	1.125721
Cormura_brevirostris	1.635	3.0789623596587	9.48000921219507	0.914	0.835396
Craseonycteris_thonglongyai	1.243	3.0789623596587	9.48000921219507	0.408	0.166464
Desmodus_rotundus	2.495	3.0789623596587	9.48000921219507	1.56	2.4336
Diphylla_ecaudata	2.364	3.0789623596587	9.48000921219507	1.49	2.2201
Emballonura_monticola	1.507	3.0789623596587	9.48000921219507	0.724	0.524176
Emballonura_raffrayana	1.538	3.0789623596587	9.48000921219507	0.771	0.594441
Eptesicus_brasiliensis	1.542	3.0789623596587	9.48000921219507	0.964	0.929296
Eptesicus_fuscus_bahamensis	1.636	3.0789623596587	9.48000921219507	1.134	1.285956
Eumops_auripendulus	2.071	3.0789623596587	9.48000921219507	1.529	2.337841
Eumops_glaucinus	2.111	3.0789623596587	9.48000921219507	1.562	2.439844
Furipterus_horrens	1.367	3.0789623596587	9.48000921219507	0.535	0.286225
Glischropus_tylopus	1.155	3.0789623596587	9.48000921219507	0.69	0.4761
Glossophaga_longirostris	1.968	3.0789623596587	9.48000921219507	1.053	1.108809
Glossophaga_soricina	1.944	3.0789623596587	9.48000921219507	0.996	0.992016
Harpiocephalus_harpia	1.91	3.0789623596587	9.48000921219507	1.13	1.2769
Hesperoptenus_blanfordi	1.41	3.0789623596587	9.48000921219507	0.863	0.744769
Hipposideros_armiger	2.227	3.0789623596587	9.48000921219507	1.748	3.055504
Hipposideros_ater	1.587	3.0789623596587	9.48000921219507	0.839	0.703921
Hipposideros_caffer	1.785	3.0789623596587	9.48000921219507	1.041	1.083681
Macronycteris_commersoni	2.235	3.0789623596587	9.48000921219507	1.997	3.988009
Hipposideros_diadema	2.189	3.0789623596587	9.48000921219507	1.622	2.630884
Hipposideros_fulvus	1.649	3.0789623596587	9.48000921219507	0.845	0.714025
Hipposideros_lankadiva	2.189	3.0789623596587	9.48000921219507	1.686	2.842596
Hipposideros_larvatus	1.931	3.0789623596587	9.48000921219507	1.312	1.721344
Hipposideros_ridleyi	1.702	3.0789623596587	9.48000921219507	0.982	0.964324
Hipposideros_speoris	1.76	3.0789623596587	9.48000921219507	1.061	1.125721
Hipposideros_turpis	2.11	3.0789623596587	9.48000921219507	1.542	2.377764
Ia_io	2.15	3.0789623596587	9.48000921219507	1.727	2.982529
Kerivoula_papillosa	1.839	3.0789623596587	9.48000921219507	1.004	1.008016
Lasiurus_borealis	1.446	3.0789623596587	9.48000921219507	0.892	0.795664
Leptonycteris_curasoae	2.147	3.0789623596587	9.48000921219507	1.389	1.929321
Leptonycteris_nivalis	2.159	3.0789623596587	9.48000921219507	1.358	1.844164
Lonchophylla_mordax	1.989	3.0789623596587	9.48000921219507	1.029	1.058841
Hsunycteris_thomasi	1.885	3.0789623596587	9.48000921219507	0.839	0.703921
Lophostoma_silvicolum	2.381	3.0789623596587	9.48000921219507	1.509	2.277081
Macroderma_gigas	2.708	3.0789623596587	9.48000921219507	2.078	4.318084
Macrophyllum_macrophyllum	1.905	3.0789623596587	9.48000921219507	0.934	0.872356
Megaderma_lyra	2.388	3.0789623596587	9.48000921219507	1.587	2.518569
Megaderma_spasma	2.238	3.0789623596587	9.48000921219507	1.354	1.833316
Mesophylla_macconnelli	1.939	3.0789623596587	9.48000921219507	0.875	0.765625
Micronycteris_brachyotis	1.944	3.0789623596587	9.48000921219507	1.167	1.361889
Micronycteris_megalotis	1.776	3.0789623596587	9.48000921219507	0.813	0.660969
Micronycteris_minuta	1.817	3.0789623596587	9.48000921219507	0.839	0.703921
Micronycteris_schmidtorum	1.881	3.0789623596587	9.48000921219507	0.892	0.795664
Gardnerycteris_crenulatum	1.94	3.0789623596587	9.48000921219507	1.072	1.149184
Miniopterus_australis	1.575	3.0789623596587	9.48000921219507	0.851	0.724201
Miniopterus_inflatus	1.747	3.0789623596587	9.48000921219507	1.173	1.375929
Miniopterus_magnater	1.776	3.0789623596587	9.48000921219507	1.176	1.382976
Miniopterus_pusillus	1.571	3.0789623596587	9.48000921219507	0.934	0.872356
Miniopterus_tristis	1.794	3.0789623596587	9.48000921219507	1.193	1.423249
Molossus_molossus	1.797	3.0789623596587	9.48000921219507	1.137	1.292769
Molossus_rufus	2.056	3.0789623596587	9.48000921219507	1.526	2.328676
Monophyllus_plethodon	1.984	3.0789623596587	9.48000921219507	1.176	1.382976
Mormoops_megalophylla	1.827	3.0789623596587	9.48000921219507	1.196	1.430416
Murina_cyclotis	1.647	3.0789623596587	9.48000921219507	0.851	0.724201
Murina_huttoni	1.695	3.0789623596587	9.48000921219507	0.944	0.891136
Myotis_adversus	1.668	3.0789623596587	9.48000921219507	1.049	1.100401
Myotis_albescens	1.312	3.0789623596587	9.48000921219507	0.602	0.362404
Myotis_annectans	1.572	3.0789623596587	9.48000921219507	0.991	0.982081
Myotis_bechsteinii	1.56	3.0789623596587	9.48000921219507	0.978	0.956484
Myotis_bocagii	1.556	3.0789623596587	9.48000921219507	0.845	0.714025
Myotis_dasycneme	1.667	3.0789623596587	9.48000921219507	1.176	1.382976
Myotis_myotis	1.894	3.0789623596587	9.48000921219507	1.408	1.982464
Myotis_nigricans	1.362	3.0789623596587	9.48000921219507	0.663	0.439569
Myotis_siligorensis	1.21	3.0789623596587	9.48000921219507	0.539	0.290521
Natalus_tumidirostris	1.741	3.0789623596587	9.48000921219507	0.839	0.703921
Noctilio_albiventris	2.265	3.0789623596587	9.48000921219507	1.515	2.295225
Noctilio_leporinus	2.558	3.0789623596587	9.48000921219507	1.763	3.108169
Nyctalus_noctula	1.74	3.0789623596587	9.48000921219507	1.431	2.047761
Nycteris_arge	1.953	3.0789623596587	9.48000921219507	1.025	1.050625
Nycteris_grandis	2.272	3.0789623596587	9.48000921219507	1.474	2.172676
Nycteris_hispida	1.843	3.0789623596587	9.48000921219507	0.892	0.795664
Nycteris_javanica	2.089	3.0789623596587	9.48000921219507	1.265	1.600225
Nycteris_macrotis	2.009	3.0789623596587	9.48000921219507	1.161	1.347921
Nycteris_thebaica	1.933	3.0789623596587	9.48000921219507	0.949	0.900601
Nyctophilus_geoffroyi	1.502	3.0789623596587	9.48000921219507	0.857	0.734449
Otomops_martiensseni	2.186	3.0789623596587	9.48000921219507	1.618	2.617924
Peropteryx_macrotis	1.486	3.0789623596587	9.48000921219507	0.748	0.559504
Phylloderma_stenops	2.542	3.0789623596587	9.48000921219507	1.664	2.768896
Phyllostomus_discolor	2.495	3.0789623596587	9.48000921219507	1.563	2.442969
Phyllostomus_elongatus	2.355	3.0789623596587	9.48000921219507	1.652	2.729104
Phyllostomus_hastatus	2.642	3.0789623596587	9.48000921219507	1.963	3.853369
Pipistrellus_javanicus	1.265	3.0789623596587	9.48000921219507	0.653	0.426409
Pipistrellus_tenuis	1.158	3.0789623596587	9.48000921219507	0.591	0.349281
Afronycteris_nana	1.196	3.0789623596587	9.48000921219507	0.591	0.349281
Hypsugo_pulveratus	1.354	3.0789623596587	9.48000921219507	0.724	0.524176
Perimyotis_subflavus	1.22	3.0789623596587	9.48000921219507	0.724	0.524176
Pteronotus_gymnonotus	1.89	3.0789623596587	9.48000921219507	1.134	1.285956
Pteronotus_parnellii_mesoamericanus	2.078	3.0789623596587	9.48000921219507	1.305	1.703025
Pteronotus_personatus	1.699	3.0789623596587	9.48000921219507	0.908	0.824464
Rhinolophus_cornutus	1.574	3.0789623596587	9.48000921219507	0.82	0.6724
Rhinolophus_eloquens	1.884	3.0789623596587	9.48000921219507	1.281	1.640961
Rhinolophus_hipposideros	1.279	3.0789623596587	9.48000921219507	0.663	0.439569
Rhinolophus_landeri	1.704	3.0789623596587	9.48000921219507	0.987	0.974169
Rhinolophus_lepidus	1.513	3.0789623596587	9.48000921219507	0.778	0.605284
Rhinolophus_luctus	2.132	3.0789623596587	9.48000921219507	1.516	2.298256
Rhinolophus_macrotis	1.511	3.0789623596587	9.48000921219507	0.799	0.638401
Rhinolophus_malayanus	1.538	3.0789623596587	9.48000921219507	0.806	0.649636
Rhinolophus_megaphyllus	1.695	3.0789623596587	9.48000921219507	0.991	0.982081
Rhinolophus_pearsonii	1.851	3.0789623596587	9.48000921219507	1.143	1.306449
Rhinolophus_pusillus	1.471	3.0789623596587	9.48000921219507	0.672	0.451584
Rhinolophus_trifoliatus	1.855	3.0789623596587	9.48000921219507	1.164	1.354896
Rhinolophus_yunnanensis	1.957	3.0789623596587	9.48000921219507	1.371	1.879641
Rhinonicteris_aurantia	1.675	3.0789623596587	9.48000921219507	0.934	0.872356
Rhinophylla_pumilio	1.932	3.0789623596587	9.48000921219507	0.949	0.900601
Rhinopoma_hardwickii	1.732	3.0789623596587	9.48000921219507	1.111	1.234321
Rhinopoma_microphyllum	1.889	3.0789623596587	9.48000921219507	1.468	2.155024
Rhogeessa_parvula	1.26	3.0789623596587	9.48000921219507	0.653	0.426409
Rhynchonycteris_naso	1.344	3.0789623596587	9.48000921219507	0.58	0.3364
Saccopteryx_bilineata	1.642	3.0789623596587	9.48000921219507	0.924	0.853776
Saccopteryx_canescens	1.375	3.0789623596587	9.48000921219507	0.531	0.281961
Saccopteryx_leptura	1.477	3.0789623596587	9.48000921219507	0.708	0.501264
Scotomanes_ornatus	1.813	3.0789623596587	9.48000921219507	1.338	1.790244
Scotophilus_dinganii	1.941	3.0789623596587	9.48000921219507	1.386	1.920996
Scotophilus_kuhlii	1.825	3.0789623596587	9.48000921219507	1.31	1.7161
Sphaeronycteris_toxophyllum	2.131	3.0789623596587	9.48000921219507	1.265	1.600225
Sturnira_lilium	2.208	3.0789623596587	9.48000921219507	1.305	1.703025
Sturnira_ludovici	2.203	3.0789623596587	9.48000921219507	1.413	1.996569
Sturnira_tildae	2.279	3.0789623596587	9.48000921219507	1.387	1.923769
Tadarida_aegyptiaca	1.888	3.0789623596587	9.48000921219507	1.248	1.557504
Taphozous_australis	2.008	3.0789623596587	9.48000921219507	1.38	1.9044
Taphozous_hildegardeae	2.046	3.0789623596587	9.48000921219507	1.438	2.067844
Taphozous_mauritianus	2.025	3.0789623596587	9.48000921219507	1.462	2.137444
Taphozous_melanopogon	2.054	3.0789623596587	9.48000921219507	1.356	1.838736
Tonatia_bidens	2.315	3.0789623596587	9.48000921219507	1.468	2.155024
Lophostoma_schulzi	2.186	3.0789623596587	9.48000921219507	1.328	1.763584
Trachops_cirrhosus	2.472	3.0789623596587	9.48000921219507	1.567	2.455489
Triaenops_persicus	1.682	3.0789623596587	9.48000921219507	1.137	1.292769
Tylonycteris_pachypus	1.09	3.0789623596587	9.48000921219507	0.681	0.463761
Tylonycteris_robustula	1.223	3.0789623596587	9.48000921219507	0.857	0.734449
Uroderma_bilobatum	2.193	3.0789623596587	9.48000921219507	1.21	1.4641
Vampyressa_pusilla	1.993	3.0789623596587	9.48000921219507	0.934	0.872356
Vampyrum_spectrum	2.879	3.0789623596587	9.48000921219507	2.238	5.008644
Alouatta_seniculus	4.501	3.0789623596587	9.48000921219507	3.806	14.485636
Aotus_trivirgatus	3.998	3.0789623596587	9.48000921219507	2.919	8.520561
Ateles_geoffroyi	4.85	3.0789623596587	9.48000921219507	3.903	15.233409
Avahi_laniger	3.682	3.0789623596587	9.48000921219507	3.109	9.665881
Plecturocebus_moloch	4.048	3.0789623596587	9.48000921219507	2.954	8.726116
Callimico_goeldii	3.811	3.0789623596587	9.48000921219507	2.681	7.187761
Callithrix_jacchus	3.641	3.0789623596587	9.48000921219507	2.447	5.987809
Cebuella_pygmaea	3.404	3.0789623596587	9.48000921219507	2.146	4.605316
Cebus_albifrons	4.667	3.0789623596587	9.48000921219507	3.491	12.187081
Cercopithecus_ascanius	4.655	3.0789623596587	9.48000921219507	3.531	12.467961
Cercopithecus_mitis_mitis	4.698	3.0789623596587	9.48000921219507	3.799	14.432401
Cheirogaleus_major	3.468	3.0789623596587	9.48000921219507	2.653	7.038409
Cheirogaleus_medius	3.087	3.0789623596587	9.48000921219507	2.248	5.053504
Daubentonia_madagascariensis	4.345	3.0789623596587	9.48000921219507	3.447	11.881809
Erythrocebus_patas	4.887	3.0789623596587	9.48000921219507	3.892	15.147664
Eulemur_fulvus_fulvus	4.087	3.0789623596587	9.48000921219507	3.146	9.897316
Galago_senegalensis	3.33	3.0789623596587	9.48000921219507	2.27	5.1529
Galagoides_demidoff	3.195	3.0789623596587	9.48000921219507	1.908	3.640464
Gorilla_gorilla	5.533	3.0789623596587	9.48000921219507	5.021	25.210441
Homo_sapiens	6.003	3.0789623596587	9.48000921219507	4.813	23.164969
Hylobates_lar	4.818	3.0789623596587	9.48000921219507	3.756	14.107536
Indri_indri	4.303	3.0789623596587	9.48000921219507	3.796	14.409616
Lagothrix_lagotricha	4.819	3.0789623596587	9.48000921219507	3.716	13.808656
Lepilemur_mustelinus	3.516	3.0789623596587	9.48000921219507	2.961	8.767521
Lophocebus_albigena	4.837	3.0789623596587	9.48000921219507	3.898	15.194404
Loris_tardigradus_tardigradus	3.547	3.0789623596587	9.48000921219507	2.508	6.290064
Macaca_mulatta	4.803	3.0789623596587	9.48000921219507	3.892	15.147664
Microcebus_murinus	2.869	3.0789623596587	9.48000921219507	1.732	2.999824
Miopithecus_talapoin	4.422	3.0789623596587	9.48000921219507	3.079	9.480241
Nasalis_larvatus	4.804	3.0789623596587	9.48000921219507	4.146	17.189316
Nycticebus_coucang	3.792	3.0789623596587	9.48000921219507	2.903	8.427409
Otolemur_crassicaudatus	3.674	3.0789623596587	9.48000921219507	2.929	8.579041
Pan_troglodytes	5.465	3.0789623596587	9.48000921219507	4.663	21.743569
Papio_cynocephalus	5.147	3.0789623596587	9.48000921219507	4.398	19.342404
Perodicticus_potto	3.825	3.0789623596587	9.48000921219507	3.061	9.369721
Pithecia_monachus	4.323	3.0789623596587	9.48000921219507	3.176	10.086976
