Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  PAL_d1_m8-fab-006.txt
Log File Name:                   PAL_d1_m8-fab-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            773590000
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   PAL_d1_m8-fab-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.207006
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.72 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	447.245745	1	-1.333324029506	1.330828475801	-0.056770012543	-0.028589348289	0.000161567917	0.952421256764	N\A	0.058168389913	0.006487432881	0.024936425435	39	14	
1050000	444.774981	1	-1.510020853689	1.210138944335	-0.049398076223	0.020769102755	0.000235275636	0.963139276351	N\A	0.052953712197	0.006896994727	0.022752289308	42	12	
1100000	455.559132	1	-1.606914445144	1.233391249368	-0.046302520378	0.000882558956	0.000141312260	0.956171796195	N\A	0.057379729343	0.007207565638	0.026131663368	44	14	
1150000	429.154809	1	-1.694973444698	1.193684874548	-0.045524149179	0.012686973294	0.000276228895	0.955756806861	N\A	0.053371202313	0.007297457998	0.022643775901	35	15	
1200000	465.412611	1	-1.523334380908	1.181072938185	-0.047612738688	0.041948822095	0.000317258108	0.958661314948	N\A	0.053891649193	0.007477687252	0.024149905218	37	18	
1250000	445.272607	1	-1.428340980654	1.208858929745	-0.049258290229	0.006826749038	0.000155335576	0.956737856277	N\A	0.054365827146	0.007120193902	0.022442549357	36	17	
1300000	455.754423	1	-1.502979094277	1.390053321579	-0.067098534670	-0.009468004379	0.000342905182	0.957238339783	N\A	0.054206914295	0.006720089659	0.023379200806	34	12	
1350000	462.941103	1	-1.231744592777	1.248133490203	-0.050904250000	0.007494952754	0.000154486972	0.964203896307	N\A	0.048063429498	0.006898870869	0.021401229240	46	16	
1400000	438.977907	1	-1.136919285959	1.178272502217	-0.037484865860	-0.008650180092	0.000087904136	0.987179510206	N\A	0.061637958976	0.007396250290	0.018327054511	35	12	
1450000	462.324934	1	-1.086309276109	1.139229474101	-0.041317690792	0.021589153683	0.000096461004	0.962051739318	N\A	0.045676612456	0.006755156297	0.021972277059	44	14	
