Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SEP_d1_m7-fab-006.txt
Log File Name:                   SEP_d1_m7-fab-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            541670375
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SEP_d1_m7-fab-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.248843
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.69 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1500000	556.543111	1	-1.534239641399	0.851242519787	0.100937708622	-0.013523478090	0.000064558602	0.976639346497	N\A	0.024284669896	0.022400445044	0.002978095544	31	7	
1550000	559.815046	1	-1.525320119759	0.860775231080	0.099690964236	-0.019024004979	0.000077203473	0.986303487104	N\A	0.024316472918	0.022049033734	0.003169594067	39	7	
1600000	559.785232	1	-1.482485202430	0.850870211950	0.077158041133	-0.012127945953	0.000081731048	0.974492221109	N\A	0.027970156467	0.024701401551	0.002916172579	31	6	
1650000	563.863092	1	-1.548985085064	0.871041424614	0.084669782115	-0.013928113805	0.000089912710	0.978196033502	N\A	0.024812075751	0.022749787666	0.003228431642	37	5	
1700000	548.034047	1	-1.611809268805	0.911388735351	0.050834493044	-0.011556052724	0.000069509938	0.978633086530	N\A	0.028744736609	0.025000589933	0.003382632449	38	5	
1750000	570.192143	1	-1.634342682363	0.903034413932	0.083594784401	-0.018868783022	0.000067469012	0.976432560636	N\A	0.026333423048	0.022857735939	0.003004527154	40	6	
1800000	564.565719	1	-1.598941792911	0.875590907346	0.103554812203	-0.018068706928	0.000071947660	0.976463328392	N\A	0.025955036554	0.022827735673	0.003103369849	45	5	
1850000	544.766453	1	-1.526768172215	0.840048174301	0.127698661739	-0.020814269459	0.000064620976	0.973364176371	N\A	0.026465333717	0.024608253083	0.003402273052	34	4	
1900000	562.780920	1	-1.539414322576	0.869874525769	0.103747393954	-0.016646730516	0.000063584925	0.977348796899	N\A	0.027443774371	0.024954635323	0.003348160949	34	8	
1950000	551.916747	1	-1.629249637868	0.892750996074	0.070746957053	-0.012204641537	0.000069992022	0.974941796520	N\A	0.024855255836	0.023183820817	0.003070327809	31	5	
2000000	555.783526	1	-1.565084461430	0.881636020511	0.096802011989	-0.018833612548	0.000084964442	0.976126620711	N\A	0.026678021534	0.024155483878	0.003297919393	36	6	
2050000	557.570948	1	-1.724006856948	0.981429545248	-0.005737400332	-0.009540853353	0.000058376763	0.976328116603	N\A	0.026870050420	0.024789818905	0.003337475249	32	7	
2100000	562.657281	1	-1.567696347275	0.875981180112	0.094648382305	-0.017431555535	0.000082134233	0.977251246725	N\A	0.024687861717	0.022114174510	0.003096093552	41	7	
2150000	549.549089	1	-1.640884328989	0.906992937014	0.068346434713	-0.017193400433	0.000078051987	0.975006004987	N\A	0.026691233471	0.023844476012	0.003185285706	31	4	
2200000	563.190559	1	-1.510994976120	0.853184986020	0.108084091844	-0.017715515404	0.000088089093	0.976886767149	N\A	0.024302604872	0.022290970931	0.002974338210	33	5	
2250000	551.185834	1	-1.624797887738	0.904723390612	0.069044385791	-0.017943690527	0.000063480827	0.975918365738	N\A	0.026166966834	0.024936272578	0.003464309988	34	6	
2300000	555.494964	1	-1.559761513598	0.862456398880	0.136820332215	-0.025708719804	0.000056729255	0.974610128218	N\A	0.026062311081	0.024121850647	0.003142155164	25	8	
2350000	547.005111	1	-1.568540450599	0.879496590360	0.096461067150	-0.018189177504	0.000077162140	0.974788971927	N\A	0.026215955103	0.024426265713	0.003320724888	28	6	
2400000	559.557996	1	-1.597843693149	0.901532571512	0.067435784466	-0.013972320594	0.000081354825	0.973969652547	N\A	0.025630772763	0.023454255458	0.003259055410	35	8	
2450000	549.624043	1	-1.617372490032	0.898493741084	0.077881222008	-0.019543786419	0.000123185888	0.980141046397	N\A	0.026696568662	0.022134614016	0.002627766940	48	4	
2500000	568.487028	1	-1.500767784336	0.841318013285	0.116586552510	-0.019022480101	0.000108942127	0.978561639764	N\A	0.025089592887	0.022775680999	0.002834342061	42	7	
2550000	562.266441	1	-1.663696762542	0.900441245463	0.120734285387	-0.024189773271	0.000077364085	0.977650007697	N\A	0.021958660539	0.021050753810	0.002958478467	36	7	
2600000	563.403029	1	-1.566749628173	0.876057426371	0.109171818082	-0.019046466188	0.000061594609	0.977471048643	N\A	0.025061707811	0.023528225433	0.003022644085	30	7	
2650000	564.981223	1	-1.546326604132	0.861491810147	0.106388133476	-0.017518139153	0.000083520378	0.983404177925	N\A	0.024682104546	0.022246819507	0.003181593408	39	7	
2700000	576.002510	1	-1.604591341403	0.901726272178	0.073238054987	-0.015405562073	0.000067009879	0.979734105981	N\A	0.025146352086	0.023259691147	0.003243557101	29	7	
2750000	565.490525	1	-1.648310468260	0.916345079597	0.088728291649	-0.021876535639	0.000015551580	0.974722990677	N\A	0.025946411871	0.024327783993	0.003293865060	35	10	
2800000	552.146502	1	-1.575123786760	0.889424608297	0.061773911300	-0.011422460434	0.000005105401	0.977517456326	N\A	0.026135885380	0.023422283153	0.003231089033	44	5	
2850000	546.565035	1	-1.568509405268	0.855506326710	0.121660457363	-0.018741886376	0.000012993080	0.978217553195	N\A	0.022741431668	0.020668642240	0.003030599967	33	5	
2900000	556.194206	1	-1.532517771433	0.855677608275	0.096374234422	-0.016762280665	0.000008331591	0.976232617525	N\A	0.026975302577	0.023388646979	0.003024752754	33	5	
2950000	551.006591	1	-1.522355718971	0.859864373872	0.090672133372	-0.014821100526	0.000065795577	0.976753032885	N\A	0.023293264545	0.021594721081	0.003109995437	45	4	
3000000	571.419693	1	-1.537118422595	0.854960454235	0.122115623431	-0.020756964871	0.000058584800	0.976272048055	N\A	0.026910829211	0.025219912645	0.003388158559	33	7	
3050000	559.325268	1	-1.611705927920	0.897114871050	0.087868622353	-0.017454338750	0.000077505344	0.979281075897	N\A	0.023822692289	0.022270489324	0.003111183673	27	6	
3100000	561.754473	1	-1.590811185627	0.910013631520	0.058166351416	-0.014992356023	0.000056824709	0.978118792473	N\A	0.022891129579	0.020876548760	0.002710643629	35	8	
3150000	569.684701	1	-1.496651575777	0.836790782634	0.098367820889	-0.013232545257	0.000073017946	0.975661442817	N\A	0.023591931326	0.022550475966	0.003087170500	31	8	
3200000	565.712685	1	-1.596435432913	0.882546550050	0.086965553400	-0.014836925253	0.000008843659	0.979780791650	N\A	0.023848070893	0.021320368104	0.002823670102	34	9	
3250000	536.163798	1	-1.595858281011	0.867256862556	0.133124820678	-0.023540829214	0.000012978567	0.976736233321	N\A	0.030684202611	0.027695886877	0.003877402474	32	6	
3300000	547.927261	1	-1.676853256662	0.915574119093	0.081243571459	-0.020454014191	0.000075469436	0.977924460838	N\A	0.022977997063	0.022058144564	0.002900337104	35	5	
3350000	567.005827	1	-1.607809542683	0.890017220392	0.105680428169	-0.021026665942	0.000049553511	0.988899101182	N\A	0.023536611698	0.024243793311	0.003143558410	33	6	
3400000	558.255021	1	-1.596215406872	0.900733648741	0.080188694782	-0.019121129034	0.000060610528	0.974772379204	N\A	0.027564943213	0.024684350217	0.003151603436	37	8	
3450000	558.055318	1	-1.650112152180	0.920584367223	0.068336795454	-0.016849741571	0.000069338842	0.981658317720	N\A	0.020739898964	0.021918822600	0.002972027936	31	5	
3500000	547.648752	1	-1.609183801096	0.887439557502	0.108679610908	-0.025523597282	0.000057942871	0.974255445668	N\A	0.030050015338	0.026616832228	0.003295626636	42	4	
3550000	558.821074	1	-1.529370493875	0.863738555017	0.090410165465	-0.013916491139	0.000071980583	0.978041760030	N\A	0.025425817661	0.023616624911	0.003246987495	41	6	
3600000	556.861264	1	-1.612576433980	0.900011061431	0.055083582729	-0.010538759531	0.000075126329	0.977044928268	N\A	0.024674387625	0.023133092398	0.003186200846	33	6	
3650000	575.691422	1	-1.635411534172	0.914275622688	0.078979659574	-0.019493462515	0.000064677880	0.983156322035	N\A	0.022407336586	0.019773485248	0.002681914262	43	7	
3700000	553.851397	1	-1.493497655205	0.838689251422	0.099150338957	-0.012263615199	0.000065044915	0.975037293779	N\A	0.027181646484	0.024747891439	0.003242158718	38	6	
3750000	562.732851	1	-1.645988784550	0.910304123120	0.081362887283	-0.020289568973	0.000088179478	0.976674507915	N\A	0.025871358041	0.023974823217	0.003352460382	23	6	
3800000	564.681262	1	-1.627198303123	0.909531334950	0.089121882786	-0.020967642220	0.000073984981	0.975665129812	N\A	0.025158838066	0.022632735108	0.003145789666	35	8	
3850000	560.559045	1	-1.597764989407	0.904064885012	0.056494914995	-0.011678867210	0.000062942226	0.974213607316	N\A	0.025309203642	0.023557440521	0.003024090444	37	6	
3900000	560.935291	1	-1.561470788112	0.857752136975	0.109481907602	-0.018267708326	0.000071184867	0.974804590347	N\A	0.028491637870	0.025719720677	0.003517648769	32	4	
3950000	566.611861	1	-1.572338362412	0.875498789757	0.105350487823	-0.019036269201	0.000065383563	0.977404100724	N\A	0.025038416755	0.023461070046	0.003045852823	34	6	
4000000	554.180104	1	-1.546253734988	0.873711063579	0.080956878354	-0.011080057779	0.000075669044	0.973956090012	N\A	0.025503616054	0.023592504723	0.003144135523	34	6	
4050000	565.498289	1	-1.476697606562	0.839635386307	0.093139573546	-0.011420026554	0.000069889204	0.981217274579	N\A	0.023519837249	0.022565240500	0.003230036895	35	6	
4100000	542.687818	1	-1.715995228834	0.932176078332	0.053924072928	-0.016328209546	0.000098359421	0.974902611753	N\A	0.027641929720	0.025013657906	0.003357326577	40	3	
4150000	559.036566	1	-1.569723120295	0.882467203706	0.089085581990	-0.016534904888	0.000042146736	0.980249021703	N\A	0.025854386325	0.024893070448	0.003510034280	43	5	
4200000	552.034192	1	-1.639445857525	0.916871231136	0.075951627249	-0.018259815450	0.000093311858	0.975561955451	N\A	0.029366375599	0.025615448440	0.003195644786	40	6	
4250000	556.684112	1	-1.625927997188	0.909617196988	0.089004996851	-0.018967491806	0.000069074406	0.978099562547	N\A	0.026115260968	0.023311446906	0.003178979566	37	6	
4300000	545.910802	1	-1.494216987915	0.846432747822	0.061667083854	-0.005982995986	0.000084003228	0.983206505366	N\A	0.024764859000	0.020120293008	0.002542361670	31	4	
4350000	549.910855	1	-1.650060491723	0.922495925505	0.052824732774	-0.012269256766	0.000061161368	0.975409357470	N\A	0.027819908570	0.026002568257	0.003470257902	39	5	
4400000	561.111597	1	-1.598035338985	0.884337320760	0.110421847999	-0.021678017729	0.000053880670	0.978070108955	N\A	0.025187989199	0.022225905479	0.002992922870	37	6	
4450000	547.642977	1	-1.630913849913	0.920032956000	0.039546839445	-0.010131583353	0.000084817631	0.975467374599	N\A	0.025157232809	0.023503547248	0.003147685573	34	4	
4500000	551.386023	1	-1.731846123188	0.917073241199	0.040942199250	-0.014946344382	0.000075595584	0.974828607962	N\A	0.024935452270	0.023043197039	0.003118241459	31	8	
4550000	558.824821	1	-1.631056118456	0.909220135899	0.073395841983	-0.017409179008	0.000083408035	0.977698644012	N\A	0.024820314089	0.022214029290	0.003013340325	31	7	
4600000	566.534970	1	-1.596755671154	0.890241292543	0.086725086815	-0.016610156407	0.000073870062	0.977066371233	N\A	0.024539922976	0.023024504822	0.003022420227	31	7	
4650000	558.437262	1	-1.592501639262	0.891608046755	0.102085161834	-0.020066830558	0.000068473736	0.975775528884	N\A	0.024733347874	0.023167159924	0.003137816252	33	7	
4700000	557.089003	1	-1.609492515705	0.906913496685	0.069547825615	-0.017484126736	0.000075546251	0.975727350959	N\A	0.028888984549	0.026652727757	0.003238698062	33	6	
4750000	574.719112	1	-1.561937687032	0.875887702709	0.100080276762	-0.019880333391	0.000063460240	0.979541084155	N\A	0.022871294897	0.020353578873	0.002824898638	41	8	
4800000	562.106946	1	-1.643661509943	0.903227614035	0.098198439825	-0.023514915123	0.000083504237	0.978078625785	N\A	0.025787554001	0.022406658527	0.002947157227	29	6	
4850000	564.584974	1	-1.573964155118	0.882464864908	0.072388384226	-0.011865375489	0.000077465191	0.979237215824	N\A	0.025186230244	0.022978092351	0.003133776489	39	6	
4900000	557.791852	1	-1.439844477454	0.799604651193	0.161221416196	-0.023514660268	0.000074623506	0.976190894675	N\A	0.027042917410	0.024691679285	0.003416328467	36	5	
4950000	561.705373	1	-1.533740319905	0.862404072044	0.102808906341	-0.017040496921	0.000088719972	0.977289891262	N\A	0.025911540181	0.023433213097	0.003084649163	31	6	
5000000	558.942070	1	-1.571846510178	0.890664232760	0.063079145306	-0.011004726189	0.000081352928	0.979476390850	N\A	0.023656917880	0.022509590454	0.003056825728	29	5	
5050000	543.230422	1	-1.518593249001	0.844683527732	0.096053213353	-0.012675485626	0.000059833217	0.975718126202	N\A	0.025961783582	0.023303345625	0.003115712140	45	6	
5100000	561.171541	1	-1.593759028810	0.876208910995	0.099888421773	-0.019072453327	0.000060367532	0.976808351519	N\A	0.026565900661	0.023652305152	0.002986984086	36	8	
5150000	561.207312	1	-1.606599536753	0.903869251595	0.061724264524	-0.012912806204	0.000065402441	0.976805299643	N\A	0.025547540442	0.024029607585	0.003198895983	33	7	
5200000	564.090819	1	-1.633890038273	0.924527147776	0.050904263909	-0.015031513945	0.000058613031	0.976270597501	N\A	0.023889670195	0.021873243134	0.002967324129	39	6	
5250000	553.501294	1	-1.587266982054	0.891576638010	0.077612823556	-0.015152770940	0.000063524032	0.976088566533	N\A	0.028676397370	0.025140770857	0.003426636835	39	6	
5300000	561.955411	1	-1.627129682673	0.906902687422	0.052729557620	-0.013820224772	0.000097290844	0.979466429997	N\A	0.026705803005	0.023703403698	0.003421374550	44	5	
5350000	564.127623	1	-1.670210228254	0.911437189920	0.091777591050	-0.018874716830	0.000062549152	0.980262759134	N\A	0.026954002964	0.024636711093	0.003449705409	40	6	
5400000	564.270946	1	-1.630422453688	0.888790159292	0.125474473721	-0.025852558032	0.000009233035	0.979082133975	N\A	0.026018771452	0.022924661529	0.002924441386	37	7	
5450000	555.939564	1	-1.591864430009	0.910429224127	0.042723878264	-0.013432601652	0.000004999972	0.974356580492	N\A	0.025148640578	0.022973808740	0.002984795283	38	7	
5500000	565.894542	1	-1.638943404896	0.925959092767	0.042746135327	-0.014703125136	0.000010381882	0.975330454880	N\A	0.025333236058	0.023313171773	0.002945423294	35	6	
5550000	560.363711	1	-1.595665839755	0.897601813589	0.076403351099	-0.016374161331	0.000018722024	0.976598835234	N\A	0.023887285634	0.021503006018	0.002756319849	28	6	
5600000	554.262345	1	-1.651810173152	0.944868181753	0.023020768049	-0.012167422625	0.000080199505	0.978414228119	N\A	0.025334975908	0.021792429076	0.002963186438	37	7	
5650000	559.178367	1	-1.652944636941	0.891333751867	0.110370539591	-0.019977475162	0.000070253780	0.983850622050	N\A	0.022748837278	0.023205617381	0.003013268853	46	5	
5700000	559.507459	1	-1.537012008017	0.848773179687	0.127018018648	-0.021760465731	0.000066924121	0.977741878590	N\A	0.027026684651	0.024184436681	0.003375902995	37	5	
5750000	564.139287	1	-1.463425935799	0.825628746035	0.115373590455	-0.014846709258	0.000094863843	0.976461164051	N\A	0.025113362292	0.022172116434	0.002940164216	35	5	
5800000	560.289821	1	-1.603345324274	0.888789683867	0.097106446886	-0.021651624497	0.000055092840	0.979286800342	N\A	0.024125695939	0.022951513550	0.003351441674	33	5	
5850000	534.690139	1	-1.527434302190	0.846564077808	0.099582941027	-0.014187113907	0.000057310597	0.972943804511	N\A	0.027875412954	0.025851444888	0.003490259518	38	4	
5900000	551.048446	1	-1.574319420848	0.892002602157	0.098500840503	-0.019291010246	0.000084003197	0.974812703024	N\A	0.025829778661	0.023704361379	0.003361484193	36	6	
5950000	552.495797	1	-1.595372232099	0.879888417582	0.116737928666	-0.020535584133	0.000056135480	0.986907501074	N\A	0.021990132612	0.021670473814	0.003109484165	39	6	
6000000	556.254952	1	-1.591180114074	0.886151691806	0.098175538507	-0.018020401510	0.000071147754	0.976595282966	N\A	0.026177060470	0.023991803019	0.003250996623	35	6	
6050000	554.148251	1	-1.537195614869	0.840877943203	0.119659697654	-0.016878270593	0.000010603074	0.977658095745	N\A	0.024904909884	0.023150966800	0.003173027115	41	6	
6100000	558.760218	1	-1.614991397728	0.899160684565	0.076891449634	-0.015692712284	0.000065296306	0.977199848856	N\A	0.028556143325	0.025324643677	0.003155135876	34	7	
6150000	560.144796	1	-1.629206655894	0.922173746353	0.075578761511	-0.019224215175	0.000083062883	0.986926884140	N\A	0.020285823423	0.017864420279	0.002468083856	43	7	
6200000	564.314838	1	-1.542407456798	0.871216701548	0.062327350027	-0.009230393605	0.000084739972	0.977426046771	N\A	0.028447343049	0.023047889745	0.003068085733	35	10	
6250000	570.755862	1	-1.539887892110	0.859674787992	0.110772283497	-0.016879289057	0.000080013879	0.976412924544	N\A	0.025516965743	0.023533241137	0.003164586283	31	8	
6300000	572.336306	1	-1.602825619904	0.892604148462	0.101076414257	-0.021128090617	0.000067875434	0.979233045940	N\A	0.024717268319	0.022188417691	0.002953543484	28	7	
6350000	560.349537	1	-1.628575645088	0.883545121104	0.117866247971	-0.022971074619	0.000083240547	0.981162574574	N\A	0.023526131214	0.021274882600	0.002822136217	33	8	
6400000	558.192238	1	-1.595273356403	0.901170682303	0.080489423886	-0.018249940110	0.000064053462	0.976872440022	N\A	0.026563524111	0.024769313766	0.003096317934	34	6	
6450000	558.474928	1	-1.543965748232	0.863769220574	0.106171497793	-0.017306995515	0.000053453974	0.977308488566	N\A	0.023662746147	0.022919666882	0.003188682396	25	6	
6500000	563.967377	1	-1.526533817116	0.868162262658	0.104468880404	-0.018897732656	0.000060794476	0.976664892062	N\A	0.025418585971	0.023346890827	0.002916909183	31	8	
6550000	552.139360	1	-1.612024661338	0.901186430730	0.069589051974	-0.015399492467	0.000021205721	0.975698480656	N\A	0.026268296267	0.023672801375	0.002844144070	40	6	
6600000	558.353834	1	-1.625601068211	0.881697341415	0.120371031574	-0.022659262807	0.000008297743	0.972844599628	N\A	0.027671848703	0.025270064005	0.003237266784	32	4	
6650000	549.339288	1	-1.560472783201	0.846715292285	0.145023536173	-0.024053309975	0.000006544328	0.978147460907	N\A	0.026068814200	0.023949509055	0.003306301529	33	5	
6700000	556.215304	1	-1.565352825430	0.851580890939	0.140435626764	-0.024899475357	0.000015042173	0.978923942328	N\A	0.026125057662	0.023764165725	0.003073425969	42	6	
6750000	573.025278	1	-1.539011845745	0.878708770774	0.066128100987	-0.011818323917	0.000034689032	0.983090773062	N\A	0.023023323426	0.020190841003	0.002666693270	39	6	
6800000	561.029466	1	-1.629743499659	0.915666388578	0.056863665395	-0.013443839395	0.000084940293	0.976412141524	N\A	0.024605239751	0.022912333651	0.002955717973	29	7	
6850000	561.339352	1	-1.612389759478	0.906764219614	0.066774388971	-0.013484639850	0.000072467182	0.976066142738	N\A	0.027016975294	0.025099131766	0.003381656780	30	6	
6900000	563.400775	1	-1.632284158248	0.916749716317	0.054596347763	-0.012857670850	0.000080833815	0.979253988855	N\A	0.026613460300	0.023324247848	0.003238384274	40	6	
6950000	560.667699	1	-1.509202493919	0.832182476063	0.109596499339	-0.014341805631	0.000094863622	0.975926675376	N\A	0.024629616949	0.023088284524	0.002975083090	36	7	
7000000	556.966986	1	-1.507895030519	0.845288886175	0.093126324199	-0.013648091892	0.000075377465	0.976610211500	N\A	0.023999395049	0.022560271253	0.003032364836	37	5	
7050000	572.659989	1	-1.624876262308	0.900740191559	0.082558073968	-0.016995648791	0.000089416535	0.986665995857	N\A	0.021693408721	0.022615822794	0.003116915822	40	5	
7100000	570.315952	1	-1.575722999861	0.868701519319	0.093777287160	-0.016398112678	0.000059009913	0.979476519189	N\A	0.023794655654	0.021909327487	0.002749131553	42	7	
7150000	565.356356	1	-1.542582475389	0.840223065860	0.145727236533	-0.021769440547	0.000041056831	0.978654915810	N\A	0.025914207426	0.024200327576	0.003064937811	39	6	
7200000	562.632115	1	-1.626024145188	0.895331499816	0.110911008279	-0.023828505939	0.000088321233	0.989598895919	N\A	0.021673250230	0.023105804118	0.003152743395	32	6	
7250000	562.764083	1	-1.618911168345	0.897400055312	0.097408611288	-0.020142860676	0.000067856911	0.975948327694	N\A	0.025087200485	0.023739912486	0.003208791989	39	6	
7300000	566.064673	1	-1.574452978653	0.875314980240	0.102722571069	-0.017002039681	0.000057370874	0.975777026535	N\A	0.025566486160	0.023617996152	0.003105953378	29	5	
7350000	562.927641	1	-1.645036814806	0.903288769886	0.083572176621	-0.019898504946	0.000063633754	0.976905816226	N\A	0.026155976753	0.023669635261	0.003021711249	31	6	
7400000	550.739199	1	-1.641304615531	0.905113268673	0.094460410111	-0.020868551284	0.000074594995	0.972228304251	N\A	0.026242583659	0.024142715532	0.003306181436	27	5	
7450000	564.880624	1	-1.559914142616	0.870439125181	0.097105501983	-0.017158831543	0.000085671318	0.975284999600	N\A	0.025595246881	0.022507607668	0.002935240395	38	6	
7500000	562.538299	1	-1.583249092083	0.877992948566	0.097552325110	-0.017759877310	0.000068443626	0.978109362057	N\A	0.023406169794	0.021908549718	0.003096365064	29	5	
7550000	562.958277	1	-1.580970112883	0.861949072993	0.115716833983	-0.016546831522	0.000069761515	0.981886452907	N\A	0.023740598952	0.022135395590	0.003067184728	28	8	
7600000	560.617052	1	-1.497164746094	0.860582926978	0.082282953940	-0.013770535234	0.000073014505	0.984955481267	N\A	0.024708614435	0.020220900814	0.002614796391	32	6	
7650000	551.131637	1	-1.583268450067	0.892577487253	0.076699305031	-0.015053640871	0.000061190287	0.976911103500	N\A	0.025512786033	0.023620516164	0.003102635422	32	6	
7700000	553.150705	1	-1.627521829845	0.898648677661	0.063868545850	-0.012123322909	0.000075817341	0.977053468102	N\A	0.025099324807	0.023407102465	0.003176295637	29	5	
7750000	538.768202	1	-1.736598563611	0.973011004238	0.021711412582	-0.012886745464	0.000059499902	0.975621646686	N\A	0.026288829548	0.024374233609	0.003264321589	27	6	
7800000	547.597773	1	-1.520504424876	0.849231360841	0.124317721952	-0.021987839569	0.000070554727	0.972915875269	N\A	0.028404321172	0.025526926589	0.003203940567	44	5	
7850000	558.394136	1	-1.569290542807	0.883875054472	0.087164814585	-0.017430239170	0.000050250876	0.976270103673	N\A	0.024741357985	0.022602756846	0.002857557654	38	6	
7900000	557.222108	1	-1.520279293240	0.834819767277	0.133050741519	-0.015549411688	0.000066103612	0.977209546581	N\A	0.023247853142	0.021610454392	0.002924299855	38	7	
7950000	556.645403	1	-1.551844333725	0.866890987298	0.083991982233	-0.013178428142	0.000066303728	0.979707885371	N\A	0.023788769997	0.022215524569	0.003033435811	36	5	
8000000	557.592804	1	-1.626397681240	0.912243856004	0.074148297424	-0.017624621929	0.000077746205	0.978719800382	N\A	0.023304236405	0.022154088134	0.002991961313	40	6	
8050000	547.441839	1	-1.420275278371	0.787541061215	0.170713973779	-0.021851993004	0.000085711755	0.971854168974	N\A	0.025187934056	0.023252450237	0.003231800291	34	8	
8100000	560.570032	1	-1.581672660588	0.870508785315	0.126121908204	-0.022030151205	0.000081849934	0.976536492492	N\A	0.024795336079	0.022925063247	0.003193043604	33	5	
8150000	544.249604	1	-1.493769349050	0.809040385125	0.152627498192	-0.019157414900	0.000063176762	0.974737541454	N\A	0.027258781633	0.025409380328	0.003522291427	42	4	
8200000	561.986379	1	-1.689508504689	0.930765852125	0.064133994083	-0.017198653878	0.000061337185	0.978051751929	N\A	0.026589111938	0.024525642456	0.003216554299	39	5	
