Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  NEO_d1_m8-VR-006.txt
Log File Name:                   NEO_d1_m8-VR-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2456449681
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   NEO_d1_m8-VR-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	647.014945	1	-1.126948703702	1.199076957136	-0.010988250762	-0.022621560124	0.000139818408	0.991918882019	N\A	0.028341859548	0.002679117117	0.010149642181	49	25	
1050000	642.385426	1	-1.165393820156	1.216874320885	-0.009898498950	-0.039148952944	0.000099486115	0.991672834063	N\A	0.028615258334	0.002707824403	0.010541929484	55	20	
1100000	646.111073	1	-1.246223116505	1.228787505405	-0.014488973523	-0.034151891787	0.000135893382	0.994710801885	N\A	0.024504895173	0.002210397362	0.008182474913	44	28	
1150000	655.579618	1	-1.133257392014	1.204307213571	-0.009316870528	-0.030467267539	0.000154277622	0.993356475847	N\A	0.025613184252	0.002641571429	0.010219943463	46	29	
1200000	639.307425	1	-1.303034165689	1.280814548878	-0.009794199027	-0.073289762152	0.000021893782	0.991339134134	N\A	0.027305848083	0.002997358810	0.012278177236	44	38	
1250000	654.179009	1	-1.123837372819	1.177431931953	-0.005951865097	-0.036818593334	0.000032744406	0.992625632893	N\A	0.025236492281	0.002413481627	0.009475856559	53	28	
1300000	635.040576	1	-1.372239043485	1.346258490180	-0.019899315767	-0.064986993910	0.000020434386	0.990288474738	N\A	0.032010576088	0.003152959908	0.012017833213	44	24	
1350000	653.066103	1	-1.043956176913	1.179119448689	-0.006297809280	-0.041621944245	0.000038017634	0.994318152721	N\A	0.026751659558	0.002331318877	0.009228065547	52	33	
1400000	648.506935	1	-1.260089867171	1.275205144264	-0.016853189336	-0.042998893549	0.000060816126	0.992206718056	N\A	0.027586255150	0.002595586669	0.010379389683	54	33	
1450000	647.425814	1	-1.179142386535	1.229944633614	-0.011391743705	-0.033224407359	0.000110694321	0.993084586040	N\A	0.024651466759	0.002353332105	0.008877935173	39	35	
1500000	650.427413	1	-1.066528307446	1.193094848644	-0.009451435042	-0.027295596369	0.000150984622	0.994604496476	N\A	0.024879935843	0.002215973897	0.008635802271	51	31	
1550000	642.064071	1	-1.313394049204	1.298895468610	-0.018182919826	-0.042535146656	0.000017817896	0.994016043866	N\A	0.024091309730	0.002159953029	0.007805314655	44	27	
1600000	650.511092	1	-1.123112899388	1.200953360427	-0.010178914767	-0.027270143089	0.000019884588	0.991397259497	N\A	0.024803928797	0.002532645747	0.009852978019	42	26	
1650000	654.764131	1	-1.193496352841	1.259017288403	-0.015358709893	-0.041212238096	0.000028000456	0.992617332982	N\A	0.025860969056	0.002349314025	0.008678894641	46	26	
1700000	647.034743	1	-1.176549003953	1.244609165373	-0.011943666641	-0.049347808798	0.000021534166	0.993649903105	N\A	0.024943561031	0.002264739777	0.009228548058	47	33	
1750000	635.201868	1	-1.069463356052	1.176772475154	-0.006468334498	-0.028002804897	0.000031108173	0.991198944405	N\A	0.028810217299	0.002760753278	0.011419477947	52	27	
1800000	639.409059	1	-1.184699179180	1.237985715457	-0.013165609252	-0.041328775215	0.000018271253	0.991556818675	N\A	0.030046512185	0.002858258168	0.011006362971	53	33	
1850000	634.035892	1	-1.224623858478	1.264885314909	-0.014999186696	-0.040777525804	0.000022857376	0.990069476000	N\A	0.031842825985	0.003174290881	0.012048342836	51	28	
