Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  AMY_d1_m9-VR-002.txt
Log File Name:                   AMY_d1_m9-VR-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            308945016
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   AMY_d1_m9-VR-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Branch	No RJ Local Node	
1500000	487.357072	1	-1.431106692409	1.122184367664	-0.058834770283	0.040082187759	0.005524416183	0.000110932381	0.961956040875	N\A	0.091820439211	0.013225787525	0.040506920821	0.007341661570	48	20	
1550000	485.254023	1	-1.921992593380	1.473507033566	-0.104535016586	-0.077681862061	0.027575170354	0.000082254197	0.964571434613	N\A	0.085766827146	0.012160162414	0.037313212306	0.007176605303	49	25	
1600000	466.715885	1	-1.621714585783	1.232865282909	-0.067392594908	-0.002255940255	0.007401766890	0.000083475162	0.964930029751	N\A	0.091184893436	0.012914562889	0.040959392202	0.007901114842	35	31	
1650000	485.459087	1	-1.835119707359	1.408384126431	-0.094959930163	-0.049555143903	0.018591896260	0.000109181124	0.963466689538	N\A	0.076124931794	0.010661986000	0.036664921132	0.006994737267	43	26	
1700000	490.012530	1	-1.496551323649	1.131904176118	-0.049535294570	0.025246632661	-0.000211959705	0.000108264030	0.960846255185	N\A	0.093433920631	0.012548568163	0.043705704104	0.007966934928	43	22	
1750000	496.524544	1	-1.762294192280	1.326815351742	-0.086940172484	-0.006028381607	0.017113050695	0.000105079070	0.964266194753	N\A	0.073750010765	0.010302819796	0.035465518253	0.006629069632	41	25	
1800000	489.556562	1	-1.804416193507	1.306704274623	-0.076169752036	0.016108322366	0.007170945153	0.000094493861	0.964742502187	N\A	0.094900915433	0.013667403558	0.041321411970	0.007958590267	51	20	
1850000	488.985014	1	-1.621775087299	1.221628659738	-0.065357244942	0.002329884454	0.007880619170	0.000101058571	0.962842148630	N\A	0.078312390820	0.010482520831	0.037561715568	0.007020799787	48	39	
1900000	480.356789	1	-1.998696175742	1.489506636735	-0.098886304531	-0.109536785583	0.029180548230	0.000100151164	0.959369084109	N\A	0.096406632469	0.014085101148	0.042425099347	0.008318629432	43	26	
1950000	473.815167	1	-1.900953956392	1.408854230685	-0.084241750982	-0.055857385067	0.009990969503	0.000109652746	0.970021685303	N\A	0.093294087243	0.014080273642	0.033967973265	0.007498385143	59	23	
2000000	486.539756	1	-1.959872412919	1.443682958229	-0.090351771021	-0.047798033348	0.012007106302	0.000102756573	0.961347111335	N\A	0.084848569087	0.011461909137	0.040884948401	0.007266012265	58	18	
2050000	473.595731	1	-1.654867669622	1.238202051636	-0.063117584629	-0.000281846161	-0.000110550741	0.000139901824	0.959615291762	N\A	0.106802529021	0.015185870469	0.045165091177	0.008358887654	53	27	
2100000	490.263045	1	-1.467694781517	1.080100024502	-0.045674745581	0.081504146614	-0.006612844819	0.000106128618	0.962037135654	N\A	0.085144672198	0.010721449066	0.042000238253	0.007319423389	53	21	
2150000	495.996832	1	-1.864396214830	1.413005584537	-0.088744937618	-0.063294203746	0.015708905645	0.000124197116	0.964651130666	N\A	0.087781341661	0.013085431537	0.038455360361	0.007854477346	39	27	
2200000	479.294556	1	-1.604378780704	1.239529023978	-0.074112676534	0.007425885023	0.010183387664	0.000098329579	0.953411832219	N\A	0.102035237898	0.013958999129	0.048191915245	0.008805073344	41	18	
2250000	471.595214	1	-1.371493856081	1.018933325169	-0.033598905234	0.089315418748	-0.013903082471	0.000099811566	0.956489972525	N\A	0.101155824006	0.013697222957	0.047571779041	0.008867843908	44	20	
2300000	485.771179	1	-1.391322829321	1.017027243657	-0.041217312440	0.152858276037	-0.016780578104	0.000095925711	0.960614869921	N\A	0.092873189232	0.012548354828	0.043629122560	0.007923183659	54	22	
2350000	480.989179	1	-1.491312872792	1.108524005620	-0.051493062721	0.082303479805	-0.007745674357	0.000128234322	0.955158656705	N\A	0.102397582099	0.014427753342	0.044193229236	0.008189667209	31	21	
2400000	485.405862	1	-1.662461887606	1.280377255559	-0.079801384713	-0.009177661752	0.014690116328	0.000110020151	0.963778488223	N\A	0.095684795345	0.013626345948	0.040835344503	0.007444210106	58	25	
2450000	473.996583	1	-1.599665030635	1.199522463134	-0.056750394941	-0.013370988269	0.007238206180	0.000110179383	0.955095680331	N\A	0.086357520749	0.010709292881	0.043863976499	0.007208903598	40	17	
2500000	497.092661	1	-2.019409517209	1.512719944484	-0.103411412972	-0.092975921709	0.022130376689	0.000098262722	0.974189400892	N\A	0.058073184878	0.011130668723	0.019620447055	0.006237613284	38	27	
2550000	489.329938	1	-1.721715349741	1.335120212535	-0.093696322588	-0.009513770480	0.022830884725	0.000083341543	0.961588501046	N\A	0.109799292372	0.015650622839	0.047295005019	0.009148928802	41	35	
2600000	487.114861	1	-1.748624951318	1.292301865899	-0.071233068754	-0.027381620677	0.009842116746	0.000116328712	0.969584655379	N\A	0.073662774192	0.011077596873	0.030895684466	0.006641518273	50	26	
2650000	475.136988	1	-1.978680892504	1.464800992152	-0.088541206660	-0.117478423181	0.022640454972	0.000109166576	0.957683120920	N\A	0.080283282253	0.010176724881	0.039216948077	0.006698902209	54	22	
2700000	484.235563	1	-1.763144101393	1.295818501485	-0.070090343656	-0.023219607094	0.004817687786	0.000097228310	0.961849391835	N\A	0.092201297372	0.013385121656	0.041623352113	0.008103182281	40	24	
2750000	468.786596	1	-1.859063851627	1.420778073810	-0.103303378880	-0.007960359001	0.014506035701	0.000109032771	0.961476500522	N\A	0.087380429580	0.013594855993	0.037461036546	0.007697104567	46	34	
2800000	487.280851	1	-1.598490698659	1.200250014654	-0.057875397257	0.013168819855	-0.002093584304	0.000086909004	0.961256802956	N\A	0.096456458954	0.013615378228	0.042031454560	0.007819357345	41	27	
2850000	485.625025	1	-1.767766111776	1.331608544370	-0.082566502145	-0.012613350278	0.010521004125	0.000118377251	0.961443550747	N\A	0.104456962338	0.015532474224	0.038862151045	0.007945243353	55	27	
2900000	485.671015	1	-1.291233486794	0.989740608771	-0.046170361927	0.144291122994	-0.008089664490	0.000086711962	0.958926827066	N\A	0.106549447283	0.013965794976	0.047531560700	0.008396007848	46	20	
2950000	496.306296	1	-1.636075772247	1.198643712032	-0.059733222158	0.048668604006	-0.004297060409	0.000084918219	0.964265219539	N\A	0.085889914874	0.011801921513	0.039089745897	0.007292535925	31	16	
3000000	494.060004	1	-1.640404260486	1.232304481159	-0.066824074831	0.013488351551	0.004377675137	0.000104207093	0.961829110917	N\A	0.095078310934	0.013574784829	0.042245692773	0.008108942914	43	25	
3050000	499.739956	1	-1.579427527239	1.201595502063	-0.061612293489	0.007063012861	0.003892007185	0.000094480023	0.967337453015	N\A	0.087861883885	0.012653848320	0.037421558047	0.006820861014	42	28	
3100000	471.839932	1	-1.486488259005	1.120165501824	-0.039328405762	-0.009469588624	-0.003737614399	0.000159138952	0.956597205343	N\A	0.101170171058	0.014947944162	0.044961610295	0.009001317490	42	24	
3150000	471.124125	1	-1.696459157930	1.333739287087	-0.094034167954	-0.016363705043	0.021399489403	0.000098924243	0.961305964622	N\A	0.093439347415	0.013642230719	0.042068057911	0.008587544463	50	19	
3200000	480.605085	1	-2.076099367099	1.509548336487	-0.102772223794	-0.079651489669	0.022616106003	0.000105121033	0.964399570540	N\A	0.085444083217	0.011643539645	0.039503829895	0.007142519234	32	27	
3250000	471.002091	1	-1.597850009908	1.190992576144	-0.061377130418	0.034085254234	0.000223360218	0.000094476544	0.960646079122	N\A	0.094802786517	0.013019938065	0.043743267974	0.008107586056	50	26	
3300000	484.104715	1	-1.780230836410	1.307996234990	-0.079957857202	0.018425283261	0.006677755525	0.000103610812	0.964624887504	N\A	0.092322992523	0.013250062505	0.037212757029	0.007059736834	40	23	
3350000	482.472958	1	-1.631578350106	1.204955057368	-0.061375769939	0.024761442072	0.001011508968	0.000095687953	0.962161523339	N\A	0.092201511684	0.013055321093	0.042265408205	0.008064481971	54	19	
3400000	480.669190	1	-1.460385759217	1.058275643715	-0.040113465315	0.076925446710	-0.004653393382	0.000120546924	0.955949626382	N\A	0.096780551355	0.013450810720	0.043698101582	0.007813128210	33	22	
3450000	469.626135	1	-1.945795037475	1.465769642343	-0.107206590163	-0.064513462503	0.028879934449	0.000101146769	0.973486293699	N\A	0.082416593539	0.011246192609	0.030900965921	0.006231319292	49	27	
3500000	482.584342	1	-1.663304408962	1.271811948893	-0.071063730716	-0.019506602985	0.006421851472	0.000091787709	0.955904683201	N\A	0.099284905491	0.013206469963	0.046461276487	0.008208552944	40	29	
3550000	482.155529	1	-1.302421994560	1.001534045387	-0.038245361559	0.095264499677	-0.008545434826	0.000096721326	0.955141863976	N\A	0.093237229037	0.012943170459	0.043807117020	0.008024413435	42	21	
3600000	480.561699	1	-1.808194886406	1.316337048180	-0.074690206750	-0.021295675173	0.007867037367	0.000116177477	0.953862340397	N\A	0.097964443691	0.014167834348	0.042326057778	0.007942865822	41	22	
3650000	488.117368	1	-1.568059280344	1.159031692463	-0.056214932418	0.058413958192	-0.003852423261	0.000095136305	0.962154260593	N\A	0.081606149619	0.011650933129	0.038538604677	0.007426386625	49	26	
3700000	485.423921	1	-2.000283136699	1.496274006800	-0.102815861800	-0.097750398935	0.025936456308	0.000112039434	0.958348763886	N\A	0.086788650417	0.010863204146	0.041860431350	0.006581982208	53	14	
3750000	484.769921	1	-1.825074996713	1.344725120942	-0.082731532696	-0.015184415047	0.011993736294	0.000110937584	0.954379330989	N\A	0.108000314702	0.014248062111	0.048678646216	0.008117037704	43	23	
3800000	500.034451	1	-1.810569442785	1.352958055449	-0.084360345416	-0.014810209730	0.009733270455	0.000100218243	0.961406084801	N\A	0.099658533573	0.014913365001	0.041945677599	0.008654769524	43	25	
3850000	473.013503	1	-1.579963763203	1.169571083596	-0.050860837439	0.046181622828	-0.008862403937	0.000094765640	0.962934626135	N\A	0.071305388601	0.009456830298	0.036524784094	0.006828320176	57	15	
3900000	487.569560	1	-1.880970841405	1.444983947623	-0.100795820948	-0.077987650520	0.027142703701	0.000108624266	0.963468308864	N\A	0.079798753641	0.012322373948	0.037828913243	0.007635323628	44	25	
3950000	483.215426	1	-1.782652095010	1.332534530705	-0.088545438954	0.019000207906	0.012496956403	0.000110674888	0.963772362717	N\A	0.090664513541	0.011726667002	0.043005211968	0.007501576968	43	25	
4000000	482.935923	1	-1.438639486785	1.071168205982	-0.046075784833	0.078420497654	-0.006974149503	0.000107911866	0.974484323008	N\A	0.092990776488	0.013375991031	0.035445317448	0.006930546675	44	22	
4050000	480.569095	1	-1.967128497760	1.490832814135	-0.105228409010	-0.078568668256	0.025478099427	0.000128300178	0.959826797344	N\A	0.088737389701	0.011549168147	0.042295265723	0.007282622868	43	24	
4100000	484.216834	1	-1.701754256616	1.315078651809	-0.089024488489	0.006314716490	0.015714366588	0.000114329325	0.957627371605	N\A	0.092955081966	0.012255625985	0.045065981333	0.007962821807	42	21	
4150000	493.240407	1	-1.509202572365	1.108190246336	-0.045621916498	0.068900080629	-0.009834149082	0.000114538036	0.958565452046	N\A	0.086879186223	0.011015713472	0.042174027328	0.007426291372	37	24	
4200000	485.250041	1	-1.649014765183	1.272744955187	-0.074511939119	-0.005516014201	0.005895987244	0.000096466465	0.958940640951	N\A	0.098652985992	0.013849741410	0.044366410705	0.008258369631	49	21	
4250000	488.348220	1	-1.854096217660	1.386619693882	-0.085020702615	-0.077492225561	0.023181569214	0.000131992224	0.961422921716	N\A	0.088847210848	0.012319094790	0.042675360736	0.007993512160	45	16	
4300000	475.216896	1	-1.805075594741	1.347537460982	-0.079463201528	-0.038233996792	0.013818542989	0.000106546663	0.960477675881	N\A	0.081138647430	0.011717747864	0.038414761602	0.007401608809	50	25	
4350000	475.952551	1	-1.755378970482	1.331179887044	-0.089734589319	-0.010834540550	0.021420312881	0.000136665078	0.960900387055	N\A	0.087064639723	0.012229638029	0.039630039316	0.007455071434	47	24	
4400000	495.658481	1	-1.800646054277	1.338153327544	-0.084024060972	-0.009998768574	0.010998433617	0.000108541955	0.963626380712	N\A	0.092441816036	0.013246094981	0.041387042723	0.007966544030	46	25	
4450000	473.846893	1	-2.014656158685	1.516120838089	-0.103761127340	-0.100143757722	0.025373655866	0.000106726369	0.957126320720	N\A	0.087381097868	0.011461213326	0.041658473965	0.006816427109	49	27	
4500000	473.712337	1	-1.498557156243	1.098158693420	-0.048023613532	0.065025765801	-0.005267843211	0.000093026780	0.964646196565	N\A	0.071534561822	0.009319216658	0.034554340351	0.006174746334	43	22	
4550000	473.814655	1	-1.621846676077	1.266527811973	-0.081015097081	-0.011561306116	0.020315179035	0.000117907381	0.959206136722	N\A	0.090389399702	0.013078544261	0.041240496129	0.007715308897	32	28	
4600000	463.472737	1	-1.812508760731	1.320935938620	-0.082712243472	0.032116428045	0.005086792287	0.000114493200	0.961976155741	N\A	0.094317955175	0.013631640949	0.042982361990	0.008161426987	50	23	
4650000	471.984024	1	-1.313336621606	1.005026714323	-0.040903102973	0.114793814588	-0.012645890154	0.000111730806	0.957084613815	N\A	0.103525216730	0.015161045729	0.046598496069	0.009060005545	43	20	
4700000	484.853346	1	-1.670416736752	1.269215832678	-0.076240109650	0.015626313374	0.006387227117	0.000121092472	0.958740575455	N\A	0.101330843039	0.014828082236	0.043773046000	0.008644162546	44	20	
4750000	493.335882	1	-1.699868973858	1.290034530537	-0.079811542719	-0.005439103497	0.014962531310	0.000102191207	0.963140653414	N\A	0.092520293817	0.013136307968	0.043165967314	0.008224051474	43	33	
4800000	484.942435	1	-1.631891151264	1.258833327431	-0.082667865454	0.024044994728	0.015227609607	0.000124013826	0.953807826081	N\A	0.114476523774	0.016310350513	0.048160607789	0.008795199026	39	23	
4850000	478.253966	1	-1.640932925056	1.238266038228	-0.068610665325	0.007498908443	0.006024961763	0.000101281131	0.966621498795	N\A	0.098753560864	0.014454452721	0.034632448003	0.007278518215	46	25	
4900000	493.262852	1	-1.598314038866	1.187666455382	-0.058021363578	0.047838929068	-0.007291823285	0.000094834032	0.964213680690	N\A	0.081765861954	0.011355854646	0.039368274307	0.007308901369	48	19	
4950000	480.448395	1	-1.718591156456	1.265055201292	-0.066388016935	-0.005134195945	0.004577942734	0.000121710379	0.957757524947	N\A	0.105095345135	0.014792291674	0.046916742511	0.008669489944	41	20	
5000000	484.634318	1	-1.662488440886	1.257483517217	-0.075563110011	0.030104389590	0.005992123187	0.000105705532	0.959157831414	N\A	0.088044599259	0.011574078550	0.041519486617	0.007079213077	57	11	
5050000	487.743599	1	-1.773155199930	1.314479131714	-0.078178005289	-0.026682484356	0.015382727755	0.000108434118	0.965946918841	N\A	0.091973174626	0.012721316655	0.042228329599	0.007870898066	45	25	
5100000	486.800492	1	-1.946856112425	1.453748793358	-0.095785718001	-0.048757869430	0.014399988030	0.000108965411	0.963362130249	N\A	0.095913626737	0.013496058558	0.043111874245	0.008001388111	61	20	
5150000	486.044853	1	-1.490292460156	1.128774165130	-0.061643725744	0.087036195612	0.000267649229	0.000084422728	0.956281801161	N\A	0.090442166333	0.012485540664	0.043198644820	0.007798584503	45	26	
5200000	495.374513	1	-1.659879652510	1.292233386060	-0.084028974003	-0.006652059451	0.016424206671	0.000089147370	0.961546452520	N\A	0.094979103364	0.013746813993	0.040809103357	0.007952712089	42	29	
5250000	500.291303	1	-1.592569822272	1.196943305757	-0.063095106824	0.026373635524	0.004253213964	0.000068334801	0.969337423947	N\A	0.089980869224	0.012538953203	0.036165605641	0.006709803333	58	24	
5300000	480.335773	1	-1.645906992010	1.279085864633	-0.079228087070	-0.021300683968	0.018567861328	0.000125475215	0.960336083481	N\A	0.094636490732	0.012405709435	0.043488201652	0.007389406033	47	26	
5350000	479.935136	1	-1.817825295980	1.356224587563	-0.082358434083	-0.056437789966	0.019292206110	0.000110330179	0.965715978274	N\A	0.074815156732	0.012256643257	0.032362633781	0.007180450319	56	25	
5400000	488.196999	1	-1.685071279803	1.275851083210	-0.076615039234	0.006220657051	0.008885212461	0.000113799208	0.958994147685	N\A	0.099612349206	0.014293064579	0.044630390256	0.008509616044	29	23	
5450000	486.130308	1	-1.121987203139	0.882544761519	-0.032631602687	0.158904658149	-0.007914052778	0.000105004855	0.958456635078	N\A	0.093803080399	0.012802358807	0.043144085529	0.007907443068	45	33	
5500000	488.316002	1	-1.609629961724	1.185467644335	-0.053971830139	-0.004747967092	0.005310077532	0.000097550095	0.959039427827	N\A	0.102976727774	0.014043094938	0.044694162223	0.008121577130	54	20	
5550000	487.342319	1	-2.196082262076	1.594926276123	-0.109727569866	-0.110932797094	0.021065549120	0.000118811193	0.969235496432	N\A	0.101887703093	0.014073336024	0.044624273586	0.008507481016	47	21	
5600000	474.457271	1	-1.784236459594	1.347281626078	-0.075981972869	-0.066901861613	0.013503734242	0.000098419737	0.961933562212	N\A	0.098374242758	0.013883139358	0.045763190921	0.008852595344	48	25	
5650000	488.362332	1	-1.918159710803	1.422167460254	-0.089835164516	-0.046645483399	0.013766694435	0.000097506551	0.979224643151	N\A	0.053798832976	0.010388428415	0.020879790923	0.005898623303	49	26	
5700000	475.852951	1	-1.160942083234	0.910891455066	-0.026187135909	0.105440040793	-0.008941428182	0.000116699084	0.955795453220	N\A	0.116752398317	0.015916059462	0.049676648067	0.008630505604	37	16	
5750000	481.053630	1	-1.781386996238	1.324914652653	-0.075866988339	-0.029236836627	0.010229150294	0.000116514291	0.961307411243	N\A	0.099752161204	0.014245505274	0.040290842466	0.007957182012	50	17	
5800000	494.590903	1	-1.883518875356	1.421540981031	-0.097825408974	-0.019896318771	0.013585247616	0.000104028600	0.959171444325	N\A	0.092801515826	0.013668791586	0.042124476223	0.008426155165	50	26	
5850000	485.819163	1	-1.669197156916	1.281169604609	-0.075817681210	-0.002107092092	0.010308183388	0.000126598005	0.960540592778	N\A	0.085467566134	0.010636934232	0.041407162918	0.006851853498	43	22	
5900000	475.680730	1	-1.662931593506	1.325303131511	-0.088913834422	-0.020648317666	0.017437684337	0.000119319861	0.957215435467	N\A	0.107254038158	0.015757844662	0.043919661672	0.008717878559	41	16	
5950000	490.192092	1	-1.529504082594	1.143422024107	-0.051948120876	0.028072972082	-0.000236005078	0.000110833449	0.962111031477	N\A	0.093755786127	0.013169886919	0.041640996208	0.007598389873	41	23	
6000000	494.125307	1	-1.531628041168	1.122701130638	-0.049377625631	0.067818909052	-0.009601425445	0.000125953580	0.963518454370	N\A	0.087733255009	0.011758537245	0.042669165805	0.007736447955	44	31	
6050000	483.323715	1	-1.622816867563	1.192466971714	-0.059020289584	0.055611786165	-0.006943946478	0.000113767790	0.960145925326	N\A	0.087169144765	0.011412184142	0.042710320439	0.007836621754	42	24	
6100000	477.582662	1	-1.834321661290	1.355422979468	-0.084376564329	0.004275060079	0.007029792848	0.000096700291	0.965192849436	N\A	0.092185039236	0.012612217762	0.042793532940	0.007873659479	47	27	
6150000	489.389338	1	-1.550206818617	1.143578037118	-0.049425323107	0.038213312167	-0.003216086382	0.000071747486	0.970771987051	N\A	0.081236066847	0.011316271808	0.036783012573	0.006893597481	42	28	
6200000	496.420110	1	-1.653815644998	1.255396343819	-0.072287363592	0.029474278785	0.005785117626	0.000170639342	0.961849883523	N\A	0.096217619493	0.014474199953	0.040781476086	0.008021720509	50	27	
6250000	477.803979	1	-1.572272997183	1.163273678311	-0.056156194916	0.048402074726	-0.002348268402	0.000108689386	0.956545397221	N\A	0.089992258345	0.012971717516	0.040218891673	0.007350590388	37	20	
6300000	488.031274	1	-1.686618712777	1.275286539214	-0.069400383809	-0.045582540699	0.012294606703	0.000106148922	0.960768891503	N\A	0.098068015535	0.013961119468	0.043704883331	0.008107131023	53	19	
6350000	491.370740	1	-1.727944294178	1.306785982122	-0.075110755741	-0.045119565667	0.015049049085	0.000142873901	0.962396311092	N\A	0.093801000694	0.013156796266	0.042288512433	0.008002787618	50	24	
6400000	470.371168	1	-1.447937174085	1.101844564926	-0.056668619651	0.086909223515	-0.004095878660	0.000105970318	0.959810494246	N\A	0.099206969494	0.014133963300	0.043929695230	0.008800303242	49	34	
6450000	483.747863	1	-1.846661885725	1.369349451077	-0.078012859288	-0.079733724297	0.018662633094	0.000059049689	0.965491852013	N\A	0.084252951448	0.011251020138	0.039436488903	0.007052893790	57	32	
6500000	468.571656	1	-1.722723780037	1.274619735772	-0.071736408599	0.017945743485	0.003797086594	0.000116811736	0.969223907931	N\A	0.098744441370	0.013715178763	0.034974113556	0.006931111382	42	21	
6550000	488.873745	1	-1.731626809791	1.334674963552	-0.087268962094	-0.029412296553	0.017530277482	0.000086929911	0.965752930275	N\A	0.080820909200	0.011609447654	0.034094502314	0.007104205475	55	20	
6600000	489.206003	1	-1.630439422333	1.228593410162	-0.071146078794	0.036977834021	0.006026284360	0.000084609576	0.963262380790	N\A	0.082326796012	0.011906151308	0.036770569437	0.006882979673	42	26	
6650000	491.829018	1	-1.091825744613	0.807030139667	-0.013708428433	0.224700779752	-0.033522562298	0.000093383711	0.960314536466	N\A	0.093767701002	0.010625107477	0.048318075906	0.007580968370	47	33	
6700000	477.253476	1	-1.520197633647	1.131290466751	-0.044783267223	0.017288547285	-0.003500500072	0.000115403122	0.960767178865	N\A	0.083718716096	0.010514414119	0.041676968086	0.006955579360	44	29	
6750000	478.768490	1	-1.545925822887	1.161982224700	-0.061664492751	0.041003837963	0.006123243014	0.000110532628	0.962303063322	N\A	0.094874348088	0.013637805291	0.043400111559	0.008431643390	48	20	
6800000	475.633625	1	-1.859645387068	1.449537056689	-0.105351213809	-0.085928441759	0.033147492910	0.000131728924	0.953444345033	N\A	0.100507223551	0.014491044295	0.046034537300	0.008809748427	41	27	
6850000	494.637386	1	-1.791091317816	1.325316387260	-0.080415594256	0.007230798417	0.006076559044	0.000126978660	0.965629204686	N\A	0.084424611659	0.013107376844	0.035239804476	0.006848302858	39	29	
6900000	488.881544	1	-1.786495143830	1.349345548424	-0.083600367785	-0.014323736221	0.011387234879	0.000114323704	0.959963877062	N\A	0.094833309366	0.013043864816	0.041486098349	0.007789802011	49	18	
6950000	474.585756	1	-1.149605897381	0.933726236280	-0.035762246956	0.124606837496	-0.012786330635	0.000098736064	0.956069863833	N\A	0.118983767800	0.015850504854	0.051457861484	0.009183109677	52	27	
7000000	480.475986	1	-1.424130540384	1.072058460305	-0.043651736507	0.047669227954	-0.001803595696	0.000084643705	0.963605292453	N\A	0.087175084132	0.012669837619	0.036371309357	0.007507387743	51	28	
7050000	490.886318	1	-1.668443798289	1.279913892176	-0.075856606801	-0.026969192811	0.014559823028	0.000105432649	0.957591253144	N\A	0.089856009202	0.011902474176	0.043341786673	0.007603099822	45	27	
7100000	469.513453	1	-2.010216734651	1.526984916004	-0.108676988212	-0.077179382963	0.021309169137	0.000165211961	0.968256659106	N\A	0.105383358499	0.016163573278	0.040989997299	0.008183364543	46	29	
