Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  PAL_d1_m7-VR-006.txt
Log File Name:                   PAL_d1_m7-VR-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            429918887
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   PAL_d1_m7-VR-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	393.466617	1	-1.205528103942	0.942016928112	0.117506268592	-0.033726561638	0.000316074394	0.939102687867	N\A	0.044965190656	0.039023876728	0.004925503555	38	16	
1050000	402.497484	1	-1.219963507117	0.930245770670	0.112809964650	-0.028088934974	0.000278574586	0.949876055151	N\A	0.037967708748	0.031523130345	0.004343715462	55	30	
1100000	392.459730	1	-1.091514161603	0.946914781561	0.064834980810	-0.021331957244	0.000342406442	0.944673219470	N\A	0.043080548640	0.038226370627	0.004611489514	54	34	
1150000	393.729631	1	-1.126005485109	0.989142042271	0.029412608340	-0.019422581092	0.000715882003	0.939679679030	N\A	0.043465447603	0.038697982284	0.005093038139	38	27	
1200000	397.496118	1	-1.117834378209	1.058312260342	-0.014947435009	-0.023248747589	0.000508801072	0.943316420377	N\A	0.046512927839	0.040887737108	0.005291204095	48	30	
1250000	396.637493	1	-0.945988591056	0.953921929474	0.071952013152	-0.020933176384	0.000391005789	0.938131530874	N\A	0.047204320441	0.040298200732	0.005126271822	48	24	
1300000	384.958193	1	-0.944982142561	0.877526805548	0.116876275266	-0.021298367961	0.000369162561	0.931191295316	N\A	0.051706112880	0.044269589803	0.005189106961	45	27	
1350000	401.477884	1	-0.924956314446	0.868714637167	0.119672017681	-0.020912516970	0.000342895376	0.939979237706	N\A	0.048448574260	0.042908622521	0.004594196413	55	21	
1400000	383.216560	1	-1.113742543767	0.943029508828	0.114767474760	-0.030377564873	0.000550629363	0.941998040259	N\A	0.047620825091	0.040757661711	0.005270907557	51	26	
1450000	409.948449	1	-1.180025157650	0.970559044759	0.017142988303	-0.010945863060	0.000414915853	0.951007195484	N\A	0.041559329943	0.035256815425	0.004783010536	54	21	
1500000	402.594176	1	-1.018635982268	0.922192795450	0.099065588858	-0.021744108822	0.000355469951	0.936415445477	N\A	0.046198103376	0.040351461022	0.004599051728	44	21	
1550000	407.245818	1	-0.915767404924	0.894877381842	0.108433180528	-0.020208842298	0.000943904651	0.981892672490	N\A	0.035979234888	0.037693732271	0.004800740731	42	31	
1600000	408.274773	1	-0.997789791400	0.930256819836	0.075086408642	-0.021673499953	0.000329164700	0.942526060436	N\A	0.044178854371	0.037241074375	0.004960598140	52	26	
1650000	382.460709	1	-1.306367943591	0.955972651825	0.041976150178	-0.020139866798	0.000336304086	0.939267936086	N\A	0.045321592206	0.039839904956	0.004906552598	46	25	
1700000	404.205634	1	-0.879402141922	0.936520780359	0.057040095069	-0.016202366533	0.000267854812	0.949733595956	N\A	0.035697399021	0.032662434407	0.003969293304	51	29	
1750000	387.190911	1	-0.926880422730	0.883306978425	0.122775820567	-0.025174654314	0.000230469125	0.933540713074	N\A	0.049787876856	0.041469902105	0.004984237215	45	32	
1800000	375.821196	1	-0.893170452007	0.839869322449	0.149943473489	-0.024860048441	0.000308024166	0.934329447395	N\A	0.047768121398	0.041414800046	0.005111924970	43	25	
1850000	405.163192	1	-1.141656637897	0.855552239077	0.166449953360	-0.028525148258	0.000289379300	0.945879011636	N\A	0.045858338544	0.039003129201	0.004408602617	49	21	
1900000	395.374210	1	-1.047004489683	0.943083005817	0.046918774845	-0.015080181926	0.000773969985	0.940014297308	N\A	0.050627221869	0.041788002851	0.004711263887	48	27	
1950000	388.260616	1	-1.181996326624	0.973260765580	0.056276105026	-0.022543617345	0.000888307329	0.949663994806	N\A	0.043292290001	0.036870812242	0.004965488606	55	33	
2000000	391.896835	1	-0.747754579706	0.830341854942	0.180713592308	-0.029931717114	0.000244271468	0.942983985043	N\A	0.039462983898	0.037354958959	0.004950004606	59	35	
2050000	401.998401	1	-0.911062783493	0.943563239076	0.052344150906	-0.013940353065	0.000156144932	0.950370359981	N\A	0.038364087812	0.034189687427	0.004456170507	45	25	
2100000	412.823750	1	-0.918137788139	0.942084128576	0.073195517219	-0.021740414908	0.000195236319	0.950953718906	N\A	0.041719155361	0.035637104731	0.004015481819	52	27	
2150000	374.337510	1	-0.969987491868	0.897930119300	0.138648872249	-0.032543522296	0.000260048783	0.937064046785	N\A	0.045801597774	0.041208972450	0.005034800131	48	29	
2200000	382.564990	1	-1.146025554872	0.946192562747	0.080550946333	-0.024624669317	0.000559576077	0.944045010832	N\A	0.048094187703	0.042074826570	0.005044814116	35	31	
2250000	387.094674	1	-1.167164593054	0.971601803282	0.037860303436	-0.015325215399	0.000351571145	0.941663011607	N\A	0.045103668401	0.040102044786	0.005055298051	49	27	
2300000	384.703362	1	-1.062136227113	0.912861528865	0.075643437605	-0.023163567331	0.000422489807	0.943795198139	N\A	0.045818272219	0.040986062438	0.004892039129	74	27	
