Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  AMY_d1_m5-glob-004.txt
Log File Name:                   AMY_d1_m5-glob-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2001769687
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   AMY_d1_m5-glob-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.287140
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	513.830774	1	-1.672000560825	1.256775328256	-0.063118199798	0.000102044748	0.974923850478	N\A	0.028713428712	0.004511882285	34	6	0.001132013484	Global Trend	
1050000	514.017062	1	-1.549255476357	1.222329993106	-0.058015771340	0.000101265613	0.969455771819	N\A	0.033764586198	0.004955093562	36	7	0.003646703779	Global Trend	
1100000	503.351941	1	-1.601292900378	1.196474202480	-0.053445213985	0.000124339345	0.959642291276	N\A	0.042304363132	0.006268102098	28	2	0.000503074966	Global Trend	
1150000	516.046193	1	-1.602849556187	1.173886644612	-0.049717488316	0.000095674651	0.967038731950	N\A	0.038154769266	0.005847973903	29	3	-0.000740227666	Global Trend	
1200000	507.208344	1	-1.544533288620	1.149144499027	-0.049717246023	0.000100840807	0.964345170334	N\A	0.033645833542	0.004861898830	42	5	-0.002418720502	Global Trend	
1250000	521.531553	1	-1.718088623152	1.217375832086	-0.056875343433	0.000085194719	0.965015859256	N\A	0.038459693644	0.005796744394	42	6	-0.001608915757	Global Trend	
1300000	519.330239	1	-1.725402889622	1.214762843156	-0.055258254776	0.000091862987	0.973201244407	N\A	0.031187760611	0.004788875843	30	7	-0.002315128884	Global Trend	
1350000	508.349141	1	-1.723761948924	1.264160532570	-0.062924010128	0.000110997511	0.966256030909	N\A	0.039478825810	0.006038711440	30	4	0.000129764413	Global Trend	
1400000	518.139769	1	-1.716534372611	1.219260354018	-0.058287233653	0.000159842636	0.965215627489	N\A	0.036840529424	0.005621716484	45	4	-0.002557395265	Global Trend	
1450000	496.349058	1	-1.490126827001	1.127008478775	-0.044064502250	0.000105571944	0.959555228922	N\A	0.043510816172	0.006642556202	26	3	0.000253159728	Global Trend	
1500000	502.119054	1	-1.840341156508	1.267326047631	-0.062326330359	0.000119555605	0.955806453086	N\A	0.042863992021	0.006426705705	30	5	-0.002794113310	Global Trend	
1550000	499.873521	1	-1.524314839760	1.146386737813	-0.045633805682	0.000103754126	0.962106014093	N\A	0.040292040168	0.006141020220	42	5	0.000867543813	Global Trend	
1600000	511.800618	1	-1.786663473295	1.353288440467	-0.075949374021	0.000104501317	0.966019618080	N\A	0.035659681386	0.005278914337	37	5	0.001255971357	Global Trend	
1650000	501.781557	1	-1.596855683173	1.152366047479	-0.045130295381	0.000116874058	0.960295424576	N\A	0.041689811511	0.006280570360	28	3	-0.001419562068	Global Trend	
1700000	502.781473	1	-1.610853321349	1.157814881077	-0.048681764780	0.000119178750	0.964351296039	N\A	0.034139304690	0.005015314717	42	3	-0.003002471526	Global Trend	
1750000	517.011754	1	-1.488239585913	1.165462287876	-0.044640372672	0.000074860250	0.974215765733	N\A	0.032611193260	0.004829699321	37	7	0.002137252090	Global Trend	
1800000	509.365243	1	-1.698983889459	1.227760590860	-0.056808114463	0.000096249788	0.966001624943	N\A	0.039124846411	0.005947903718	41	5	-0.000730473501	Global Trend	
1850000	510.106830	1	-1.579924175723	1.167633770180	-0.051723322661	0.000079671369	0.969964880601	N\A	0.033292820766	0.004838575176	30	6	-0.002502014373	Global Trend	
1900000	520.513373	1	-1.609783064462	1.210202823923	-0.055115137731	0.000093368844	0.965846309849	N\A	0.035425819986	0.005076818049	41	7	-0.000567721397	Global Trend	
1950000	497.199893	1	-1.622661578729	1.173600530351	-0.047163247500	0.000086666473	0.964406354260	N\A	0.040040481197	0.006065624860	39	7	-0.000545909717	Global Trend	
2000000	493.025472	1	-1.501806141146	1.114193017173	-0.040410252782	0.000106278840	0.956818446900	N\A	0.043620529318	0.006414442941	31	3	-0.000368139861	Global Trend	
2050000	500.671308	1	-1.700210689411	1.283771134959	-0.066030599265	0.000135357821	0.962644995737	N\A	0.039703120999	0.006186265405	30	3	0.001077199122	Global Trend	
2100000	499.839429	1	-1.443494138860	1.155095032374	-0.047882228308	0.000127984484	0.965948487223	N\A	0.030859053867	0.004815657932	37	3	0.007102313945	Global Trend	
2150000	515.206697	1	-1.667732637627	1.232469591063	-0.059180226584	0.000109982100	0.967122461145	N\A	0.032152952898	0.004714521663	36	5	-0.000337326343	Global Trend	
2200000	502.503634	1	-1.675994256163	1.188110728905	-0.050432164744	0.000118351640	0.968076735452	N\A	0.037794487705	0.006067623462	34	4	-0.000874162610	Global Trend	
2250000	501.442550	1	-1.590298182380	1.152352222351	-0.045208124638	0.000110472138	0.963541691591	N\A	0.037725413348	0.005860206953	28	5	-0.003504767893	Global Trend	
2300000	492.152959	1	-1.760462755696	1.265282985842	-0.061542059851	0.000142976128	0.961725753004	N\A	0.045532178651	0.006990572284	31	2	-0.000365068936	Global Trend	
2350000	503.132454	1	-1.466492253964	1.175245157333	-0.051343002272	0.000117186333	0.962065742624	N\A	0.033622663532	0.005150584261	35	5	0.004758955443	Global Trend	
2400000	518.466181	1	-1.826492395653	1.262930277288	-0.064556481126	0.000121245500	0.966454145987	N\A	0.035996629106	0.005638887840	41	3	-0.003616959340	Global Trend	
2450000	510.761864	1	-1.853760384329	1.237372558541	-0.057537187944	0.000193557539	0.966683334283	N\A	0.032611214130	0.004652878276	44	6	-0.000623896619	Global Trend	
2500000	499.164356	1	-1.766163617539	1.261136503799	-0.062768888543	0.000145992100	0.966144211225	N\A	0.038185168766	0.006018209621	36	4	-0.001883915818	Global Trend	
2550000	503.466356	1	-1.702539493212	1.205587008835	-0.052123161113	0.000111539266	0.964144352480	N\A	0.037719900476	0.005898949595	33	4	-0.001842240968	Global Trend	
2600000	514.796785	1	-1.835428171868	1.259286887076	-0.061070785693	0.000093634324	0.962191101652	N\A	0.042676133047	0.006512548735	42	9	-0.001693389627	Global Trend	
2650000	508.751017	1	-1.805951867426	1.219104410783	-0.057387425485	0.000115646845	0.963773765660	N\A	0.028267051038	0.004192721360	33	5	-0.006047627443	Global Trend	
2700000	500.121555	1	-1.577216140381	1.172464894676	-0.048944188437	0.000133405730	0.961576344620	N\A	0.040111651547	0.006031101608	30	3	0.000939135139	Global Trend	
2750000	505.800262	1	-1.526697840726	1.177908626505	-0.050209531406	0.000097548174	0.964553668494	N\A	0.033225468916	0.004791219384	34	4	0.002959142120	Global Trend	
2800000	508.295285	1	-1.525558413898	1.143555173036	-0.046627777747	0.000113367262	0.964097333951	N\A	0.039210664384	0.005940104343	36	3	0.002503381342	Global Trend	
2850000	503.338820	1	-1.524570185374	1.169920012251	-0.048089916917	0.000135749328	0.965502862751	N\A	0.033961056952	0.005033038834	32	3	0.003234920035	Global Trend	
2900000	517.665658	1	-1.880429978677	1.353775131690	-0.078873834890	0.000115830822	0.968120610133	N\A	0.035895402835	0.005629675387	32	6	-0.000493393929	Global Trend	
2950000	499.205285	1	-1.715767899197	1.261123829465	-0.059923198821	0.000110719089	0.957713027654	N\A	0.042540586342	0.006371122414	33	2	0.001226643876	Global Trend	
3000000	520.404320	1	-1.638007412227	1.218908658617	-0.056754536961	0.000088375239	0.970966795798	N\A	0.036167256833	0.005630931262	40	4	0.000329700601	Global Trend	
3050000	512.438644	1	-1.615279133309	1.265065821705	-0.065989443889	0.000128119671	0.969614378201	N\A	0.030657791027	0.004762342246	37	6	0.002630723442	Global Trend	
3100000	515.517040	1	-1.476079479333	1.161855001984	-0.049810867178	0.000107440970	0.964308115507	N\A	0.029941559357	0.004173158834	32	5	-0.001519851345	Global Trend	
3150000	513.648813	1	-1.687589405129	1.198748610478	-0.052779940153	0.000091859767	0.971218313759	N\A	0.034222682351	0.005356776285	36	6	-0.001245447870	Global Trend	
3200000	511.939927	1	-1.590459681133	1.183221073545	-0.051270221208	0.000102451568	0.962710647963	N\A	0.042529299068	0.006428001632	39	4	0.000438633632	Global Trend	
3250000	507.446941	1	-1.653164591572	1.233850483189	-0.060344000634	0.000118962503	0.964119145652	N\A	0.040737625812	0.006446017901	28	5	0.000103850830	Global Trend	
3300000	513.858462	1	-1.692034749514	1.206869280941	-0.055877445476	0.000096010847	0.964429584282	N\A	0.033046983534	0.004961276628	38	5	-0.002405430091	Global Trend	
3350000	518.959018	1	-1.679567489340	1.256435415243	-0.063492188654	0.000069086101	0.963672446672	N\A	0.037555049580	0.005548869585	43	7	0.000519843473	Global Trend	
3400000	510.075488	1	-1.505253920559	1.123949384364	-0.044004746888	0.000129138103	0.974761061959	N\A	0.022916218905	0.002398001226	45	4	-0.001045702749	Global Trend	
3450000	507.985461	1	-1.841727870532	1.312895236344	-0.069386273948	0.000091157515	0.972011766690	N\A	0.032079321049	0.004766973053	39	4	-0.000469505131	Global Trend	
3500000	521.672074	1	-1.742153695789	1.257120907511	-0.062251446835	0.000126583626	0.968371732130	N\A	0.034286605634	0.005133526863	33	6	-0.000700688891	Global Trend	
3550000	512.274397	1	-1.561860225703	1.210863020836	-0.055405295994	0.000134501482	0.962468248029	N\A	0.037089885195	0.005395599206	36	7	0.003264709363	Global Trend	
3600000	501.006476	1	-1.662325996936	1.214341101459	-0.057178385634	0.000102629199	0.974635189542	N\A	0.035675827641	0.005815118255	39	3	-0.001710726676	Global Trend	
3650000	504.030447	1	-1.747416022254	1.254574140012	-0.061274769615	0.000110032760	0.964527202779	N\A	0.039676470026	0.006139916167	33	4	-0.000651409323	Global Trend	
3700000	497.900182	1	-1.586791950562	1.126853181187	-0.041063236314	0.000088404404	0.961567038542	N\A	0.039232101687	0.006001614512	37	3	-0.002032933997	Global Trend	
3750000	502.955910	1	-1.654158686718	1.210614732328	-0.056036989757	0.000099732696	0.963315094697	N\A	0.039337309690	0.006088312402	33	4	-0.000634208595	Global Trend	
3800000	513.131227	1	-1.684073064647	1.253495110160	-0.062328081880	0.000107304095	0.970294870841	N\A	0.032133619941	0.004943253411	42	4	0.000779476792	Global Trend	
3850000	506.987730	1	-1.594886574454	1.255182549061	-0.062978349140	0.000111801628	0.968050091726	N\A	0.037625696694	0.005884270753	20	4	0.002862000726	Global Trend	
3900000	513.979308	1	-1.634197018499	1.191757825762	-0.052966300351	0.000133396003	0.963389315881	N\A	0.035844175891	0.005298474876	30	5	-0.001059989606	Global Trend	
3950000	510.795954	1	-1.468996860396	1.152183739547	-0.049554494729	0.000097200733	0.960758757575	N\A	0.038115529574	0.005764247547	30	4	0.002225533858	Global Trend	
4000000	507.926241	1	-1.720290467483	1.210586589428	-0.056471103832	0.000107956010	0.964242201759	N\A	0.038212524019	0.005841417156	37	4	-0.003579839791	Global Trend	
4050000	493.646417	1	-1.529886609955	1.122947471222	-0.040654010377	0.000142265119	0.961390002164	N\A	0.039498632891	0.005719560069	46	5	-0.000775838022	Global Trend	
4100000	497.397145	1	-1.468023092491	1.125153046754	-0.041015399259	0.000106299429	0.963271203008	N\A	0.036438710111	0.005423954265	38	6	0.000924003316	Global Trend	
4150000	499.596014	1	-1.518841326298	1.191362906797	-0.056078196393	0.000134909701	0.961826471164	N\A	0.035172757002	0.005305710153	29	4	0.002374822523	Global Trend	
4200000	502.871592	1	-1.572396493796	1.177654463026	-0.052492349155	0.000104521798	0.963556397234	N\A	0.037332772639	0.005333714492	34	3	-0.001017145825	Global Trend	
4250000	512.241227	1	-1.758856438078	1.220185947296	-0.056581947500	0.000125167241	0.961819524304	N\A	0.039476074067	0.005924069820	20	4	-0.003770474148	Global Trend	
4300000	508.165399	1	-1.810598291858	1.297810372474	-0.068851188468	0.000141157640	0.982808892295	N\A	0.031936402547	0.005250323954	32	6	-0.000866276737	Global Trend	
4350000	507.887807	1	-1.573292110794	1.147946904779	-0.047456622188	0.000118611200	0.963864294734	N\A	0.032252246032	0.004796376742	31	6	-0.002722933294	Global Trend	
4400000	495.041533	1	-1.711944971120	1.198012538981	-0.052173238304	0.000106545920	0.966838825688	N\A	0.034282018335	0.005469741088	38	5	-0.003021805318	Global Trend	
4450000	513.151938	1	-1.620794546732	1.167296319190	-0.048801173788	0.000182503376	0.963905142125	N\A	0.035867110597	0.005412866649	32	5	-0.002564797843	Global Trend	
4500000	502.552073	1	-1.679601879789	1.270694192862	-0.065146582167	0.000083937840	0.960070575756	N\A	0.041387417523	0.006321615365	40	4	0.000757855411	Global Trend	
4550000	498.653381	1	-1.723581546546	1.266108562643	-0.062326836223	0.000108561827	0.960308744000	N\A	0.039390302322	0.005843671764	35	4	0.000421243751	Global Trend	
4600000	506.280575	1	-1.781782971971	1.309062316323	-0.068731977678	0.000094661747	0.965870960764	N\A	0.040305435298	0.006312784949	36	5	0.000454530933	Global Trend	
4650000	492.970894	1	-1.799791711001	1.313871819841	-0.072748920609	0.000120221151	0.958844782836	N\A	0.044739735132	0.006596572094	34	4	-0.000387654162	Global Trend	
4700000	508.698423	1	-1.593906333956	1.198375836926	-0.049600929906	0.000057841426	0.968147028817	N\A	0.040584622722	0.006102451565	39	8	0.000348059582	Global Trend	
4750000	503.529528	1	-1.684430841971	1.265297755790	-0.066879869576	0.000108829607	0.962011201728	N\A	0.039005518460	0.005869812733	39	4	0.000306774685	Global Trend	
4800000	483.678947	1	-1.421368745254	1.076370149873	-0.036927054863	0.000074278332	0.955178697007	N\A	0.041393924422	0.005970555098	35	5	-0.000622756149	Global Trend	
4850000	496.529910	1	-1.706497828566	1.178177921539	-0.049358247284	0.000134393395	0.957633822746	N\A	0.034414975801	0.004987198601	35	3	-0.004819555507	Global Trend	
4900000	503.528287	1	-1.805762127725	1.286157571947	-0.066698448449	0.000195721279	0.964171608374	N\A	0.036211491576	0.005573697951	36	3	-0.000828068157	Global Trend	
4950000	501.647513	1	-1.745101509042	1.218367981110	-0.056928947999	0.000117190357	0.969254162491	N\A	0.033482883772	0.005405346072	38	4	-0.003558480284	Global Trend	
5000000	503.210027	1	-1.805585110395	1.279399150683	-0.063271901177	0.000119420939	0.960916771141	N\A	0.037913366699	0.005592886540	29	6	-0.000851080145	Global Trend	
5050000	505.265921	1	-1.781425974021	1.243688593864	-0.060880776572	0.000115520260	0.960862347776	N\A	0.040877441202	0.006179550320	23	2	-0.002975697167	Global Trend	
5100000	501.827080	1	-1.679721356642	1.232544958132	-0.058920480765	0.000110565544	0.959094139472	N\A	0.042564812026	0.006464434542	34	2	-0.000092500639	Global Trend	
5150000	507.854915	1	-1.591046347050	1.204431578540	-0.053677879457	0.000110743656	0.972854730939	N\A	0.031099443810	0.005070167084	31	3	0.001825428924	Global Trend	
5200000	518.312036	1	-1.592335035364	1.253318043876	-0.066482993146	0.000093413256	0.965591792637	N\A	0.039437797624	0.005891230599	35	8	0.002092638287	Global Trend	
5250000	520.803614	1	-1.497537222191	1.186054289645	-0.052625544652	0.000107324614	0.979155532575	N\A	0.031406032029	0.004921427968	36	4	0.001928970104	Global Trend	
5300000	511.970469	1	-1.631707691089	1.211053194115	-0.054980490830	0.000112075480	0.965155747025	N\A	0.039160607597	0.005976396002	27	5	0.000798002800	Global Trend	
5350000	506.316806	1	-1.537802131514	1.157549855889	-0.050724319347	0.000107586573	0.964029296813	N\A	0.035826132663	0.005281696599	43	3	-0.000790610885	Global Trend	
5400000	519.493406	1	-1.697899725182	1.211333382522	-0.054575082201	0.000116691448	0.968857615984	N\A	0.035906950650	0.005631159982	31	4	-0.001703802318	Global Trend	
5450000	527.733945	1	-1.681438325698	1.220476616736	-0.056933390244	0.000078151344	0.970513643960	N\A	0.040091753657	0.006152091004	40	9	-0.000774069751	Global Trend	
5500000	512.102782	1	-1.675224061290	1.198459715916	-0.052692189606	0.000099803694	0.974181805347	N\A	0.035401757320	0.005635959261	36	7	-0.001625021923	Global Trend	
