Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m8-VR-006.txt
Log File Name:                   STR_d1_m8-VR-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3526383540
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m8-VR-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	529.568384	1	-1.548585467449	1.128738424391	0.004150877601	-0.107327774963	0.000214353453	0.975801316608	N\A	0.041884418538	0.005636933242	0.020520717139	42	23	
1050000	514.997130	1	-1.338841731867	1.002336219724	0.016359675370	-0.069902184023	0.000153606015	0.978508243488	N\A	0.043551820496	0.007365920919	0.015996128617	56	20	
1100000	520.611774	1	-1.494208382815	1.111984859716	-0.004276940643	-0.063996217477	0.000097865717	0.977566519515	N\A	0.045355428394	0.005833444285	0.020436047946	57	26	
1150000	537.785821	1	-1.530857833966	1.107822195305	0.000512114228	-0.069819569097	0.000165730203	0.980080682388	N\A	0.043605507579	0.005491425410	0.019276195839	38	25	
1200000	524.182291	1	-1.444245355520	1.065700829997	-0.002046731347	-0.026482348554	0.000132769864	0.981836831363	N\A	0.044449599186	0.005670516225	0.019750787253	41	32	
1250000	533.595664	1	-1.451663076148	1.073604732363	0.005271852834	-0.069276180854	0.000209804695	0.981338804269	N\A	0.043452711912	0.005505793792	0.018279650452	45	24	
1300000	541.719672	1	-1.513052042221	1.116916744665	0.002181173860	-0.097910805417	0.000147459491	0.984573156733	N\A	0.038361885037	0.005634063813	0.017541710837	42	32	
1350000	529.134168	1	-1.454719787181	1.092524673480	0.004043272282	-0.088098671186	0.000217308420	0.979671931968	N\A	0.041420880680	0.005789450039	0.019265323030	60	32	
1400000	522.142947	1	-1.489313242237	1.087151718965	0.018592413628	-0.144702389093	0.000080893629	0.978464014627	N\A	0.041776652902	0.006355259114	0.020017729363	41	27	
1450000	550.667065	1	-1.520201878469	1.105999396697	0.003045744241	-0.087120398332	0.000087299238	0.987407312363	N\A	0.036102489113	0.004690156933	0.016660729271	39	30	
