Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SCH_d1_m7-VR-003.txt
Log File Name:                   SCH_d1_m7-VR-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1203053677
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SCH_d1_m7-VR-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	464.654323	1	-1.449373111106	1.004943505844	0.017129947409	-0.013821820661	0.000119944607	0.957046449440	N\A	0.040781565282	0.036709282100	0.004355244547	41	20	
1050000	461.832572	1	-1.491821458503	1.006424957916	0.031366450661	-0.016006501203	0.000099985187	0.959093749594	N\A	0.040798176541	0.036526718365	0.004202637402	48	17	
1100000	452.517052	1	-1.497863145181	1.014433118795	0.006395567513	-0.012730566027	0.000164770949	0.960203591732	N\A	0.039410034739	0.034739240815	0.004309583044	52	32	
1150000	458.080423	1	-1.464168715201	0.989844168250	0.026731930823	-0.012017316601	0.000103712019	0.965067444954	N\A	0.037904121533	0.034881367507	0.004122732510	52	28	
1200000	447.848127	1	-1.439219839290	0.960605362700	0.077530745597	-0.018863655175	0.000132538268	0.957564514245	N\A	0.039836867783	0.036915746227	0.004417700446	41	19	
1250000	462.181244	1	-1.432326131749	0.975168502234	0.036485611467	-0.012152744838	0.000099382994	0.963378375697	N\A	0.039809391873	0.034731239071	0.003812483035	62	25	
1300000	446.526327	1	-1.403125988236	0.957086333351	0.056560383145	-0.015907808968	0.000109275650	0.960572058908	N\A	0.037514025192	0.034131422988	0.004169652449	50	19	
1350000	447.028291	1	-1.573018174042	1.060997660480	-0.022402803080	-0.011840993157	0.000134294117	0.955987064166	N\A	0.040076703302	0.035816384298	0.004103270558	45	27	
1400000	463.598461	1	-1.487509278735	1.006872196040	0.026931091142	-0.012538703844	0.000068985130	0.961446955872	N\A	0.043049901461	0.036497045542	0.003938664858	47	22	
1450000	455.342159	1	-1.389515761581	0.928579410921	0.081881490878	-0.013463943816	0.000109851918	0.965016137963	N\A	0.041833933643	0.036438013963	0.003968209402	29	26	
1500000	461.402484	1	-1.472808431441	0.971446961890	0.078921260268	-0.020307390223	0.000137021182	0.962505635632	N\A	0.037528748495	0.034051331635	0.004035158602	44	27	
1550000	446.359112	1	-1.437540360582	0.974309210388	0.034370190256	-0.011213716516	0.000132186039	0.960085854866	N\A	0.036922509773	0.034515506172	0.004414357354	41	15	
1600000	468.442625	1	-1.611042385584	1.094451119634	-0.066345195897	-0.008289768311	0.000106069497	0.973921732412	N\A	0.026187100690	0.028074636270	0.004052952090	38	28	
1650000	451.382030	1	-1.568675115912	1.020478629224	0.042589017112	-0.022138579691	0.000148084271	0.959820240692	N\A	0.041580398678	0.036907645049	0.004489344718	49	20	
1700000	465.445221	1	-1.600314980167	1.063259438110	0.000407836429	-0.014673511017	0.000102264017	0.965890732323	N\A	0.035122621750	0.032039867813	0.003701354771	50	24	
1750000	442.058465	1	-1.501774630065	0.992522283338	0.056471622422	-0.018559415118	0.000114766654	0.959466196494	N\A	0.039493601318	0.035403976429	0.004097989356	46	26	
1800000	459.694912	1	-1.588829557192	1.003763733812	0.040234606018	-0.015324590486	0.000164498871	0.962768518463	N\A	0.033768655540	0.031078715138	0.004129128503	65	24	
1850000	450.568835	1	-1.379803351187	0.908926119932	0.123939879542	-0.022097506555	0.000155192405	0.961235470007	N\A	0.040134880686	0.034667732506	0.004275832012	48	22	
1900000	458.297115	1	-1.354646875295	0.914192260989	0.090848978252	-0.013982043533	0.000085639179	0.959371810754	N\A	0.040289238866	0.035182864741	0.004314317352	52	24	
1950000	458.483010	1	-1.515097799744	0.995256704375	0.036372714550	-0.013800849424	0.000139909284	0.964076462637	N\A	0.034837084471	0.031154307708	0.003901113331	59	22	
2000000	462.548721	1	-1.419553806086	0.948670360840	0.068952868868	-0.012323415337	0.000153234758	0.957556364905	N\A	0.041300454338	0.036236434097	0.004341658682	48	21	
2050000	445.251446	1	-1.493165042970	0.982148670957	0.065036409916	-0.017332841904	0.000092369753	0.955341291744	N\A	0.039383915562	0.035810433986	0.004451354222	49	26	
2100000	459.786784	1	-1.570240025123	1.056795976851	-0.043438901635	-0.003442073888	0.000109366226	0.962072773757	N\A	0.038414869049	0.034521499067	0.004058176615	41	25	
2150000	451.319471	1	-1.621690793869	1.059162406933	0.011867900315	-0.018722059004	0.000136273336	0.959127816116	N\A	0.033919393658	0.032747010882	0.004456054879	35	18	
2200000	458.271970	1	-1.454371358156	0.998452449848	0.004505693152	-0.008213225083	0.000110620427	0.958262199205	N\A	0.040015159613	0.035263579977	0.003981199213	54	17	
2250000	448.423384	1	-1.540089411738	1.016538024800	0.032156406488	-0.016198443757	0.000107419846	0.961220833627	N\A	0.035344236639	0.031622172189	0.003874113641	54	31	
2300000	450.947932	1	-1.435778833778	0.956290435789	0.097254659258	-0.022143013385	0.000123212188	0.959727239156	N\A	0.039922599018	0.035057223929	0.004017167982	55	21	
2350000	458.463092	1	-1.384259150203	0.925371600819	0.103154774863	-0.018991193953	0.000130958641	0.963873036977	N\A	0.037979377599	0.033608050157	0.003951178061	58	27	
2400000	442.458068	1	-1.389439416148	0.951970845354	0.077634007486	-0.021357031778	0.000140591918	0.960262563309	N\A	0.037738259745	0.034219782198	0.004142419418	54	23	
2450000	453.434614	1	-1.586970095321	1.054480464852	-0.013100170414	-0.009044152587	0.000125342526	0.959925970765	N\A	0.038335220804	0.034781247374	0.004037775802	47	19	
2500000	439.585109	1	-1.580525426215	1.033162038791	0.030000750325	-0.016815568562	0.000150734914	0.958955519865	N\A	0.029822085421	0.030181693489	0.004350110060	48	25	
2550000	453.532321	1	-1.589209692528	1.058574310876	-0.027886992032	-0.010427890941	0.000101776256	0.964529094358	N\A	0.038699641033	0.033720070854	0.003803782761	39	19	
2600000	462.058314	1	-1.410296784491	0.942093978038	0.077239793906	-0.015109931636	0.000149176675	0.964631743098	N\A	0.036707995203	0.033602895965	0.003703047640	52	24	
2650000	442.948558	1	-1.662231391712	1.078274826811	-0.007902613442	-0.014186289291	0.000110933662	0.962087295991	N\A	0.038994863455	0.035119095402	0.003988215436	42	21	
