Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MES_d1_m3-glob-005.txt
Log File Name:                   MES_d1_m3-glob-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3970278667
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MES_d1_m3-glob-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.297316
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.66 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	452.502996	1	0.714528549220	0.660682439181	-0.019864647967	0.000438511060	0.945391941203	N\A	0.019481607222	0.004634885052	36	12	0.002791584853	Global Trend	
1050000	444.003872	1	0.534259364474	0.746486737577	-0.039708452825	0.000301348621	0.945433948713	N\A	0.019551973510	0.004574220356	29	8	0.002251002870	Global Trend	
1100000	464.370059	1	0.637974339579	0.737445780973	-0.036999221510	0.000231136643	0.946028053607	N\A	0.018436034801	0.004254800550	26	6	0.000819585307	Global Trend	
1150000	460.637076	1	0.607194872454	0.711856627340	-0.040635352765	0.000246315693	0.949221477936	N\A	0.018244469016	0.004467174777	34	5	0.003164042110	Global Trend	
1200000	453.797320	1	0.742039529807	0.723278255522	-0.035637281024	0.000351201983	0.943633903454	N\A	0.018729166967	0.004404315502	34	9	-0.001780013389	Global Trend	
1250000	465.548864	1	0.643804764331	0.733215590831	-0.034909193454	0.000296497457	0.949659889645	N\A	0.017511816332	0.004006003416	32	6	0.001034699806	Global Trend	
1300000	447.261907	1	0.583041712483	0.783487609760	-0.049423442671	0.000172419244	0.943024902631	N\A	0.019240079780	0.004336199931	36	4	-0.000038265769	Global Trend	
1350000	459.490010	1	0.731577409297	0.743834538599	-0.036292842746	0.000242993581	0.947811857862	N\A	0.018630303618	0.004524900052	40	5	-0.001023338011	Global Trend	
1400000	456.732411	1	0.691648079400	0.761340087371	-0.044081714521	0.000179461612	0.947796987850	N\A	0.018099419607	0.004188167683	42	5	-0.000479610840	Global Trend	
1450000	453.453819	1	0.707421596370	0.721700372677	-0.035255739241	0.000167014543	0.950239178757	N\A	0.017214259496	0.003917792100	32	10	-0.000645404131	Global Trend	
1500000	460.780210	1	0.781844871208	0.746282580999	-0.038816322531	0.000266705775	0.947844103435	N\A	0.017209458035	0.003981793526	32	6	-0.002625602660	Global Trend	
1550000	465.574023	1	0.614871461093	0.751137767909	-0.042115738153	0.000223630138	0.954675128603	N\A	0.017266375853	0.004124816271	41	6	0.000935564238	Global Trend	
1600000	459.650185	1	0.861733803552	0.730952564478	-0.037409785626	0.000291065186	0.948033018708	N\A	0.017517330114	0.004050418160	46	6	-0.003451603109	Global Trend	
1650000	468.306144	1	0.907239420682	0.735019367478	-0.038569312900	0.000144699301	0.951135748520	N\A	0.018266767678	0.004244337763	42	11	-0.001750335106	Global Trend	
1700000	473.292909	1	0.641501177527	0.736405758702	-0.040528470492	0.000084992812	0.954780883149	N\A	0.018290571994	0.004331200073	38	9	0.000004622651	Global Trend	
1750000	457.988746	1	0.718120455561	0.768916956205	-0.045611168598	0.000226800625	0.949901174029	N\A	0.017980083060	0.004331285283	38	5	-0.001384329671	Global Trend	
1800000	464.621111	1	0.813763628788	0.720640232507	-0.035900677860	0.000216135011	0.949093208194	N\A	0.018095940571	0.004240447378	25	9	-0.001993692728	Global Trend	
1850000	467.375175	1	0.724920074945	0.716540039552	-0.037516173529	0.000228084867	0.935865444312	N\A	0.019340865402	0.004371504907	32	10	0.001297665873	Global Trend	
1900000	467.736431	1	0.799752296050	0.736508955503	-0.038286511835	0.000234663717	0.957580234886	N\A	0.015942620676	0.004113221797	48	8	-0.002080093829	Global Trend	
1950000	456.205809	1	0.679544057606	0.747908407543	-0.044181698126	0.000244936602	0.942049281583	N\A	0.019153605654	0.004293416869	29	7	-0.001695730988	Global Trend	
2000000	449.272646	1	0.743326204228	0.766298041025	-0.045186051476	0.000192785567	0.953009891357	N\A	0.016876543092	0.004066923620	35	6	-0.001171879346	Global Trend	
2050000	456.050350	1	0.633384366414	0.730682575552	-0.032439527038	0.000075680116	0.949967808292	N\A	0.017712982977	0.004181379423	43	6	-0.000326239735	Global Trend	
2100000	462.173794	1	0.764852134867	0.747170114970	-0.040772733830	0.000167417808	0.951144881307	N\A	0.017847994079	0.004314450587	45	8	-0.001049509524	Global Trend	
2150000	448.145153	1	0.871107979200	0.708363995028	-0.037032610982	0.000322975567	0.943226610605	N\A	0.018981601800	0.004458301755	37	5	-0.003271167593	Global Trend	
2200000	458.791228	1	0.680369616882	0.757809879467	-0.042024083206	0.000238999248	0.952637985963	N\A	0.017172958476	0.003747328437	35	6	-0.000398233683	Global Trend	
2250000	461.206871	1	0.690942416910	0.774425558993	-0.046971567927	0.000305598300	0.953460922245	N\A	0.016354960550	0.003734017914	39	5	-0.000939966455	Global Trend	
2300000	467.143059	1	0.730578404936	0.730060257824	-0.036825342821	0.000199489610	0.954402711332	N\A	0.018023251341	0.004364563344	39	4	-0.000889741328	Global Trend	
2350000	478.650730	1	0.804966820481	0.740661179688	-0.041103139860	0.000235741563	0.957546364576	N\A	0.016401489247	0.003953116047	38	8	-0.001645115355	Global Trend	
2400000	461.032226	1	0.889819127493	0.779578476819	-0.046329094011	0.000219681515	0.946611426833	N\A	0.017132379541	0.003904168474	28	7	-0.006128115881	Global Trend	
2450000	452.687190	1	0.789378296101	0.734098299683	-0.035162924628	0.000333397611	0.947021650713	N\A	0.018921231756	0.004731244142	25	6	-0.002624633101	Global Trend	
2500000	473.218461	1	0.634888168250	0.737685328214	-0.036328343196	0.000115778617	0.961304417915	N\A	0.015507260279	0.003745798907	32	14	-0.000151282701	Global Trend	
2550000	455.639197	1	0.694874094367	0.777440830646	-0.045959789119	0.000223683988	0.949399217565	N\A	0.018311115770	0.004473807739	32	7	-0.002269586023	Global Trend	
2600000	461.039166	1	0.837892411573	0.747075110496	-0.041378214820	0.000263578830	0.947943193914	N\A	0.018155241884	0.004149846271	37	7	-0.002705933473	Global Trend	
2650000	462.677069	1	0.685159437332	0.717614568207	-0.032877087596	0.000537439237	0.954133518460	N\A	0.017044469187	0.003876823211	43	7	0.001874647046	Global Trend	
2700000	462.399857	1	0.629290314791	0.758091794347	-0.044678140784	0.000092359384	0.950292497818	N\A	0.016941292355	0.003904394723	51	5	0.000545045876	Global Trend	
2750000	459.728056	1	0.817322545342	0.742651556085	-0.036928165068	0.000099264025	0.952839897392	N\A	0.017899472738	0.004092580716	39	7	-0.000735058618	Global Trend	
2800000	462.505493	1	0.706897679348	0.761738821238	-0.041727588441	0.000199417244	0.954296489791	N\A	0.018192916543	0.004258122199	37	9	-0.000774772792	Global Trend	
2850000	465.163832	1	0.717301518603	0.747647376419	-0.043922177930	0.000181926830	0.950886054342	N\A	0.016208423051	0.003502416836	34	5	-0.000167963147	Global Trend	
2900000	454.404862	1	0.656185846210	0.744585455426	-0.043410874115	0.000242180241	0.944097933595	N\A	0.019184526894	0.004145955346	37	7	-0.001179589387	Global Trend	
2950000	452.031590	1	0.366024857672	0.767923576783	-0.045087084951	0.000404760994	0.948547972466	N\A	0.017361164586	0.004071929819	38	5	0.006428855372	Global Trend	
3000000	455.589815	1	0.776735057854	0.739364408209	-0.042773454483	0.000124948776	0.947536791553	N\A	0.017916431934	0.004372760041	32	8	-0.001783128602	Global Trend	
3050000	457.863067	1	0.710402953297	0.708936572341	-0.032266479985	0.000067789975	0.952998743324	N\A	0.017210572790	0.004040054913	35	7	-0.000214271053	Global Trend	
3100000	463.035605	1	0.694383971589	0.767073200917	-0.045050220132	0.000226286014	0.950082319672	N\A	0.018217118261	0.004454344609	32	3	-0.000862195446	Global Trend	
3150000	470.572304	1	0.630670766537	0.746117197000	-0.043973316435	0.000164757297	0.958677378409	N\A	0.016111330699	0.004109149811	37	7	0.001304279483	Global Trend	
3200000	458.367955	1	0.741551792939	0.711567680755	-0.034488017130	0.000240435161	0.948979188337	N\A	0.018708620156	0.004437479786	33	5	-0.000345206586	Global Trend	
3250000	461.537744	1	0.718583684874	0.740344761489	-0.038761326564	0.000313262197	0.955575687158	N\A	0.016828343843	0.004360510047	33	5	0.000500984409	Global Trend	
3300000	463.539905	1	0.989618855530	0.734115823432	-0.037399792686	0.000244841853	0.947438156172	N\A	0.018082621147	0.004236458311	32	5	-0.006703263497	Global Trend	
3350000	457.756955	1	0.597878077576	0.765923346624	-0.046777863343	0.000342528192	0.946925731425	N\A	0.017627709051	0.004179655610	34	7	0.002442748115	Global Trend	
3400000	440.947020	1	0.738850390948	0.740972323077	-0.038635140231	0.000250418085	0.945119657512	N\A	0.018267846105	0.004249040381	42	6	-0.001366518749	Global Trend	
3450000	460.595464	1	0.770319753414	0.680179478916	-0.026938002053	0.000195906601	0.954864055432	N\A	0.017157358343	0.004426551529	43	9	-0.000310335457	Global Trend	
3500000	461.105306	1	0.733566226676	0.763714115063	-0.046922882482	0.000010571346	0.956038247995	N\A	0.015494548731	0.003520017450	38	10	-0.000055944990	Global Trend	
3550000	456.348265	1	0.663612632775	0.742829543578	-0.037211018111	0.000040218242	0.945759771750	N\A	0.019977619496	0.005066275252	26	2	0.000013195055	Global Trend	
3600000	443.252680	1	0.673377707513	0.741644369921	-0.040405887685	0.000204129622	0.946527424421	N\A	0.018017072091	0.004303302513	34	6	0.000175423705	Global Trend	
3650000	456.904161	1	0.625620082129	0.745540827654	-0.038824685965	0.000152942844	0.946297126196	N\A	0.018317615703	0.004097549427	45	6	0.000294287444	Global Trend	
3700000	460.064855	1	0.654628722743	0.746532682606	-0.040937124906	0.000096686553	0.959571812084	N\A	0.016472069337	0.004343655372	42	9	0.000688325265	Global Trend	
