Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  DIE_d1_m5-glob-004.txt
Log File Name:                   DIE_d1_m5-glob-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            148199114
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   DIE_d1_m5-glob-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.175894
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	717.843919	1	-1.072352070881	1.002338819149	-0.001560216206	0.000024829353	0.999792481102	N\A	0.001259638095	0.000926183714	32	0	0.080461630418	Global Trend	
1050000	727.461264	1	-1.131726180072	1.035710124733	-0.005025848933	0.000029124622	0.992912782989	N\A	0.016126624025	0.002617629948	40	0	0.004767203971	Global Trend	
1100000	729.211827	1	-1.062130608821	1.000197175934	-0.000597653823	0.000028498349	0.999983382480	N\A	0.000870518748	0.000817947076	33	1	-0.439113711063	Global Trend	
1150000	720.206039	1	-1.065596060173	0.997318503408	-0.000607011514	0.000026057998	0.997803798422	N\A	0.003847437109	0.001126267556	40	0	-0.026607818894	Global Trend	
1200000	737.636687	1	-1.028156233814	0.999285808961	-0.000766562964	0.000030159758	0.999933319713	N\A	0.000984108830	0.000818765693	39	0	-0.226185865377	Global Trend	
1250000	739.402164	1	-1.039854714248	0.993487101615	-0.000111777170	0.000022369363	0.998743354048	N\A	0.002845052421	0.000892673775	41	1	-0.029860271735	Global Trend	
1300000	720.202084	1	-1.062101650861	0.999076490938	-0.001305366911	0.000021878926	0.999163290044	N\A	0.002237402517	0.000888416355	42	0	-0.034829426430	Global Trend	
1350000	729.304064	1	-1.039579633399	1.006155953906	-0.004450734761	0.000017086863	0.999709452740	N\A	0.001402943639	0.000917281247	38	0	0.058129427805	Global Trend	
1400000	732.950338	1	-1.032078569211	1.003359991138	-0.003075726317	0.000027631076	0.999993733797	N\A	0.000918211154	0.000915604178	28	0	0.860987789309	Global Trend	
1450000	725.686722	1	-1.116578158680	1.025825395648	-0.004509847789	0.000024860459	0.992305028643	N\A	0.019991518251	0.003266423762	35	0	0.002729867639	Global Trend	
1500000	727.878577	1	-1.036752492643	1.010819937922	-0.004198454007	0.000027418332	0.998502886238	N\A	0.002727828849	0.000886310987	41	1	0.044465602284	Global Trend	
1550000	730.594613	1	-1.034940668199	0.994028679175	-0.000819894615	0.000028309742	0.997207749792	N\A	0.004781210599	0.001191969217	31	0	-0.027837240128	Global Trend	
1600000	731.027677	1	-1.066568491410	1.005473551188	-0.003101700849	0.000024871182	0.997464691720	N\A	0.003637662064	0.001005021026	50	1	0.027652813674	Global Trend	
1650000	728.388801	1	-1.118255609744	1.041694335554	-0.008267049568	0.000016714848	0.992272181685	N\A	0.017049665955	0.002717610747	44	1	0.002536223775	Global Trend	
1700000	724.447350	1	-1.097031014235	1.011000302239	-0.003217058263	0.000029652386	0.992972397356	N\A	0.023391083290	0.003636564006	39	1	0.001017469142	Global Trend	
1750000	715.407274	1	-1.087452968476	1.023280749025	-0.004685583249	0.000044993363	0.992640729767	N\A	0.010433041218	0.001824895457	37	1	0.013215779362	Global Trend	
1800000	723.063981	1	-1.047974167289	1.004210364547	-0.002770553850	0.000037768074	0.999795994223	N\A	0.001283644611	0.000920099482	37	0	0.129339057368	Global Trend	
1850000	726.671105	1	-1.089598356506	0.998841713246	0.000966221698	0.000024763813	0.999991829335	N\A	0.000888433094	0.000863802714	41	0	-0.313305641951	Global Trend	
1900000	735.108169	1	-1.066519528665	1.003482328662	-0.002968177016	0.000030687736	0.999251560117	N\A	0.001959248901	0.000849501071	40	1	0.058669020209	Global Trend	
1950000	725.811138	1	-1.082111699390	1.001696158807	-0.000972195583	0.000026270959	0.999060121455	N\A	0.002125928544	0.000890814816	34	2	0.067611378536	Global Trend	
2000000	735.356149	1	-1.075049712393	1.009791913025	-0.002138885173	0.000026883851	0.996412283293	N\A	0.004368653128	0.001091276346	29	0	0.024471681834	Global Trend	
2050000	724.317628	1	-1.052447481006	1.000348968104	-0.000168791700	0.000026398340	0.999998871309	N\A	0.000858948076	0.000861100833	44	0	1.314306129864	Global Trend	
2100000	731.416224	1	-1.058538414818	1.003194135909	-0.003231132342	0.000027218490	0.999998645373	N\A	0.000912504692	0.000906036633	36	0	-1.392694977728	Global Trend	
2150000	699.164018	1	-1.066168362091	1.018853314153	-0.005664513134	0.000028142862	0.995466245287	N\A	0.005788795745	0.001304536990	40	0	0.014024385417	Global Trend	
2200000	712.735768	1	-1.049542275652	1.001087411662	-0.002061667955	0.000031106987	0.999849628830	N\A	0.001392428690	0.001070106619	36	0	-0.127799637352	Global Trend	
2250000	727.372168	1	-1.032526561112	1.002206102568	-0.003260623270	0.000010324222	0.999914198193	N\A	0.001118045425	0.000934838191	32	0	-0.070277598567	Global Trend	
2300000	725.205919	1	-1.046421876760	1.005423327720	-0.001012252641	0.000026951709	0.999242547242	N\A	0.001965449863	0.000914381762	32	1	0.064921596308	Global Trend	
2350000	723.494107	1	-1.069346647534	1.001474734400	-0.001198077135	0.000019900446	0.999963004199	N\A	0.000940717466	0.000885338293	40	1	0.151443359342	Global Trend	
2400000	722.433801	1	-1.134782795275	1.048493109863	-0.009851970751	0.000029500941	0.991311271656	N\A	0.024093442629	0.003854648442	34	0	0.001392256460	Global Trend	
2450000	723.070159	1	-1.055331748988	1.000949898226	-0.001625383300	0.000029288832	0.999915982822	N\A	0.001128594507	0.000937417159	32	1	-0.221325893265	Global Trend	
2500000	728.050754	1	-1.075477064539	1.000039071804	-0.000321324405	0.000026112661	0.999988363239	N\A	0.000960150075	0.000920231720	35	2	-0.392897577663	Global Trend	
2550000	732.090836	1	-1.064052464728	1.002386932879	-0.002317397384	0.000023270365	0.999998672534	N\A	0.000898416552	0.000899727325	33	0	1.043269908037	Global Trend	
2600000	726.337867	1	-1.053915164124	0.998025286402	-0.000307929051	0.000032900479	0.999365611994	N\A	0.001975384383	0.000967976963	32	1	-0.085418610213	Global Trend	
2650000	735.393079	1	-1.076044111974	1.001375082110	-0.001196782311	0.000031428793	0.999943983629	N\A	0.000908458160	0.000797432637	37	1	0.266467099222	Global Trend	
2700000	740.097187	1	-1.010097642935	1.002512377951	-0.001749761925	0.000027855515	0.999985634823	N\A	0.000866495409	0.000853811123	38	1	0.537677659217	Global Trend	
2750000	730.308383	1	-1.141552665220	1.060247338861	-0.010034259936	0.000028131239	0.991872148035	N\A	0.016368151327	0.002595562788	46	1	0.004938472662	Global Trend	
2800000	727.176332	1	-1.134843970139	1.047950953879	-0.009578161928	0.000022948579	0.991943468214	N\A	0.020641039282	0.003294486074	27	0	0.002236447216	Global Trend	
2850000	725.407049	1	-1.076050666901	1.023006037368	-0.004480213301	0.000027741116	0.994426686784	N\A	0.007794594321	0.001438522189	27	1	0.014163604787	Global Trend	
2900000	724.245130	1	-1.024808595854	0.999994903961	-0.002093272005	0.000034614467	0.999876006286	N\A	0.001251546869	0.000989205871	33	1	-0.168556884214	Global Trend	
2950000	728.545257	1	-1.068124539807	1.009817705223	-0.004737077514	0.000025192298	0.992720381927	N\A	0.012552264968	0.002148358597	34	2	0.007654201501	Global Trend	
3000000	723.771225	1	-1.068773589908	0.999856300463	0.001016213646	0.000022975597	0.999981679042	N\A	0.000941655740	0.000911332996	32	0	0.258398306771	Global Trend	
3050000	729.315489	1	-1.084335809604	1.000940180171	-0.000953785792	0.000025370674	0.999991605213	N\A	0.000864664928	0.000836637008	42	1	-0.420473939831	Global Trend	
3100000	719.717880	1	-1.047847224152	1.002552357139	-0.001751621261	0.000024484841	0.999968276916	N\A	0.000935173075	0.000877117645	45	0	0.230838798391	Global Trend	
3150000	736.566287	1	-1.083964330891	1.001004231139	-0.001346959593	0.000025622277	0.994843271574	N\A	0.008284391166	0.001535318742	31	1	0.011409387852	Global Trend	
3200000	719.164933	1	-1.096008348112	1.006255954433	-0.001080843532	0.000022968579	0.995209537780	N\A	0.006050192491	0.001285685011	39	0	0.009282513836	Global Trend	
3250000	732.365541	1	-0.991782889607	0.994048021687	-0.003009809770	0.000024633639	0.997976009406	N\A	0.003484226927	0.001083508265	41	0	-0.028443394462	Global Trend	
3300000	724.038107	1	-1.051668403454	0.996937725213	0.000288286202	0.000025531071	0.999690644694	N\A	0.001548521815	0.000916096527	40	0	-0.079064226933	Global Trend	
3350000	731.808559	1	-1.056771862121	1.001098142637	-0.002098932639	0.000015805210	0.999867374321	N\A	0.001135587938	0.000827697062	45	0	-0.056947304675	Global Trend	
3400000	728.670435	1	-1.057712822984	0.999549790627	-0.002031693573	0.000024651250	0.998546953819	N\A	0.003071404740	0.001028007671	32	0	-0.033242028784	Global Trend	
3450000	724.046551	1	-1.085543954029	1.025404042205	-0.006073230857	0.000020320836	0.993793236183	N\A	0.010507076644	0.001803466669	43	0	0.006015665748	Global Trend	
3500000	731.988472	1	-1.050392918781	1.001331790781	-0.000781408808	0.000019724578	0.999988372166	N\A	0.000895460000	0.000881244886	42	0	0.350553680538	Global Trend	
3550000	729.337521	1	-1.071960182530	1.002299790668	-0.001804259492	0.000024750370	0.999806198346	N\A	0.001249482649	0.000892530659	36	0	0.117808753839	Global Trend	
3600000	731.043779	1	-1.106961564693	1.030902440416	-0.006897292818	0.000024521006	0.993456175470	N\A	0.014537568130	0.002360920422	39	0	0.004137132509	Global Trend	
3650000	729.977558	1	-1.045412154769	0.982834296462	0.001797713031	0.000021716514	0.992533694384	N\A	0.018585867647	0.003047028820	42	0	-0.003170934119	Global Trend	
3700000	725.281928	1	-1.067449335240	0.992714093526	-0.000430349243	0.000023950600	0.992183469950	N\A	0.023546700802	0.003762779444	24	2	0.000622016093	Global Trend	
3750000	726.474192	1	-1.064030956652	1.001407805591	-0.001634558962	0.000020469289	0.999987408136	N\A	0.000888868782	0.000841959670	44	0	-0.315681405209	Global Trend	
3800000	720.308228	1	-1.052846872459	0.993713305556	-0.001223794950	0.000022773337	0.992623690464	N\A	0.014136717104	0.002379689631	42	2	-0.004593717703	Global Trend	
3850000	734.938497	1	-1.049316810543	1.004511127648	-0.003368373335	0.000025993556	0.999890367076	N\A	0.001047204364	0.000866862999	35	2	0.130074749634	Global Trend	
3900000	729.032816	1	-1.063510175179	1.000957662201	-0.002663280870	0.000027446140	0.998045271763	N\A	0.003667359633	0.001091157437	34	0	-0.024839728924	Global Trend	
3950000	726.374854	1	-1.055284062973	1.002301359582	-0.001993220903	0.000025532789	0.999990398455	N\A	0.000934166765	0.000924863584	35	0	0.464437872845	Global Trend	
4000000	723.099277	1	-1.066040096030	1.013432398926	-0.003869473208	0.000028099234	0.995888164319	N\A	0.005568033693	0.001249999352	27	1	0.019334291303	Global Trend	
4050000	729.245738	1	-1.052058759776	1.000410464392	-0.002054723985	0.000026285751	0.999718988876	N\A	0.001507570514	0.000971876532	37	2	-0.078739363838	Global Trend	
4100000	727.462041	1	-1.054444011368	1.003022153543	-0.003083320714	0.000022846583	0.999999247795	N\A	0.000885399652	0.000880374912	38	1	-1.646864226653	Global Trend	
4150000	731.200042	1	-1.044844116672	1.002546437836	-0.001896976194	0.000026300613	0.999973882093	N\A	0.000959944525	0.000920789717	27	1	0.361414506645	Global Trend	
4200000	724.073951	1	-1.077778482007	1.003624916218	-0.001144848594	0.000022608616	0.999095998214	N\A	0.002120393876	0.000913162981	33	1	0.037370077616	Global Trend	
4250000	725.424517	1	-1.077103652444	1.000525580582	-0.000845937149	0.000026610160	0.999936722558	N\A	0.001091543525	0.000926806983	47	0	-0.177413133606	Global Trend	
4300000	727.271344	1	-1.036406403108	1.001993888497	-0.002159800676	0.000027265948	0.999998691013	N\A	0.000933019803	0.000923824225	27	0	-1.540012649483	Global Trend	
4350000	726.614868	1	-1.027854427535	1.009676326001	-0.001862338123	0.000025519653	0.998970953094	N\A	0.002255861588	0.000931341154	31	0	0.055852390412	Global Trend	
4400000	725.105967	1	-1.021911435396	1.007422244052	-0.004371432389	0.000028333221	0.999659356666	N\A	0.001403206251	0.000947430599	43	0	0.102669082359	Global Trend	
4450000	735.750057	1	-1.086595652189	1.001288599110	-0.001272166348	0.000024727040	0.999966075250	N\A	0.001031554834	0.000925860881	42	0	-0.233800075768	Global Trend	
