Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m8-fab-002.txt
Log File Name:                   STR_d1_m8-fab-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2501105137
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m8-fab-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.147241
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.77 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	541.356061	1	-1.698439954142	1.213479206413	-0.010773714404	-0.087187510697	0.000164938877	0.984360191984	N\A	0.039772753378	0.004763910796	0.016977257625	43	1	
1050000	549.095862	1	-1.483090051314	1.082459051667	0.002292735962	-0.060366784108	0.000111530437	0.978320067599	N\A	0.043525728369	0.005084750084	0.017228487899	43	2	
1100000	525.499207	1	-1.552729535929	1.116990304481	-0.001723155863	-0.078610824150	0.000253729090	0.976963779049	N\A	0.047084613833	0.006287669316	0.021323264431	38	0	
1150000	545.581900	1	-1.460079767432	1.083047336798	0.007778922631	-0.096778550722	0.000112159174	0.980102365488	N\A	0.042659960118	0.005587315608	0.018603614618	33	2	
1200000	532.844958	1	-1.414241651169	1.029276573633	0.007668270803	-0.035962887624	0.000169419100	0.976987645291	N\A	0.046270144681	0.006750085048	0.019187271765	42	1	
1250000	543.629597	1	-1.393678537686	1.039968089019	0.002967844582	-0.037636200543	0.000106056429	0.980181585352	N\A	0.041821640129	0.005478331768	0.019529593013	34	0	
1300000	538.699502	1	-1.476625451067	1.087208465218	0.007500243405	-0.091763052615	0.000102513384	0.980866016215	N\A	0.043777525156	0.005858211318	0.019376223926	42	0	
1350000	544.774670	1	-1.455384502130	1.074063070399	0.006516785451	-0.074309902427	0.000083480163	0.987649946613	N\A	0.037134559560	0.004574212201	0.015748636419	39	0	
1400000	526.099173	1	-1.670256902071	1.213213813870	-0.010215227748	-0.116028026480	0.000146909162	0.978396695506	N\A	0.046047685564	0.006450705816	0.021687186601	25	2	
1450000	543.996251	1	-1.484547418211	1.087320251881	0.005244767396	-0.077973359277	0.000163745365	0.985089398558	N\A	0.038174904344	0.005604628441	0.017862162284	32	2	
1500000	536.406202	1	-1.444578907695	1.087978871021	-0.000197602156	-0.067959677867	0.000094460558	0.979046748802	N\A	0.041140318619	0.005708063735	0.019235399360	31	4	
1550000	533.872711	1	-1.359146943425	1.000549287911	0.020173271511	-0.092786525954	0.000060276070	0.980128368182	N\A	0.046589414237	0.005811606053	0.020136321760	32	2	
1600000	536.635564	1	-1.432486391947	1.048275355040	0.008429130080	-0.062446155166	0.000087562027	0.986207324022	N\A	0.036742951448	0.004898866939	0.017486045740	40	0	
1650000	534.802237	1	-1.624841864252	1.169588492486	0.000880912587	-0.118846174001	0.000165978723	0.985849457633	N\A	0.036893516371	0.004796091173	0.016188570548	26	1	
1700000	544.277892	1	-1.530212360749	1.087542119591	0.009872162126	-0.093911966736	0.000092913929	0.983803601226	N\A	0.038846474144	0.005124301479	0.017635343006	32	2	
1750000	556.267321	1	-1.556990440722	1.126027991283	-0.003742049336	-0.064754558942	0.000138691585	0.987502389966	N\A	0.037734420459	0.004661897106	0.013760822658	38	4	
1800000	541.584859	1	-1.596186451496	1.153179733853	-0.008530593135	-0.054517857853	0.000122143546	0.982312446028	N\A	0.045740719079	0.005650337910	0.019228502208	31	2	
1850000	532.101259	1	-1.509820196072	1.115202440263	0.008909093373	-0.118440822910	0.000049084611	0.983251351923	N\A	0.042081337892	0.006571505757	0.018058656690	49	1	
1900000	551.197852	1	-1.523598612525	1.111698862915	0.006359776057	-0.100200012059	0.000153549855	0.978563268936	N\A	0.045265099139	0.006260079903	0.020654013513	41	1	
