Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  AMY_d1_m7-glob-002.txt
Log File Name:                   AMY_d1_m7-glob-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            410850521
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   AMY_d1_m7-glob-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.287140
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	515.893597	1	-1.024129758315	0.729618205504	0.234404259191	-0.037462744098	0.000097411079	0.969250326628	N\A	0.026946252781	0.026045559285	0.003562631065	27	7	0.001282491471	Global Trend	
1050000	510.475202	1	-0.825166020423	0.677391293570	0.246747612191	-0.032384813028	0.000095448637	0.960946811069	N\A	0.032732654572	0.030078249670	0.003679819886	35	5	-0.002926128370	Global Trend	
1100000	521.889178	1	-0.906940027524	0.698441977028	0.211208530487	-0.026934202623	0.000094773339	0.966754447161	N\A	0.026172382303	0.024075758427	0.003199214487	35	6	0.000766164953	Global Trend	
1150000	499.404995	1	-0.949241315195	0.753891172957	0.178469517824	-0.031331062973	0.000097811883	0.960790350746	N\A	0.031037600668	0.027850859158	0.003329987618	40	3	-0.001796064090	Global Trend	
1200000	497.119110	1	-1.047032648379	0.695685274115	0.263365752618	-0.036108437833	0.000119331454	0.963584467135	N\A	0.026728396624	0.025629360563	0.003129690394	41	5	0.006091144155	Global Trend	
1250000	505.696850	1	-0.989552826598	0.776200039427	0.149424414040	-0.029068095826	0.000109331013	0.958434809269	N\A	0.032966287480	0.029283143559	0.003609015127	37	5	-0.001271844044	Global Trend	
1300000	489.989952	1	-1.002946400743	0.762445421306	0.201780200701	-0.029656897289	0.000110539741	0.963167534850	N\A	0.032825390773	0.030363397371	0.003767306627	30	6	-0.005988514008	Global Trend	
1350000	491.025851	1	-1.087527352055	0.797607135201	0.178427388880	-0.032713684054	0.000099925385	0.959197555232	N\A	0.032715751192	0.029283028331	0.003814011868	36	4	-0.003334615206	Global Trend	
1400000	498.776407	1	-0.934835510684	0.717006178989	0.171374673470	-0.018424681445	0.000103816371	0.960317016759	N\A	0.030652404508	0.027513753943	0.003414112795	41	3	0.000829155086	Global Trend	
1450000	512.266891	1	-0.934135232189	0.712483249024	0.234136269597	-0.029461867296	0.000106308146	0.962378138248	N\A	0.029315079116	0.026416877692	0.003239695706	31	6	-0.000716630533	Global Trend	
1500000	503.043590	1	-1.074516063694	0.823241234442	0.129686732881	-0.025672150088	0.000100178772	0.962831746582	N\A	0.033755382538	0.030678117528	0.003459170574	47	5	-0.004546900762	Global Trend	
1550000	503.558256	1	-0.932537036112	0.723248843312	0.203272909870	-0.025436160823	0.000078076132	0.961511630051	N\A	0.032423615497	0.027721482459	0.003326388753	43	5	-0.001711847977	Global Trend	
1600000	523.196849	1	-0.822145332956	0.703399777904	0.191655527279	-0.023702184547	0.000111198046	0.967161501347	N\A	0.029297248446	0.026830648029	0.003293325885	40	6	-0.004699124004	Global Trend	
1650000	504.115975	1	-0.937903188104	0.721485709940	0.217152367403	-0.030873361989	0.000082658240	0.968712654674	N\A	0.023602611182	0.023227635012	0.003131908317	42	3	-0.001695571859	Global Trend	
1700000	505.498980	1	-0.790223929005	0.693691150048	0.231519071746	-0.032739606375	0.000102341022	0.960181832046	N\A	0.034525062696	0.030772300751	0.003536705945	32	8	-0.003372678061	Global Trend	
1750000	506.687824	1	-1.034680320426	0.769125151912	0.199615927920	-0.035400681985	0.000103396327	0.961207865456	N\A	0.030303307097	0.028287529841	0.003633209971	38	6	-0.003193000824	Global Trend	
1800000	495.171072	1	-1.030194838275	0.751249291004	0.202331876080	-0.032776465115	0.000078708748	0.955550510838	N\A	0.032472983430	0.031242513289	0.003999014506	39	4	0.001336438984	Global Trend	
1850000	511.466644	1	-1.100658413126	0.778913133100	0.212792227410	-0.038680886247	0.000125334436	0.960369473827	N\A	0.028257787988	0.026300226242	0.003448617549	29	5	-0.000903324569	Global Trend	
1900000	500.671340	1	-0.892517139836	0.706158452962	0.207734618413	-0.027176674820	0.000100098756	0.954771441716	N\A	0.027984671654	0.027129937635	0.003697355858	44	5	-0.001080118032	Global Trend	
1950000	498.248983	1	-1.039209441297	0.812180287876	0.130139077647	-0.020564411305	0.000093375971	0.960352419342	N\A	0.034982002395	0.031398895866	0.003743344074	42	3	-0.005459364366	Global Trend	
2000000	500.153325	1	-1.081961493306	0.836825027569	0.109131752482	-0.023694581412	0.000097865209	0.965050091542	N\A	0.030721219125	0.028235142027	0.003713177173	44	4	-0.005545307261	Global Trend	
2050000	509.595261	1	-1.082938610243	0.758620151269	0.176808715468	-0.027002518080	0.000117051686	0.968378708211	N\A	0.028641493512	0.026153016005	0.003665526685	29	7	0.002380918216	Global Trend	
2100000	510.730583	1	-0.744745322270	0.678336782817	0.205965274814	-0.024919555014	0.000108638337	0.960401845193	N\A	0.032106574101	0.027740302807	0.003314302161	34	5	-0.003899082004	Global Trend	
2150000	503.617918	1	-1.114349070094	0.805296648947	0.199214892196	-0.041788687130	0.000115434832	0.960162468244	N\A	0.031823914777	0.029508303249	0.003967112268	32	6	-0.001832228875	Global Trend	
2200000	513.537275	1	-0.964271761937	0.763416797249	0.185921983562	-0.032487507700	0.000096068548	0.964948067624	N\A	0.028267781640	0.027245374314	0.003734115539	46	5	-0.004520351333	Global Trend	
2250000	503.952190	1	-0.951012983820	0.704863101085	0.221861377287	-0.035290148762	0.000092715603	0.967172198464	N\A	0.022460168513	0.024588759311	0.003565725486	43	4	0.003355427238	Global Trend	
2300000	507.540847	1	-0.843078135636	0.677938454531	0.253799101534	-0.034348955392	0.000106993155	0.959278834382	N\A	0.029831902194	0.028648924569	0.003754393707	40	5	-0.002268640318	Global Trend	
2350000	515.496026	1	-1.006839702631	0.729228588869	0.211166136325	-0.026516804536	0.000112893130	0.965476448688	N\A	0.026118082576	0.024985107543	0.003311555031	35	7	0.000144024286	Global Trend	
2400000	518.440297	1	-1.016801841424	0.719405905108	0.224218917355	-0.034388077693	0.000083792519	0.963857403778	N\A	0.027728784631	0.026148978803	0.003451634726	31	6	0.003948680288	Global Trend	
2450000	510.653248	1	-1.041953612860	0.704980251917	0.244564141809	-0.037746611447	0.000105052197	0.964384628487	N\A	0.026475040401	0.026212693925	0.003378615843	30	9	0.010672089891	Global Trend	
2500000	520.186278	1	-0.919841865378	0.720864560527	0.189030036803	-0.027980066822	0.000100680960	0.967971263289	N\A	0.027059793998	0.022892837100	0.003297965655	32	6	0.000341654693	Global Trend	
2550000	527.012782	1	-0.999624855103	0.740764140332	0.200821866867	-0.029787647935	0.000150627592	0.971037276714	N\A	0.023264315266	0.022868064755	0.003084637317	41	6	0.001193796260	Global Trend	
2600000	517.267504	1	-1.032110943587	0.770406677562	0.179423881806	-0.030197158208	0.000059649994	0.976104443058	N\A	0.023608090287	0.022409620168	0.002982835936	40	6	-0.000238799605	Global Trend	
2650000	517.626167	1	-0.991179776403	0.708279589440	0.271316348950	-0.039995487282	0.000084927752	0.966745002847	N\A	0.026770412694	0.025615907372	0.003421667546	42	5	0.000451433218	Global Trend	
2700000	528.001857	1	-0.903713630198	0.710177726657	0.202136760488	-0.026852669452	0.000107278433	0.973798851450	N\A	0.024411581548	0.025304329909	0.003431593420	41	7	-0.000462934600	Global Trend	
2750000	509.493158	1	-1.086828829442	0.758314221149	0.168827111738	-0.023395367686	0.000115726034	0.981504665115	N\A	0.022468460595	0.022761155932	0.002893805686	35	8	0.004389320473	Global Trend	
2800000	513.834972	1	-1.005421955167	0.779244095346	0.168973203288	-0.026476743901	0.000088390758	0.974186320028	N\A	0.023495942674	0.023570334387	0.003144195286	38	10	-0.000863334335	Global Trend	
2850000	518.215908	1	-0.919459092433	0.715158872534	0.197135180204	-0.023353626301	0.000127298461	0.965615906049	N\A	0.027638817069	0.026495307566	0.003382722216	44	8	-0.000554455367	Global Trend	
2900000	514.408211	1	-0.959707845429	0.719718326022	0.226226632990	-0.029898742169	0.000129156775	0.968464274643	N\A	0.026695546431	0.027508316133	0.003638907877	34	5	-0.001328752809	Global Trend	
2950000	504.443483	1	-0.892816268578	0.730667505100	0.160452080195	-0.018891994351	0.000042171912	0.975795587450	N\A	0.025708375983	0.019272934962	0.002956416799	44	5	-0.000125276854	Global Trend	
3000000	511.180623	1	-0.934210734151	0.751850537679	0.158124466467	-0.022322893788	0.000084741255	0.971771141987	N\A	0.023118697050	0.020967120068	0.003209238831	35	6	-0.001259253052	Global Trend	
3050000	515.624939	1	-0.817525002821	0.669437542542	0.221581528579	-0.024896425572	0.000087695278	0.965924953650	N\A	0.025616145522	0.023863582006	0.003333265585	33	5	-0.000757808778	Global Trend	
3100000	487.918399	1	-1.037909162091	0.770702032146	0.151216846418	-0.023161297794	0.000109052949	0.956918887700	N\A	0.032854588638	0.030816152270	0.003868338209	35	3	0.001103839655	Global Trend	
