Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MES_d1_m1-bm-004.txt
Log File Name:                   MES_d1_m1-bm-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1339235668
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MES_d1_m1-bm-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     1
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Restrictions:
    Beta-1                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      2
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Var	R^2	s.e. Alpha	s.e. Beta-1	
1000000	343.688345	1	0.834853005258	0.562710386082	0.000340037388	0.890234505775	N\A	0.010677594292	
1050000	343.594283	1	0.825807725529	0.566740262952	0.000340223394	0.890174462142	N\A	0.010680514308	
1100000	340.396091	1	0.774788597317	0.589470439451	0.000346608737	0.888113246557	N\A	0.010780274832	
1150000	343.592518	1	0.846758013286	0.557406435520	0.000340226885	0.890173335232	N\A	0.010680569104	
1200000	343.414086	1	0.853941782713	0.554205903627	0.000340580020	0.890059341845	N\A	0.010686110556	
1250000	343.154398	1	0.811556076654	0.573089695129	0.000341094619	0.889893226914	N\A	0.010694180603	
1300000	342.401950	1	0.874547562435	0.545025562324	0.000342590074	0.889410487876	N\A	0.010717598110	
1350000	343.538983	1	0.823137063707	0.567930103247	0.000340332798	0.890139145979	N\A	0.010682231415	
1400000	343.373266	1	0.817262611499	0.570547304681	0.000340660858	0.890033247043	N\A	0.010687378674	
1450000	343.596706	1	0.825940511873	0.566681103630	0.000340218603	0.890176008825	N\A	0.010680439100	
1500000	341.524094	1	0.786490226157	0.584257098922	0.000344343061	0.888844616428	N\A	0.010744983367	
1550000	343.689801	1	0.835728987448	0.562320116187	0.000340034508	0.890235435447	N\A	0.010677549075	
1600000	343.525553	1	0.849903143013	0.556005209033	0.000340359373	0.890130567659	N\A	0.010682648460	
1650000	342.179958	1	0.794738786305	0.580582178660	0.000343032523	0.889267663393	N\A	0.010724516676	
1700000	343.518832	1	0.822290291134	0.568307359596	0.000340372673	0.890126274249	N\A	0.010682857183	
1750000	343.390602	1	0.854680481534	0.553876796581	0.000340626523	0.890044330396	N\A	0.010686840079	
1800000	343.565059	1	0.848148397165	0.556786988029	0.000340281206	0.890155800164	N\A	0.010681421706	
1850000	343.683469	1	0.838963735798	0.560878962574	0.000340047027	0.890231393998	N\A	0.010677745643	
1900000	343.270485	1	0.858072833138	0.552365427151	0.000340864484	0.889967515437	N\A	0.010690572337	
1950000	342.695284	1	0.802580756137	0.577088403587	0.000342006309	0.889598929729	N\A	0.010708462953	
2000000	343.661705	1	0.841905732004	0.559568236669	0.000340090058	0.890217503694	N\A	0.010678421211	
2050000	342.472989	1	0.798997804231	0.578684689765	0.000342448608	0.889456153700	N\A	0.010715385068	
2100000	343.687937	1	0.837775475298	0.561408359525	0.000340038194	0.890234245508	N\A	0.010677606951	
2150000	343.675964	1	0.832239186498	0.563874901506	0.000340061865	0.890226604363	N\A	0.010677978596	
2200000	343.301476	1	0.857249839417	0.552732089483	0.000340803072	0.889987339571	N\A	0.010689609254	
2250000	342.009372	1	0.792446776437	0.581603320938	0.000343372906	0.889157786405	N\A	0.010729836194	
2300000	343.640368	1	0.828725969278	0.565440119303	0.000340132248	0.890203884394	N\A	0.010679083558	
2350000	342.075601	1	0.879147682981	0.542976104491	0.000343240715	0.889200458404	N\A	0.010727770611	
2400000	343.633743	1	0.844229370120	0.558533003290	0.000340145349	0.890199655259	N\A	0.010679289225	
2450000	343.541732	1	0.849213178834	0.556312603693	0.000340327358	0.890140902012	N\A	0.010682146042	
2500000	343.335287	1	0.856313712371	0.553149155273	0.000340736085	0.890008963182	N\A	0.010688558651	
2550000	343.685762	1	0.834034533565	0.563075033748	0.000340042494	0.890232857571	N\A	0.010677674458	
2600000	342.826922	1	0.867577504220	0.548130881034	0.000341744659	0.889683391355	N\A	0.010704365949	
2650000	343.518375	1	0.850198351579	0.555873686934	0.000340373577	0.890125982516	N\A	0.010682871365	
2700000	343.651552	1	0.842844559873	0.559149967602	0.000340110133	0.890211023123	N\A	0.010678736385	
2750000	342.792194	1	0.868203451922	0.547852007164	0.000341813667	0.889661115374	N\A	0.010705446649	
2800000	343.635972	1	0.828400611026	0.565585073769	0.000340140941	0.890201078279	N\A	0.010679220022	
2850000	343.672814	1	0.831814303925	0.564064196310	0.000340068092	0.890224594235	N\A	0.010678076361	
2900000	343.688500	1	0.837551569044	0.561508114830	0.000340037080	0.890234605088	N\A	0.010677589462	
2950000	343.656948	1	0.830106509304	0.564825057472	0.000340099464	0.890214467330	N\A	0.010678568882	
3000000	343.689846	1	0.835781779243	0.562296596247	0.000340034419	0.890235463914	N\A	0.010677547690	
3050000	343.606600	1	0.826501684827	0.566431088376	0.000340199032	0.890182326413	N\A	0.010680131902	
3100000	341.742038	1	0.789074297693	0.583105836559	0.000343907013	0.888985374497	N\A	0.010738177929	
3150000	342.658050	1	0.870515218114	0.546822062996	0.000342080354	0.889575027692	N\A	0.010709622092	
3200000	343.411366	1	0.854028881615	0.554167099095	0.000340585404	0.890057603769	N\A	0.010686195025	
3250000	342.439417	1	0.798485869092	0.578912768458	0.000342515455	0.889434575385	N\A	0.010716430846	
3300000	343.371411	1	0.855262941535	0.553617297466	0.000340664531	0.890032061396	N\A	0.010687436289	
3350000	342.278949	1	0.876342316317	0.544225958843	0.000342835156	0.889331374293	N\A	0.010721431005	
3400000	343.258338	1	0.814082941279	0.571963919740	0.000340888558	0.889959744413	N\A	0.010690949841	
3450000	343.640076	1	0.843766174687	0.558739367340	0.000340132827	0.890203697573	N\A	0.010679092643	
3500000	342.420316	1	0.798197612706	0.579041193203	0.000342553496	0.889422295582	N\A	0.010717025933	
3550000	343.445576	1	0.852900085495	0.554670003318	0.000340517671	0.890079468162	N\A	0.010685132384	
3600000	343.513653	1	0.850389214007	0.555788653403	0.000340382922	0.890122965916	N\A	0.010683018014	
3650000	343.498931	1	0.850968409434	0.555530608729	0.000340412057	0.890113560967	N\A	0.010683475212	
3700000	343.683799	1	0.838894066691	0.560910001739	0.000340046374	0.890231604991	N\A	0.010677735380	
3750000	343.090874	1	0.862338823311	0.550464831963	0.000341220619	0.889852553861	N\A	0.010696155617	
3800000	343.438057	1	0.819315427708	0.569632728592	0.000340532557	0.890074663034	N\A	0.010685365929	
3850000	343.410908	1	0.854043524561	0.554160575331	0.000340586312	0.890057310728	N\A	0.010686209267	
3900000	343.065658	1	0.809586617618	0.573967133711	0.000341270645	0.889836404975	N\A	0.010696939678	
3950000	342.821260	1	0.867680389900	0.548085043135	0.000341755908	0.889679760150	N\A	0.010704542121	
4000000	342.983968	1	0.864576528955	0.549467883446	0.000341432769	0.889784070724	N\A	0.010699480217	
4050000	343.244871	1	0.813739624550	0.572116875114	0.000340915249	0.889951128284	N\A	0.010691368382	
4100000	342.659033	1	0.870498828909	0.546829364757	0.000342078398	0.889575659155	N\A	0.010709591470	
4150000	343.689668	1	0.836873708214	0.561810117174	0.000340034772	0.890235350093	N\A	0.010677553226	
4200000	343.604780	1	0.826396058698	0.566478147207	0.000340202632	0.890181164340	N\A	0.010680188409	
4250000	339.663248	1	0.768223547423	0.592395317787	0.000348088689	0.887635511804	N\A	0.010803265160	
4300000	343.592943	1	0.846735072843	0.557416656007	0.000340226045	0.890173606324	N\A	0.010680555922	
4350000	343.183124	1	0.860242090669	0.551398973817	0.000341037659	0.889911614103	N\A	0.010693287633	
4400000	343.690027	1	0.836250755933	0.562087656516	0.000340034062	0.890235579248	N\A	0.010677542080	
4450000	343.427499	1	0.818964318617	0.569789155640	0.000340553461	0.890067915187	N\A	0.010685693888	
4500000	342.373875	1	0.797505625648	0.579349489102	0.000342645998	0.889392435452	N\A	0.010718472835	
4550000	343.528033	1	0.849799656742	0.556051314509	0.000340354465	0.890132151802	N\A	0.010682571446	
4600000	342.319458	1	0.875760094325	0.544485351920	0.000342754422	0.889357435736	N\A	0.010720168532	
4650000	343.459653	1	0.852412806420	0.554887097176	0.000340489804	0.890088463941	N\A	0.010684695145	
4700000	343.661587	1	0.830552489656	0.564626363129	0.000340090291	0.890217428234	N\A	0.010678424881	
4750000	342.948367	1	0.865283750879	0.549152800070	0.000341503446	0.889761256067	N\A	0.010700587554	
4800000	343.278123	1	0.814597153384	0.571734826607	0.000340849348	0.889972401594	N\A	0.010690334969	
4850000	343.688132	1	0.834768371070	0.562748092528	0.000340037807	0.890234370254	N\A	0.010677600884	
4900000	342.557810	1	0.872146755675	0.546095176081	0.000342279772	0.889510654582	N\A	0.010712743266	
4950000	342.938449	1	0.865477766029	0.549066361929	0.000341523139	0.889754898940	N\A	0.010700896084	
5000000	341.862134	1	0.790559170881	0.582444291942	0.000343666970	0.889062861476	N\A	0.010734429710	
5050000	343.683495	1	0.838958332506	0.560881369863	0.000340046976	0.890231410557	N\A	0.010677744837	
5100000	342.982611	1	0.807866246860	0.574733597826	0.000341435462	0.889783201422	N\A	0.010699522412	
5150000	343.003758	1	0.808294347798	0.574542869168	0.000341393486	0.889796751685	N\A	0.010698864682	
5200000	343.566599	1	0.824395321526	0.567369520907	0.000340278159	0.890156783827	N\A	0.010681373880	
5250000	343.346935	1	0.816489064166	0.570891937528	0.000340713011	0.890016411613	N\A	0.010688196738	
5300000	343.670688	1	0.831549211558	0.564182300960	0.000340072296	0.890223237265	N\A	0.010678142359	
5350000	343.641356	1	0.843669038043	0.558782643914	0.000340130296	0.890204514691	N\A	0.010679052905	
5400000	342.564693	1	0.800432966753	0.578045292375	0.000342266076	0.889515075741	N\A	0.010712528932	
5450000	343.670281	1	0.840969866640	0.559985185873	0.000340073100	0.890222977618	N\A	0.010678154987	
5500000	343.615748	1	0.845419130008	0.558002938328	0.000340180939	0.890188166750	N\A	0.010679847902	
5550000	341.798941	1	0.882697990039	0.541394362331	0.000343793258	0.889022095203	N\A	0.010736401829	
