Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MES_d1_m7-glob-001.txt
Log File Name:                   MES_d1_m7-glob-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2929046972
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MES_d1_m7-glob-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.297316
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.66 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	560.685591	1	-0.424454346482	0.649107625373	0.235786720783	-0.020348911519	0.000060110292	0.977890578763	N\A	0.025264542317	0.021409776561	0.002815161634	37	3	-0.000641346609	Global Trend	
1050000	553.023253	1	-0.469568903904	0.673001890059	0.208059726231	-0.023072156394	0.000056963538	0.971146441701	N\A	0.024092408344	0.022492815657	0.002926197569	31	4	0.000532584651	Global Trend	
1100000	557.669101	1	-0.599982869072	0.686487283881	0.230621505840	-0.030166792669	0.000055287730	0.974760221435	N\A	0.022952076472	0.022101883527	0.002827867726	32	4	0.003785096892	Global Trend	
1150000	556.491009	1	-0.541769755766	0.709622891094	0.184698512272	-0.021850623052	0.000077461098	0.970536741925	N\A	0.026162492065	0.023644739802	0.002795475779	47	4	0.000146959037	Global Trend	
1200000	566.347631	1	-0.550625669493	0.761991816949	0.165747449320	-0.024280634668	0.000169903975	0.976149332077	N\A	0.026791062555	0.024505734325	0.002698655162	41	5	-0.005200051588	Global Trend	
1250000	562.092953	1	-0.431638776938	0.635637711873	0.217810540742	-0.020528188561	0.000243524814	0.969066877982	N\A	0.025131159720	0.023274943789	0.002916629033	40	5	0.004880097844	Global Trend	
1300000	566.685508	1	-0.586332052748	0.733478333261	0.190729743725	-0.026983672277	0.000070136236	0.978909723072	N\A	0.023918465701	0.019813075206	0.002505012261	40	4	-0.000315021357	Global Trend	
1350000	578.146645	1	-0.639475127505	0.714863820031	0.186067719725	-0.019548762128	0.000106873609	0.975801033449	N\A	0.025053571977	0.022890062813	0.002571958991	34	7	0.002702098787	Global Trend	
1400000	562.288611	1	-0.686061493516	0.744027193447	0.195682194783	-0.028233085795	0.000120108484	0.974169085089	N\A	0.028549818572	0.025060251580	0.002982087051	42	5	0.002481971912	Global Trend	
1450000	567.413576	1	-0.526320068992	0.689027907867	0.210319576878	-0.022083959059	0.000065589312	0.972771423496	N\A	0.025137171352	0.022862177330	0.002818734832	32	3	0.000597024027	Global Trend	
1500000	562.585701	1	-0.409309498109	0.591225244017	0.293440006412	-0.026638247831	0.000057040940	0.969750018576	N\A	0.027568223527	0.024918334284	0.002739295614	33	6	0.001970032007	Global Trend	
1550000	562.757308	1	-0.583098611808	0.737391869996	0.159924875398	-0.019182231180	0.000126709428	0.971214935783	N\A	0.027671398965	0.024720346628	0.003239004768	43	3	0.000318620668	Global Trend	
1600000	566.193619	1	-0.668874935202	0.737955320439	0.162352455928	-0.019576527241	0.000094423523	0.975122170669	N\A	0.025175751049	0.022628063032	0.002871224606	30	5	0.002997091861	Global Trend	
1650000	561.250560	1	-0.475968187107	0.644218764697	0.250544912103	-0.028265699878	0.000063315176	0.972863947734	N\A	0.024722002686	0.022114841842	0.002493638727	40	4	0.001828283504	Global Trend	
1700000	563.869899	1	-0.673582859045	0.745417942278	0.158783443633	-0.019731585980	0.000074737642	0.976598239142	N\A	0.023873087707	0.021268829067	0.002650190137	45	4	0.003039683985	Global Trend	
1750000	553.070282	1	-0.489583480345	0.682862226723	0.217437173724	-0.026578312335	0.000098588771	0.969685016671	N\A	0.026794904950	0.024012259690	0.003043528368	31	4	-0.000496056765	Global Trend	
1800000	559.001477	1	-0.550218779329	0.717955391798	0.194052126159	-0.024972015483	0.000076230058	0.973932391472	N\A	0.025663492908	0.022518309073	0.002850782043	40	3	-0.000744918115	Global Trend	
1850000	557.986644	1	-0.539434497487	0.696108389465	0.201349633821	-0.020317127188	0.000096245222	0.971698669349	N\A	0.027964699960	0.024960772691	0.003157914529	39	4	-0.000113482139	Global Trend	
1900000	570.326607	1	-0.685746681098	0.646767678324	0.243487596938	-0.026027935967	0.000179411455	0.972871724269	N\A	0.024007825867	0.022453622234	0.002633183193	34	6	0.010643708734	Global Trend	
1950000	561.704522	1	-0.499311692427	0.687249368653	0.190530545143	-0.021274729548	0.000070768148	0.971318356167	N\A	0.026240667927	0.023853577859	0.002939300903	44	4	0.000760877992	Global Trend	
2000000	564.111705	1	-0.563928475623	0.709625769017	0.202426825329	-0.023570162832	0.000127846870	0.974512523238	N\A	0.024304044418	0.021895207829	0.002854893320	33	4	0.000898286601	Global Trend	
2050000	571.166231	1	-0.617125777113	0.680897183072	0.239555662806	-0.027211253231	0.000091709983	0.974101882741	N\A	0.026267977650	0.023878081483	0.002988922333	32	5	0.003101683222	Global Trend	
2100000	584.007489	1	-0.595562210891	0.773431043202	0.133123718575	-0.018061674280	0.000060787554	0.979279610960	N\A	0.022483536648	0.020179852706	0.002425687136	48	5	-0.001141829950	Global Trend	
2150000	555.152318	1	-0.454499580424	0.649603522092	0.227270601687	-0.024271570102	0.000126364578	0.971768353055	N\A	0.027274007516	0.025321854683	0.002389247897	45	4	0.001943292178	Global Trend	
2200000	573.341450	1	-0.671875677047	0.722781255310	0.192870076805	-0.025959808185	0.000180101914	0.974497614925	N\A	0.022564775881	0.021192253817	0.002709356436	34	4	0.008013845397	Global Trend	
2250000	583.427693	1	-0.565580522103	0.717598443148	0.195721150231	-0.025376449122	0.000054977936	0.977107596701	N\A	0.024789677030	0.021870435947	0.002640307530	39	6	-0.000060880804	Global Trend	
2300000	562.783342	1	-0.122091245844	0.699358056298	0.214156892102	-0.026968039904	0.000017223287	0.966969511329	N\A	0.026253530802	0.023639289160	0.003154660232	38	6	0.000632955834	Global Trend	
2350000	592.047074	1	-0.059112525601	0.711622402056	0.199618349475	-0.022916283243	0.000053285453	0.976092712730	N\A	0.025151625208	0.021514865364	0.002934574728	57	9	0.000436531292	Global Trend	
2400000	575.512201	1	-0.190885789791	0.708536035105	0.199523419643	-0.026244084899	0.000110251818	0.990290477656	N\A	0.023045878769	0.024813444103	0.002855313983	44	8	0.008106086170	Global Trend	
2450000	572.541404	1	0.052878871875	0.679592395844	0.225589727407	-0.027325937212	0.000071240001	0.971189584613	N\A	0.024717010726	0.022510113520	0.002697749314	33	6	-0.000775098095	Global Trend	
2500000	555.079491	1	-0.074913905481	0.663224222775	0.236723945074	-0.025068306797	0.000077879829	0.973654791390	N\A	0.025692350614	0.022999316373	0.002826409026	44	6	0.001307084476	Global Trend	
2550000	555.939404	1	-0.433135946176	0.643080060537	0.254137402963	-0.025193643145	0.000057133007	0.971748492092	N\A	0.025257531945	0.023151556712	0.002713943681	36	3	-0.000977308414	Global Trend	
2600000	574.165082	1	-0.664039721580	0.731152518246	0.179054182963	-0.023061559779	0.000070460577	0.973308568968	N\A	0.024449213955	0.022571321822	0.002894964363	36	7	0.003709211454	Global Trend	
2650000	568.478368	1	-0.551533308364	0.675134566735	0.226664309139	-0.024538696755	0.000133742978	0.972712598464	N\A	0.024750109776	0.022344022020	0.002964299451	33	5	0.003276207297	Global Trend	
2700000	575.016009	1	-0.508863210505	0.611772381187	0.271870210470	-0.027301229442	0.000188243576	0.976838491130	N\A	0.024291084163	0.020052130632	0.002648176370	33	5	0.006307415143	Global Trend	
2750000	567.080244	1	-0.600510900312	0.692774281230	0.237601257337	-0.028972573014	0.000062687626	0.973083437280	N\A	0.024704663131	0.023387007109	0.002433373245	30	4	0.001351755449	Global Trend	
2800000	567.345447	1	-0.653042821898	0.740379690312	0.161312975732	-0.019929039997	0.000062293366	0.974903421951	N\A	0.023370952928	0.021707723436	0.002593998315	36	5	0.002594261977	Global Trend	
2850000	577.715559	1	-0.482079314560	0.692321317747	0.198413223111	-0.022626445081	0.000072487185	0.973010606769	N\A	0.021923822763	0.020641851116	0.002527716327	29	6	0.000547966297	Global Trend	
2900000	572.052374	1	-0.448949612171	0.679774485045	0.226674206647	-0.026300712496	0.000082542347	0.973448214790	N\A	0.025876268834	0.023069203227	0.002904616458	41	8	-0.002269483741	Global Trend	
2950000	565.492809	1	-0.443265743514	0.677503795623	0.217273626139	-0.024902948853	0.000075821569	0.972510613324	N\A	0.025204241593	0.023198323148	0.002855793172	38	4	-0.001454432650	Global Trend	
3000000	572.764771	1	-0.408396228812	0.654387163495	0.233545347300	-0.023782635665	0.000046440172	0.979492615072	N\A	0.014681913420	0.015244938121	0.002306290304	45	5	-0.000273829642	Global Trend	
3050000	581.985464	1	-0.592713000736	0.744403119293	0.162430705577	-0.023508968842	0.000074566518	0.973948311939	N\A	0.023546553598	0.021955872081	0.002712258456	37	7	-0.000039834474	Global Trend	
