Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  CEREB_d1_m6-glob-004.txt
Log File Name:                   CEREB_d1_m6-glob-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            921778089
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   CEREB_d1_m6-glob-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.111269
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.79 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	579.686805	1	-0.766900339519	0.946328178857	0.053592138125	0.000068682264	0.999991141331	N\A	0.013137088038	0.013129072496	38	1	-1.322201447791	Global Trend	
1050000	570.093984	1	-0.781512198812	0.956247320071	0.044987667619	0.000081956495	0.998529927015	N\A	0.013501354974	0.013070845849	35	0	0.092550118804	Global Trend	
1100000	577.177618	1	-0.932212880847	0.985690609966	0.021693924720	0.000110540067	0.996279566556	N\A	0.014857737249	0.013176732866	37	2	-0.080496525400	Global Trend	
1150000	573.528117	1	-0.956370316036	1.051615633714	-0.011298480575	0.000063135754	0.987870917263	N\A	0.021194820498	0.015223770425	43	2	0.008713833737	Global Trend	
1200000	574.156579	1	-0.810655478969	0.943196963764	0.058353080068	0.000086446227	0.996495517131	N\A	0.014268625304	0.012884112452	33	0	-0.081139832611	Global Trend	
1250000	572.096463	1	-0.719699497100	0.954440416072	0.049622350236	0.000113239878	0.999260531203	N\A	0.013752458341	0.013504756057	30	0	0.166965101000	Global Trend	
1300000	569.868967	1	-0.807241942762	0.939065005134	0.060583276379	0.000095458184	0.999909721308	N\A	0.013611161325	0.013560712491	43	0	0.459535548924	Global Trend	
1350000	587.187634	1	-0.751766770106	0.941572198685	0.058338119427	0.000091813762	0.999995083647	N\A	0.011163135436	0.011156727400	35	1	-1.730794018116	Global Trend	
1400000	571.321121	1	-0.799235487367	0.954963810937	0.044480010011	0.000072804473	0.991433216065	N\A	0.017171109675	0.013448302408	37	1	0.016138139390	Global Trend	
1450000	570.126917	1	-0.790538773824	0.959705789022	0.035989427792	0.000096514453	0.987712301030	N\A	0.022478829583	0.016370925047	39	1	-0.013592112738	Global Trend	
1500000	572.909171	1	-0.680290360936	0.927274236534	0.071310253279	0.000153602518	0.999793972593	N\A	0.012985045747	0.012890926574	30	1	-0.414610427285	Global Trend	
1550000	578.655309	1	-0.781147551619	0.952559613857	0.047557567721	0.000093917292	0.999977396227	N\A	0.011744466281	0.011740310023	38	0	0.880371587924	Global Trend	
1600000	569.355939	1	-0.823833604954	0.971159069918	0.034920777086	0.000081639262	0.983512870114	N\A	0.024812801592	0.017345044894	38	0	0.003839875128	Global Trend	
1650000	577.322109	1	-0.806048684043	0.942685718478	0.055860605977	0.000082723820	0.998283680261	N\A	0.013695901383	0.012987686039	36	1	0.086019573533	Global Trend	
1700000	565.836727	1	-0.853435785849	0.996490651772	0.027561069912	0.000074693218	0.984772644933	N\A	0.022536870625	0.015918582469	26	1	0.010806890879	Global Trend	
1750000	572.769504	1	-0.776500829381	0.940026257104	0.059941822517	0.000084784167	0.999990880878	N\A	0.012167575203	0.012161384632	33	0	-1.324761116512	Global Trend	
1800000	572.653472	1	-0.828396836930	0.992622260411	0.006829657480	0.000075318734	0.998585613826	N\A	0.013805978862	0.013330580649	36	2	-0.119624642055	Global Trend	
1850000	560.061752	1	-0.835334577957	0.955580490429	0.044122508738	0.000086637990	0.999977831559	N\A	0.013718193433	0.013724244012	34	0	0.661751927517	Global Trend	
1900000	575.402113	1	-0.655620051846	0.947601869325	0.050843348545	0.000093999835	0.999507690559	N\A	0.013618974576	0.013418007852	24	1	-0.216996947652	Global Trend	
1950000	572.181363	1	-0.786219095530	0.955370447501	0.049645921570	0.000076570343	0.994053815948	N\A	0.015202015900	0.012232366117	48	0	0.024654691962	Global Trend	
2000000	568.033710	1	-0.837588269111	0.962725358707	0.037263977747	0.000074310054	0.998784853582	N\A	0.012907955309	0.012344011883	36	5	0.096284593779	Global Trend	
2050000	567.137050	1	-0.814016129884	0.944223291177	0.055257727770	0.000050886084	0.999950935587	N\A	0.012935190282	0.012926890640	43	0	0.295976704503	Global Trend	
2100000	567.911839	1	-0.801427034962	0.958968467959	0.048428422936	0.000100853843	0.986299257011	N\A	0.021106207186	0.015853463717	38	1	0.016033077413	Global Trend	
2150000	565.679447	1	-0.777352012291	0.930938593147	0.067612991602	0.000073543043	0.994213866158	N\A	0.015702283306	0.013819236358	37	0	0.036107478088	Global Trend	
2200000	567.089099	1	-0.876851483051	0.997110630243	0.023063375549	0.000050887378	0.983762153615	N\A	0.023843247240	0.017189910096	46	0	0.004613630491	Global Trend	
2250000	570.274264	1	-0.787039375261	0.975741707924	0.024968725163	0.000076640731	0.999916376118	N\A	0.012826458012	0.012833737839	41	0	0.346570183601	Global Trend	
2300000	563.065401	1	-0.765978095727	0.945481514797	0.051657220859	0.000090328960	0.993340477705	N\A	0.016364320968	0.013415658202	32	0	-0.038678133116	Global Trend	
2350000	581.926794	1	-0.760047726570	0.948379580274	0.052078139730	0.000070374147	0.999941181261	N\A	0.012033040725	0.012014501633	34	1	0.381309376110	Global Trend	
2400000	569.021287	1	-0.870577675715	0.955564557687	0.046800639222	0.000121018349	0.999004899703	N\A	0.014324313655	0.013982626814	43	2	-0.185880554857	Global Trend	
2450000	571.549839	1	-0.788503214013	0.935723565561	0.065346323191	0.000052416377	0.989106000925	N\A	0.020967504159	0.015355918876	46	0	-0.008266310488	Global Trend	
2500000	573.530383	1	-0.822910555131	0.958121163655	0.042220993074	0.000078450799	0.999930369542	N\A	0.011123054372	0.011080512853	35	0	-0.372349246930	Global Trend	
2550000	570.943367	1	-0.890730007859	0.998034536474	0.020812959652	0.000075352375	0.980872587694	N\A	0.027707703878	0.019152313084	32	1	-0.002467702966	Global Trend	
2600000	575.758164	1	-0.744327775872	0.938848644014	0.054386030314	0.000066145730	0.992314883674	N\A	0.017699855861	0.014265695516	37	1	-0.022029920520	Global Trend	
2650000	569.396379	1	-0.801969683153	0.946673939477	0.054496750284	0.000081857339	0.998253108031	N\A	0.014624191290	0.013723930321	40	0	-0.072813147162	Global Trend	
2700000	555.198507	1	-0.846467844900	0.983413893176	0.036057172262	0.000038679327	0.985435425420	N\A	0.023793409025	0.016765552709	31	0	0.006569112681	Global Trend	
2750000	567.958468	1	-0.827095859499	0.944965772259	0.055246645848	0.000076965024	0.999988137815	N\A	0.012202983581	0.012195504674	39	1	-0.961398902818	Global Trend	
2800000	575.371703	1	-0.785191808282	0.974655641987	0.031619559346	0.000092563164	0.994096276029	N\A	0.016582495070	0.014107016561	35	1	0.046834308810	Global Trend	
2850000	559.968991	1	-0.733028392620	0.936727798296	0.068128936114	0.000091507829	0.997223454872	N\A	0.014605125914	0.013660813181	28	0	0.072647940198	Global Trend	
2900000	579.234448	1	-0.776147317264	0.953879620755	0.045713237836	0.000078046295	0.999875656215	N\A	0.010577592395	0.010486450393	26	1	-0.363939126082	Global Trend	
2950000	565.591180	1	-0.915480162055	0.938378162152	0.062553387678	0.000170785369	0.999899186662	N\A	0.013012097296	0.012939117137	43	3	-0.942760341421	Global Trend	
3000000	568.374401	1	-0.874872203904	0.977735557302	0.038174666988	0.000080261239	0.980616793325	N\A	0.027537784221	0.018938524611	27	3	-0.001431584545	Global Trend	
3050000	564.276253	1	-0.815719466032	0.934280935143	0.067065035169	0.000086995417	0.999228843444	N\A	0.012686333274	0.012012064964	37	1	-0.130471986616	Global Trend	
3100000	571.207354	1	-0.765901651525	0.923488268259	0.076529585420	0.000077967622	0.999996947915	N\A	0.010586170531	0.010586058477	35	1	1.714739036479	Global Trend	
3150000	574.952916	1	-0.821673385275	0.954360561573	0.045253993545	0.000086881832	0.999895589403	N\A	0.011587874032	0.011545336291	35	1	0.437123784174	Global Trend	
3200000	579.748248	1	-0.759171557841	0.965478362779	0.033295594337	0.000057521614	0.999829612574	N\A	0.011045751313	0.010970473163	41	1	-0.212489413208	Global Trend	
3250000	578.696525	1	-0.725215637381	0.949913801323	0.048557741604	0.000102378453	0.999802694993	N\A	0.012795197049	0.012670959186	37	1	-0.271027687323	Global Trend	
3300000	562.567749	1	-0.719459704605	0.949667553995	0.053000036609	0.000081643194	0.999470311847	N\A	0.013282630604	0.013107590865	34	1	0.185292515115	Global Trend	
3350000	575.884957	1	-0.723131242079	0.946557629855	0.054518361557	0.000084438180	0.999874371450	N\A	0.009960352655	0.009932534352	37	0	0.398400973034	Global Trend	
3400000	574.910518	1	-0.795696193003	0.971614878146	0.030612233118	0.000074983767	0.997172637025	N\A	0.014085342522	0.012859698504	37	1	0.055529384223	Global Trend	
3450000	564.943871	1	-0.756792789774	0.935783610222	0.058005617245	0.000071387699	0.985009870485	N\A	0.021989132882	0.015665513345	43	0	-0.008399845982	Global Trend	
