Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  DIE_d1_m9-glob-004.txt
Log File Name:                   DIE_d1_m9-glob-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            298606666
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   DIE_d1_m9-glob-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.175894
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Node	No RJ LS Betas	Global Trend	
1500000	728.068149	1	-1.313024589822	0.876103158422	0.005556717389	0.109460621652	-0.013925627379	0.000027487831	0.992873361751	N\A	0.052131552796	0.007752047047	0.022447188920	0.004425298724	48	3	-0.001489211191	Global Trend	
1550000	727.205630	1	-1.456584193245	0.967952995015	0.001622838101	0.036610858458	-0.006568120617	0.000028131070	0.999347353957	N\A	0.014525320722	0.002154643101	0.015634053425	0.002856633552	30	2	-0.054685689625	Global Trend	
1600000	732.710188	1	-1.338873425274	0.863176576139	0.010113864728	0.093709588236	-0.012021632612	0.000011038732	0.992848697872	N\A	0.035764027458	0.005126102522	0.018896266437	0.003348570591	40	2	-0.001468490392	Global Trend	
1650000	733.312860	1	-1.343109697976	0.893350535677	0.007378826781	0.094368662102	-0.013923168035	0.000023511351	0.992085053090	N\A	0.055046589493	0.008678592830	0.021877666732	0.004732922830	38	2	0.000040760514	Global Trend	
1700000	730.837374	1	-1.319602649833	0.952399579734	-0.003915878024	0.052989676686	-0.001653862524	0.000026766360	0.999996748686	N\A	0.016207313206	0.002251059970	0.017628889960	0.003047885293	36	2	-0.825406064192	Global Trend	
1750000	725.954324	1	-1.382747698678	0.994150326375	-0.006797928182	0.009834336581	0.002863873465	0.000031445909	0.999995603518	N\A	0.015406906660	0.002243741766	0.016898304455	0.003152717293	35	2	0.789140874416	Global Trend	
1800000	737.133475	1	-1.343270319837	0.941056672600	0.000056204937	0.066192233812	-0.007528023271	0.000027295246	0.999971292105	N\A	0.014879209961	0.002217288455	0.016243408403	0.002892652350	37	2	-0.351237285717	Global Trend	
1850000	735.471002	1	-1.299086166754	0.930268336732	-0.003427990357	0.065806244096	-0.001963209739	0.000020346063	0.996236406919	N\A	0.016174502322	0.002425319121	0.015762308645	0.002793314952	32	2	-0.011661171904	Global Trend	
1900000	708.207102	1	-1.363347606893	0.924635495598	-0.000464357845	0.082495321917	-0.007267358060	0.000025927995	0.999617494025	N\A	0.014913140045	0.002222864264	0.016304507337	0.002917417569	43	2	-0.053513559520	Global Trend	
1950000	738.403375	1	-1.308581126761	0.896453216672	0.004116273177	0.086395562051	-0.009530157865	0.000022090308	0.994029244733	N\A	0.021246257942	0.003434964701	0.015329242577	0.002940069808	27	3	-0.006723793884	Global Trend	
2000000	723.170642	1	-1.291178290571	0.930012062871	-0.007173737094	0.082448940078	-0.002575131789	0.000033245023	0.998257091560	N\A	0.015437839813	0.002142504121	0.016080638654	0.003104783756	28	2	0.045224779034	Global Trend	
2050000	733.082347	1	-1.381873516898	0.908134598638	-0.003930451733	0.105768018885	-0.007991814524	0.000029694040	0.999714646020	N\A	0.015051252908	0.002193872458	0.016286085380	0.002982739428	35	3	0.131242817005	Global Trend	
2100000	729.937794	1	-1.427538477303	0.925615199031	0.003897770880	0.053480042810	-0.006311899446	0.000022718043	0.992042254835	N\A	0.046048998300	0.006732140005	0.021553595755	0.004123461978	36	3	-0.001683556216	Global Trend	
2150000	734.399351	1	-0.986110863121	0.933325452989	0.003574939893	0.076020296632	-0.012221963512	0.000036054008	0.999920246309	N\A	0.014726919329	0.001914043146	0.016040822182	0.002525614813	49	1	0.242184276667	Global Trend	
2200000	715.045495	1	-1.008313256392	0.952058463289	0.002149530742	0.033800069695	-0.006202658985	0.000085960771	0.990843585357	N\A	0.052378664402	0.008051864729	0.020912042252	0.004445573920	34	0	-0.003746158149	Global Trend	
2250000	731.840234	1	-0.875263012455	0.870774538524	0.008416388553	0.100692660862	-0.011938835616	0.000029921931	0.993231807173	N\A	0.023771126174	0.003605111403	0.018162113581	0.003502966963	34	0	-0.008195283480	Global Trend	
2300000	725.133036	1	-0.931495200058	0.902856775262	0.003898054644	0.087389966988	-0.010724155920	0.000031513842	0.993215278386	N\A	0.026940608174	0.003990915781	0.017572317800	0.003092638244	32	0	-0.007405912085	Global Trend	
2350000	727.865906	1	-0.934240279666	0.927622431109	-0.001988743405	0.078069072163	-0.006702046717	0.000024411650	0.999426311173	N\A	0.014542663925	0.002132333383	0.015732540978	0.002760082595	37	0	-0.060011693354	Global Trend	
2400000	731.486466	1	-0.938014636743	0.926269279592	-0.006040873114	0.082392850692	-0.003331131149	0.000028922506	0.999684599286	N\A	0.016010917060	0.002248213052	0.017410867990	0.003031290283	28	0	-0.097203934377	Global Trend	
2450000	735.766861	1	-0.998592666246	0.947753307286	0.000828636694	0.058434508735	-0.007905438905	0.000031337818	0.999625969929	N\A	0.015293265408	0.002143421015	0.016674942360	0.002922824769	32	0	-0.127575134783	Global Trend	
2500000	737.775422	1	-1.001230320211	0.964469443486	0.000169924253	0.032005513028	-0.004072834330	0.000024181491	0.996427753820	N\A	0.015842343355	0.002412818662	0.016005996103	0.002827744965	19	0	-0.020522224159	Global Trend	
2550000	736.394511	1	-1.038301691934	0.948117758616	0.004082134776	0.058702154709	-0.011461800842	0.000021896875	0.998773308377	N\A	0.013976592696	0.002061505632	0.014844305093	0.002620369155	35	1	0.034968972116	Global Trend	
2600000	739.808154	1	-0.953351465585	0.926608264672	-0.001665387131	0.080033618790	-0.006576946728	0.000033611569	0.999005795935	N\A	0.015164067162	0.002200244306	0.016398741375	0.002945280152	32	1	-0.064260796268	Global Trend	
2650000	730.995594	1	-1.012929983951	0.932476283187	0.002195375052	0.076845249274	-0.010372949431	0.000024163729	0.992626291626	N\A	0.036922264739	0.005544378779	0.018640792750	0.003204293787	31	0	-0.002880718775	Global Trend	
2700000	733.823328	1	-1.132049149187	1.062930499357	-0.014783492894	0.002479016810	0.004088105242	0.000014662228	0.993125771056	N\A	0.033878924281	0.005038581373	0.019147629336	0.003570670933	37	0	0.001956346214	Global Trend	
2750000	742.876985	1	-0.971400680607	0.929903236797	-0.000699985585	0.078918522522	-0.007442884963	0.000026874826	0.999784681960	N\A	0.014464837843	0.002098915748	0.015724003034	0.002753541015	34	2	0.137383641771	Global Trend	
2800000	736.848968	1	-0.963927447284	0.926107694669	0.002936573517	0.083335027910	-0.012254595402	0.000028391335	0.999998721919	N\A	0.014539446793	0.002296609289	0.015980611056	0.003044489031	26	0	1.767136493680	Global Trend	
2850000	721.189817	1	-0.985187228909	0.952007247864	0.000030132974	0.056086543541	-0.008444053524	0.000025812079	0.999982080379	N\A	0.015306886150	0.002173742031	0.016658155007	0.002981601506	37	0	-0.365748979835	Global Trend	
2900000	741.279742	1	-0.938820276433	0.935840670257	-0.001434808622	0.073143453243	-0.007380029451	0.000026705893	0.999998844955	N\A	0.014293674927	0.002078297765	0.015551478416	0.002719031045	39	1	1.623390493394	Global Trend	
2950000	729.227895	1	-0.984703193152	0.966287651804	-0.003053755943	0.039963088756	-0.002812883409	0.000031415171	0.999989249963	N\A	0.015090182831	0.002188833291	0.016411981131	0.002907333452	32	0	0.655036255040	Global Trend	
3000000	733.725762	1	-0.935522119232	0.933413829597	-0.002209947345	0.071499434534	-0.004819213037	0.000014085865	0.999880193474	N\A	0.014765956923	0.002145458280	0.016063557471	0.002785216289	33	0	-0.092210020592	Global Trend	
3050000	736.234603	1	-0.997479704343	0.941188192308	0.000646321311	0.066870156948	-0.008676753818	0.000033968083	0.999997572056	N\A	0.014220771935	0.001939879816	0.015476340126	0.002727992129	41	0	1.183414086457	Global Trend	
3100000	727.314796	1	-1.009148921699	0.959959112528	-0.000931806533	0.047270387467	-0.004893423235	0.000026794955	0.999623945061	N\A	0.015590672616	0.002290593501	0.016870298494	0.003007795479	30	1	0.087566839307	Global Trend	
3150000	729.793152	1	-0.989878420753	0.950002579019	-0.004626412533	0.057644921914	-0.002864874292	0.000031478977	0.998939517518	N\A	0.015603923755	0.002275844637	0.016669105795	0.003034286457	36	0	0.069495160802	Global Trend	
3200000	720.257902	1	-1.016287739472	0.981080917490	-0.004126019886	0.046260267004	-0.006771168338	0.000046510253	0.992552350498	N\A	0.021530991922	0.003386391321	0.016569678220	0.003190198902	36	0	0.015367518181	Global Trend	
3250000	741.023503	1	-1.005073791413	0.950013728914	0.001163262641	0.056889734471	-0.007898373295	0.000022783083	0.999992815975	N\A	0.014623677892	0.001886439885	0.015850240929	0.002265143838	41	0	0.542706214711	Global Trend	
3300000	728.476724	1	-0.942738023135	0.889011208461	0.006583570773	0.100040025709	-0.014241796344	0.000029855936	0.991992521682	N\A	0.050474709430	0.007686012386	0.020145669805	0.004052667904	35	0	-0.000614644008	Global Trend	
3350000	734.323150	1	-1.005461217947	0.972330106887	-0.005510483927	0.057489193033	-0.004926143658	0.000009707058	0.993550688263	N\A	0.020145628169	0.003112669141	0.016911603201	0.003066630570	37	0	0.004228389533	Global Trend	
3400000	732.359641	1	-0.837155467230	0.836272293947	0.013629624178	0.092983476652	-0.012235702662	0.000026086531	0.992210719942	N\A	0.058317345536	0.008738531173	0.023726364810	0.004576042016	22	0	-0.001079170770	Global Trend	
3450000	741.591529	1	-0.944083042041	0.925451419954	0.000039933169	0.080854289686	-0.009512596942	0.000033220111	0.998703823949	N\A	0.014544777186	0.001779682638	0.015047875238	0.002057226892	35	2	-0.063686522373	Global Trend	
3500000	730.977090	1	-0.970761272366	0.960896785411	-0.008063120336	0.044815160153	0.002148198757	0.000024564456	0.999987297306	N\A	0.015031168786	0.002213954685	0.016363351319	0.002897471022	34	0	-0.508655941694	Global Trend	
3550000	728.019343	1	-1.014645058002	0.965197312175	-0.004138556781	0.040135235188	-0.001053091571	0.000022206923	0.999627818179	N\A	0.014804573767	0.002248972383	0.016174670376	0.002955055856	34	0	-0.064582434198	Global Trend	
3600000	733.535758	1	-0.962692326085	0.936212828547	-0.000055374738	0.069927646871	-0.006358732694	0.000023746442	0.999995712594	N\A	0.016122421474	0.002283518740	0.017766533999	0.003165934437	32	0	-0.837706564065	Global Trend	
3650000	733.624203	1	-1.004301647134	0.950510075835	-0.003936789510	0.057132081604	-0.003033772387	0.000024642192	0.999340680144	N\A	0.015193760661	0.002191053465	0.016466117897	0.002881667644	25	0	-0.065286190940	Global Trend	
3700000	732.205157	1	-0.976091099192	0.937294722786	0.000522716719	0.070245126281	-0.006348865830	0.000023773694	0.999861740819	N\A	0.014538092123	0.002165480589	0.015858018704	0.002889241376	35	0	0.128269463227	Global Trend	
3750000	738.800416	1	-0.980633017078	0.957015834075	-0.005008130444	0.058614221244	-0.003559457223	0.000021608224	0.997051945328	N\A	0.015529217596	0.002274984765	0.015602271800	0.002782212752	43	0	0.021241009603	Global Trend	
3800000	728.871722	1	-0.982639333912	0.961811046122	-0.005198370691	0.083604374701	-0.007743632214	0.000032297319	0.993935078029	N\A	0.020833947662	0.002799284949	0.018205671833	0.003121636401	32	1	0.013450479452	Global Trend	
3850000	738.568113	1	-0.944586157259	0.923418489081	0.005335594144	0.048011994702	-0.006180677133	0.000024860073	0.994218377497	N\A	0.021906251913	0.003361079520	0.016035679776	0.002857688563	44	1	-0.006356002490	Global Trend	
3900000	725.986880	1	-1.016316996571	0.954717740763	0.001476461844	0.048123178393	-0.006807817453	0.000019769273	0.997054133223	N\A	0.016113435153	0.002236611789	0.016451946073	0.002833903961	33	1	-0.022205125740	Global Trend	
3950000	744.374713	1	-0.812659521053	0.855402641711	0.014308444954	0.087325507631	-0.013763186972	0.000036003758	0.994394699535	N\A	0.024812529348	0.003821509697	0.016736852203	0.002750219249	32	0	-0.010017731944	Global Trend	
4000000	736.143339	1	-0.942189479780	0.952871779382	-0.002667408873	0.065330139723	-0.006952583938	0.000032070631	0.998510069619	N\A	0.014803426668	0.002151245391	0.015555249743	0.002785928564	32	0	0.052077468280	Global Trend	
4050000	733.926251	1	-1.024118265624	1.013437304642	-0.015096848022	0.041478979857	0.001191783881	0.000033623831	0.992518080340	N\A	0.030425316613	0.004350418376	0.018795222007	0.003321742354	50	0	0.006631971760	Global Trend	
4100000	726.818244	1	-0.898248157224	0.905917830217	-0.004021466519	0.091905900576	-0.004763743946	0.000033240578	0.994498725653	N\A	0.018306818274	0.002751475842	0.016408750172	0.002957441661	39	0	-0.010942372489	Global Trend	
4150000	728.123253	1	-0.730458136310	0.711379537108	0.039033114607	0.133611637153	-0.025980397439	0.000022400013	0.992532619039	N\A	0.061553846481	0.009381063834	0.023584578345	0.004686117015	39	0	-0.000227667986	Global Trend	
4200000	731.682793	1	-0.951498248634	0.929276149374	-0.001545399614	0.073045710049	-0.007252304286	0.000017660328	0.994854641751	N\A	0.018040117929	0.002496511901	0.015421547513	0.002684102895	39	1	-0.008049067974	Global Trend	
4250000	728.851685	1	-0.979887994071	0.931733451721	0.002287204035	0.077614600841	-0.011247339987	0.000027501648	0.999985189450	N\A	0.014650495603	0.002217075188	0.016066396802	0.002973137835	40	0	0.369831641911	Global Trend	
4300000	734.636793	1	-0.926866297780	0.898502752856	0.003708597262	0.094121928648	-0.010833980414	0.000021634316	0.995279166580	N\A	0.017205850301	0.002587628117	0.015022050285	0.002750123501	45	0	-0.007728003026	Global Trend	
4350000	730.928610	1	-0.990553106639	0.947533616531	-0.000510993936	0.076454140456	-0.010887549794	0.000035773840	0.994667508202	N\A	0.018310648660	0.002603938356	0.016838256541	0.002942049483	30	0	0.018810636956	Global Trend	
4400000	720.441787	1	-0.976619901435	0.926407601876	-0.000277315550	0.080587145272	-0.006774990057	0.000028129246	0.999998251090	N\A	0.015390194661	0.002181329439	0.016790654826	0.002949116113	35	0	-0.903885662717	Global Trend	
4450000	727.276147	1	-1.053794785791	1.000936432526	-0.006976624403	0.037340675800	-0.004286485533	0.000031965975	0.991983135211	N\A	0.031737125624	0.004670438920	0.019112169391	0.003648160818	28	0	0.005030817445	Global Trend	
4500000	721.702127	1	-0.988822555760	0.929668467879	0.000209839457	0.081040461602	-0.009576817725	0.000034532990	0.995222425110	N\A	0.017841060471	0.002548592792	0.016952971212	0.003051237566	38	0	0.022024830363	Global Trend	
4550000	722.179822	1	-1.011773200016	0.939777925496	-0.001149688448	0.079428329524	-0.007781859798	0.000027045273	0.992649592091	N\A	0.038451497593	0.005953255488	0.019501611006	0.004000871209	35	0	0.002583439872	Global Trend	
4600000	743.493453	1	-0.824745874638	0.871438730773	0.006921066359	0.103032933116	-0.011205521072	0.000060771132	0.995260024785	N\A	0.018858361595	0.002805082644	0.015793865674	0.002778769196	41	0	-0.025221530242	Global Trend	
4650000	730.959180	1	-0.994515752242	0.934995500084	0.001730160753	0.073869711873	-0.010009598415	0.000023967902	0.999865861075	N\A	0.015763293792	0.002188579159	0.017115400758	0.002903758969	45	0	0.109033029931	Global Trend	
4700000	737.295833	1	-0.916965003745	0.911031526353	0.003005792745	0.071656032884	-0.006120475426	0.000027611705	0.994593715803	N\A	0.019037060925	0.003010406385	0.016380460345	0.003024428983	40	0	-0.010037919525	Global Trend	
4750000	730.904107	1	-1.006820014257	0.932730269129	-0.000051015752	0.098890545200	-0.013956766289	0.000030569899	0.991895465406	N\A	0.047459592350	0.007337905095	0.021086074030	0.004339613189	36	1	0.001893097734	Global Trend	
4800000	737.304865	1	-1.023774071092	0.978910969199	-0.001168719563	0.025196166339	-0.003228190776	0.000022010535	0.999990505065	N\A	0.014943344337	0.002105949273	0.016395934234	0.002882742631	38	0	-0.467106845174	Global Trend	
4850000	738.888765	1	-0.937549532837	0.927909123427	0.004397672487	0.051542700826	-0.007715559137	0.000043618256	0.992855873080	N\A	0.026979534679	0.004104720663	0.017924009824	0.003103429103	31	0	-0.011390345571	Global Trend	
4900000	731.649222	1	-0.972819010256	0.927928401935	0.000234479178	0.079314043054	-0.007406164499	0.000027125071	0.999997337121	N\A	0.014358991960	0.002186743582	0.015796203480	0.002966385368	34	1	1.046253188572	Global Trend	
4950000	738.837272	1	-0.882766848627	0.908735515508	0.004612945804	0.057056125823	-0.004382503827	0.000034551921	0.995189190291	N\A	0.018216669710	0.002832178405	0.014454091614	0.002767754740	53	1	-0.011349488831	Global Trend	
5000000	731.709095	1	-0.993289567868	0.943785121110	-0.001923327265	0.063200411864	-0.005334568401	0.000020179194	0.999934396127	N\A	0.014686791596	0.002102766088	0.016073861372	0.002776602415	42	1	-0.131093942191	Global Trend	
5050000	737.874647	1	-0.927030390070	0.921950204228	-0.002376874363	0.081158243263	-0.006659947957	0.000030494286	0.996746642333	N\A	0.014764017139	0.002141362560	0.014582332940	0.002616455029	39	0	-0.027539023713	Global Trend	
5100000	735.051113	1	-0.985421209060	0.942923359824	-0.001012164368	0.066441748331	-0.006834790315	0.000026093563	0.999587093977	N\A	0.014808910869	0.002174062090	0.015992460722	0.002754854139	28	1	0.081930694106	Global Trend	
5150000	744.752493	1	-0.979175071660	0.939184839057	-0.001966422137	0.068666933694	-0.006655810234	0.000021986264	0.998960950375	N\A	0.013308853198	0.002139538454	0.014341729305	0.002690688991	34	0	-0.034699418889	Global Trend	
5200000	729.392932	1	-0.972212554488	0.950286402818	-0.002087158699	0.065986796012	-0.006914050921	0.000023902396	0.997877286821	N\A	0.016017636304	0.002300245686	0.016605395213	0.002880037047	43	0	0.029592062381	Global Trend	
5250000	728.507395	1	-0.985578260634	0.940609169493	-0.002548696764	0.068253328135	-0.006884373711	0.000023269849	0.998925520985	N\A	0.014115990649	0.002146449135	0.015056316898	0.002767031971	35	1	0.030655021492	Global Trend	
5300000	740.708098	1	-1.020513887749	0.959271247955	-0.003742066914	0.046153381723	-0.001736811141	0.000026292228	0.999997719724	N\A	0.014448875762	0.002185388244	0.015783050657	0.002919479475	32	0	1.076998986457	Global Trend	
5350000	731.624874	1	-0.989975771645	0.952659085120	0.002104667936	0.050484990933	-0.009305778205	0.000025489491	0.998913109796	N\A	0.015332585268	0.002338704982	0.016697368747	0.003235474177	36	2	-0.052307724229	Global Trend	
5400000	742.901155	1	-1.017155705953	1.003906876978	-0.006326357180	0.012587872834	0.001488945639	0.000025993534	0.997579656426	N\A	0.015415919223	0.002214200488	0.015675403783	0.002815654970	42	0	0.027953612307	Global Trend	
5450000	723.883240	1	-1.027146639217	0.928820901458	0.003800844843	0.084402703780	-0.012280983929	0.000024991379	0.994387065667	N\A	0.020272367046	0.003025247199	0.017525184822	0.003044539615	39	0	-0.009837712914	Global Trend	
5500000	733.617008	1	-0.894033320891	0.859869094364	0.014402128126	0.086808126773	-0.012733847830	0.000025199623	0.992901061303	N\A	0.043378113242	0.006515690078	0.019272337099	0.003784514293	32	0	-0.002467623948	Global Trend	
5550000	729.307251	1	-0.831666461273	0.794380665817	0.028593690156	0.105438497490	-0.023185421134	0.000026312604	0.992009288524	N\A	0.057716054851	0.008990435505	0.022574524028	0.004803135371	36	0	-0.000745113556	Global Trend	
5600000	730.514742	1	-0.998867801655	0.959522910173	-0.000810464921	0.056299644810	-0.007105971361	0.000023418576	0.996913389864	N\A	0.016192021356	0.002178577871	0.016351724561	0.002729592611	41	2	0.029471369263	Global Trend	
5650000	730.590060	1	-0.972176488923	0.920350741950	0.001967183806	0.086728908495	-0.011826531306	0.000025937285	0.996798215646	N\A	0.015448639254	0.002486298360	0.015624276722	0.002767873235	35	0	-0.024974623837	Global Trend	
5700000	725.961522	1	-0.960329348878	0.933694138057	-0.001281335359	0.053589767428	-0.002062458577	0.000043214687	0.991858999559	N\A	0.036821590759	0.005658932403	0.019709093094	0.003773267106	34	0	-0.004877955176	Global Trend	
5750000	729.001640	1	-0.968176696256	0.909147851651	0.003279298467	0.097062335762	-0.012325516094	0.000027001325	0.997273356061	N\A	0.015804786793	0.002365179206	0.016323111129	0.002945000510	26	0	-0.027506464688	Global Trend	
5800000	736.866569	1	-1.000782804713	0.951441741671	0.001469606991	0.054443712455	-0.006523750156	0.000020058030	0.999965388149	N\A	0.014906575845	0.002193643878	0.016311998282	0.002917138952	29	0	0.219108133088	Global Trend	
5850000	729.310000	1	-0.904979876284	0.909497476019	-0.001830359835	0.091255255545	-0.007172663418	0.000033829897	0.996096609962	N\A	0.016641966039	0.002425959224	0.016514338025	0.002945242554	47	0	-0.023681507173	Global Trend	
5900000	737.779094	1	-1.015779152917	0.940943219634	-0.000975947911	0.066983558343	-0.006552230643	0.000030437418	0.999847081614	N\A	0.013688626687	0.002113009183	0.015033039274	0.002876633657	39	1	-0.179924719208	Global Trend	
5950000	723.165487	1	-0.981882380172	0.920053706165	0.001132775296	0.090845873777	-0.011784826113	0.000029012448	0.999720565449	N\A	0.015901930161	0.002380530525	0.017393329651	0.003159527323	41	1	-0.098902393791	Global Trend	
6000000	728.934986	1	-0.958672584493	0.950014889663	-0.001615920858	0.052542719663	-0.001455248330	0.000036840569	0.999992081111	N\A	0.015011785189	0.002107432680	0.016325078432	0.002794235235	42	1	-0.726717722341	Global Trend	
6050000	734.718655	1	-0.991987488623	0.942600885788	-0.000041103914	0.063240318874	-0.006337120714	0.000037352782	0.999893656349	N\A	0.015779340757	0.002126780453	0.017171044540	0.002717216310	37	0	-0.231783798885	Global Trend	
6100000	726.431390	1	-0.993871397132	0.955386422094	-0.003107747223	0.050462996979	-0.002457454161	0.000022687587	0.999987145635	N\A	0.014375054003	0.002201963996	0.015721030887	0.002920772040	36	1	0.325193193415	Global Trend	
6150000	723.827335	1	-0.955274238981	0.923362488987	-0.000665229875	0.084859070090	-0.008091847810	0.000050181941	0.999843026383	N\A	0.016144554773	0.002300031297	0.017714143875	0.003186530908	29	0	-0.277256173093	Global Trend	
6200000	727.424245	1	-0.958783869941	0.930366063405	0.002218662855	0.079589784075	-0.010862145458	0.000027673756	0.999939508063	N\A	0.015322501884	0.002171285874	0.016725736455	0.002716469035	39	0	0.206010118264	Global Trend	
6250000	720.748758	1	-1.011240743441	0.956895898930	0.002280587623	0.052090625328	-0.009137006472	0.000022691791	0.999634378908	N\A	0.015005931505	0.002156267299	0.016195720739	0.002717091253	34	0	0.072129435068	Global Trend	
6300000	725.165451	1	-1.023578854070	0.949908850853	0.002186656803	0.054540507172	-0.007574367722	0.000023787563	0.999552609495	N\A	0.015079690666	0.002117152501	0.016316765131	0.002968805421	24	2	-0.067328607701	Global Trend	
6350000	725.927510	1	-0.940656398801	0.927490288397	-0.008807139090	0.081902067225	-0.000514683252	0.000025000206	0.999958045301	N\A	0.014301418353	0.002161400487	0.015607793173	0.002956950286	24	2	-0.215140006913	Global Trend	
