Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SEP_d1_m7-VR-006.txt
Log File Name:                   SEP_d1_m7-VR-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1165770015
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SEP_d1_m7-VR-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	540.210603	1	-1.557636438206	0.841660618559	0.142416295768	-0.023925800063	0.000061253417	0.975979673281	N\A	0.028203578522	0.025805650110	0.003459320376	55	32	
1050000	532.215498	1	-1.587865181882	0.881405459775	0.077487700707	-0.015047174004	0.000092667974	0.972620096259	N\A	0.026908986494	0.024801211358	0.003554324189	42	20	
1100000	537.903415	1	-1.565914075673	0.874263771166	0.086612488800	-0.013659517187	0.000065285669	0.974043967543	N\A	0.028394365105	0.025819499479	0.003621412660	47	26	
1150000	535.450214	1	-1.615784942880	0.892877714048	0.071084781922	-0.013432079705	0.000069022716	0.973761082012	N\A	0.025635290725	0.023269739628	0.003350782566	53	32	
1200000	544.660494	1	-1.522756004826	0.839471959682	0.110391188240	-0.015534630800	0.000076006730	0.975027502118	N\A	0.026743211432	0.025298596559	0.003609352105	45	27	
1250000	545.584529	1	-1.541835859419	0.842154483013	0.123567242213	-0.018089030137	0.000080833133	0.973933636498	N\A	0.025587087585	0.022598463403	0.002990727871	42	23	
1300000	539.216428	1	-1.494118067136	0.844281011185	0.090150780005	-0.015126091940	0.000073092068	0.976441721406	N\A	0.024830585246	0.024287394613	0.003233057866	53	32	
1350000	541.956957	1	-1.528253959687	0.857616264524	0.103166290740	-0.017308568108	0.000058437636	0.974166395861	N\A	0.025981650103	0.023714079771	0.003015189273	41	27	
1400000	548.044160	1	-1.601562006878	0.884433673862	0.100814514488	-0.019154820887	0.000061571154	0.976192912556	N\A	0.025701711693	0.023696198028	0.003307994420	39	23	
1450000	557.102911	1	-1.600969629491	0.869606945715	0.124106126383	-0.022893604945	0.000070168477	0.985028939347	N\A	0.023082872236	0.022026359914	0.003112767694	44	27	
1500000	538.072579	1	-1.556797072811	0.856255197565	0.116101917922	-0.020827216453	0.000074414512	0.978222071039	N\A	0.027569266615	0.025093036387	0.003315777030	42	20	
1550000	539.521999	1	-1.551261984334	0.846944139738	0.100442880871	-0.013550606864	0.000085345823	0.978890393682	N\A	0.026357668686	0.023771120263	0.003236264062	41	25	
1600000	544.216807	1	-1.586106642257	0.890004961892	0.082917250687	-0.018246939778	0.000062938618	0.980596622480	N\A	0.025139668648	0.020703386415	0.002581735501	54	32	
1650000	537.881879	1	-1.614376650228	0.878010030742	0.094041022821	-0.016483041807	0.000067717239	0.973365958326	N\A	0.027710129770	0.026303398294	0.003649795244	52	19	
1700000	533.546571	1	-1.533757332003	0.843641168718	0.106885289429	-0.017365251174	0.000070595448	0.970259865899	N\A	0.029403929452	0.025260540049	0.003400676533	39	21	
1750000	540.153225	1	-1.621183394852	0.926711014185	0.021938443553	-0.009070147374	0.000107459412	0.975214400437	N\A	0.030796049420	0.027105981970	0.003194739296	39	37	
1800000	526.573801	1	-1.534507235222	0.842477293542	0.138208411776	-0.022590886176	0.000053130661	0.974683656955	N\A	0.027032139266	0.024395834153	0.003279794029	43	26	
1850000	529.377994	1	-1.580341695110	0.862517670820	0.108814891171	-0.015867057601	0.000086326342	0.976536437095	N\A	0.028705571199	0.026447072455	0.003423203988	45	23	
1900000	541.894358	1	-1.574186451643	0.897380149062	0.041970470452	-0.008833170460	0.000069877297	0.971210398171	N\A	0.030041675794	0.027435137812	0.003565094867	48	26	
1950000	539.021870	1	-1.637108029823	0.899880230379	0.098531838722	-0.025409049486	0.000085948933	0.982761921323	N\A	0.023237578562	0.023119386369	0.003442397091	43	36	
2000000	542.337404	1	-1.495754413522	0.824575995757	0.118841603723	-0.013585839632	0.000090666908	0.977054359083	N\A	0.026474807077	0.022862395990	0.003090980102	36	37	
2050000	557.435029	1	-1.552855292484	0.864679252132	0.103259853934	-0.017982859201	0.000059635231	0.990699726229	N\A	0.022039474714	0.020071418743	0.002879084310	43	22	
2100000	544.800032	1	-1.600579507364	0.888414221428	0.083805771205	-0.015760552596	0.000055874509	0.974290441164	N\A	0.022249794944	0.022403895982	0.003493933119	61	22	
2150000	544.588059	1	-1.592245511300	0.877780428573	0.083858336329	-0.012993904562	0.000079106862	0.997094447111	N\A	0.016356653332	0.013877299684	0.002224504868	58	27	
2200000	547.111664	1	-1.582477335913	0.875665441411	0.103575976231	-0.018110608811	0.000073002377	0.976816169261	N\A	0.025854343097	0.023161894292	0.003090315822	43	25	
2250000	539.231169	1	-1.594915378614	0.887175584641	0.088487705890	-0.016964806747	0.000061501431	0.976442871767	N\A	0.023864831822	0.022397793089	0.002882514594	37	24	
2300000	553.667906	1	-1.569119366878	0.874196170273	0.095863265440	-0.017030930501	0.000058208664	0.981638533214	N\A	0.024327620230	0.021737301945	0.002744693568	45	31	
2350000	547.175648	1	-1.540272974215	0.861324819840	0.088541834884	-0.013695563890	0.000064019310	0.974540716183	N\A	0.026874379484	0.024906508466	0.003306404195	62	31	
2400000	544.132500	1	-1.630516910641	0.887278838573	0.108321843517	-0.020225124598	0.000061166042	0.974916873568	N\A	0.024512442897	0.023010095900	0.003467152907	33	29	
2450000	529.539455	1	-1.573106439460	0.891590123394	0.048730557626	-0.009151233174	0.000053482631	0.974704398066	N\A	0.026670057171	0.025024140773	0.003436923290	37	23	
2500000	534.844866	1	-1.478086098182	0.828752725466	0.088507938217	-0.007508009248	0.000078233375	0.973185002960	N\A	0.028073975899	0.025086732917	0.003269425106	41	25	
2550000	545.425864	1	-1.519744349681	0.857166814440	0.078278782622	-0.010409105477	0.000054830484	0.975674508654	N\A	0.025841592192	0.023312039905	0.003216697933	56	31	
2600000	520.721816	1	-1.501016574236	0.857705217197	0.080820092378	-0.015424038471	0.000058498473	0.972417428640	N\A	0.030035674035	0.026011280251	0.003434520679	43	25	
2650000	533.437703	1	-1.484612106684	0.846878160918	0.093233245939	-0.015395277137	0.000086876411	0.968651278769	N\A	0.026979286580	0.024470896568	0.003110172692	36	21	
2700000	542.362127	1	-1.553792269121	0.887340459814	0.077873676952	-0.015780062298	0.000075266754	0.970983585196	N\A	0.028502867639	0.025751448851	0.003440343907	36	20	
2750000	543.963916	1	-1.577078989425	0.873439049096	0.111694786577	-0.018900026058	0.000026674904	0.975294733394	N\A	0.027854814475	0.025253638081	0.003321986996	44	25	
2800000	549.321751	1	-1.580801499093	0.882919241885	0.078542476461	-0.016355843678	0.000112920517	0.982410689488	N\A	0.024060815113	0.022220613574	0.003014935019	45	27	
2850000	537.733512	1	-1.670109085051	0.918255133331	0.052844791060	-0.012462643141	0.000065670595	0.974004855629	N\A	0.029170860001	0.027089770765	0.003703811388	46	23	
2900000	523.861743	1	-1.580837495315	0.870632191286	0.096998595757	-0.018773105347	0.000068560692	0.972786031799	N\A	0.027739841098	0.025242911072	0.003540792082	38	29	
2950000	540.287661	1	-1.583525513516	0.872669528111	0.075645220155	-0.012599023699	0.000061266198	0.974144543179	N\A	0.025118740672	0.024081794226	0.003424735884	43	22	
3000000	537.735370	1	-1.547805985593	0.831874430505	0.126981518751	-0.017931211274	0.000083709210	0.972667252767	N\A	0.018057929259	0.019746098192	0.003176613715	51	28	
3050000	529.697579	1	-1.516619649929	0.811278887889	0.140332520777	-0.016352892049	0.000094388526	0.975003485394	N\A	0.028979825438	0.025420900666	0.003293553661	50	25	
3100000	544.346876	1	-1.515484195368	0.866584371810	0.071417918983	-0.012385885593	0.000070857523	0.979737260218	N\A	0.018597951003	0.019265770501	0.003024014727	48	28	
3150000	541.872163	1	-1.512861309635	0.848055322981	0.086744748933	-0.013864285937	0.000055790670	0.972026257385	N\A	0.026742498548	0.024689533135	0.003316205238	35	25	
3200000	526.596726	1	-1.603964385572	0.868606623537	0.091546963404	-0.013314029488	0.000096075905	0.973291277642	N\A	0.027214832089	0.024680556073	0.003097638766	44	26	
3250000	542.148919	1	-1.526510881062	0.866472575524	0.088376832706	-0.016380920083	0.000103222332	0.976263315170	N\A	0.025613434076	0.023463844775	0.003027633072	45	16	
