Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m8-glob-003.txt
Log File Name:                   STR_d1_m8-glob-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2821281520
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m8-glob-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.147241
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.77 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	535.092208	1	-1.495509110260	1.013166321167	0.013630442668	-0.058339903682	0.000146073868	0.986604859533	N\A	0.021752925593	0.002476729544	0.018955292692	44	4	0.023238867733	Global Trend	
1050000	535.761590	1	-1.289003817854	0.961658341986	0.018342781624	-0.050504315510	0.000068082939	0.976638056305	N\A	0.045479989011	0.005950500258	0.020683526890	39	6	-0.000775732967	Global Trend	
1100000	549.441791	1	-1.431283801099	1.078289466456	0.006451576846	-0.084298334209	0.000177017810	0.999030434974	N\A	0.017868908768	0.002067165561	0.018867295682	34	5	0.209186709161	Global Trend	
1150000	548.406480	1	-1.442561019966	1.084106957827	0.007333140219	-0.102428832959	0.000075716174	0.984298632230	N\A	0.032966227727	0.003656005458	0.015582279835	44	5	-0.003966383256	Global Trend	
1200000	545.262459	1	-1.462567897294	1.066438502620	0.007655352966	-0.074263136256	0.000149007455	0.999609707462	N\A	0.018412164422	0.001989234848	0.019542988233	45	4	0.349833048560	Global Trend	
1250000	550.167488	1	-1.474700642077	1.080016579922	0.006421907027	-0.095224005177	0.000082485950	0.987112700536	N\A	0.021346841060	0.002550283924	0.018192058541	31	5	0.017181243324	Global Trend	
1300000	527.406511	1	-1.518080437331	1.070652474022	0.010627584265	-0.081275022825	0.000073917200	0.999608645567	N\A	0.014467021946	0.001826504955	0.015659898885	36	4	0.119960079942	Global Trend	
1350000	549.709523	1	-1.460185832429	1.081913069035	0.003684976244	-0.074103058351	0.000065001364	0.985207378214	N\A	0.025534147340	0.003214473108	0.020031766861	38	5	-0.008438210574	Global Trend	
1400000	533.961525	1	-1.478456397743	1.137078156603	0.000378050878	-0.096865683795	0.000122881153	0.983483135599	N\A	0.025443565114	0.003129708224	0.019543953067	33	3	0.012602452203	Global Trend	
1450000	540.135417	1	-1.485956910884	1.113657454759	0.008137190761	-0.120685302708	0.000089877507	0.999801532470	N\A	0.018703915082	0.002044306960	0.019995822791	30	3	0.249607036700	Global Trend	
