Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  HIP_d1_m7-glob-006.txt
Log File Name:                   HIP_d1_m7-glob-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1770682673
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   HIP_d1_m7-glob-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.233350
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.70 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	463.324181	1	-0.868970483494	0.935738535884	0.037519017510	-0.014474703609	0.000121987460	0.968451418655	N\A	0.033720117542	0.033307636577	0.004018495708	50	6	-0.008007452173	Global Trend	
1050000	473.483159	1	-1.031831720648	1.010415354700	-0.009444496419	-0.014924544432	0.000155647768	0.962957956741	N\A	0.033633320361	0.031108358623	0.004143745056	42	6	0.005884881692	Global Trend	
1100000	463.780183	1	-0.813248356928	0.923031020890	0.044048436323	-0.017603061985	0.000171865206	0.963892987664	N\A	0.034229752602	0.033263823353	0.004411182007	44	5	-0.009348234830	Global Trend	
1150000	469.969604	1	-0.737803670457	0.833441556804	0.114342776846	-0.018238218246	0.000120806385	0.959933648562	N\A	0.035790508891	0.032554784931	0.004128847976	35	7	0.001570379074	Global Trend	
1200000	446.835583	1	-0.799679325188	0.979257562880	0.045163316240	-0.024243061262	0.000142795786	0.999758876587	N\A	0.028417448994	0.030794175342	0.002966001815	41	9	0.213779470256	Global Trend	
1250000	451.460230	1	-0.971607504411	0.948596878468	-0.015193696295	-0.003390052021	0.000380731858	0.958254502869	N\A	0.029394954786	0.026109157852	0.003901914063	43	6	0.005582842327	Global Trend	
1300000	455.135232	1	-1.101440881785	1.040886163103	-0.024981687456	-0.016408451787	0.000109828719	0.993682386283	N\A	0.027042306752	0.029493996434	0.003376954281	36	6	-0.030786824328	Global Trend	
1350000	447.792733	1	-1.006305384031	0.981278890275	0.036433638895	-0.016253596690	0.000140590129	0.999052223989	N\A	0.031351499557	0.034170800197	0.003476293297	37	7	0.118318652565	Global Trend	
1400000	451.074621	1	-0.821106771222	0.951625367226	-0.062286946762	0.000734395125	0.000125657107	0.956787728337	N\A	0.032870565249	0.030382172464	0.004066107800	38	7	-0.001909858359	Global Trend	
1450000	472.712160	1	-0.894173404209	0.882123823472	0.111981251549	-0.021584011889	0.000096672196	0.967351036830	N\A	0.030764203499	0.029155259477	0.004081427914	44	12	-0.003694207815	Global Trend	
1500000	458.165254	1	-0.897154800120	0.994861646139	-0.062446632353	-0.001722214792	0.000117618371	0.961076685327	N\A	0.035757794962	0.034537559300	0.004700684782	37	2	-0.005759915287	Global Trend	
1550000	469.823555	1	-0.840941386310	0.865258518251	0.104144398415	-0.018853577274	0.000091440667	0.958835462879	N\A	0.035119527843	0.031489248015	0.004198253111	41	9	0.001395689305	Global Trend	
1600000	456.482008	1	-0.986454763155	0.938755809954	0.049848443677	-0.018266063776	0.000114031459	0.952845414297	N\A	0.038346426494	0.033408797900	0.004150064620	39	6	0.001357684530	Global Trend	
1650000	459.433172	1	-1.082490550152	1.032990598877	-0.044903842584	-0.010967546542	0.000114983460	0.960095840672	N\A	0.033912855914	0.031482368870	0.004222353052	46	6	0.005159241428	Global Trend	
1700000	466.515538	1	-0.810696042082	0.833504023661	0.103265430460	-0.014783854330	0.000136122181	0.967391024039	N\A	0.029893306837	0.025904557942	0.003498224883	35	7	0.004772959902	Global Trend	
1750000	462.061066	1	-1.050413235905	0.931749867403	0.039406753105	-0.014740632976	0.000102385070	0.967364199315	N\A	0.032781353839	0.030412148096	0.003773094509	38	5	0.007830882243	Global Trend	
1800000	469.316580	1	-1.089843542645	0.958425136684	0.038327275918	-0.016784499561	0.000061467978	0.988452621415	N\A	0.026049990737	0.027284885319	0.003075077877	42	9	0.014666793230	Global Trend	
1850000	458.993191	1	-0.850090738267	0.954661534439	0.008246695352	-0.012314776700	0.000021039485	0.974858654257	N\A	0.034888875785	0.036119472885	0.004229751429	37	6	-0.002139108965	Global Trend	
1900000	443.236872	1	-0.981784501764	0.956754523535	0.072259749207	-0.023863891710	0.000156857073	0.978340411332	N\A	0.027455781990	0.029182161029	0.003596453017	44	5	-0.013779442037	Global Trend	
1950000	456.431755	1	-0.820233104369	0.923138458594	0.024611750144	-0.013947632381	0.000121815812	0.956898808382	N\A	0.027729961458	0.028507030069	0.004208913276	54	6	-0.001449163589	Global Trend	
2000000	457.285078	1	-0.989753762906	0.965717919478	0.036973913191	-0.022165081694	0.000127693311	0.962275669864	N\A	0.025780652824	0.024797520497	0.004311175844	50	4	0.001122569805	Global Trend	
2050000	448.093500	1	-0.799623133426	0.887772231735	0.033421032858	-0.010269080117	0.000107620592	0.952442239889	N\A	0.037856944224	0.035120552176	0.004854112599	40	4	0.001763800821	Global Trend	
2100000	468.573894	1	-0.759928753807	0.873230197670	0.072488775987	-0.017807721121	0.000141670958	0.966513429140	N\A	0.023490308708	0.024946187017	0.004060952129	53	5	-0.001874562889	Global Trend	
2150000	455.048570	1	-0.752828843931	0.909558305460	-0.004021157511	-0.003710584948	0.000136655996	0.960508469984	N\A	0.036246781505	0.032316236314	0.003914899069	37	5	-0.002603923526	Global Trend	
2200000	454.753413	1	-0.792175100294	0.871851739726	0.098054235850	-0.021334017391	0.000103588742	0.961046328285	N\A	0.030570495686	0.028107269800	0.004151219284	41	6	-0.002359328522	Global Trend	
2250000	468.325289	1	-1.012222999380	0.926521985829	0.088013748009	-0.026788994203	0.000158211258	0.989521179216	N\A	0.028617390548	0.029345988798	0.003421511979	39	7	0.040715360077	Global Trend	
2300000	482.351604	1	-0.848748292963	0.912216514638	0.057797002113	-0.020209657024	0.000060141346	0.969170133469	N\A	0.027434454594	0.026211542876	0.004010277766	43	10	0.000720923035	Global Trend	
2350000	467.723224	1	-0.910172550309	0.953664218039	0.021227208595	-0.017182169381	0.000147909814	0.954599844336	N\A	0.037611896561	0.032463103290	0.004441519542	38	9	-0.000028092318	Global Trend	
2400000	466.757004	1	-0.934633593546	0.970378835973	0.007072975580	-0.015352079490	0.000087462040	0.967854302130	N\A	0.031243800966	0.027088184660	0.003909726751	44	8	-0.003226658130	Global Trend	
2450000	466.716817	1	-1.030763342019	0.977071856108	0.005480852321	-0.013850606455	0.000226668351	0.962152511965	N\A	0.034532813253	0.030787542663	0.003698668881	40	7	0.008790069489	Global Trend	
2500000	456.669654	1	-0.910324361055	0.913911489060	0.099638439197	-0.026048279426	0.000089744311	0.970953169370	N\A	0.030011792995	0.030724907191	0.004047949514	39	7	-0.007357172640	Global Trend	
2550000	449.301008	1	-1.027734834267	0.980847809872	0.043769706145	-0.024631849593	0.000139869383	0.972136233573	N\A	0.035592859155	0.035876406660	0.003983248555	30	3	0.015882226756	Global Trend	
2600000	473.790018	1	-0.879734777277	0.955363481739	0.005586203621	-0.011029206661	0.000101179751	0.971427895286	N\A	0.031293778076	0.029623219272	0.004156792039	42	4	-0.004924004274	Global Trend	
2650000	444.540367	1	-1.042785894599	0.976787520930	0.032690640679	-0.021440156484	0.000163582025	0.960545121848	N\A	0.039278508097	0.037614055493	0.004637146368	38	7	-0.010632504586	Global Trend	
2700000	461.516239	1	-0.781223432031	0.863969689393	0.082581006614	-0.013197430031	0.000106650859	0.958881471523	N\A	0.035525710592	0.030826097075	0.004077637457	36	6	-0.001959961283	Global Trend	
2750000	472.976355	1	-0.892581041785	0.885115964134	0.064658679576	-0.013758479613	0.000088077794	0.967851514762	N\A	0.033378624284	0.031485517022	0.003981290433	49	5	0.004255964330	Global Trend	
2800000	436.636626	1	-0.765748260930	0.941040674261	0.024567203182	-0.016390515499	0.000154114678	0.970440537597	N\A	0.033025238980	0.032689231366	0.004268999176	31	1	-0.015962892862	Global Trend	
2850000	471.491652	1	-0.999372931174	0.960720928751	0.042122685871	-0.017481288696	0.000100730250	0.958291029760	N\A	0.034645601060	0.031821987901	0.004403649593	43	6	0.001939228622	Global Trend	
2900000	469.953786	1	-0.749462815902	0.864487307804	0.056671687291	-0.010622062063	0.000100357283	0.963721781790	N\A	0.033244175593	0.030399809981	0.004122257960	39	8	-0.000295309340	Global Trend	
2950000	424.442198	1	-0.841596613090	0.998593118550	0.009332482123	-0.016573792395	0.000130485664	0.960009380763	N\A	0.038943623409	0.036417110790	0.004456386925	39	5	0.004101782795	Global Trend	
3000000	453.358175	1	-0.884222296018	0.912209010609	0.082685610345	-0.025257883440	0.000092383392	0.952783192316	N\A	0.040724889692	0.036572758936	0.004792900973	30	3	-0.001741644268	Global Trend	
3050000	458.744883	1	-0.786945189560	0.899874084354	0.019826759511	-0.009354785164	0.000164529815	0.954117621126	N\A	0.036715150783	0.032617937139	0.004401816525	39	6	0.000152375927	Global Trend	
3100000	457.253020	1	-1.028777444161	0.979260142866	0.011017426614	-0.012841126527	0.000176651732	0.951386694296	N\A	0.038260029110	0.034882882734	0.004713789926	43	7	0.002085501283	Global Trend	
3150000	447.862044	1	-1.198927109951	1.099415939174	-0.087801439275	-0.013020027803	0.000101100582	0.989174049749	N\A	0.030665112516	0.032210997024	0.003629402373	40	5	0.022404312295	Global Trend	
3200000	463.864997	1	-0.873425736144	0.937312030096	0.012989087848	-0.011242497954	0.000094612016	0.960946952374	N\A	0.032074942606	0.031031089911	0.004387755564	50	5	-0.002505966476	Global Trend	
3250000	467.581491	1	-0.944264703746	0.952115308463	-0.007510653396	-0.011401092692	0.000195609255	0.972389912042	N\A	0.029811271415	0.021914621741	0.003696744146	48	10	0.001745392371	Global Trend	
3300000	465.968160	1	-0.954031376252	0.939717164253	0.088324984382	-0.028590221252	0.000103011068	0.999615436642	N\A	0.031944817168	0.035244936534	0.003874791700	38	5	-0.135295141537	Global Trend	
3350000	447.884015	1	-0.921942639736	1.007945845326	-0.022932177164	-0.015201847541	0.000113463334	0.985181935470	N\A	0.029169671918	0.031069814976	0.003812190471	40	4	-0.019162278802	Global Trend	
3400000	452.770170	1	-1.041372960800	0.983547532751	0.037471314131	-0.020770023595	0.000114501550	0.999847617067	N\A	0.032752619210	0.035748566894	0.003497683758	40	9	-0.229928871643	Global Trend	
3450000	473.558574	1	-0.771340315419	0.896002286288	0.073287768358	-0.019700496737	0.000069333335	0.972772057957	N\A	0.032086479654	0.032213478846	0.004257933235	52	10	-0.005850633024	Global Trend	
3500000	466.831709	1	-0.838066914695	0.935994482883	0.034795482403	-0.014968710236	0.000116150648	0.973608316219	N\A	0.030541428462	0.029518775482	0.003545714710	38	7	-0.009996466216	Global Trend	
