Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MOB_d1_m3-glob-002.txt
Log File Name:                   MOB_d1_m3-glob-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2813904019
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MOB_d1_m3-glob-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.114840
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.79 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	264.502433	1	0.427583275551	0.917409722602	-0.070353451681	0.000608122268	0.898758131712	N\A	0.033335857241	0.008218889852	36	16	-0.002807536728	Global Trend	
1050000	275.742421	1	0.636600721337	0.799682224260	-0.043706813249	0.000351034489	0.899218673395	N\A	0.030281778164	0.007887349043	45	20	-0.004009437769	Global Trend	
1100000	252.335922	1	1.706141516884	0.883561076833	-0.064699609558	0.001054572447	0.886796938542	N\A	0.032111544839	0.007744897284	36	19	-0.013824760205	Global Trend	
1150000	263.557087	1	0.410378208245	0.965219024137	-0.081079838833	0.000368760110	0.900520082036	N\A	0.033256658917	0.006960587263	45	18	-0.002647009269	Global Trend	
1200000	252.067018	1	0.477299077942	0.887324623442	-0.061744008098	0.000336133876	0.882267364046	N\A	0.033550551360	0.008245444902	39	14	-0.001176878743	Global Trend	
1250000	275.541499	1	0.479054884886	0.940477569082	-0.076554529538	0.000573652768	0.916244827398	N\A	0.025201574542	0.006807628583	40	20	-0.004626650111	Global Trend	
1300000	260.266756	1	0.629058320508	0.968470461362	-0.079437557081	0.000589609436	0.921290928807	N\A	0.021813353123	0.005139583992	51	18	-0.017216693210	Global Trend	
1350000	264.324226	1	0.551125147956	0.849750333272	-0.056182346125	0.000276817950	0.872595755578	N\A	0.034461678586	0.008029940106	45	13	-0.002241106576	Global Trend	
1400000	239.835568	1	0.531577700481	0.883869562567	-0.064378544527	0.000431813758	0.886093916305	N\A	0.030007511761	0.008104026414	36	15	-0.003875515865	Global Trend	
1450000	234.978374	1	0.466391679199	0.905276109563	-0.069943260148	0.000360096287	0.844946093198	N\A	0.038977664164	0.009409202780	35	19	-0.002061587910	Global Trend	
1500000	260.738267	1	0.471113457831	0.903605324650	-0.067601931499	0.000337632041	0.893076176785	N\A	0.033464822449	0.007746721527	41	15	-0.002833147564	Global Trend	
1550000	234.534534	1	0.446739368218	0.950337558860	-0.079824651765	0.000514079922	0.878356806585	N\A	0.034800007486	0.008294433922	36	23	-0.004765527210	Global Trend	
1600000	241.470854	1	0.785001057956	0.824829118010	-0.055333740981	0.001073139260	0.876726766051	N\A	0.036720753531	0.009001062878	43	12	-0.006847447999	Global Trend	
1650000	244.981482	1	0.552591227640	0.844753829663	-0.058033761689	0.000690281230	0.875138803380	N\A	0.034417401603	0.007950356839	42	14	-0.002509080799	Global Trend	
1700000	259.913167	1	0.611301938361	0.823957857250	-0.057681195830	0.000310552121	0.876007741077	N\A	0.032988900419	0.008120958135	37	22	-0.003234937475	Global Trend	
1750000	255.520796	1	0.472252727111	0.888929635277	-0.063131873827	0.000597234506	0.871174770307	N\A	0.037319012879	0.008184247778	38	17	-0.002460133366	Global Trend	
1800000	256.623446	1	0.533309304994	0.941151133196	-0.074633030705	0.000852385374	0.862129085222	N\A	0.035352365259	0.008464068066	30	20	-0.008611826735	Global Trend	
1850000	254.157688	1	0.920773101137	0.862725472175	-0.057934850253	0.001025894109	0.878931152735	N\A	0.031009891524	0.007701421527	32	16	-0.017686383636	Global Trend	
1900000	248.857715	1	0.525314833525	0.950465948555	-0.079553672550	0.000454017647	0.884287956488	N\A	0.032871609259	0.008206572231	32	16	-0.006665259258	Global Trend	
1950000	243.522662	1	0.565384553271	0.844610824820	-0.063709520029	0.000229455663	0.848862661316	N\A	0.038210956543	0.009573163233	36	13	-0.000892957204	Global Trend	
2000000	245.159849	1	0.895384517658	0.804863152817	-0.040801609958	0.001234041907	0.889038059406	N\A	0.031180466569	0.008184917495	41	17	-0.016260061686	Global Trend	
2050000	246.414398	1	0.515548140655	0.895579092688	-0.068200111760	0.000367559282	0.883453559705	N\A	0.031470357121	0.007724578245	45	22	-0.002942153191	Global Trend	
2100000	264.634937	1	0.689850633915	0.826873787862	-0.051008312587	0.000859942318	0.885386382250	N\A	0.032285814067	0.007253154386	37	18	-0.005956987875	Global Trend	
2150000	245.796852	1	0.911744784976	0.779397836408	-0.045757844999	0.000753618507	0.880436720057	N\A	0.031825710266	0.008514707179	40	9	-0.009418749177	Global Trend	
2200000	246.726109	1	0.621123741881	0.873409356769	-0.065148102776	0.000429358076	0.867566639132	N\A	0.034569869096	0.008422344330	37	15	-0.004917448758	Global Trend	
2250000	243.193869	1	0.526610110179	0.795341967862	-0.038882770266	0.000394501418	0.873948176486	N\A	0.037782012485	0.009532028125	36	19	-0.000549956269	Global Trend	
2300000	271.809030	1	0.631888280874	0.847796652460	-0.053658332806	0.000492801428	0.890321204723	N\A	0.032400739490	0.007064943998	28	23	-0.004232420873	Global Trend	
2350000	263.446111	1	0.579752020384	0.871100200178	-0.053844715639	0.000580704625	0.879735755553	N\A	0.034311895708	0.008181497152	41	19	-0.005521766797	Global Trend	
2400000	257.414097	1	0.622409120079	0.840505538216	-0.045964919263	0.000323867496	0.921468473599	N\A	0.022909817571	0.006052156257	38	17	-0.005030264511	Global Trend	
2450000	236.156118	1	0.662601770784	0.836709638098	-0.055939667608	0.000736592309	0.858532618842	N\A	0.034620705029	0.008269502075	39	15	-0.006215276889	Global Trend	
2500000	231.311836	1	0.491482999849	0.874355735377	-0.067326943661	0.000834217194	0.847737157663	N\A	0.037455749050	0.009184451462	44	17	-0.000722868090	Global Trend	
2550000	248.918392	1	0.622414792416	0.824724725123	-0.045992629375	0.000883383016	0.890152977541	N\A	0.034511244806	0.008840333737	40	17	-0.008473969163	Global Trend	
2600000	284.925508	1	0.488802695019	0.880650365035	-0.060819050265	0.000347683315	0.898900370010	N\A	0.032414985378	0.007418304253	35	22	-0.001809262112	Global Trend	
2650000	266.238999	1	0.567792474159	0.784954559423	-0.037748168226	0.000356017486	0.911895610715	N\A	0.030372803572	0.007559794336	45	24	-0.002146913761	Global Trend	
2700000	250.172535	1	0.558390124674	0.855506280887	-0.062729884210	0.000888950427	0.876823872335	N\A	0.031430641086	0.007794289681	40	15	-0.001857806558	Global Trend	
2750000	256.960874	1	0.548682708799	0.826663386892	-0.057497647096	0.000591603572	0.868014437222	N\A	0.033913314286	0.008585760430	44	22	-0.000845293027	Global Trend	
2800000	273.984940	1	0.580003167957	0.789386286472	-0.046308104615	0.000552654316	0.897767889147	N\A	0.028150441609	0.007089624106	34	19	-0.002115497974	Global Trend	
2850000	267.300214	1	0.875180367525	0.757895775175	-0.043001222398	0.000953222092	0.873645239523	N\A	0.030633147106	0.007838941947	46	18	-0.006392279931	Global Trend	
2900000	282.869165	1	0.676496672063	0.858449190432	-0.058001526821	0.000700168719	0.919754795619	N\A	0.025632293966	0.006707563941	39	25	-0.007214350309	Global Trend	
2950000	271.615194	1	0.482327454508	0.920880223987	-0.072274176532	0.000480309709	0.891694834823	N\A	0.034119944643	0.008645409803	39	20	-0.003750012010	Global Trend	
3000000	256.182748	1	0.516265698757	0.799981443937	-0.044321145222	0.000378246576	0.894954932131	N\A	0.032169503344	0.007493333353	38	23	-0.000678569305	Global Trend	
3050000	244.152559	1	0.633784350351	0.872891944303	-0.064728530315	0.000434897234	0.897115713575	N\A	0.033072868570	0.008155077259	55	13	-0.005051400522	Global Trend	
3100000	230.130328	1	0.374985820236	0.895000976485	-0.065909436236	0.000369845742	0.848974123289	N\A	0.038788252332	0.009074305354	32	14	-0.000112391357	Global Trend	
3150000	268.700063	1	0.449816908896	0.922529897261	-0.071100831716	0.000713100185	0.867586091364	N\A	0.034839477085	0.007850469026	37	22	-0.003334791985	Global Trend	
3200000	259.332441	1	0.790104716074	0.929952919978	-0.070971955813	0.000941349724	0.908510892519	N\A	0.025644803910	0.006562974817	40	15	-0.023710612594	Global Trend	
3250000	262.659181	1	0.518862977170	0.851287837432	-0.058589843615	0.000216597641	0.877155976650	N\A	0.035776971808	0.009105357261	45	17	-0.000372360785	Global Trend	
3300000	237.983425	1	0.471222657535	0.849128860854	-0.056156263326	0.000362798460	0.863403835895	N\A	0.035683833499	0.008287025378	35	14	-0.000420350880	Global Trend	
3350000	244.811212	1	0.502583554768	0.903325388629	-0.066168704011	0.000797005147	0.869506345745	N\A	0.035833478106	0.008507027126	41	17	-0.004325677559	Global Trend	
