Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m7-fab-002.txt
Log File Name:                   STR_d1_m7-fab-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1360253828
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m7-fab-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.147241
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.77 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	531.055363	1	-1.617822066490	1.167992527051	-0.116180474127	0.000559393863	0.000150315933	0.980435367703	N\A	0.028570156588	0.026055551755	0.003711407151	38	0	
1050000	555.951556	1	-1.503334258607	1.068926140621	-0.029740345683	-0.005454608291	0.000095165594	0.983954891527	N\A	0.022049866720	0.020700216992	0.002630463375	38	4	
1100000	550.716907	1	-1.463333744483	1.090970347516	-0.059006411861	-0.002296289701	0.000168771019	0.982660098313	N\A	0.022422566611	0.021374616632	0.003030996085	32	3	
1150000	537.462000	1	-1.442864067977	1.078182670703	-0.053926338257	-0.005141616083	0.000096803412	0.981059372518	N\A	0.023584490730	0.021473216474	0.003009544221	32	1	
1200000	535.375002	1	-1.481475949568	1.100045511852	-0.084316701261	0.002585541236	0.000050551244	0.978829283968	N\A	0.030778828775	0.026454489361	0.003604268321	43	0	
1250000	540.775302	1	-1.468987711748	1.123365706191	-0.089305199539	0.002978767282	0.000196579266	0.985495575126	N\A	0.022899843147	0.021243112523	0.002837278417	39	3	
1300000	535.922028	1	-1.507559498121	1.102801189374	-0.066935645159	0.000626289718	0.000143893515	0.981936933838	N\A	0.026022774255	0.024650690574	0.003274460888	35	2	
1350000	541.904133	1	-1.514094538500	1.112140030654	-0.081100685406	0.002248125602	0.000181378131	0.981092452279	N\A	0.026429851125	0.025130985257	0.003641681334	48	1	
1400000	550.246784	1	-1.455524082564	1.102308205798	-0.086178950109	0.003308776620	0.000161205245	0.981176469947	N\A	0.026425722597	0.024281153807	0.003202113205	36	1	
1450000	536.214716	1	-1.457323877971	1.098585833425	-0.098505413250	0.009454691203	0.000100167385	0.986835382406	N\A	0.027541549241	0.025451917872	0.002728211669	38	2	
1500000	546.624876	1	-1.553039429668	1.145581163787	-0.134584754355	0.010756730127	0.000090234882	0.988681514955	N\A	0.022479316474	0.021724918307	0.003059914042	35	0	
1550000	535.014472	1	-1.385381281296	1.049811075691	-0.033930411787	-0.001180914855	0.000095787631	0.978208150457	N\A	0.029381535720	0.026958721278	0.003206569282	30	1	
1600000	543.923505	1	-1.516904549008	1.137784231633	-0.104048530317	0.000634932044	0.000084120007	0.982937799072	N\A	0.026699529502	0.024675116324	0.003293855018	40	0	
1650000	535.288955	1	-1.596247369943	1.167436044411	-0.133540190902	0.005772706310	0.000083128051	0.979744255855	N\A	0.029360355799	0.026164105405	0.003407078411	38	1	
1700000	532.520811	1	-1.580696914653	1.164630048760	-0.137548146783	0.004406615341	0.000101037009	0.975679098615	N\A	0.032612029398	0.028760544460	0.003490449965	33	0	
1750000	538.606851	1	-1.518361043276	1.100809336603	-0.056996620800	-0.000356036727	0.000092159961	0.975105426789	N\A	0.027967210536	0.025277278368	0.003395780628	37	3	
1800000	545.216576	1	-1.615968059748	1.170460006720	-0.123444649641	0.002848388786	0.000159724216	0.977455082980	N\A	0.023469554500	0.022338207104	0.003022829489	25	4	
1850000	548.817826	1	-1.417204316292	1.066976029830	-0.048016902673	-0.001417693055	0.000138764434	0.980806408133	N\A	0.028186068717	0.024740238632	0.002718378207	38	1	
1900000	535.469480	1	-1.579686167513	1.162517876844	-0.122494761133	0.001042950265	0.000112156576	0.977564609729	N\A	0.028891174833	0.026523148891	0.003217564454	32	3	
1950000	544.710743	1	-1.635824122511	1.178014360068	-0.121556586342	0.000731957569	0.000119041858	0.978502542009	N\A	0.026662762357	0.024312530358	0.003233586519	35	2	
2000000	540.780937	1	-1.542805381154	1.131132784604	-0.108622349511	0.008475899594	0.000055622277	0.981369011384	N\A	0.026703673273	0.025713307067	0.003608362672	41	3	
2050000	529.203076	1	-1.470562221115	1.101976232422	-0.064879191180	-0.003374370751	0.000470489144	0.984436682269	N\A	0.024135051696	0.021718652114	0.002993277090	36	3	
2100000	532.722222	1	-1.463358737626	1.084141098569	-0.046732001683	-0.000213534988	0.000168767676	0.978182509226	N\A	0.030977692519	0.028743989696	0.003817740643	40	0	
2150000	542.216953	1	-1.480394508313	1.086908197195	-0.054176974726	-0.002109983944	0.000096734573	0.984477531899	N\A	0.023785441665	0.022067675229	0.002979530295	42	2	
2200000	540.002726	1	-1.473718997112	1.094532706914	-0.080585115102	0.005125109198	0.000101626561	0.981963401947	N\A	0.026462113600	0.024440116743	0.003211496874	32	1	
2250000	544.264065	1	-1.522548256757	1.107697093498	-0.061014641388	-0.002200214387	0.000148141713	0.980966036833	N\A	0.026654307473	0.024566819490	0.003190298277	30	0	
2300000	547.856178	1	-1.509423697337	1.125647250268	-0.094708792595	0.000978810075	0.000159936565	0.983641121666	N\A	0.025350524887	0.023388078518	0.003034005205	38	1	
2350000	545.824466	1	-1.397397575621	1.059534516351	-0.056241178350	0.001368716208	0.000086828741	0.986068553293	N\A	0.023718492326	0.021286272608	0.002713793351	34	4	
2400000	548.985560	1	-1.516129726315	1.114492759271	-0.086455805168	0.001921085953	0.000142655271	0.986370297315	N\A	0.024477732047	0.023328965059	0.002859627752	22	1	
2450000	543.594077	1	-1.478138399777	1.112646676720	-0.121855917870	0.007925236097	0.000069976070	0.978435928088	N\A	0.026445534121	0.024099224665	0.003409423163	37	4	
2500000	549.630925	1	-1.567584550036	1.141310346343	-0.104144519028	0.001002314420	0.000077490755	0.978319762898	N\A	0.027703325584	0.025218717316	0.003487811765	44	4	
2550000	558.096645	1	-1.459586584290	1.095096751762	-0.050235459427	-0.004619684842	0.000054895103	0.980656951543	N\A	0.028854607099	0.025619469501	0.002737700902	38	2	
2600000	537.659803	1	-1.551633848309	1.151134455416	-0.134294477052	0.004766750221	0.000154589143	0.978727541132	N\A	0.028939725501	0.025948108878	0.003131902747	30	2	
2650000	533.418348	1	-1.540634635002	1.144880692724	-0.094055844534	-0.001337306112	0.000142912303	0.981333634120	N\A	0.028174411871	0.025487369217	0.003177483115	44	2	
2700000	535.759518	1	-1.540309339977	1.130467445891	-0.127500934489	0.010481568427	0.000028004878	0.984512973892	N\A	0.024078680596	0.023640322048	0.003476302494	33	0	
2750000	541.555100	1	-1.509600053614	1.152128316245	-0.126389017787	0.005010940466	0.000058996971	0.981760396053	N\A	0.028612743617	0.026421942502	0.003626785000	39	3	
2800000	546.774285	1	-1.596418623660	1.155598547272	-0.115011213129	0.004552689316	0.000086733268	0.978651602295	N\A	0.028516341431	0.026869727362	0.003485266870	46	0	
2850000	533.742051	1	-1.493501552679	1.117414928642	-0.123740598567	0.008812425955	0.000087776409	0.975598756056	N\A	0.030406758764	0.028761085572	0.003805463205	38	0	
2900000	532.728256	1	-1.514372825034	1.127026531205	-0.115590639948	0.006493481006	0.000099657595	0.977453489613	N\A	0.030428019851	0.027552529389	0.003464484099	37	0	
2950000	564.546198	1	-1.487717700896	1.108347217523	-0.090419381946	0.004694354555	0.000084506026	0.986372651534	N\A	0.022066373100	0.020838530824	0.002790586018	43	3	
