Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MED_d1_m7-fab-002.txt
Log File Name:                   MED_d1_m7-fab-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3828192867
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MED_d1_m7-fab-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.275310
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	618.006327	1	-0.110636391257	0.542228242721	0.326749195027	-0.020459348213	0.000052459203	0.980221658251	N\A	0.024671461623	0.022327231886	0.002865622120	39	6	
1050000	611.027280	1	-0.187130006263	0.592547166029	0.264410026010	-0.012733390366	0.000048637050	0.981998702169	N\A	0.024885735295	0.023288605136	0.003022248071	40	4	
1100000	605.394329	1	-0.002280268203	0.528772768104	0.277330354632	-0.008640575317	0.000107662371	0.979256887028	N\A	0.026510200589	0.023395375652	0.003045232386	31	2	
1150000	615.603749	1	-0.234915102055	0.619572075831	0.268264361130	-0.020202144537	0.000070971338	0.981011466151	N\A	0.023325069559	0.020577968239	0.002706970824	49	2	
1200000	617.035468	1	-0.159719011290	0.577764575431	0.271648574857	-0.011758016934	0.000045298076	0.982292383010	N\A	0.025348972782	0.022398147771	0.002575405500	41	3	
1250000	621.147066	1	-0.133586302435	0.562112328719	0.292718830310	-0.015228956982	0.000068330886	0.987819925315	N\A	0.024080253389	0.021531499954	0.001760299966	41	2	
1300000	615.229768	1	-0.287780303301	0.669466521473	0.192401432357	-0.011190720241	0.000063664633	0.981555777134	N\A	0.026200497984	0.023255437056	0.003022080594	35	4	
1350000	609.691027	1	-0.119322277450	0.552269719371	0.317743488122	-0.018812760213	0.000095825567	0.980941403672	N\A	0.024876033145	0.021839013146	0.002750092232	31	5	
1400000	619.128964	1	-0.160479115175	0.602435924885	0.256724159032	-0.013619651384	0.000060295654	0.984507439686	N\A	0.026743422124	0.022519825945	0.002359926475	53	3	
1450000	608.756168	1	-0.184266029053	0.621829758507	0.229060986081	-0.012446095010	0.000141106280	0.980076646130	N\A	0.027366737985	0.024104688958	0.003003604200	41	3	
1500000	613.657214	1	-0.044154901173	0.497626224525	0.340688751543	-0.013941182611	0.000091634533	0.985681725870	N\A	0.025380114832	0.021165452217	0.002898655366	48	1	
1550000	604.222002	1	-0.058397109239	0.517599829849	0.332225677667	-0.018219075788	0.000093527663	0.980307629670	N\A	0.025819199941	0.022472851181	0.002758474356	34	3	
1600000	608.100516	1	-0.154166812547	0.595121477165	0.248161238495	-0.009622358415	0.000113249667	0.983552264174	N\A	0.025436030916	0.023103594926	0.002873296232	43	4	
1650000	637.881688	1	-0.302404926066	0.663438517283	0.208280078606	-0.010868693273	0.000078852322	0.984710886388	N\A	0.025021560682	0.022305850996	0.002819751545	34	5	
1700000	641.274764	1	-0.350402732883	0.618507553880	0.245005337166	-0.013054132013	0.000010071696	0.984309787767	N\A	0.023429973962	0.020590820862	0.002696979955	46	6	
1750000	622.239331	1	-0.339656637447	0.652246457439	0.208706808471	-0.009469480683	0.000044602440	0.985088952942	N\A	0.025158320231	0.020928636814	0.002721343792	46	5	
1800000	607.994952	1	-0.210921604650	0.608454648496	0.264654259006	-0.017944645150	0.000078906447	0.980532876411	N\A	0.026186182897	0.023662609089	0.002758628236	40	2	
1850000	622.330238	1	-0.230041566685	0.625664878312	0.237523384254	-0.012387797113	0.000036258493	0.984610608031	N\A	0.022797079317	0.020422389932	0.002563723828	54	3	
1900000	609.076566	1	-0.231192636911	0.631186842183	0.204092786149	-0.004919219526	0.000043821263	0.979657979027	N\A	0.025273367576	0.023107615842	0.002797309019	51	2	
1950000	609.107500	1	-0.277329093430	0.687410641965	0.157742520885	-0.003196506244	0.000089630825	0.979767111511	N\A	0.026455478794	0.023876252789	0.002812224781	42	3	
2000000	609.437586	1	-0.194236382066	0.628721225998	0.242945839065	-0.015174695962	0.000118555895	0.979347493701	N\A	0.027733697189	0.024394794125	0.002896307582	30	5	
2050000	605.523893	1	-0.158460716630	0.589346828035	0.241598516788	-0.007788420692	0.000069400917	0.982018671477	N\A	0.025489637133	0.022127914493	0.002872488810	37	3	
2100000	608.007584	1	-0.213449172037	0.630712824991	0.214558290835	-0.009556247404	0.000052142758	0.980789338897	N\A	0.026903450483	0.023616806305	0.002847056449	46	2	
2150000	620.342718	1	-0.255472880332	0.631189822793	0.252712551006	-0.018272241006	0.000067568683	0.984608140179	N\A	0.024621622943	0.021331537330	0.002839320554	42	4	
2200000	606.687455	1	-0.089246828650	0.545681146006	0.303003033692	-0.015161544143	0.000062889318	0.980900631019	N\A	0.024995581774	0.021738322118	0.002909941731	41	5	
2250000	600.113502	1	-0.053364617519	0.510340420751	0.331229713030	-0.015587076484	0.000111428441	0.983658164742	N\A	0.025564377386	0.022110015375	0.002798760963	43	5	
2300000	614.691596	1	-0.236678908188	0.627282942659	0.245626812780	-0.014118408314	0.000088815666	0.983174319391	N\A	0.025746116176	0.022497198064	0.002955316309	40	3	
2350000	612.682024	1	-0.152697178983	0.597729754500	0.219215357565	-0.003228935140	0.000089366913	0.982174326837	N\A	0.027312992072	0.023984471758	0.002454709393	33	2	
2400000	632.426592	1	-0.235970723000	0.659547005082	0.179134576796	-0.005654945239	0.000078048922	0.982667391940	N\A	0.026094097105	0.022865406268	0.002714316915	41	7	
2450000	627.609838	1	-0.136387929003	0.595234029178	0.262058841866	-0.012219480812	0.000090454565	0.986263086000	N\A	0.025214788020	0.022372260852	0.002615601143	46	6	
2500000	614.835158	1	-0.143314041459	0.589063893210	0.249778246309	-0.010911251273	0.000079869670	0.982835749589	N\A	0.025429148289	0.022973250987	0.002723195789	42	2	
2550000	612.078893	1	-0.121550430332	0.587774826224	0.242663096392	-0.009122809622	0.000010412495	0.981140355877	N\A	0.025561058602	0.022832302890	0.002963204976	41	3	
2600000	622.828074	1	-0.169685764146	0.601137858048	0.260554273379	-0.016274353383	0.000034498687	0.980055656350	N\A	0.024289685434	0.022368701859	0.003075525435	43	4	
2650000	624.786050	1	-0.217617820022	0.642193243391	0.228105829914	-0.010402351920	0.000045345015	0.985891877496	N\A	0.023913605357	0.020553259878	0.002601781220	45	7	
2700000	621.748239	1	-0.207118589665	0.622786718269	0.267638950505	-0.019290628171	0.000020222438	0.983912273174	N\A	0.023296714101	0.020527949413	0.002656450920	38	4	
2750000	629.253958	1	-0.224950952686	0.643530736316	0.217011790528	-0.009709436308	0.000023640356	0.983195544367	N\A	0.025585403782	0.022141644572	0.002812334982	33	4	
2800000	632.241833	1	-0.159617043566	0.601698598811	0.239023242076	-0.009167182644	0.000025643201	0.983513457439	N\A	0.024092177687	0.021133607982	0.002685917041	43	5	
2850000	605.407837	1	-0.155765078198	0.570687377156	0.287255578179	-0.015065199826	0.000130734673	0.998698388523	N\A	0.023709054885	0.019821094247	0.001852740245	42	2	
2900000	610.575077	1	-0.175504947392	0.598527049009	0.251398347554	-0.010822404137	0.000064453603	0.985494947864	N\A	0.025303271133	0.022878806766	0.003094716442	49	2	
2950000	614.947726	1	-0.121840281106	0.556048915499	0.311990413396	-0.019253409208	0.000020331692	0.980877774549	N\A	0.026585763504	0.023134809470	0.002749648816	40	3	
3000000	625.700339	1	-0.189758410444	0.617626091493	0.246685571986	-0.011346911627	0.000013954779	0.985408475035	N\A	0.025243057782	0.021964537087	0.002750544820	47	4	
3050000	600.682897	1	-0.203165450109	0.636863651673	0.218230344822	-0.010659663907	0.000076967198	0.982246304515	N\A	0.024395752294	0.020975726938	0.002704327282	36	2	
3100000	623.656800	1	-0.163531734666	0.613173802333	0.226971977703	-0.010492083065	0.000039293617	0.981270483552	N\A	0.026586328184	0.022774955933	0.002664290260	32	5	
3150000	634.664232	1	-0.226284997209	0.649949681592	0.239063527417	-0.018125353014	0.000070643689	0.986642680163	N\A	0.023863169127	0.020297867326	0.002537743198	37	7	
3200000	604.917747	1	-0.174556121004	0.591238569044	0.272865283794	-0.013925163332	0.000068262328	0.983974833840	N\A	0.025864013265	0.023066593968	0.002723594277	47	4	
3250000	591.515339	1	-0.092401349920	0.557217191294	0.273843924456	-0.009865388905	0.000053831767	0.981030961029	N\A	0.024783631501	0.022893262460	0.003091654250	40	4	
3300000	600.205282	1	-0.129874292122	0.573676314699	0.280223812926	-0.016920108015	0.000109609459	0.978912464369	N\A	0.026304728303	0.022221510582	0.003017962232	30	1	
