Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  HIP_d1_m7-fab-001.txt
Log File Name:                   HIP_d1_m7-fab-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            142997651
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   HIP_d1_m7-fab-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.233350
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.70 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	454.559740	1	-0.772093764320	0.897109958257	0.027611980916	-0.011396521615	0.000258485677	0.954514900826	N\A	0.035423711306	0.031137574584	0.004546459605	38	5	
1050000	443.253741	1	-0.866836362995	0.883785510027	0.096904573536	-0.020047584718	0.000090141991	0.962358792715	N\A	0.038368292236	0.034104725987	0.004843779044	36	2	
1100000	461.229867	1	-0.824061590639	0.868867062812	0.101794062071	-0.020768867297	0.000081091194	0.958509028740	N\A	0.034637767794	0.030956280812	0.004638063818	39	8	
1150000	462.354964	1	-0.970664556763	0.980237328600	-0.037973471988	-0.002893403249	0.000091106825	0.957645948826	N\A	0.034547738939	0.030859889963	0.004405605923	37	8	
1200000	450.060116	1	-0.874807882235	0.932946444195	0.010912228428	-0.010077188940	0.000104873129	0.954057168449	N\A	0.036463738715	0.034441950586	0.004721418670	48	3	
1250000	451.485439	1	-0.907172706151	0.908109364436	0.087905160873	-0.020927009043	0.000130896727	0.951508843403	N\A	0.038325490398	0.033206628348	0.004470529334	37	3	
1300000	463.484551	1	-0.789322827796	0.893924165401	0.032410096535	-0.008754394971	0.000043437654	0.954405791106	N\A	0.042646071648	0.036336418210	0.004231765908	45	7	
1350000	461.218511	1	-0.696717298106	0.943599413108	0.036384384853	-0.018501241588	0.000133347543	0.952940479547	N\A	0.036184599159	0.032843364545	0.004397018802	41	7	
1400000	461.744605	1	-0.988024296796	0.964337698845	0.044836779013	-0.020195359059	0.000091015085	0.954508672863	N\A	0.034412919367	0.031624707062	0.004314872857	31	10	
1450000	467.790981	1	-0.841081061640	0.923477755488	0.000832743352	-0.008710941444	0.000110919396	0.960210992431	N\A	0.035378148400	0.029650458886	0.003969124730	46	6	
1500000	459.660158	1	-0.804077286933	0.856293040835	0.125045933565	-0.023425431679	0.000127684883	0.958643365494	N\A	0.037017374945	0.032999811732	0.004528491380	37	3	
1550000	464.849192	1	-0.821166881067	0.891974836650	0.039492119463	-0.008998911077	0.000184269141	0.962480581209	N\A	0.033830772696	0.027875054347	0.003884228693	41	4	
1600000	453.647576	1	-0.871146302929	0.933897276669	0.010205038088	-0.009778517735	0.000171790438	0.958228685262	N\A	0.031996350029	0.029040762365	0.004235462384	47	4	
1650000	462.998283	1	-0.833047799037	0.908246392129	0.042468212543	-0.014691996958	0.000115039422	0.960770073497	N\A	0.033460137155	0.030731730056	0.004516506780	44	5	
1700000	445.667498	1	-0.819453928049	0.861290356433	0.114951994319	-0.019405858704	0.000109295235	0.950207658055	N\A	0.037171055418	0.034627986164	0.004700122695	41	3	
1750000	443.837353	1	-0.692523303711	0.849032551047	0.085614504840	-0.018065238929	0.000108637897	0.960646498698	N\A	0.036450446333	0.033815836399	0.005129396348	45	5	
1800000	460.630035	1	-0.805458816609	0.894636682883	0.070500304886	-0.015532018221	0.000045142643	0.957310951956	N\A	0.039406874417	0.035565949157	0.004732491051	42	5	
1850000	453.045286	1	-0.968649095711	0.965981601252	0.005092253566	-0.007571096574	0.000177540375	0.972245831031	N\A	0.030586707756	0.029322059734	0.004362329450	34	5	
1900000	432.692857	1	-0.911682349566	0.942895834987	0.010033474574	-0.011038592260	0.000127129882	0.948731889546	N\A	0.040735042390	0.037947506006	0.005024068380	42	4	
1950000	452.254505	1	-0.841431374179	0.886886737965	0.075753164654	-0.015395678518	0.000100679998	0.971026436235	N\A	0.030028661765	0.029812777321	0.004028997978	41	5	
2000000	465.184329	1	-0.754915610071	0.865304608904	0.081283698782	-0.018283590236	0.000085600769	0.959076692271	N\A	0.034558016176	0.030694602801	0.004161279995	44	11	
2050000	441.430701	1	-0.809377768540	0.850945666911	0.127412470740	-0.020737474574	0.000108706260	0.957766080596	N\A	0.033801371798	0.030619440158	0.004453859674	39	8	
2100000	463.262050	1	-0.798210233882	0.897668904027	0.075950336983	-0.022285659922	0.000070229523	0.955580916613	N\A	0.036915441278	0.034257038032	0.004555439797	41	6	
2150000	461.350604	1	-0.720793316958	0.844072147855	0.102701914863	-0.020555883419	0.000087026971	0.960117612195	N\A	0.033913261254	0.031950450356	0.004504475524	37	8	
2200000	462.387065	1	-0.839084937958	0.893870898024	0.073084397596	-0.017019482142	0.000101287596	0.954357788042	N\A	0.038224299358	0.033302915970	0.004390135727	41	7	
2250000	464.674593	1	-0.877545902966	0.912912962762	0.061654353073	-0.018132912338	0.000144563749	0.954766244344	N\A	0.036526773775	0.032883394163	0.004365687445	34	5	
2300000	456.452294	1	-0.831399192129	0.897462841815	0.037338243885	-0.011343399405	0.000083904818	0.957319174288	N\A	0.036351287668	0.032865237628	0.004721131062	41	5	
2350000	473.235103	1	-0.773652556395	0.879376154554	0.075016108864	-0.016563765470	0.000141758244	0.958137792573	N\A	0.035638217836	0.031702184349	0.004214172755	48	8	
2400000	460.824003	1	-0.801402481380	0.858196878287	0.113817982267	-0.023058455978	0.000106839761	0.954488802785	N\A	0.036736253510	0.032894753757	0.004462039116	36	7	
2450000	459.382212	1	-0.749139072455	0.867656602682	0.063621947257	-0.013379538082	0.000156967793	0.964762655634	N\A	0.035352003566	0.027508752921	0.003837532786	46	5	
2500000	457.721437	1	-0.824207959392	0.908168744896	0.014695434110	-0.007437742770	0.000155113247	0.949553317977	N\A	0.038669630268	0.034897074310	0.004643801597	35	7	
2550000	458.666356	1	-0.941557903533	0.978816907859	-0.019827008521	-0.011933608742	0.000131844206	0.954527444817	N\A	0.037544991483	0.032272729624	0.004127906690	41	6	
2600000	467.026315	1	-0.723866542267	0.861525044986	0.083206545339	-0.013765654767	0.000026334256	0.950896933460	N\A	0.037529394419	0.033648478881	0.004449903326	42	8	
2650000	470.987158	1	-0.831589199019	0.927484644650	0.023975227480	-0.013717445281	0.000016114502	0.956146076457	N\A	0.034973821615	0.032895703094	0.004527171052	39	5	
2700000	469.525804	1	-0.871983913622	0.942941359863	0.001273655333	-0.013360235291	0.000081861178	0.957815891003	N\A	0.035753064198	0.032657651592	0.004396274036	40	8	
2750000	452.771246	1	-0.850424789123	0.929457896923	0.006400110616	-0.004723184015	0.000019471793	0.952226046935	N\A	0.032444521972	0.031445566606	0.004622430866	46	11	
2800000	446.280787	1	-0.961949710365	0.964814464474	0.031442681224	-0.016232242724	0.000019001549	0.951103792488	N\A	0.038315806652	0.035033752266	0.005035672417	36	4	
2850000	467.521232	1	-0.697069393447	0.808090653285	0.131414692870	-0.017680252456	0.000108782617	0.962559766810	N\A	0.034101871642	0.029926780369	0.003920577022	39	6	
2900000	458.377858	1	-0.876282306543	0.883397190464	0.108210497056	-0.023523415712	0.000084191879	0.967435234057	N\A	0.029686966576	0.026737964419	0.003662905202	52	8	
2950000	443.667408	1	-0.636416427181	0.791194555887	0.139390481623	-0.021197615846	0.000115452766	0.957078637342	N\A	0.039289709704	0.034587015332	0.004513503680	40	3	
3000000	457.788001	1	-0.930829197157	0.964721654736	-0.018901414698	-0.008872073959	0.000132099179	0.959130356631	N\A	0.036325986748	0.032060004480	0.004585583529	45	4	
3050000	447.614095	1	-0.908892623474	0.917010619236	0.060847195359	-0.015673951027	0.000125746326	0.953577446238	N\A	0.039634152546	0.034772788167	0.004264631745	45	4	
3100000	467.705599	1	-0.841233250127	0.909861223264	0.037329538368	-0.012888131141	0.000078700733	0.958410702230	N\A	0.034743736537	0.031066979869	0.004423471107	34	5	
3150000	445.331619	1	-0.719110899362	0.834675480498	0.094454491098	-0.012170731798	0.000083398458	0.967722683967	N\A	0.037598388181	0.033088417498	0.004700992820	33	6	
3200000	467.684443	1	-0.744090324253	0.857356547121	0.068533345319	-0.011123377912	0.000099742090	0.965083851203	N\A	0.031993897615	0.029685943797	0.004182777673	42	3	
