Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  NEO_d1_m3-glob-003.txt
Log File Name:                   NEO_d1_m3-glob-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1330438401
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   NEO_d1_m3-glob-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.036913
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.86 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	359.211541	1	0.901625860579	0.830558979545	-0.029180332439	0.000317250603	0.938286313431	N\A	0.024131021024	0.005682634843	42	12	0.001240700763	Global Trend	
1050000	366.602991	1	1.220280276506	0.794399406085	-0.021542892161	0.000508478183	0.945249467117	N\A	0.020959565097	0.004862192720	35	15	-0.009021614156	Global Trend	
1100000	359.123244	1	0.820455099413	0.832940802089	-0.032260895050	0.000214459366	0.939242399279	N\A	0.021939973185	0.004690680183	33	18	-0.000004393866	Global Trend	
1150000	351.182561	1	1.022051248636	0.763295907000	-0.016404144469	0.000406893856	0.945152600078	N\A	0.021491219075	0.005109518090	45	13	-0.001325006762	Global Trend	
1200000	360.971922	1	0.886806134463	0.811410401296	-0.025804717199	0.000239075460	0.939519566114	N\A	0.021707850587	0.004639477032	39	14	0.000621933174	Global Trend	
1250000	361.287270	1	1.013677314392	0.839193949920	-0.035513953513	0.000431254276	0.945970384056	N\A	0.021534537742	0.004842306342	49	13	-0.005236199958	Global Trend	
1300000	363.103001	1	1.011625846656	0.755406683159	-0.017883077856	0.000660483170	0.967990294646	N\A	0.014016180634	0.003579934984	44	12	-0.002575817118	Global Trend	
1350000	356.222885	1	0.722540496457	0.797552346985	-0.024707320068	0.000265309903	0.935957655643	N\A	0.024450987458	0.005946332005	44	14	0.001881371391	Global Trend	
1400000	350.090236	1	0.905430373386	0.855424188443	-0.035460388968	0.000312015185	0.940446211535	N\A	0.024125918682	0.005996699321	41	17	0.000674083615	Global Trend	
1450000	358.103922	1	0.881705077693	0.814267538212	-0.024986102653	0.000478896761	0.935024946881	N\A	0.023332989672	0.005560460826	32	14	0.000257251560	Global Trend	
1500000	364.751103	1	0.837037266751	0.771956407764	-0.020674232660	0.000414977792	0.942837570289	N\A	0.022747206113	0.005757908713	40	13	0.002781165550	Global Trend	
1550000	376.402661	1	1.543166249325	0.781552804776	-0.019572282897	0.000414414311	0.950522776069	N\A	0.021574001881	0.005522698701	43	18	-0.006109323106	Global Trend	
1600000	379.149288	1	1.158686040901	0.758683878383	-0.016472797487	0.000431781011	0.952187220999	N\A	0.020749539795	0.004961140807	29	14	-0.005059553663	Global Trend	
1650000	385.757944	1	0.691709054665	0.825831888985	-0.025634597734	0.000457494221	0.949869954519	N\A	0.022427376296	0.005396654865	47	15	0.007308270469	Global Trend	
1700000	366.205834	1	1.090524094483	0.777089175548	-0.020431258410	0.000376330949	0.937031473239	N\A	0.024067346795	0.005881321851	37	13	-0.001169323338	Global Trend	
